,what,were,the,towns,granted,to,the,huguenots,in,1598,collectively,called,?
montpellier,0.1289864331483841,0.2002430409193039,0.2149735391139984,0.24732322990894318,0.138593390583992,0.1985989212989807,0.2149735391139984,0.40082722902297974,0.25433841347694397,-0.07638461887836456,0.13262756168842316,0.12772321701049805,0.1785120815038681
was,0.22111038863658905,0.590133786201477,0.48711544275283813,0.1514456570148468,0.213484525680542,0.3636345863342285,0.48711544275283813,0.20650696754455566,0.45514053106307983,-0.08546065539121628,0.18891946971416473,0.33927658200263977,0.18412111699581146
among,0.21154822409152985,0.35641026496887207,0.3507058024406433,0.1465829610824585,0.14991456270217896,0.26594701409339905,0.3507058024406433,0.24701069295406342,0.3211768567562103,-0.16333262622356415,0.29022374749183655,0.26889246702194214,0.14343059062957764
the,0.42745697498321533,0.3906462490558624,1.0,0.2010425627231598,0.27588096261024475,0.535392165184021,1.0,0.30745792388916016,0.6662389636039734,-0.0076618134044110775,0.3632560670375824,0.489897221326828,0.22068053483963013
most,0.3219912350177765,0.3543298542499542,0.47635307908058167,0.16025514900684357,0.1649029701948166,0.321603000164032,0.47635307908058167,0.22474531829357147,0.41416558623313904,-0.05628927797079086,0.2995445728302002,0.35463574528694153,0.2107497900724411
important,0.31164905428886414,0.20263507962226868,0.39348116517066956,0.21654559671878815,0.19446246325969696,0.30913278460502625,0.39348116517066956,0.23048819601535797,0.3796374499797821,0.005632612854242325,0.21273399889469147,0.3316391706466675,0.17812499403953552
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.23338152468204498,0.32803481817245483,0.41548454761505127,0.733189046382904,0.27577435970306396,0.5696388483047485,-0.04988880455493927,0.33971667289733887,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.3906462490558624,1.0,0.2010425627231598,0.27588096261024475,0.535392165184021,1.0,0.30745792388916016,0.6662389636039734,-0.0076618134044110775,0.3632560670375824,0.489897221326828,0.22068053483963013
66,-0.03193807974457741,-0.07615695148706436,-0.01815365068614483,-0.07850799709558487,0.031015869230031967,-0.04223303869366646,-0.01815365068614483,-0.021152852103114128,-0.027044888585805893,0.011150349862873554,-0.14752835035324097,0.043637342751026154,-0.056611161679029465
``,0.008517155423760414,0.006090171169489622,0.029072100296616554,0.023425841704010963,0.026299016550183296,0.06720756739377975,0.029072100296616554,0.19296246767044067,0.04765888676047325,-0.03192250058054924,0.05692718178033829,0.00907047651708126,0.0685480609536171
villes,0.13604572415351868,0.15925653278827667,0.24378617107868195,0.2646913230419159,0.17069649696350098,0.14308589696884155,0.24378617107868195,0.48491525650024414,0.19305606186389923,-0.08577819168567657,0.14896641671657562,0.15552189946174622,0.13956718146800995
de,0.10476839542388916,0.1311400681734085,0.23491892218589783,0.14771907031536102,0.1670725792646408,0.15903331339359283,0.23491892218589783,0.33059367537498474,0.24818959832191467,-0.12581956386566162,0.1636301875114441,0.18032225966453552,0.11064168810844421
sûreté,0.21505147218704224,0.1730397790670395,0.33334699273109436,0.2609806954860687,0.2284465730190277,0.20328912138938904,0.33334699273109436,0.4836083650588989,0.3005567491054535,-0.12120899558067322,0.20771384239196777,0.2506355047225952,0.22893624007701874
'',0.08143015950918198,0.007215402089059353,0.041273195296525955,0.05620598420500755,0.06713715195655823,-0.009905828163027763,0.041273195296525955,-0.04821416735649109,0.07432962208986282,0.0679994523525238,0.022477148100733757,0.021102847531437874,0.018684765323996544
that,0.6297725439071655,0.35517072677612305,0.5473989248275757,0.1573193222284317,0.2885653078556061,0.5436353087425232,0.5473989248275757,0.21999265253543854,0.435920387506485,0.04698099195957184,0.29704156517982483,0.41604554653167725,0.32716336846351624
the,0.42745697498321533,0.3906462490558624,1.0,0.2010425627231598,0.27588096261024475,0.535392165184021,1.0,0.30745792388916016,0.6662389636039734,-0.0076618134044110775,0.3632560670375824,0.489897221326828,0.22068053483963013
edict,0.16707053780555725,0.2457589954137802,0.17931364476680756,0.1330837905406952,0.31636640429496765,0.22104638814926147,0.17931364476680756,0.4464908242225647,0.18521805107593536,0.0023877096828073263,0.1920377016067505,0.13899967074394226,0.16218337416648865
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.23338152468204498,0.32803481817245483,0.41548454761505127,0.733189046382904,0.27577435970306396,0.5696388483047485,-0.04988880455493927,0.33971667289733887,0.4222904443740845,0.1826142966747284
1598,0.05155991390347481,-0.008239507675170898,-0.0076618134044110775,-0.0290073212236166,-0.043865103274583817,0.02815970964729786,-0.0076618134044110775,-0.01835244707763195,-0.034428101032972336,1.0,0.0009207043913193047,-0.06135350465774536,-0.002321802545338869
granted,0.2214755117893219,0.21035443246364594,0.27588096261024475,0.1475168913602829,1.0000001192092896,0.23708537220954895,0.27588096261024475,0.24129422008991241,0.21880222856998444,-0.043865103274583817,0.17640085518360138,0.21269947290420532,0.22870221734046936
to,0.455847829580307,0.31913647055625916,0.535392165184021,0.19498857855796814,0.23708537220954895,1.0,0.535392165184021,0.2685132324695587,0.45010748505592346,0.02815970964729786,0.2727351784706116,0.2987143397331238,0.29463258385658264
the,0.42745697498321533,0.3906462490558624,1.0,0.2010425627231598,0.27588096261024475,0.535392165184021,1.0,0.30745792388916016,0.6662389636039734,-0.0076618134044110775,0.3632560670375824,0.489897221326828,0.22068053483963013
huguenots,0.22128188610076904,0.2728680968284607,0.30745792388916016,0.2490314096212387,0.24129422008991241,0.2685132324695587,0.30745792388916016,1.0,0.25916293263435364,-0.01835244707763195,0.17240680754184723,0.17146770656108856,0.16010338068008423
.,0.3567904531955719,0.3378238379955292,0.5934505462646484,0.22038580477237701,0.23590165376663208,0.4645031690597534,0.5934505462646484,0.2170230895280838,0.5591574311256409,-0.03641107678413391,0.286761075258255,0.300344854593277,0.4130953550338745
