,when,was,the,old,testament,translation,finished,?
luther,0.14516782760620117,0.19185513257980347,0.1759674996137619,0.15014880895614624,0.350544273853302,0.18200817704200745,0.13488145172595978,0.1732746809720993
had,0.37526828050613403,0.5927209258079529,0.3875846862792969,0.23504669964313507,0.1978474259376526,0.09225422143936157,0.2945052683353424,0.20728366076946259
published,0.1944759637117386,0.2896443009376526,0.22017472982406616,0.13374659419059753,0.277984619140625,0.38037413358688354,0.29311513900756836,0.16280238330364227
his,0.37120407819747925,0.4405253231525421,0.4394008219242096,0.2539081573486328,0.2475791573524475,0.16262900829315186,0.30028635263442993,0.18075084686279297
german,0.16090898215770721,0.26016926765441895,0.256483793258667,0.1195974349975586,0.2479895055294037,0.19319815933704376,0.15166814625263214,0.13978645205497742
translation,0.14636515080928802,0.14417019486427307,0.26402729749679565,0.13848286867141724,0.3944028913974762,0.9999998807907104,0.18661391735076904,0.22574150562286377
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.30522194504737854,0.2367868572473526,0.18704865872859955,0.19935797154903412,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.31849798560142517,0.2450282722711563,0.26402729749679565,0.2754973769187927,0.22068053483963013
new,0.257220059633255,0.2748313844203949,0.3845241069793701,0.3384166657924652,0.36215537786483765,0.1734006702899933,0.17904119193553925,0.14782847464084625
testament,0.18565435707569122,0.17701035737991333,0.2450282722711563,0.35441863536834717,1.0,0.3944028913974762,0.1327974796295166,0.19962608814239502
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.2865324318408966,0.19102752208709717,0.1721324771642685,0.2933714687824249,0.20430970191955566
1522,0.10474777966737747,-0.025206144899129868,0.0925401970744133,-0.05542680248618126,-0.011907460168004036,-0.03618330880999565,-0.04060523211956024,0.011624479666352272
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.26524028182029724,0.22706757485866547,0.2429160475730896,0.2894314229488373,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.29022282361984253,0.20277507603168488,0.2206902801990509,0.22604867815971375,0.20544172823429108
he,0.39115971326828003,0.5410010814666748,0.4571082592010498,0.29039672017097473,0.1900622844696045,0.10858869552612305,0.3540959358215332,0.2089974731206894
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.29022282361984253,0.20277507603168488,0.2206902801990509,0.22604867815971375,0.20544172823429108
his,0.37120407819747925,0.4405253231525421,0.4394008219242096,0.2539081573486328,0.2475791573524475,0.16262900829315186,0.30028635263442993,0.18075084686279297
collaborators,0.1771862804889679,0.21049641072750092,0.17697125673294067,0.004262123256921768,0.1322202831506729,0.21009963750839233,0.16907808184623718,0.18106400966644287
completed,0.1893177628517151,0.3156263828277588,0.29278936982154846,0.1753920614719391,0.17747220396995544,0.31021958589553833,0.6142787337303162,0.08272653818130493
the,0.5091903209686279,0.48711544275283813,1.0,0.31849798560142517,0.2450282722711563,0.26402729749679565,0.2754973769187927,0.22068053483963013
translation,0.14636515080928802,0.14417019486427307,0.26402729749679565,0.13848286867141724,0.3944028913974762,0.9999998807907104,0.18661391735076904,0.22574150562286377
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.30522194504737854,0.2367868572473526,0.18704865872859955,0.19935797154903412,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.31849798560142517,0.2450282722711563,0.26402729749679565,0.2754973769187927,0.22068053483963013
old,0.36291906237602234,0.2867572605609894,0.31849798560142517,1.0000001192092896,0.35441863536834717,0.13848286867141724,0.1211201548576355,0.20577076077461243
testament,0.18565435707569122,0.17701035737991333,0.2450282722711563,0.35441863536834717,1.0,0.3944028913974762,0.1327974796295166,0.19962608814239502
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.2865324318408966,0.19102752208709717,0.1721324771642685,0.2933714687824249,0.20430970191955566
1534,-0.08297662436962128,0.012564122676849365,-0.039665985852479935,-0.003489918075501919,-0.0316799096763134,-0.041681624948978424,-0.056674886494874954,-0.06046363338828087
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.26524028182029724,0.22706757485866547,0.2429160475730896,0.2894314229488373,0.31091248989105225
when,0.9999999403953552,0.37326499819755554,0.5091903209686279,0.36291906237602234,0.18565435707569122,0.14636515080928802,0.2407779097557068,0.22841128706932068
the,0.5091903209686279,0.48711544275283813,1.0,0.31849798560142517,0.2450282722711563,0.26402729749679565,0.2754973769187927,0.22068053483963013
whole,0.3172232210636139,0.22826434671878815,0.4517841339111328,0.20555272698402405,0.17114995419979095,0.1646527498960495,0.24937033653259277,0.21052291989326477
bible,0.19124241173267365,0.21726252138614655,0.27647915482521057,0.24965602159500122,0.7192554473876953,0.4584057331085205,0.17559848725795746,0.22667601704597473
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.2867572605609894,0.17701035737991333,0.14417019486427307,0.3428505063056946,0.18412111699581146
published,0.1944759637117386,0.2896443009376526,0.22017472982406616,0.13374659419059753,0.277984619140625,0.38037413358688354,0.29311513900756836,0.16280238330364227
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.32390445470809937,0.21092048287391663,0.2109805941581726,0.26350095868110657,0.4130953550338745
