,who,helped,designed,the,main,quadrangles,?
the,0.3733934462070465,0.3108886480331421,0.2559613883495331,1.0,0.38631999492645264,0.3175604045391083,0.22068053483963013
buildings,0.19900023937225342,0.19632552564144135,0.4442058503627777,0.25566717982292175,0.20187623798847198,0.3426387906074524,0.11192528158426285
of,0.2827862501144409,0.26548290252685547,0.2000347077846527,0.733189046382904,0.3177044689655304,0.32943886518478394,0.1826142966747284
the,0.3733934462070465,0.3108886480331421,0.2559613883495331,1.0,0.38631999492645264,0.3175604045391083,0.22068053483963013
main,0.18417203426361084,0.18144461512565613,0.1976516991853714,0.38631999492645264,1.0000001192092896,0.18215849995613098,0.1665669083595276
quadrangles,0.13543465733528137,0.1384313404560089,0.2175596058368683,0.3175604045391083,0.18215849995613098,1.0000001192092896,0.1280493140220642
were,0.3188014328479767,0.31125178933143616,0.21924695372581482,0.3906462490558624,0.16944953799247742,0.2466692179441452,0.17890112102031708
designed,0.21097040176391602,0.29711416363716125,1.0,0.2559613883495331,0.1976516991853714,0.2175596058368683,0.11213942617177963
by,0.39727845788002014,0.24260085821151733,0.29250532388687134,0.4408751428127289,0.21864338219165802,0.1528453379869461,0.17966607213020325
cobb,0.26678183674812317,0.16441123187541962,0.2148405760526657,0.20319372415542603,0.16828949749469757,0.15347521007061005,0.19696582853794098
",",0.3365725874900818,0.2661169171333313,0.201692596077919,0.4933079481124878,0.2989408075809479,0.252428263425827,0.31091248989105225
shepley,0.2877463698387146,0.21712149679660797,0.18297594785690308,0.25270625948905945,0.22561945021152496,0.2573748528957367,0.1678788661956787
",",0.3365725874900818,0.2661169171333313,0.201692596077919,0.4933079481124878,0.2989408075809479,0.252428263425827,0.31091248989105225
rutan,0.19312447309494019,0.14895407855510712,0.08731404691934586,0.2454039603471756,0.17461751401424408,0.2155410349369049,0.07933191955089569
and,0.41279885172843933,0.318156898021698,0.2359010875225067,0.5171257257461548,0.29831406474113464,0.3602939546108246,0.20544172823429108
coolidge,0.25057530403137207,0.18802806735038757,0.15295949578285217,0.20555834472179413,0.0962914302945137,0.1191602572798729,0.2519998252391815
",",0.3365725874900818,0.2661169171333313,0.201692596077919,0.4933079481124878,0.2989408075809479,0.252428263425827,0.31091248989105225
holabird,0.16314281523227692,0.125315859913826,0.1605920046567917,0.2532425820827484,0.11488357186317444,0.25000327825546265,0.24550019204616547
&,0.09244576841592789,0.1134929433465004,0.15487702190876007,0.14992168545722961,0.1304062455892563,0.11065060645341873,0.12596383690834045
roche,0.1537875086069107,0.10762599110603333,0.13468267023563385,0.21474440395832062,0.05262348800897598,0.22796353697776794,0.1429351270198822
",",0.3365725874900818,0.2661169171333313,0.201692596077919,0.4933079481124878,0.2989408075809479,0.252428263425827,0.31091248989105225
and,0.41279885172843933,0.318156898021698,0.2359010875225067,0.5171257257461548,0.29831406474113464,0.3602939546108246,0.20544172823429108
other,0.3612329661846161,0.2609464228153229,0.21431408822536469,0.44152235984802246,0.3310578167438507,0.24022042751312256,0.24682199954986572
architectural,0.11663182824850082,0.17786183953285217,0.4925512373447418,0.22612835466861725,0.1807936280965805,0.31274762749671936,0.13917183876037598
firms,0.21345408260822296,0.21043521165847778,0.28042909502983093,0.2687743306159973,0.14674746990203857,0.22035326063632965,0.1337330937385559
in,0.2792111933231354,0.304380863904953,0.22657902538776398,0.6662389636039734,0.28862449526786804,0.25481751561164856,0.20430970191955566
a,0.36608949303627014,0.24550430476665497,0.28430381417274475,0.5829201340675354,0.27217230200767517,0.2564893662929535,0.23916715383529663
mixture,0.08658730238676071,0.14910779893398285,0.06656790524721146,0.1835496872663498,0.16136540472507477,0.16867084801197052,0.17455407977104187
of,0.2827862501144409,0.26548290252685547,0.2000347077846527,0.733189046382904,0.3177044689655304,0.32943886518478394,0.1826142966747284
the,0.3733934462070465,0.3108886480331421,0.2559613883495331,1.0,0.38631999492645264,0.3175604045391083,0.22068053483963013
victorian,0.2483494132757187,0.15389452874660492,0.24499833583831787,0.2753658890724182,0.1444496065378189,0.21695810556411743,0.07572567462921143
gothic,0.12928442656993866,0.1506987363100052,0.3325388431549072,0.2610613703727722,0.21553778648376465,0.2799970507621765,0.16695094108581543
and,0.41279885172843933,0.318156898021698,0.2359010875225067,0.5171257257461548,0.29831406474113464,0.3602939546108246,0.20544172823429108
collegiate,0.1918542981147766,0.2108875811100006,0.1844012290239334,0.2808367908000946,0.18629828095436096,0.32820940017700195,0.0744476467370987
gothic,0.12928442656993866,0.1506987363100052,0.3325388431549072,0.2610613703727722,0.21553778648376465,0.2799970507621765,0.16695094108581543
styles,0.1178659051656723,0.13038000464439392,0.26854395866394043,0.18202731013298035,0.1149498000741005,0.2574215531349182,0.22563885152339935
",",0.3365725874900818,0.2661169171333313,0.201692596077919,0.4933079481124878,0.2989408075809479,0.252428263425827,0.31091248989105225
patterned,0.19747750461101532,0.18377000093460083,0.21319341659545898,0.26582443714141846,0.09294836223125458,0.3093501329421997,0.09290485084056854
on,0.2340552806854248,0.21279196441173553,0.2350989580154419,0.5107308030128479,0.2898236811161041,0.2452504187822342,0.2714994251728058
