,what,entity,did,tesla,believe,would,not,be,able,to,solve,the,problems,of,the,time,?
tesla,0.23221199214458466,0.1416688859462738,0.09757418930530548,0.9999999403953552,0.12789246439933777,0.14290116727352142,0.12018213421106339,0.15180771052837372,0.13654674589633942,0.17548894882202148,0.19602607190608978,0.1324402391910553,0.1492348462343216,0.18837453424930573,0.1324402391910553,0.14928559958934784,0.10250775516033173
believed,0.32626157999038696,0.11404292285442352,0.3807709813117981,0.08292704075574875,0.6664041876792908,0.41325250267982483,0.338882714509964,0.32833608984947205,0.3379549980163574,0.35322412848472595,0.21172674000263214,0.324635773897171,0.20281507074832916,0.2945859134197235,0.324635773897171,0.2583341598510742,0.17606885731220245
that,0.6297725439071655,0.29692912101745605,0.47518548369407654,0.22102725505828857,0.533393383026123,0.5895259380340576,0.6600887179374695,0.6036020517349243,0.4536534547805786,0.5436353087425232,0.31365567445755005,0.5473989248275757,0.3758413791656494,0.41498205065727234,0.5473989248275757,0.388528436422348,0.32716336846351624
the,0.42745697498321533,0.2403784692287445,0.34736719727516174,0.1324402391910553,0.2972484529018402,0.4133751392364502,0.4310511648654938,0.4248143136501312,0.3435857892036438,0.535392165184021,0.16557666659355164,1.0,0.2659202516078949,0.733189046382904,1.0,0.43061500787734985,0.22068053483963013
league,0.16616638004779816,0.17841528356075287,0.17557655274868011,0.13965372741222382,0.18808037042617798,0.15430445969104767,0.1722867339849472,0.1451711356639862,0.12557782232761383,0.18720030784606934,0.10284031927585602,0.2724147439002991,0.12580394744873047,0.23588460683822632,0.2724147439002991,0.2200031578540802,0.15941482782363892
of,0.33290785551071167,0.21258564293384552,0.2513895630836487,0.18837453424930573,0.2925758957862854,0.3353942930698395,0.3307090103626251,0.33904364705085754,0.23883962631225586,0.41548454761505127,0.15426263213157654,0.733189046382904,0.2450421154499054,1.0,0.733189046382904,0.35127586126327515,0.1826142966747284
nations,0.19211222231388092,0.28792187571525574,0.22762395441532135,0.11188355088233948,0.16157838702201843,0.2402927726507187,0.2365930825471878,0.16749700903892517,0.16584725677967072,0.26476410031318665,0.22101901471614838,0.3506215214729309,0.28516003489494324,0.27521562576293945,0.3506215214729309,0.25495025515556335,0.20999202132225037
was,0.22111038863658905,0.1461799293756485,0.41399896144866943,0.16455206274986267,0.20507054030895233,0.41663143038749695,0.2888734042644501,0.42228707671165466,0.19031302630901337,0.3636345863342285,0.109293133020401,0.48711544275283813,0.1851695030927658,0.4069072902202606,0.48711544275283813,0.3641340136528015,0.18412111699581146
not,0.5449194312095642,0.3352169394493103,0.6481515765190125,0.12018213421106339,0.462744802236557,0.5854519605636597,0.9999999403953552,0.5788898468017578,0.4786893427371979,0.5149973034858704,0.253805935382843,0.4310511648654938,0.3441416919231415,0.3307090103626251,0.4310511648654938,0.3786478340625763,0.41942933201789856
a,0.3320399522781372,0.2841722071170807,0.2552328109741211,0.2211925983428955,0.2732302248477936,0.398599237203598,0.3791346549987793,0.39883795380592346,0.2874686121940613,0.45503583550453186,0.1866181194782257,0.5829201340675354,0.21523453295230865,0.5052502155303955,0.5829201340675354,0.3292340338230133,0.23916715383529663
remedy,0.2918687164783478,0.1674240380525589,0.21013371646404266,0.1931498646736145,0.26379868388175964,0.29789769649505615,0.30995434522628784,0.36005401611328125,0.24773424863815308,0.28719449043273926,0.26182106137275696,0.2060876041650772,0.29611268639564514,0.22703757882118225,0.2060876041650772,0.20851480960845947,0.28438740968704224
for,0.3017193675041199,0.18166229128837585,0.318512886762619,0.13983871042728424,0.2833847403526306,0.39877474308013916,0.39280617237091064,0.3801851272583008,0.2947812080383301,0.4451248347759247,0.24012605845928192,0.4739971458911896,0.27039530873298645,0.4185989499092102,0.4739971458911896,0.3992156386375427,0.264628142118454
the,0.42745697498321533,0.2403784692287445,0.34736719727516174,0.1324402391910553,0.2972484529018402,0.4133751392364502,0.4310511648654938,0.4248143136501312,0.3435857892036438,0.535392165184021,0.16557666659355164,1.0,0.2659202516078949,0.733189046382904,1.0,0.43061500787734985,0.22068053483963013
times,0.21414996683597565,0.09142912924289703,0.23068773746490479,0.0734986811876297,0.2151436060667038,0.2525281608104706,0.22012482583522797,0.26316767930984497,0.1696382462978363,0.32875269651412964,0.1565263420343399,0.29093852639198303,0.2051885426044464,0.24352745711803436,0.29093852639198303,0.5334080457687378,0.18880689144134521
and,0.31309178471565247,0.20907706022262573,0.34479495882987976,0.19560420513153076,0.29652947187423706,0.34921059012413025,0.39099299907684326,0.41766801476478577,0.3303895890712738,0.48971283435821533,0.2412077933549881,0.5171257257461548,0.285793662071228,0.5116966962814331,0.5171257257461548,0.3025408685207367,0.20544172823429108
issues,0.33279702067375183,0.3174993693828583,0.22840259969234467,0.14424321055412292,0.34796345233917236,0.3082784414291382,0.3357628285884857,0.3066639304161072,0.2254631370306015,0.27458062767982483,0.3205737769603729,0.2638932764530182,0.6541393995285034,0.2288406491279602,0.2638932764530182,0.25565674901008606,0.320565789937973
.,0.3567904531955719,0.24862751364707947,0.35288307070732117,0.17949827015399933,0.26988279819488525,0.35067233443260193,0.4824007451534271,0.4383580684661865,0.34544092416763306,0.4645031690597534,0.2293975055217743,0.5934505462646484,0.2602308988571167,0.5352458953857422,0.5934505462646484,0.371569961309433,0.4130953550338745
