,which,leaders,did,the,islamic,extremists,attack,?
unlike,0.4358089566230774,0.18320754170417786,0.3216536343097687,0.35607239603996277,0.10862194001674652,0.26101401448249817,0.15907953679561615,0.12876726686954498
earlier,0.29554668068885803,0.1499727964401245,0.24518106877803802,0.26843780279159546,0.14380976557731628,0.16632609069347382,0.14440976083278656,0.13306351006031036
anti-colonial,0.2662845849990845,0.2828024923801422,0.2138293981552124,0.3057573139667511,0.33653339743614197,0.2771575152873993,0.18357358872890472,0.1794319450855255
movements,0.3761357069015503,0.34657353162765503,0.17159762978553772,0.31594985723495483,0.2699604332447052,0.3917480409145355,0.193297877907753,0.1501890867948532
the,0.6521818041801453,0.3157886564731598,0.34736719727516174,1.0,0.27231070399284363,0.3279869258403778,0.2508925497531891,0.22068053483963013
extremist,0.1915118396282196,0.41452065110206604,0.15505371987819672,0.2740326523780823,0.48300832509994507,0.8533763289451599,0.3121720552444458,0.14525245130062103
group,0.32466647028923035,0.2872234880924225,0.13719572126865387,0.30795547366142273,0.18744540214538574,0.3714500963687897,0.23953382670879364,0.13827809691429138
directed,0.210347518324852,0.12368592619895935,0.17765580117702484,0.21284286677837372,0.1135999783873558,0.2092786282300949,0.1271626055240631,0.1359327733516693
its,0.5154205560684204,0.1226489469408989,0.19922670722007751,0.559237003326416,0.2048245519399643,0.23253506422042847,0.16933295130729675,0.15103481709957123
attacks,0.2929956614971161,0.22898580133914948,0.13600324094295502,0.2845265567302704,0.2766607105731964,0.41503289341926575,0.7850538492202759,0.14532065391540527
against,0.27554041147232056,0.26796412467956543,0.22514554858207703,0.3090755045413971,0.1992768496274948,0.3561858534812927,0.31037792563438416,0.18095137178897858
what,0.5261979103088379,0.2629711329936981,0.4259131848812103,0.42745697498321533,0.2204568088054657,0.3039838373661041,0.16093501448631287,0.5051238536834717
it,0.616637647151947,0.1517004817724228,0.2993364930152893,0.6251175999641418,0.1365245133638382,0.2364528328180313,0.2010524421930313,0.25732165575027466
believed,0.3179844319820404,0.3411756753921509,0.3807709813117981,0.324635773897171,0.2757934629917145,0.38868066668510437,0.2230927050113678,0.17606885731220245
were,0.2807837128639221,0.33411720395088196,0.4162326455116272,0.3906462490558624,0.1627683937549591,0.33105751872062683,0.19604915380477905,0.17890112102031708
``,0.05178012326359749,0.05010681226849556,-0.029888948425650597,0.029072100296616554,0.12120585143566132,0.11456272006034851,0.08731021732091904,0.0685480609536171
apostate,0.16759417951107025,0.26792851090431213,0.08312665671110153,0.23570898175239563,0.353066623210907,0.2829720377922058,0.17881366610527039,0.1807953119277954
'',-0.03332270681858063,0.03726577013731003,0.01978493109345436,0.041273195296525955,0.010483020916581154,-0.026027332991361618,-0.0658644437789917,0.018684765323996544
leaders,0.18628337979316711,1.0,0.25974467396736145,0.3157886564731598,0.28775396943092346,0.4865788519382477,0.1403457373380661,0.13927052915096283
of,0.5011631846427917,0.2602892220020294,0.2513895630836487,0.733189046382904,0.25656506419181824,0.27835696935653687,0.20644454658031464,0.1826142966747284
muslim,0.20675697922706604,0.35802891850471497,0.2098924219608307,0.28099653124809265,0.6897084712982178,0.4662037789821625,0.1233077123761177,0.17456822097301483
states,0.27476921677589417,0.23323588073253632,0.21754568815231323,0.3463578522205353,0.2191459685564041,0.22639580070972443,0.1688738763332367,0.16272737085819244
",",0.3658004403114319,0.21003474295139313,0.3015086054801941,0.4933079481124878,0.20175659656524658,0.20946316421031952,0.29392024874687195,0.31091248989105225
leaders,0.18628337979316711,1.0,0.25974467396736145,0.3157886564731598,0.28775396943092346,0.4865788519382477,0.1403457373380661,0.13927052915096283
who,0.3688730001449585,0.31705352663993835,0.34038686752319336,0.3733934462070465,0.20530520379543304,0.3402387201786041,0.2050056904554367,0.26220351457595825
held,0.2626747488975525,0.2779964506626129,0.18607917428016663,0.32185450196266174,0.20422343909740448,0.2419789731502533,0.1555258184671402,0.14103956520557404
secular,0.248337984085083,0.38486143946647644,0.23305241763591766,0.24261851608753204,0.4390401542186737,0.42693737149238586,0.10261671245098114,0.13290788233280182
leanings,0.28136688470840454,0.213862344622612,0.19712363183498383,0.23915454745292664,0.20055639743804932,0.2990315854549408,0.15826734900474548,0.2759426236152649
or,0.5105096101760864,0.15074610710144043,0.28211739659309387,0.4174870550632477,0.2214912325143814,0.27325698733329773,0.1753651350736618,0.32389625906944275
who,0.3688730001449585,0.31705352663993835,0.34038686752319336,0.3733934462070465,0.20530520379543304,0.3402387201786041,0.2050056904554367,0.26220351457595825
had,0.3188965916633606,0.2601015269756317,0.540525496006012,0.3875846862792969,0.1608518362045288,0.25501081347465515,0.2556149661540985,0.20728366076946259
introduced,0.27052173018455505,0.08237403631210327,0.17650672793388367,0.242969810962677,0.14663740992546082,0.07387351244688034,0.06132561340928078,0.16386865079402924
or,0.5105096101760864,0.15074610710144043,0.28211739659309387,0.4174870550632477,0.2214912325143814,0.27325698733329773,0.1753651350736618,0.32389625906944275
promoted,0.14220328629016876,0.19009391963481903,0.23407593369483948,0.2648380994796753,0.11753616482019424,0.1262298822402954,0.10305890440940857,0.2079106867313385
western/foreign,0.3582572638988495,0.3385535180568695,0.2472619116306305,0.47464442253112793,0.3449537456035614,0.32877111434936523,0.24905267357826233,0.2734152674674988
ideas,0.3292820453643799,0.35434460639953613,0.3357154428958893,0.22381870448589325,0.26138579845428467,0.3585827648639679,0.11925030499696732,0.2857283353805542
and,0.506277859210968,0.2407902181148529,0.34479495882987976,0.5171257257461548,0.2192772477865219,0.27302607893943787,0.24922382831573486,0.20544172823429108
practices,0.2836618423461914,0.322937935590744,0.21679148077964783,0.24007414281368256,0.34257206320762634,0.3350048363208771,0.07094646245241165,0.18974241614341736
into,0.4405161738395691,0.15554529428482056,0.14888085424900055,0.39493247866630554,0.13217060267925262,0.20823067426681519,0.11247154325246811,0.15662476420402527
islamic,0.21128115057945251,0.28775396943092346,0.17371372878551483,0.27231070399284363,0.9999999403953552,0.47094249725341797,0.22807283699512482,0.1692383587360382
societies,0.23449945449829102,0.3410359025001526,0.28470566868782043,0.2507815659046173,0.2936277687549591,0.30982545018196106,0.08221322298049927,0.19051554799079895
.,0.45942068099975586,0.18761023879051208,0.35288307070732117,0.5934505462646484,0.20520655810832977,0.23070400953292847,0.3003302216529846,0.4130953550338745
