,how,many,lea-funded,11,to,18,schools,are,there,in,newcastle,?
there,0.3328511416912079,0.4993700683116913,0.2563207745552063,0.0036810259334743023,0.40669289231300354,-0.1199415922164917,0.2900838851928711,0.5433560013771057,1.0,0.5361666083335876,0.1536160409450531,0.29405656456947327
are,0.311818927526474,0.5655534863471985,0.22636300325393677,0.06551206856966019,0.3504326641559601,-0.09796016663312912,0.30816179513931274,1.0,0.5433560013771057,0.3841303884983063,0.1428472399711609,0.24591213464736938
eleven,0.18587736785411835,0.36152976751327515,0.21753861010074615,0.012553177773952484,0.27135249972343445,-0.005794367287307978,0.24563820660114288,0.2739308178424835,0.30363190174102783,0.3077402710914612,0.13532230257987976,0.1022186428308487
lea-funded,0.19154240190982819,0.2867394685745239,1.0,0.06366680562496185,0.2332625687122345,-0.08058173954486847,0.39392390847206116,0.22636300325393677,0.2563207745552063,0.27718818187713623,0.27987927198410034,0.179560124874115
11,0.04696422442793846,0.13612139225006104,0.06366680562496185,1.0000001192092896,0.010993496514856815,-0.006803128868341446,0.024051325395703316,0.06551206856966019,0.0036810259334743023,0.03469983860850334,0.05534035339951515,-0.04295448586344719
to,0.44169697165489197,0.40243685245513916,0.2332625687122345,0.010993496514856815,1.0,-0.17942632734775543,0.2362271547317505,0.3504326641559601,0.40669289231300354,0.45010748505592346,0.23559264838695526,0.29463258385658264
18,-0.03501921147108078,-0.0017783388029783964,-0.08058173954486847,-0.006803128868341446,-0.17942632734775543,0.9999999403953552,-0.06477757543325424,-0.09796016663312912,-0.1199415922164917,-0.061147160828113556,-0.10719078779220581,-0.04919438064098358
schools,0.12874440848827362,0.3108086585998535,0.39392390847206116,0.024051325395703316,0.2362271547317505,-0.06477757543325424,1.0,0.30816179513931274,0.2900838851928711,0.2632134258747101,0.1462429165840149,0.18349280953407288
and,0.33647966384887695,0.5296266674995422,0.2982252836227417,0.052219830453395844,0.48971283435821533,-0.07680561393499374,0.29319998621940613,0.48576638102531433,0.4242868423461914,0.4954058527946472,0.20204751193523407,0.20544172823429108
seven,0.20032188296318054,0.28098854422569275,0.20372508466243744,0.01630822755396366,0.2853301167488098,0.006140163633972406,0.2186705321073532,0.1899895817041397,0.25721609592437744,0.24717609584331512,0.14616888761520386,0.1732930988073349
independent,0.1741381734609604,0.20261110365390778,0.2635763883590698,0.03164517879486084,0.20949965715408325,-0.18422211706638336,0.22231550514698029,0.1716575026512146,0.1891900897026062,0.2794609069824219,0.12382678687572479,0.11902587860822678
schools,0.12874440848827362,0.3108086585998535,0.39392390847206116,0.024051325395703316,0.2362271547317505,-0.06477757543325424,1.0,0.30816179513931274,0.2900838851928711,0.2632134258747101,0.1462429165840149,0.18349280953407288
with,0.3525622487068176,0.35744401812553406,0.24428251385688782,-0.04597003385424614,0.4239959120750427,-0.08583108335733414,0.13740696012973785,0.38996943831443787,0.37390366196632385,0.4080928862094879,0.1710812896490097,0.2433311939239502
sixth,0.08715979754924774,0.10471410304307938,0.09231753647327423,-0.009564315900206566,0.25924211740493774,-0.052550602704286575,0.1354999542236328,0.10151712596416473,0.14579898118972778,0.2580831050872803,0.11538418382406235,0.11620894819498062
forms,0.17325511574745178,0.2981320917606354,0.14741234481334686,0.0410132072865963,0.2363802045583725,-0.13664305210113525,0.19801753759384155,0.32807791233062744,0.26480165123939514,0.26377561688423157,0.10776571929454803,0.1196754202246666
in,0.2601168751716614,0.41474202275276184,0.27718818187713623,0.03469983860850334,0.45010748505592346,-0.061147160828113556,0.2632134258747101,0.3841303884983063,0.5361666083335876,1.0,0.19270820915699005,0.20430970191955566
newcastle,0.11517360806465149,0.17336907982826233,0.27987927198410034,0.05534035339951515,0.23559264838695526,-0.10719078779220581,0.1462429165840149,0.1428472399711609,0.1536160409450531,0.19270820915699005,1.0000001192092896,0.0902252271771431
.,0.3287222981452942,0.3974229395389557,0.2704049348831177,0.020607711747288704,0.4645031690597534,-0.05821654945611954,0.2752705216407776,0.3452940285205841,0.43897318840026855,0.5591574311256409,0.2714749276638031,0.4130953550338745
