,which,station,covered,the,game,for,north,carolina,?
in,0.4840516746044159,0.21784305572509766,0.27591216564178467,0.6662389636039734,0.23986028134822845,0.4322226941585541,0.39050599932670593,0.2380082756280899,0.20430970191955566
north,0.2384447455406189,0.2489755004644394,0.22758831083774567,0.36298373341560364,0.21917438507080078,0.17560088634490967,1.0,0.5512722134590149,0.11829731613397598
carolina,0.16939401626586914,0.12001890689134598,0.14161305129528046,0.24749229848384857,0.1679076999425888,0.17749637365341187,0.5512722134590149,1.0000001192092896,0.11847445368766785
",",0.3658004403114319,0.2482491284608841,0.30773067474365234,0.4933079481124878,0.2653886377811432,0.4464869201183319,0.31834840774536133,0.2566046118736267,0.31091248989105225
wbt,0.2863010764122009,0.3063029646873474,0.17790968716144562,0.2713833153247833,0.30365094542503357,0.2687463164329529,0.21627266705036163,0.1934514343738556,0.22194723784923553
(,0.2589828372001648,0.15589678287506104,0.1960790902376175,0.33289089798927307,0.19185201823711395,0.3357032239437103,0.20408999919891357,0.18443597853183746,0.40561532974243164
1110,0.14879262447357178,-0.07073354721069336,0.12415159493684769,0.16341263055801392,0.03923577070236206,0.008824518881738186,0.22649839520454407,0.13090220093727112,-0.019919075071811676
am,0.13793429732322693,0.16691645979881287,0.13742034137248993,0.18601742386817932,0.10802394151687622,0.23718447983264923,0.1735469549894333,0.10490423440933228,0.3437723219394684
),0.2758678197860718,0.16818374395370483,0.17703554034233093,0.3456730246543884,0.19853033125400543,0.3639558255672455,0.19693730771541595,0.184937983751297,0.42300865054130554
will,0.3827246427536011,0.1797148883342743,0.18266256153583527,0.3635469079017639,0.2308308631181717,0.3647450804710388,0.18236760795116425,0.13945123553276062,0.35046905279159546
carry,0.3581438362598419,0.21776524186134338,0.23890307545661926,0.26752355694770813,0.10995405167341232,0.2858029901981354,0.13809938728809357,0.08378174155950546,0.17171701788902283
the,0.6521818041801453,0.23609806597232819,0.3132939636707306,1.0,0.285271555185318,0.4739971458911896,0.36298373341560364,0.24749229848384857,0.22068053483963013
game,0.23652023077011108,0.20115497708320618,0.11600471287965775,0.285271555185318,0.9999998807907104,0.2608485519886017,0.21917438507080078,0.1679076999425888,0.1829071193933487
",",0.3658004403114319,0.2482491284608841,0.30773067474365234,0.4933079481124878,0.2653886377811432,0.4464869201183319,0.31834840774536133,0.2566046118736267,0.31091248989105225
with,0.46403205394744873,0.13595768809318542,0.339670330286026,0.4223487675189972,0.19394829869270325,0.39140474796295166,0.185934916138649,0.1565731316804886,0.2433311939239502
mick,0.21877335011959076,0.17239171266555786,0.16610553860664368,0.18347573280334473,0.21539175510406494,0.1572035253047943,0.14751052856445312,0.19034896790981293,0.14838244020938873
mixon,0.288728266954422,0.26248493790626526,0.21250015497207642,0.29810968041419983,0.21728256344795227,0.26111337542533875,0.22627079486846924,0.281704843044281,0.25572019815444946
on,0.4245251417160034,0.29022887349128723,0.3599720597267151,0.5107308030128479,0.22967135906219482,0.36199691891670227,0.24055036902427673,0.19547675549983978,0.2714994251728058
play-by-play,0.2538526654243469,0.18523621559143066,0.1826050579547882,0.2794552743434906,0.5630475878715515,0.318437397480011,0.1820400208234787,0.15329012274742126,0.2925850749015808
and,0.506277859210968,0.19091129302978516,0.3234351575374603,0.5171257257461548,0.25192898511886597,0.5064792633056641,0.2776443064212799,0.22423055768013,0.20544172823429108
eugene,0.10521665215492249,0.14920859038829803,0.022687820717692375,0.16070903837680817,0.11786680668592453,0.15926051139831543,0.1786724478006363,0.22525840997695923,0.16149088740348816
robinson,0.21764503419399261,0.15472932159900665,0.16966527700424194,0.21904587745666504,0.2420216053724289,0.13993589580059052,0.1689344048500061,0.2017400711774826,0.18648536503314972
and,0.506277859210968,0.19091129302978516,0.3234351575374603,0.5171257257461548,0.25192898511886597,0.5064792633056641,0.2776443064212799,0.22423055768013,0.20544172823429108
jim,0.1715673804283142,0.14991368353366852,0.16462065279483795,0.21709053218364716,0.17186978459358215,0.1846843808889389,0.13806745409965515,0.19453077018260956,0.09886423498392105
szoke,0.1450914442539215,0.24259290099143982,0.15998487174510956,0.1983880251646042,0.2210378795862198,0.22987540066242218,0.23035933077335358,0.31980887055397034,0.25855737924575806
on,0.4245251417160034,0.29022887349128723,0.3599720597267151,0.5107308030128479,0.22967135906219482,0.36199691891670227,0.24055036902427673,0.19547675549983978,0.2714994251728058
color,0.26011791825294495,0.13396626710891724,0.1983102709054947,0.21895472705364227,0.24641147255897522,0.2378578633069992,0.13689766824245453,0.19207924604415894,0.21299609541893005
commentary,0.2459699660539627,0.17103689908981323,0.17823058366775513,0.2209595888853073,0.24656230211257935,0.21193501353263855,0.13434088230133057,0.09211879223585129,0.20364898443222046
.,0.45942068099975586,0.20999185740947723,0.2543253004550934,0.5934505462646484,0.2581658959388733,0.4726039469242096,0.3171539604663849,0.2702518403530121,0.4130953550338745
