,from,what,french,king,did,the,huguenot,name,possibly,descend,?
the,0.40150508284568787,0.42745697498321533,0.2555147111415863,0.25887003540992737,0.34736719727516174,1.0,0.29557526111602783,0.3171212375164032,0.3130749762058258,0.28131356835365295,0.22068053483963013
``,0.02677825279533863,0.008517155423760414,0.12658566236495972,0.05158674716949463,-0.029888948425650597,0.029072100296616554,0.1860373169183731,0.1001104861497879,0.207863450050354,0.08136431127786636,0.0685480609536171
hugues,0.1608208864927292,0.1411924511194229,0.5103644728660583,0.29498299956321716,0.18493105471134186,0.23052576184272766,0.7647857069969177,0.15375857055187225,0.13185586035251617,0.18945299088954926,0.21094021201133728
hypothesis,0.08770541846752167,0.32678523659706116,0.06146708503365517,0.10697135329246521,0.18737025558948517,0.2221619188785553,0.20670285820960999,0.21247649192810059,0.2543201148509979,0.25218063592910767,0.20027662813663483
'',-0.011389154009521008,0.08143015950918198,-0.004800750873982906,0.039368029683828354,0.01978493109345436,0.041273195296525955,-0.010292247869074345,0.003883055876940489,0.013935677707195282,-0.023689772933721542,0.018684765323996544
argues,0.1605592519044876,0.3211183547973633,0.12201890349388123,0.1692727506160736,0.26005780696868896,0.22893615067005157,0.20751218497753143,0.1834409087896347,0.22883448004722595,0.15303412079811096,0.20733967423439026
that,0.3477667272090912,0.6297725439071655,0.17619380354881287,0.16788895428180695,0.47518548369407654,0.5473989248275757,0.19593703746795654,0.27224332094192505,0.3788267970085144,0.2924988269805908,0.32716336846351624
the,0.40150508284568787,0.42745697498321533,0.2555147111415863,0.25887003540992737,0.34736719727516174,1.0,0.29557526111602783,0.3171212375164032,0.3130749762058258,0.28131356835365295,0.22068053483963013
name,0.2635002136230469,0.18623162806034088,0.18910211324691772,0.22814035415649414,0.17557460069656372,0.3171212375164032,0.1340496689081192,1.0,0.148019939661026,0.2178674042224884,0.15381577610969543
was,0.31171464920043945,0.22111038863658905,0.2523815333843231,0.27377256751060486,0.41399896144866943,0.48711544275283813,0.24281072616577148,0.2646567225456238,0.28066137433052063,0.15550263226032257,0.18412111699581146
derived,0.315938800573349,0.20143714547157288,0.16510924696922302,0.11507093161344528,0.13302093744277954,0.26961472630500793,0.16884681582450867,0.3756186068058014,0.1670721024274826,0.3643846809864044,0.1241099163889885
by,0.3373257517814636,0.2455483376979828,0.23343317210674286,0.23436301946640015,0.18574509024620056,0.4408751428127289,0.1813904494047165,0.25480157136917114,0.2112940400838852,0.17760252952575684,0.17966607213020325
association,0.18207116425037384,0.13908448815345764,0.162040576338768,0.13649852573871613,0.13464757800102234,0.26550325751304626,0.17805376648902893,0.13332952558994293,0.11685826629400253,0.0526253916323185,0.1542656421661377
with,0.26272761821746826,0.2464839518070221,0.1637353003025055,0.1820080578327179,0.25472134351730347,0.4223487675189972,0.19856593012809753,0.17897967994213104,0.27688753604888916,0.110026516020298,0.2433311939239502
hugues,0.1608208864927292,0.1411924511194229,0.5103644728660583,0.29498299956321716,0.18493105471134186,0.23052576184272766,0.7647857069969177,0.15375857055187225,0.13185586035251617,0.18945299088954926,0.21094021201133728
capet,0.2667301595211029,0.20274172723293304,0.35187795758247375,0.4880553185939789,0.18987815082073212,0.3284318745136261,0.5084854364395142,0.24172095954418182,0.2251678854227066,0.29802823066711426,0.18297724425792694
",",0.39760664105415344,0.3087472915649414,0.28806620836257935,0.27879971265792847,0.3015086054801941,0.4933079481124878,0.24752236902713776,0.28145334124565125,0.33120453357696533,0.20118628442287445,0.31091248989105225
king,0.1906634420156479,0.18449601531028748,0.17180883884429932,1.0000001192092896,0.24472618103027344,0.25887003540992737,0.2899644374847412,0.22814035415649414,0.16816526651382446,0.19058187305927277,0.19130074977874756
of,0.4249346852302551,0.33290785551071167,0.19450366497039795,0.2938710153102875,0.2513895630836487,0.733189046382904,0.29061198234558105,0.24075818061828613,0.35685303807258606,0.26942315697669983,0.1826142966747284
france,0.20540620386600494,0.17793065309524536,0.5492131114006042,0.30626484751701355,0.2138325721025467,0.35517507791519165,0.44110438227653503,0.19448354840278625,0.15884199738502502,0.12763094902038574,0.15069349110126495
",",0.39760664105415344,0.3087472915649414,0.28806620836257935,0.27879971265792847,0.3015086054801941,0.4933079481124878,0.24752236902713776,0.28145334124565125,0.33120453357696533,0.20118628442287445,0.31091248989105225
who,0.27839982509613037,0.40942975878715515,0.2756427824497223,0.24555552005767822,0.34038686752319336,0.3733934462070465,0.32233482599258423,0.2027527540922165,0.237948477268219,0.2550135552883148,0.26220351457595825
reigned,0.20345748960971832,0.1434360295534134,0.1748015135526657,0.5376163721084595,0.18420857191085815,0.21480600535869598,0.365125834941864,0.19335316121578217,0.2780565321445465,0.2603152096271515,0.19395281374454498
long,0.3109167516231537,0.28276848793029785,0.14648514986038208,0.15448768436908722,0.20462055504322052,0.3075225353240967,0.1365736871957779,0.11445201933383942,0.24920295178890228,0.13429298996925354,0.19699987769126892
before,0.38587698340415955,0.3801657259464264,0.1289743036031723,0.14989300072193146,0.33642593026161194,0.45900648832321167,0.1591743528842926,0.25333574414253235,0.2810690402984619,0.17728032171726227,0.2507109045982361
the,0.40150508284568787,0.42745697498321533,0.2555147111415863,0.25887003540992737,0.34736719727516174,1.0,0.29557526111602783,0.3171212375164032,0.3130749762058258,0.28131356835365295,0.22068053483963013
reformation,0.20686288177967072,0.23052695393562317,0.18808822333812714,0.20883290469646454,0.20929229259490967,0.3290504217147827,0.46633681654930115,0.1218266710639,0.1996399611234665,0.12439693510532379,0.14843040704727173
.,0.41536515951156616,0.3567904531955719,0.2480926215648651,0.2334747016429901,0.35288307070732117,0.5934505462646484,0.2060975730419159,0.24737101793289185,0.3018520474433899,0.16617731750011444,0.4130953550338745
