,how,many,huguenots,emigrated,to,north,america,as,colonists,?
it,0.36714982986450195,0.39615920186042786,0.18171469867229462,0.15090686082839966,0.513711154460907,0.33463054895401,0.311389297246933,0.4461488723754883,0.24434541165828705,0.25732165575027466
precipitated,0.12608025968074799,0.1458047330379486,0.24125008285045624,0.08330786228179932,0.16042739152908325,0.1345411241054535,0.06980103999376297,0.09269938617944717,0.1071019321680069,0.18507228791713715
civil,0.10494508594274521,0.2212105095386505,0.2630557119846344,0.19155628979206085,0.2019355595111847,0.2387736737728119,0.1901659220457077,0.18100082874298096,0.32709255814552307,0.1494513899087906
bloodshed,0.2731401324272156,0.3232842981815338,0.37425631284713745,0.2974248230457306,0.2759580910205841,0.15611277520656586,0.1840967983007431,0.23537933826446533,0.3091351389884949,0.17700253427028656
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.3080633282661438,0.44245919585227966,0.31834840774536133,0.253568559885025,0.48816442489624023,0.22380682826042175,0.31091248989105225
ruined,0.19049027562141418,0.29473575949668884,0.27085840702056885,0.22254502773284912,0.16608810424804688,0.19194936752319336,0.18779881298542023,0.22191202640533447,0.2635642886161804,0.06953594088554382
commerce,0.19161559641361237,0.23629926145076752,0.2547014355659485,0.1520419418811798,0.22621312737464905,0.21674208343029022,0.19899384677410126,0.15882684290409088,0.2689245045185089,0.09677373617887497
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.3080633282661438,0.44245919585227966,0.31834840774536133,0.253568559885025,0.48816442489624023,0.22380682826042175,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.28783127665519714,0.24211961030960083,0.48971283435821533,0.2776443064212799,0.2647855281829834,0.49487000703811646,0.2779245972633362,0.20544172823429108
resulted,0.2043834775686264,0.2667960226535797,0.27757593989372253,0.21528546512126923,0.24989460408687592,0.1688208431005478,0.16877909004688263,0.21462930738925934,0.24983729422092438,0.1391388475894928
in,0.2601168751716614,0.41474202275276184,0.25916293263435364,0.3249180018901825,0.45010748505592346,0.39050599932670593,0.3098583221435547,0.3887844979763031,0.22301137447357178,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.30745792388916016,0.24469347298145294,0.535392165184021,0.36298373341560364,0.37090015411376953,0.48381632566452026,0.2727788984775543,0.22068053483963013
illegal,0.19613292813301086,0.297632098197937,0.20074716210365295,0.18096695840358734,0.26434260606765747,0.11093118041753769,0.19147458672523499,0.2117311954498291,0.27888190746307373,0.1562941074371338
flight,0.14079724252223969,0.15306435525417328,0.1621658354997635,0.19380760192871094,0.24953556060791016,0.18431659042835236,0.19649244844913483,0.14144399762153625,0.1474456936120987,0.20568472146987915
from,0.22939439117908478,0.33099696040153503,0.17123448848724365,0.29281148314476013,0.4069952368736267,0.3180590271949768,0.1968681514263153,0.3251767158508301,0.23065456748008728,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.30745792388916016,0.24469347298145294,0.535392165184021,0.36298373341560364,0.37090015411376953,0.48381632566452026,0.2727788984775543,0.22068053483963013
country,0.17206698656082153,0.26946935057640076,0.1987663209438324,0.2854034900665283,0.31281599402427673,0.2221440225839615,0.29616448283195496,0.2241005152463913,0.2429090440273285,0.12647280097007751
of,0.2480744868516922,0.37253960967063904,0.27577435970306396,0.21708126366138458,0.41548454761505127,0.3604778051376343,0.28803038597106934,0.3886612355709076,0.24155713617801666,0.1826142966747284
hundreds,0.30532944202423096,0.6037355661392212,0.30087435245513916,0.2300170511007309,0.29900258779525757,0.19909346103668213,0.21499738097190857,0.23598775267601013,0.26542288064956665,0.17484495043754578
of,0.2480744868516922,0.37253960967063904,0.27577435970306396,0.21708126366138458,0.41548454761505127,0.3604778051376343,0.28803038597106934,0.3886612355709076,0.24155713617801666,0.1826142966747284
thousands,0.2813407778739929,0.5732859373092651,0.2827889323234558,0.26905131340026855,0.3132120668888092,0.1750171184539795,0.2109908014535904,0.21497368812561035,0.25969165563583374,0.15520451962947845
of,0.2480744868516922,0.37253960967063904,0.27577435970306396,0.21708126366138458,0.41548454761505127,0.3604778051376343,0.28803038597106934,0.3886612355709076,0.24155713617801666,0.1826142966747284
protestants,0.18276342749595642,0.2771928310394287,0.5508098602294922,0.23426711559295654,0.26797059178352356,0.21506428718566895,0.1833036094903946,0.2148677259683609,0.4537380337715149,0.15855816006660461
",",0.22659391164779663,0.40610817074775696,0.23394492268562317,0.3080633282661438,0.44245919585227966,0.31834840774536133,0.253568559885025,0.48816442489624023,0.22380682826042175,0.31091248989105225
many,0.4425291419029236,0.9999999403953552,0.27507859468460083,0.2714686691761017,0.40243685245513916,0.20274685323238373,0.30219417810440063,0.4070141911506653,0.32495954632759094,0.2124512493610382
of,0.2480744868516922,0.37253960967063904,0.27577435970306396,0.21708126366138458,0.41548454761505127,0.3604778051376343,0.28803038597106934,0.3886612355709076,0.24155713617801666,0.1826142966747284
whom,0.29626429080963135,0.27229538559913635,0.32402387261390686,0.3178793489933014,0.3108522593975067,0.1147625520825386,0.12332264333963394,0.31695985794067383,0.2465699464082718,0.222135990858078
became,0.10954522341489792,0.25642040371894836,0.22311078011989594,0.30547794699668884,0.20401327311992645,0.21296916902065277,0.2067197561264038,0.3482101261615753,0.20708660781383514,0.11374033987522125
intellectuals,0.22395893931388855,0.30231553316116333,0.32034915685653687,0.2458491176366806,0.22155870497226715,0.15219347178936005,0.23015199601650238,0.1884956806898117,0.3266005516052246,0.1231645792722702
