,big,o,notation,provides,autonomy,to,upper,and,lower,bounds,with,relationship,to,what,?
this,0.26223647594451904,0.18118178844451904,0.2798893451690674,0.29086750745773315,0.23653647303581238,0.5759071707725525,0.20427626371383667,0.42353692650794983,0.25191617012023926,0.24719887971878052,0.36358317732810974,0.2759995460510254,0.5759071707725525,0.5489566326141357,0.3155723512172699
makes,0.2645418345928192,0.1378154158592224,0.19196976721286774,0.38105782866477966,0.12851837277412415,0.35811367630958557,0.13682973384857178,0.34688496589660645,0.18707600235939026,0.273106187582016,0.33933931589126587,0.15130358934402466,0.35811367630958557,0.2867553234100342,0.22145044803619385
the,0.308749794960022,0.19071193039417267,0.2254781424999237,0.29657405614852905,0.2267274558544159,0.535392165184021,0.35289278626441956,0.5171257257461548,0.3463275134563446,0.30338889360427856,0.4223487675189972,0.21018025279045105,0.535392165184021,0.42745697498321533,0.22068053483963013
bounds,0.12982624769210815,0.08780646324157715,0.22922754287719727,0.26992595195770264,0.13150055706501007,0.320420503616333,0.24034395813941956,0.30258679389953613,0.3036094605922699,1.0,0.256337434053421,0.20185637474060059,0.320420503616333,0.17344798147678375,0.12707965075969696
independent,0.1470288187265396,0.14870239794254303,0.12273985147476196,0.1833096295595169,0.34331345558166504,0.20949965715408325,0.10196933895349503,0.22274264693260193,0.09119361639022827,0.09473656117916107,0.15262502431869507,0.15937727689743042,0.20949965715408325,0.28752967715263367,0.11902587860822678
of,0.2513701021671295,0.16054381430149078,0.19017815589904785,0.3119201064109802,0.2911231815814972,0.41548454761505127,0.25818127393722534,0.5116966962814331,0.31757521629333496,0.24635128676891327,0.41827285289764404,0.22000651061534882,0.41548454761505127,0.33290785551071167,0.1826142966747284
the,0.308749794960022,0.19071193039417267,0.2254781424999237,0.29657405614852905,0.2267274558544159,0.535392165184021,0.35289278626441956,0.5171257257461548,0.3463275134563446,0.30338889360427856,0.4223487675189972,0.21018025279045105,0.535392165184021,0.42745697498321533,0.22068053483963013
specific,0.19937337934970856,0.13830223679542542,0.33189690113067627,0.32880401611328125,0.1970452219247818,0.3962339460849762,0.13358792662620544,0.25608575344085693,0.19752226769924164,0.22809074819087982,0.305841326713562,0.16538795828819275,0.3962339460849762,0.37695175409317017,0.30923372507095337
details,0.15112543106079102,0.1037503182888031,0.2382756620645523,0.31190571188926697,0.179141566157341,0.2500368356704712,0.14018094539642334,0.2754189074039459,0.11919774115085602,0.11577852815389633,0.2144179791212082,0.23316237330436707,0.2500368356704712,0.3390152156352997,0.2643139362335205
of,0.2513701021671295,0.16054381430149078,0.19017815589904785,0.3119201064109802,0.2911231815814972,0.41548454761505127,0.25818127393722534,0.5116966962814331,0.31757521629333496,0.24635128676891327,0.41827285289764404,0.22000651061534882,0.41548454761505127,0.33290785551071167,0.1826142966747284
the,0.308749794960022,0.19071193039417267,0.2254781424999237,0.29657405614852905,0.2267274558544159,0.535392165184021,0.35289278626441956,0.5171257257461548,0.3463275134563446,0.30338889360427856,0.4223487675189972,0.21018025279045105,0.535392165184021,0.42745697498321533,0.22068053483963013
computational,0.14564263820648193,0.15547090768814087,0.5153178572654724,0.34154582023620605,0.2657037079334259,0.246933713555336,0.07916123420000076,0.28914058208465576,0.1280999481678009,0.2541716396808624,0.17668114602565765,0.2987678050994873,0.246933713555336,0.29464593529701233,0.21617397665977478
model,0.1840495616197586,0.1386570930480957,0.1883137822151184,0.18382713198661804,0.13017511367797852,0.187554731965065,0.08804582804441452,0.22216768562793732,0.07297609001398087,0.14965486526489258,0.120089091360569,0.24449877440929413,0.187554731965065,0.2303347885608673,0.14843042194843292
used,0.21978460252285004,0.11275003105401993,0.39301201701164246,0.2885289490222931,0.12754614651203156,0.40058770775794983,0.16362324357032776,0.3150506615638733,0.1612802892923355,0.19300809502601624,0.3047430217266083,0.16512387990951538,0.40058770775794983,0.27546408772468567,0.22430120408535004
.,0.27374890446662903,0.26146236062049866,0.22257189452648163,0.1774633228778839,0.18370114266872406,0.4645031690597534,0.23727275431156158,0.588965117931366,0.24347278475761414,0.24761569499969482,0.4446153938770294,0.22535671293735504,0.4645031690597534,0.3567904531955719,0.4130953550338745
