,how,many,yards,did,denver,have,for,super,bowl,50,?
denver,0.15631112456321716,0.18606427311897278,0.3131333589553833,0.16413381695747375,1.0,0.17510470747947693,0.22017966210842133,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
won,0.13434793055057526,0.2252970188856125,0.17710529267787933,0.3493216037750244,0.1950361430644989,0.215050607919693,0.3782569169998169,0.23658764362335205,0.2380966693162918,0.1270197182893753,0.17925700545310974
despite,0.180110901594162,0.29778826236724854,0.24374711513519287,0.38115930557250977,0.13984671235084534,0.33455711603164673,0.3311030864715576,0.2255556881427765,0.1263827234506607,0.02893845923244953,0.14350546896457672
being,0.33768191933631897,0.36609646677970886,0.19702647626399994,0.27905046939849854,0.21056878566741943,0.47529760003089905,0.41687241196632385,0.19301097095012665,0.16827359795570374,-0.01975386217236519,0.26743772625923157
massively,0.28297463059425354,0.32889363169670105,0.15646958351135254,0.13053585588932037,0.1115947887301445,0.3501774072647095,0.23944538831710815,0.2543307840824127,0.13095992803573608,0.04298073425889015,0.1734902560710907
outgained,0.15460437536239624,0.27254948019981384,0.2904719114303589,0.3479938209056854,0.1766654998064041,0.29287421703338623,0.3290582001209259,0.15484584867954254,0.19737006723880768,-0.020045243203639984,0.13968798518180847
in,0.2601168751716614,0.41474202275276184,0.14206624031066895,0.2593238651752472,0.2221570909023285,0.36843645572662354,0.4322226941585541,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
total,0.22199897468090057,0.2912171483039856,0.26723575592041016,0.14788632094860077,0.1672368049621582,0.2702822685241699,0.18924455344676971,0.16075772047042847,0.13796210289001465,0.010104950517416,0.14396025240421295
yards,0.1345205456018448,0.13134367763996124,1.0,0.11230118572711945,0.3131333589553833,0.13095317780971527,0.21746347844600677,0.22780416905879974,0.2993983328342438,0.016652274876832962,0.12453813850879669
(,0.1676948219537735,0.1455259770154953,0.15869200229644775,0.18979617953300476,0.23238550126552582,0.23072676360607147,0.3357032239437103,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
315,-0.09786456823348999,-0.10647132992744446,-0.06336595863103867,0.07709082961082458,-0.00498051755130291,-0.07124507427215576,-0.08158627152442932,-0.04976354539394379,-0.09350404143333435,0.025571433827280998,-0.017473451793193817
to,0.44169697165489197,0.40243685245513916,0.1612969934940338,0.4452643394470215,0.23706497251987457,0.4544740617275238,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
194,0.01532113365828991,-0.07381633669137955,-0.005536893382668495,0.053098853677511215,0.1517724245786667,-0.06733062863349915,0.10900947451591492,0.026744628325104713,0.024633552879095078,-0.00741032836958766,0.16584888100624084
),0.17939934134483337,0.16602720320224762,0.17269422113895416,0.18584993481636047,0.2208423912525177,0.22866283357143402,0.3639558255672455,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.22108176350593567,0.34479495882987976,0.20625516772270203,0.4711785912513733,0.5064792633056641,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
first,0.27731001377105713,0.2931244373321533,0.1934249997138977,0.33691170811653137,0.2171352207660675,0.3030114769935608,0.3800288736820221,0.2717077434062958,0.20817767083644867,0.07933352887630463,0.18701928853988647
downs,0.1218646913766861,0.2036919891834259,0.30574682354927063,0.19667908549308777,0.2288353145122528,0.18939031660556793,0.21536749601364136,0.12022191286087036,0.1822562962770462,0.024813257157802582,0.13175012171268463
(,0.1676948219537735,0.1455259770154953,0.15869200229644775,0.18979617953300476,0.23238550126552582,0.23072676360607147,0.3357032239437103,0.17553061246871948,0.15949074923992157,0.03192463144659996,0.40561532974243164
21,-0.15702658891677856,-0.08078290522098541,0.11873432993888855,-0.051883723586797714,0.05681973695755005,-0.1283091902732849,-0.042345717549324036,0.0765494555234909,0.057394351810216904,0.026449495926499367,-0.01186173316091299
to,0.44169697165489197,0.40243685245513916,0.1612969934940338,0.4452643394470215,0.23706497251987457,0.4544740617275238,0.4451248347759247,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
11,0.04696422442793846,0.13612139225006104,-0.03118850663304329,0.07614340633153915,0.02322603203356266,0.051798705011606216,-0.05063733458518982,0.02372908778488636,-0.06893833726644516,-0.03258132189512253,-0.04295448586344719
),0.17939934134483337,0.16602720320224762,0.17269422113895416,0.18584993481636047,0.2208423912525177,0.22866283357143402,0.3639558255672455,0.1971341073513031,0.16361013054847717,-0.0024984623305499554,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.17664551734924316,0.35288307070732117,0.2573630213737488,0.41614407300949097,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
