,after,cancelling,the,show,",",what,did,the,bbc,tell,the,public,?
although,0.4094339907169342,0.27785733342170715,0.3265823423862457,0.19787028431892395,0.36230817437171936,0.24844598770141602,0.29252153635025024,0.3265823423862457,0.13260091841220856,0.2299794703722,0.3265823423862457,0.2321605533361435,0.15541206300258636
(,0.2132600098848343,0.13794665038585663,0.33289089798927307,0.21963447332382202,0.6363511681556702,0.2411840260028839,0.18979617953300476,0.33289089798927307,0.1058402881026268,0.21609516441822052,0.33289089798927307,0.1609111875295639,0.40561532974243164
as,0.3014480769634247,0.21343210339546204,0.48381632566452026,0.30768129229545593,0.48816442489624023,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.18809008598327637,0.26471200585365295,0.48381632566452026,0.2423635572195053,0.27043893933296204
series,0.22890618443489075,0.3280349671840668,0.31376904249191284,0.41789430379867554,0.24060699343681335,0.17328087985515594,0.15581852197647095,0.31376904249191284,0.31758952140808105,0.24450312554836273,0.31376904249191284,0.09903182089328766,0.1709602326154709
co-star,0.255083829164505,0.29119983315467834,0.310007244348526,0.31311938166618347,0.28126880526542664,0.2597615420818329,0.17330209910869598,0.310007244348526,0.29815495014190674,0.2517967224121094,0.310007244348526,0.141861230134964,0.22776302695274353
sophie,0.17771472036838531,0.16371934115886688,0.17765936255455017,0.170400470495224,0.26424938440322876,0.1402960568666458,0.14741705358028412,0.17765936255455017,0.11733609437942505,0.17876365780830383,0.17765936255455017,0.08765462785959244,0.1763855516910553
aldred,0.2093966156244278,0.19711370766162872,0.27336427569389343,0.19202940165996552,0.3030354678630829,0.15257224440574646,0.223192498087883,0.27336427569389343,0.24425363540649414,0.17062854766845703,0.27336427569389343,0.1837618052959442,0.20777727663516998
reported,0.22639065980911255,0.24337121844291687,0.24444028735160828,0.20757290720939636,0.2771649956703186,0.16211873292922974,0.30610907077789307,0.24444028735160828,0.24320539832115173,0.21902719140052795,0.24444028735160828,0.16173678636550903,0.16150116920471191
in,0.44050168991088867,0.2380373626947403,0.6662389636039734,0.27595704793930054,0.5201468467712402,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.22430340945720673,0.20067040622234344,0.6662389636039734,0.29074716567993164,0.20430970191955566
the,0.4565047025680542,0.2896174490451813,1.0,0.319829523563385,0.4933079481124878,0.42745697498321533,0.34736719727516174,1.0,0.2735401690006256,0.3124232590198517,1.0,0.22857438027858734,0.22068053483963013
documentary,0.1425255984067917,0.23115649819374084,0.26381126046180725,0.29251331090927124,0.1999746561050415,0.24060073494911194,0.15658286213874817,0.26381126046180725,0.3509858548641205,0.17622284591197968,0.26381126046180725,0.2741885185241699,0.20526576042175293
doctor,0.1885940581560135,0.1909342259168625,0.2820442318916321,0.2094513326883316,0.20407600700855255,0.20870667695999146,0.18673314154148102,0.2820442318916321,0.32370132207870483,0.2098497450351715,0.2820442318916321,0.18721534311771393,0.1462511420249939
who,0.32549580931663513,0.20283588767051697,0.3733934462070465,0.2095358669757843,0.3365725874900818,0.40942975878715515,0.34038686752319336,0.3733934462070465,0.2086644321680069,0.33916252851486206,0.3733934462070465,0.18950407207012177,0.26220351457595825
:,-0.011440866626799107,0.01564156450331211,-0.03403344005346298,-0.08633632957935333,-0.004729332868009806,-0.12022944539785385,-0.05305134505033493,-0.03403344005346298,-0.15550707280635834,-0.13243956863880157,-0.03403344005346298,-0.142132967710495,-0.07156077772378922
