,how,much,retail,activity,does,the,neighborhood,have,?
the,0.33890387415885925,0.35023224353790283,0.25178223848342896,0.28331097960472107,0.35928019881248474,1.0,0.20152483880519867,0.40389683842658997,0.22068053483963013
neighborhood,0.1466134935617447,0.17845121026039124,0.30982115864753723,0.16290085017681122,0.09681107848882675,0.20152483880519867,1.0000001192092896,0.1954881250858307,0.048473283648490906
has,0.26820555329322815,0.31650421023368835,0.20018431544303894,0.2738863527774811,0.42885294556617737,0.4177538752555847,0.189926877617836,0.6353569626808167,0.15994466841220856
very,0.4865594804286957,0.49898749589920044,0.13999012112617493,0.279796302318573,0.3347555100917816,0.34171217679977417,0.1818811595439911,0.43513578176498413,0.20864155888557434
little,0.2789124846458435,0.4950055181980133,0.08082620799541473,0.23560719192028046,0.25939854979515076,0.2412613034248352,0.13992683589458466,0.31236013770103455,0.20336517691612244
retail,0.168036550283432,0.26410937309265137,0.9999998807907104,0.23627398908138275,0.13990212976932526,0.25178223848342896,0.30982115864753723,0.21119394898414612,0.07912889122962952
activity,0.2905248701572418,0.2918922007083893,0.23627398908138275,1.0,0.22425250709056854,0.28331097960472107,0.16290085017681122,0.3542852997779846,0.19043973088264465
",",0.22659391164779663,0.36182254552841187,0.283134400844574,0.21559643745422363,0.28617382049560547,0.4933079481124878,0.21194669604301453,0.3541618287563324,0.31091248989105225
aside,0.2899833917617798,0.26361605525016785,0.19919660687446594,0.23124709725379944,0.2945515513420105,0.3075125813484192,0.2704679071903229,0.3997911214828491,0.27202221751213074
from,0.22939439117908478,0.24480824172496796,0.19083212316036224,0.14872623980045319,0.1777622550725937,0.40150508284568787,0.19324041903018951,0.30702701210975647,0.19969791173934937
the,0.33890387415885925,0.35023224353790283,0.25178223848342896,0.28331097960472107,0.35928019881248474,1.0,0.20152483880519867,0.40389683842658997,0.22068053483963013
area,0.17030490934848785,0.23905497789382935,0.21989324688911438,0.21870110929012299,0.13779224455356598,0.37834644317626953,0.32673999667167664,0.26105478405952454,0.12640461325645447
near,0.10767845064401627,0.12638729810714722,0.16297514736652374,0.16778415441513062,0.11424306035041809,0.2879819869995117,0.30031561851501465,0.16701270639896393,0.10734958201646805
fresno,0.06638962775468826,0.05661247298121452,0.22119276225566864,0.12299841642379761,0.08895698189735413,0.22571885585784912,0.3306880593299866,0.18168938159942627,0.13224096596240997
street,0.1187879666686058,0.14087745547294617,0.3305099904537201,0.08715194463729858,0.1326543539762497,0.20947860181331635,0.39927446842193604,0.16999748349189758,0.07315441966056824
and,0.33647966384887695,0.38395699858665466,0.31646376848220825,0.21878264844417572,0.3461615741252899,0.5171257257461548,0.21993553638458252,0.4711785912513733,0.20544172823429108
state,0.15028610825538635,0.1357990801334381,0.14323987066745758,0.14659543335437775,0.15987756848335266,0.3097178041934967,0.1985543817281723,0.2083192616701126,0.1160883978009224
route,0.19816777110099792,0.19538038969039917,0.16834835708141327,0.16859155893325806,0.1639961153268814,0.22322526574134827,0.21468079090118408,0.12902280688285828,0.10957027226686478
99,-0.1295674443244934,-0.042694516479969025,-0.045800816267728806,0.035616446286439896,-0.01450477447360754,-0.061377424746751785,0.002638921607285738,-0.023192759603261948,0.036831825971603394
freeway,0.12432645261287689,0.17831379175186157,0.235438272356987,0.0910194143652916,0.10097339004278183,0.21201886236667633,0.3428925573825836,0.13398122787475586,0.1306171715259552
(,0.1676948219537735,0.21788647770881653,0.16512006521224976,0.11755277961492538,0.2728188931941986,0.33289089798927307,0.09642431139945984,0.23072676360607147,0.40561532974243164
kearney,0.1818351149559021,0.22616855800151825,0.2686063051223755,0.18284252285957336,0.1479378193616867,0.24541108310222626,0.24816973507404327,0.15132023394107819,0.2019806057214737
palm,0.08270981907844543,0.16584201157093048,0.16306346654891968,0.10655424743890762,0.10618256777524948,0.23239637911319733,0.14822204411029816,0.165657177567482,0.14437739551067352
shopping,0.06838978081941605,0.15508851408958435,0.5089901685714722,0.2546466886997223,0.15113507211208344,0.2492470145225525,0.3941410779953003,0.1990724354982376,0.1303974688053131
center,0.12502175569534302,0.16991764307022095,0.23561298847198486,0.22677910327911377,0.1333722323179245,0.29064592719078064,0.27755844593048096,0.18899105489253998,0.12538520991802216
",",0.22659391164779663,0.36182254552841187,0.283134400844574,0.21559643745422363,0.28617382049560547,0.4933079481124878,0.21194669604301453,0.3541618287563324,0.31091248989105225
built,0.16975881159305573,0.21104377508163452,0.2083020955324173,0.10819067060947418,0.09012943506240845,0.2950156033039093,0.22439314424991608,0.20832817256450653,0.09449632465839386
in,0.2601168751716614,0.2725222110748291,0.2713564932346344,0.2278560847043991,0.214483380317688,0.6662389636039734,0.20924240350723267,0.36843645572662354,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.25178223848342896,0.28331097960472107,0.35928019881248474,1.0,0.20152483880519867,0.40389683842658997,0.22068053483963013
late,0.16914787888526917,0.2740015983581543,0.19710054993629456,0.24515695869922638,0.10720925778150558,0.31481194496154785,0.17114315927028656,0.23282340168952942,0.11339222639799118
1990s,0.04509050026535988,-0.003544552717357874,-0.1195206418633461,-0.10295705497264862,-0.021783439442515373,-0.09473290294408798,-0.11872904747724533,-0.017965978011488914,0.11282819509506226
),0.17939934134483337,0.22256317734718323,0.1696777045726776,0.1549028754234314,0.2575884759426117,0.3456730246543884,0.11695244908332825,0.22866283357143402,0.42300865054130554
and,0.33647966384887695,0.38395699858665466,0.31646376848220825,0.21878264844417572,0.3461615741252899,0.5171257257461548,0.21993553638458252,0.4711785912513733,0.20544172823429108
small,0.18460747599601746,0.3060019910335541,0.28568196296691895,0.2419002801179886,0.21227838099002838,0.39655908942222595,0.21034732460975647,0.3501087725162506,0.13914890587329865
corner,0.1440357118844986,0.1457432359457016,0.22414354979991913,0.05541766807436943,0.15849360823631287,0.29742059111595154,0.2183627188205719,0.17064930498600006,0.10029187798500061
markets,0.14164742827415466,0.2002446949481964,0.5741541385650635,0.24795232713222504,0.15201376378536224,0.23818166553974152,0.2134479284286499,0.18729493021965027,0.11209505051374435
scattered,0.18937937915325165,0.23120898008346558,0.15770454704761505,0.1326698213815689,0.1506379246711731,0.2862282395362854,0.23531538248062134,0.2161860316991806,0.138202503323555
throughout,0.2546801269054413,0.3350156545639038,0.1640365719795227,0.21527595818042755,0.2064560502767563,0.4158564507961273,0.12244908511638641,0.34566324949264526,0.12665234506130219
