,how,tall,was,tesla,?
tesla,0.19128404557704926,0.1271316409111023,0.16455206274986267,0.9999999403953552,0.10250775516033173
was,0.16678167879581451,0.19623446464538574,1.0000001192092896,0.16455206274986267,0.18412111699581146
6,0.056429795920848846,0.061124470084905624,0.021614471450448036,-0.016751687973737717,0.045001473277807236
feet,0.2148146629333496,0.5966626405715942,0.16205810010433197,0.10718390345573425,0.14855161309242249
2,-0.02554285153746605,-0.0910767912864685,-0.013097384944558144,-0.05035991594195366,0.001977203879505396
inches,0.24122700095176697,0.5428251624107361,0.16971872746944427,0.19464583694934845,0.17945347726345062
(,0.1676948219537735,0.15307529270648956,0.2980341613292694,0.2156914919614792,0.40561532974243164
1.88,-0.01274751964956522,0.009992990642786026,0.06465855985879898,0.08253437280654907,0.14245392382144928
m,0.17182649672031403,0.3483043909072876,0.19339345395565033,0.13009487092494965,0.2618667185306549
),0.17939934134483337,0.13932141661643982,0.3267642855644226,0.22692398726940155,0.42300865054130554
tall,0.20282576978206635,1.0000001192092896,0.19623446464538574,0.1271316409111023,0.16138394176959991
and,0.33647966384887695,0.24832788109779358,0.3740963041782379,0.19560420513153076,0.20544172823429108
weighed,0.2749890387058258,0.492103636264801,0.2923138439655304,0.21967799961566925,0.1759321093559265
142,0.07913312315940857,0.056661494076251984,0.19501841068267822,0.1697787344455719,0.01836930215358734
pounds,0.2724916338920593,0.4378131330013275,0.22008460760116577,0.20686990022659302,0.1807934194803238
(,0.1676948219537735,0.15307529270648956,0.2980341613292694,0.2156914919614792,0.40561532974243164
64,-0.040643900632858276,0.09283359348773956,0.029705047607421875,0.13419459760189056,0.12340229004621506
kg,0.14154522120952606,0.357304185628891,0.22378763556480408,0.19112491607666016,0.14374905824661255
),0.17939934134483337,0.13932141661643982,0.3267642855644226,0.22692398726940155,0.42300865054130554
",",0.22659391164779663,0.20870210230350494,0.45456063747406006,0.20599327981472015,0.31091248989105225
with,0.3525622487068176,0.16646556556224823,0.27411898970603943,0.16424812376499176,0.2433311939239502
almost,0.23828135430812836,0.16145728528499603,0.2474903166294098,0.12138834595680237,0.1372147500514984
no,0.2603875398635864,0.11268019676208496,0.19955526292324066,0.12855590879917145,0.32165053486824036
weight,0.31575119495391846,0.33770236372947693,0.11494074761867523,0.26736944913864136,0.18111222982406616
variance,0.3455192744731903,0.09843369573354721,0.15180422365665436,0.3056569993495941,0.22203101217746735
from,0.22939439117908478,0.15216271579265594,0.31171464920043945,0.10324860364198685,0.19969791173934937
1888,0.1908363550901413,0.2230224460363388,0.1682576835155487,0.12613868713378906,0.07625395059585571
to,0.44169697165489197,0.19570758938789368,0.3636345863342285,0.17548894882202148,0.29463258385658264
about,0.44264400005340576,0.2964687943458557,0.2577359974384308,0.16756023466587067,0.302409827709198
1926.:292,0.04490774869918823,0.16576959192752838,0.06365927308797836,0.13699762523174286,0.1896710991859436
he,0.2594625651836395,0.19497622549533844,0.5410010814666748,0.12373391538858414,0.2089974731206894
was,0.16678167879581451,0.19623446464538574,1.0000001192092896,0.16455206274986267,0.18412111699581146
an,0.2520636022090912,0.14421115815639496,0.3694365322589874,0.13714656233787537,0.19793890416622162
elegant,0.22177532315254211,0.3479251563549042,0.20908769965171814,0.1016157940030098,0.13489606976509094
",",0.22659391164779663,0.20870210230350494,0.45456063747406006,0.20599327981472015,0.31091248989105225
stylish,0.20724256336688995,0.23021475970745087,0.17814581096172333,0.18597227334976196,0.23916935920715332
figure,0.20188391208648682,0.17373377084732056,0.2638653516769409,0.1612440049648285,0.21107101440429688
in,0.2601168751716614,0.20393341779708862,0.45514053106307983,0.17097744345664978,0.20430970191955566
new,0.20832711458206177,0.17400041222572327,0.2748313844203949,0.15999311208724976,0.14782847464084625
york,0.19939486682415009,0.21196748316287994,0.2746913433074951,0.15629629790782928,0.15262620151042938
city,0.12024712562561035,0.2031932920217514,0.3188765048980713,0.13220614194869995,0.13423943519592285
",",0.22659391164779663,0.20870210230350494,0.45456063747406006,0.20599327981472015,0.31091248989105225
meticulous,0.3123682141304016,0.3038786053657532,0.23179616034030914,0.16345016658306122,0.4134001135826111
in,0.2601168751716614,0.20393341779708862,0.45514053106307983,0.17097744345664978,0.20430970191955566
his,0.24614305794239044,0.1413184255361557,0.4405253231525421,0.1580733060836792,0.18075084686279297
grooming,0.24120359122753143,0.30588799715042114,0.07033193111419678,0.13040190935134888,0.14101433753967285
",",0.22659391164779663,0.20870210230350494,0.45456063747406006,0.20599327981472015,0.31091248989105225
clothing,0.2216731458902359,0.15824472904205322,0.19339299201965332,0.118923619389534,0.15363194048404694
",",0.22659391164779663,0.20870210230350494,0.45456063747406006,0.20599327981472015,0.31091248989105225
and,0.33647966384887695,0.24832788109779358,0.3740963041782379,0.19560420513153076,0.20544172823429108
regimented,0.13484984636306763,0.1325943022966385,0.31432056427001953,0.13339175283908844,0.1335892677307129
in,0.2601168751716614,0.20393341779708862,0.45514053106307983,0.17097744345664978,0.20430970191955566
his,0.24614305794239044,0.1413184255361557,0.4405253231525421,0.1580733060836792,0.18075084686279297
daily,0.19104498624801636,0.1013263538479805,0.17373126745224,0.09677356481552124,0.1472100466489792
activities,0.24978172779083252,0.0459892563521862,0.16647951304912567,0.13251632452011108,0.11289679259061813
.,0.3287222981452942,0.2264290302991867,0.40146201848983765,0.17949827015399933,0.4130953550338745
