,where,did,martin,luther,go,to,school,?
in,0.5344807505607605,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.22233200073242188,0.45010748505592346,0.26157811284065247,0.20430970191955566
1501,-0.021284393966197968,-0.07444874942302704,-0.09235650300979614,-0.10736945271492004,-0.07268840819597244,-0.02791137434542179,-0.011423439718782902,-0.04949088394641876
",",0.3149496018886566,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.3043581247329712,0.44245919585227966,0.27141863107681274,0.31091248989105225
at,0.4402937591075897,0.28390252590179443,0.13322176039218903,0.13834704458713531,0.2909104526042938,0.36524343490600586,0.3177914023399353,0.21978627145290375
the,0.5003893971443176,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.29801803827285767,0.535392165184021,0.22953221201896667,0.22068053483963013
age,0.2418987900018692,0.1816447526216507,0.137137308716774,0.15318405628204346,0.1652505248785019,0.23830388486385345,0.25097304582595825,0.16859300434589386
of,0.38066378235816956,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.21881330013275146,0.41548454761505127,0.2391800880432129,0.1826142966747284
19,-0.1145915612578392,-0.056934259831905365,-0.12004967033863068,-0.005236808676272631,-0.13550148904323578,-0.09078327566385269,-0.14620213210582733,0.008002291433513165
",",0.3149496018886566,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.3043581247329712,0.44245919585227966,0.27141863107681274,0.31091248989105225
he,0.3705328106880188,0.3292143940925598,0.24538953602313995,0.2454872578382492,0.25558793544769287,0.385390967130661,0.3274155557155609,0.2089974731206894
entered,0.2728686034679413,0.24553436040878296,0.14660926163196564,0.0916198119521141,0.25293728709220886,0.20756231248378754,0.2232544720172882,0.10335487127304077
the,0.5003893971443176,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.29801803827285767,0.535392165184021,0.22953221201896667,0.22068053483963013
university,0.26550742983818054,0.15114416182041168,0.16174355149269104,0.2046351283788681,0.12844619154930115,0.20192374289035797,0.48676231503486633,0.11887256056070328
of,0.38066378235816956,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.21881330013275146,0.41548454761505127,0.2391800880432129,0.1826142966747284
erfurt,0.222610205411911,0.18035399913787842,0.2529204189777374,0.3450588285923004,0.18406246602535248,0.19462037086486816,0.18805262446403503,0.15730193257331848
",",0.3149496018886566,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.3043581247329712,0.44245919585227966,0.27141863107681274,0.31091248989105225
which,0.5477990508079529,0.2750149369239807,0.16745753586292267,0.17501473426818848,0.26887866854667664,0.5345056653022766,0.19108018279075623,0.25814583897590637
he,0.3705328106880188,0.3292143940925598,0.24538953602313995,0.2454872578382492,0.25558793544769287,0.385390967130661,0.3274155557155609,0.2089974731206894
later,0.2942849397659302,0.38386887311935425,0.18289606273174286,0.23796728253364563,0.18429917097091675,0.393297016620636,0.2302861362695694,0.1417175978422165
described,0.17175348103046417,0.23657096922397614,0.08698408305644989,0.14043772220611572,0.09758196771144867,0.16602091491222382,0.07878218591213226,0.1374269425868988
as,0.35409465432167053,0.3596470057964325,0.13608874380588531,0.20242992043495178,0.22090423107147217,0.42092081904411316,0.2065676748752594,0.27043893933296204
a,0.40997210144996643,0.2552328109741211,0.2163310945034027,0.17967689037322998,0.24019409716129303,0.45503583550453186,0.2245093584060669,0.23916715383529663
beerhouse,0.2696674168109894,0.23036201298236847,0.32806533575057983,0.2902834415435791,0.2392231971025467,0.2218414694070816,0.36380407214164734,0.22379226982593536
and,0.43859338760375977,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.35260969400405884,0.48971283435821533,0.2752758264541626,0.20544172823429108
whorehouse,0.31387951970100403,0.22159376740455627,0.23487843573093414,0.28402018547058105,0.2770426273345947,0.2562152147293091,0.35492682456970215,0.2807481586933136
.,0.41390106081962585,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.3313661813735962,0.4645031690597534,0.24214158952236176,0.4130953550338745
