,what,types,of,european,groups,were,able,to,avoid,the,plague,?
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.3423081040382385,0.27790749073028564,0.3906462490558624,0.3435857892036438,0.535392165184021,0.24833035469055176,1.0,0.2537761330604553,0.22068053483963013
plague,0.22263506054878235,0.13810878992080688,0.27455615997314453,0.14286431670188904,0.08368213474750519,0.24258224666118622,0.12927570939064026,0.21845681965351105,0.24395371973514557,0.2537761330604553,0.9999999403953552,0.11872942000627518
was,0.22111038863658905,0.0920981764793396,0.4069072902202606,0.22463937103748322,0.10153285413980484,0.590133786201477,0.19031302630901337,0.3636345863342285,0.16494938731193542,0.48711544275283813,0.24312011897563934,0.18412111699581146
somewhat,0.3670333921909332,0.21441888809204102,0.23703616857528687,0.12312392890453339,0.17050881683826447,0.20725058019161224,0.1956431120634079,0.3475700914859772,0.2679519057273865,0.24373650550842285,0.09436434507369995,0.23247024416923523
less,0.31119704246520996,0.31426870822906494,0.30836719274520874,0.1306895911693573,0.20218317210674286,0.27063897252082825,0.3100026547908783,0.38397523760795593,0.278392493724823,0.29185041785240173,0.16033057868480682,0.22418740391731262
common,0.19989867508411407,0.4070185422897339,0.2949881851673126,0.2376275211572647,0.2566728889942169,0.14443030953407288,0.16285811364650726,0.21109338104724884,0.2682914435863495,0.2705984115600586,0.1803300678730011,0.20434872806072235
in,0.30808621644973755,0.18516337871551514,0.5696388483047485,0.23319172859191895,0.22620722651481628,0.3815755248069763,0.23456627130508423,0.45010748505592346,0.2092532515525818,0.6662389636039734,0.2488756626844406,0.20430970191955566
parts,0.3415631353855133,0.357940137386322,0.3379773199558258,0.11907311528921127,0.24547021090984344,0.2637208104133606,0.17950357496738434,0.24449384212493896,0.15353164076805115,0.4042440354824066,0.22167722880840302,0.12310896813869476
of,0.33290785551071167,0.2447618544101715,1.0,0.2507138252258301,0.24723079800605774,0.34038281440734863,0.23883962631225586,0.41548454761505127,0.22642050683498383,0.733189046382904,0.27455615997314453,0.1826142966747284
europe,0.17179538309574127,0.19090518355369568,0.29299741983413696,0.5846181511878967,0.2082073986530304,0.2586973309516907,0.15329793095588684,0.24889446794986725,0.16937921941280365,0.34463706612586975,0.26059749722480774,0.18278923630714417
that,0.6297725439071655,0.3146487772464752,0.41498205065727234,0.2049320936203003,0.2701875567436218,0.35517072677612305,0.4536534547805786,0.5436353087425232,0.30128729343414307,0.5473989248275757,0.23825600743293762,0.32716336846351624
had,0.23849567770957947,0.16879546642303467,0.37755560874938965,0.2071351706981659,0.22411328554153442,0.6150832772254944,0.34981897473335266,0.37984350323677063,0.2133525162935257,0.3875846862792969,0.23648957908153534,0.20728366076946259
smaller,0.23730900883674622,0.26033106446266174,0.30439993739128113,0.20110315084457397,0.2794649004936218,0.28414386510849,0.25390976667404175,0.2597835958003998,0.19215598702430725,0.3588939607143402,0.06730873882770538,0.17881669104099274
trade,0.1555381417274475,0.09340483695268631,0.2310105711221695,0.25808030366897583,0.1564130038022995,0.20628148317337036,0.1566219925880432,0.2781698405742645,0.1479158252477646,0.2681608200073242,0.19434992969036102,0.09336511790752411
relations,0.184731587767601,0.12298991531133652,0.272710919380188,0.18307632207870483,0.24911032617092133,0.19145053625106812,0.15091228485107422,0.273697167634964,0.18903528153896332,0.2259310483932495,0.11288349330425262,0.13942402601242065
with,0.2464839518070221,0.2505682706832886,0.41827285289764404,0.19647395610809326,0.22698035836219788,0.3179011940956116,0.3051167130470276,0.4239959120750427,0.27490565180778503,0.4223487675189972,0.1677253097295761,0.2433311939239502
their,0.35142919421195984,0.29275110363960266,0.4329940676689148,0.2223954051733017,0.30789998173713684,0.43277356028556824,0.41532012820243835,0.44619059562683105,0.32294902205467224,0.516537070274353,0.16932378709316254,0.1898253709077835
neighbours,0.22911551594734192,0.13439594209194183,0.20187409222126007,0.1325431615114212,0.23603717982769012,0.21435344219207764,0.17862065136432648,0.24372096359729767,0.1502821147441864,0.23749513924121857,0.18231649696826935,0.09352477639913559
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.19684812426567078,0.2671695053577423,0.36755475401878357,0.28725793957710266,0.44245919585227966,0.22226782143115997,0.4933079481124878,0.2630122900009155,0.31091248989105225
including,0.18328791856765747,0.3582170307636261,0.44195112586021423,0.27504074573516846,0.27043166756629944,0.41511550545692444,0.11154308915138245,0.24006329476833344,0.23179538547992706,0.3738902807235718,0.25680461525917053,0.1633303165435791
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.3423081040382385,0.27790749073028564,0.3906462490558624,0.3435857892036438,0.535392165184021,0.24833035469055176,1.0,0.2537761330604553,0.22068053483963013
kingdom,0.17826133966445923,0.13458116352558136,0.3218171298503876,0.23560549318790436,0.11485342681407928,0.21257160604000092,0.1071237325668335,0.19473806023597717,0.12202095985412598,0.3143408000469208,0.2617393136024475,0.12927088141441345
of,0.33290785551071167,0.2447618544101715,1.0,0.2507138252258301,0.24723079800605774,0.34038281440734863,0.23883962631225586,0.41548454761505127,0.22642050683498383,0.733189046382904,0.27455615997314453,0.1826142966747284
poland,0.16095873713493347,0.04999348148703575,0.26632049679756165,0.29308202862739563,0.13874392211437225,0.18192096054553986,0.14982308447360992,0.18661348521709442,0.08457593619823456,0.24871079623699188,0.18574178218841553,0.14259830117225647
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.19684812426567078,0.2671695053577423,0.36755475401878357,0.28725793957710266,0.44245919585227966,0.22226782143115997,0.4933079481124878,0.2630122900009155,0.31091248989105225
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.3423081040382385,0.27790749073028564,0.3906462490558624,0.3435857892036438,0.535392165184021,0.24833035469055176,1.0,0.2537761330604553,0.22068053483963013
majority,0.25967487692832947,0.19596140086650848,0.29706597328186035,0.21227557957172394,0.2936108410358429,0.24133223295211792,0.20687995851039886,0.26316750049591064,0.14751596748828888,0.28757327795028687,0.06235983967781067,0.220119908452034
of,0.33290785551071167,0.2447618544101715,1.0,0.2507138252258301,0.24723079800605774,0.34038281440734863,0.23883962631225586,0.41548454761505127,0.22642050683498383,0.733189046382904,0.27455615997314453,0.1826142966747284
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.3423081040382385,0.27790749073028564,0.3906462490558624,0.3435857892036438,0.535392165184021,0.24833035469055176,1.0,0.2537761330604553,0.22068053483963013
basque,0.162952721118927,0.10229409486055374,0.18514208495616913,0.28776314854621887,0.16262686252593994,0.10215345770120621,0.09834370762109756,0.18694999814033508,0.08964087069034576,0.21482695639133453,0.16643182933330536,0.1432339996099472
country,0.22705033421516418,0.16238929331302643,0.28866857290267944,0.2651806175708771,0.26939353346824646,0.19303756952285767,0.14274631440639496,0.31281599402427673,0.13452038168907166,0.30432501435279846,0.15749430656433105,0.12647280097007751
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.19684812426567078,0.2671695053577423,0.36755475401878357,0.28725793957710266,0.44245919585227966,0.22226782143115997,0.4933079481124878,0.2630122900009155,0.31091248989105225
isolated,0.18175481259822845,0.1430385708808899,0.233377605676651,0.17142856121063232,0.27972719073295593,0.2041555792093277,0.23811520636081696,0.21428942680358887,0.15547902882099152,0.28042563796043396,0.16449828445911407,0.06718844920396805
parts,0.3415631353855133,0.357940137386322,0.3379773199558258,0.11907311528921127,0.24547021090984344,0.2637208104133606,0.17950357496738434,0.24449384212493896,0.15353164076805115,0.4042440354824066,0.22167722880840302,0.12310896813869476
of,0.33290785551071167,0.2447618544101715,1.0,0.2507138252258301,0.24723079800605774,0.34038281440734863,0.23883962631225586,0.41548454761505127,0.22642050683498383,0.733189046382904,0.27455615997314453,0.1826142966747284
belgium,0.14580245316028595,0.13065208494663239,0.2526414394378662,0.3011130094528198,0.1058042049407959,0.1835365891456604,0.11094630509614944,0.18273715674877167,0.11000501364469528,0.24047598242759705,0.14487271010875702,0.1067093089222908
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.24143946170806885,0.29783302545547485,0.42175528407096863,0.3303895890712738,0.48971283435821533,0.2800402045249939,0.5171257257461548,0.2229994833469391,0.20544172823429108
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.3423081040382385,0.27790749073028564,0.3906462490558624,0.3435857892036438,0.535392165184021,0.24833035469055176,1.0,0.2537761330604553,0.22068053483963013
netherlands,0.14059674739837646,0.12147153168916702,0.24916832149028778,0.3391571342945099,0.062214598059654236,0.18124517798423767,0.10870706290006638,0.18099384009838104,0.10794621706008911,0.2279868870973587,0.20775161683559418,0.09310898929834366
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.19684812426567078,0.2671695053577423,0.36755475401878357,0.28725793957710266,0.44245919585227966,0.22226782143115997,0.4933079481124878,0.2630122900009155,0.31091248989105225
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.24143946170806885,0.29783302545547485,0.42175528407096863,0.3303895890712738,0.48971283435821533,0.2800402045249939,0.5171257257461548,0.2229994833469391,0.20544172823429108
isolated,0.18175481259822845,0.1430385708808899,0.233377605676651,0.17142856121063232,0.27972719073295593,0.2041555792093277,0.23811520636081696,0.21428942680358887,0.15547902882099152,0.28042563796043396,0.16449828445911407,0.06718844920396805
alpine,0.08638320118188858,0.20973999798297882,0.22056277096271515,0.28231075406074524,0.16003425419330597,0.10361414402723312,0.16001281142234802,0.19123923778533936,0.14999964833259583,0.25914666056632996,0.09604351967573166,0.08546924591064453
villages,0.17532140016555786,0.1874050498008728,0.24616728723049164,0.11781734973192215,0.26437222957611084,0.31162533164024353,0.10788585245609283,0.1628562957048416,0.14696289598941803,0.24020950496196747,0.2204824686050415,0.09871792048215866
throughout,0.2130906730890274,0.23691028356552124,0.35374847054481506,0.1901751607656479,0.22596532106399536,0.2758198380470276,0.1895342469215393,0.31226396560668945,0.18077804148197174,0.4158564507961273,0.19651295244693756,0.12665234506130219
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.3423081040382385,0.27790749073028564,0.3906462490558624,0.3435857892036438,0.535392165184021,0.24833035469055176,1.0,0.2537761330604553,0.22068053483963013
continent,0.23903432488441467,0.1992684155702591,0.2647381126880646,0.4386987090110779,0.310450941324234,0.23796962201595306,0.14323291182518005,0.21310271322727203,0.14373072981834412,0.3139871060848236,0.1936381459236145,0.17592057585716248
.,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.2095622420310974,0.2408272922039032,0.3378238379955292,0.34544092416763306,0.4645031690597534,0.19342699646949768,0.5934505462646484,0.2547653317451477,0.4130953550338745
