,how,many,people,",",at,most,",",have,died,of,plague,in,baghdad,?
baghdad,0.15116184949874878,0.21911092102527618,0.18580125272274017,0.22348497807979584,0.25176286697387695,0.15709374845027924,0.22348497807979584,0.1312353014945984,0.21992133557796478,0.2278968244791031,0.31480154395103455,0.2583284378051758,1.0000001192092896,0.10744515061378479
has,0.26820555329322815,0.4266262650489807,0.2147672474384308,0.3734780251979828,0.2743658423423767,0.3426419198513031,0.3734780251979828,0.6353569626808167,0.10458351671695709,0.3909035325050354,0.11916206032037735,0.4173259735107422,0.11309520900249481,0.15994466841220856
suffered,0.10068628937005997,0.22810456156730652,0.24328196048736572,0.24693666398525238,0.23065312206745148,0.20009109377861023,0.24693666398525238,0.23545825481414795,0.507225751876831,0.2524636387825012,0.31210944056510925,0.277639776468277,0.24198976159095764,0.08963493257761002
severely,0.1870027333498001,0.24789823591709137,0.25459712743759155,0.2591111958026886,0.1898248940706253,0.24311599135398865,0.2591111958026886,0.2460690587759018,0.29193535447120667,0.22498036921024323,0.29006537795066833,0.2145220786333084,0.255232572555542,0.165714293718338
from,0.22939439117908478,0.33099696040153503,0.30292633175849915,0.39760664105415344,0.3447161316871643,0.28580769896507263,0.39760664105415344,0.30702701210975647,0.2637850046157837,0.4249346852302551,0.22369004786014557,0.4274188280105591,0.16613323986530304,0.19969791173934937
visitations,0.18390454351902008,0.28214767575263977,0.2465982884168625,0.29677629470825195,0.27152886986732483,0.2176349014043808,0.29677629470825195,0.19703315198421478,0.24554285407066345,0.2751061022281647,0.23875965178012848,0.23039188981056213,0.22386173903942108,0.20795218646526337
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.4946078956127167,0.42558613419532776,0.4178851246833801,0.4946078956127167,0.3802283704280853,0.25637882947921753,1.0,0.27455615997314453,0.5696388483047485,0.2278968244791031,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.36838498711586,0.4933079481124878,0.457212895154953,0.47635307908058167,0.4933079481124878,0.40389683842658997,0.18710990250110626,0.733189046382904,0.2537761330604553,0.6662389636039734,0.24554139375686646,0.22068053483963013
plague,0.16610242426395416,0.2661729156970978,0.26268962025642395,0.2630122900009155,0.14142930507659912,0.20123998820781708,0.2630122900009155,0.1807374507188797,0.3328428268432617,0.27455615997314453,0.9999999403953552,0.2488756626844406,0.31480154395103455,0.11872942000627518
",",0.22659391164779663,0.40610817074775696,0.36644625663757324,1.0000001192092896,0.38314947485923767,0.3636029064655304,1.0000001192092896,0.3541618287563324,0.36026471853256226,0.4946078956127167,0.2630122900009155,0.5201468467712402,0.22348497807979584,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.3016039729118347,0.6633074283599854,0.3571503460407257,0.4309377074241638,0.6633074283599854,0.4711785912513733,0.20853787660598755,0.5116966962814331,0.2229994833469391,0.4954058527946472,0.26976263523101807,0.20544172823429108
sometimes,0.3142040967941284,0.4376986026763916,0.310612291097641,0.26600122451782227,0.16720744967460632,0.36394208669662476,0.26600122451782227,0.3968924283981323,0.097911037504673,0.296434611082077,0.17828743159770966,0.31462913751602173,0.17080536484718323,0.1751544177532196
two-thirds,0.2647247910499573,0.32381942868232727,0.29877692461013794,0.276428759098053,0.20782087743282318,0.35425156354904175,0.276428759098053,0.4413047730922699,0.1884874701499939,0.3894369602203369,0.24149635434150696,0.3280138671398163,0.2167271077632904,0.15813422203063965
of,0.2480744868516922,0.37253960967063904,0.3251037895679474,0.4946078956127167,0.42558613419532776,0.4178851246833801,0.4946078956127167,0.3802283704280853,0.25637882947921753,1.0,0.27455615997314453,0.5696388483047485,0.2278968244791031,0.1826142966747284
its,0.22449488937854767,0.3319723308086395,0.24203898012638092,0.33157986402511597,0.2685394287109375,0.32324016094207764,0.33157986402511597,0.3852778375148773,0.09294936060905457,0.48690423369407654,0.19749438762664795,0.3793783485889435,0.17721717059612274,0.15103481709957123
population,0.1651063710451126,0.2201971709728241,0.3562411963939667,0.2967977225780487,0.15945716202259064,0.21684317290782928,0.2967977225780487,0.19700278341770172,0.2137834131717682,0.3060894012451172,0.28463682532310486,0.3268454372882843,0.16511960327625275,0.14449454843997955
has,0.26820555329322815,0.4266262650489807,0.2147672474384308,0.3734780251979828,0.2743658423423767,0.3426419198513031,0.3734780251979828,0.6353569626808167,0.10458351671695709,0.3909035325050354,0.11916206032037735,0.4173259735107422,0.11309520900249481,0.15994466841220856
been,0.26456597447395325,0.4963826537132263,0.23209184408187866,0.34873589873313904,0.2504468560218811,0.33751797676086426,0.34873589873313904,0.6493861675262451,0.20203723013401031,0.31685134768486023,0.21858860552310944,0.3515113592147827,0.1609054058790207,0.24354910850524902
wiped,0.13783496618270874,0.21133942902088165,0.20409077405929565,0.2491692453622818,0.1744617074728012,0.26059141755104065,0.2491692453622818,0.24699300527572632,0.2879185378551483,0.26319727301597595,0.4102059006690979,0.1978919804096222,0.1867608278989792,0.18345938622951508
out,0.3963836133480072,0.3329806923866272,0.2769753634929657,0.3161109685897827,0.2881071865558624,0.2959814965724945,0.3161109685897827,0.3612789809703827,0.1646886169910431,0.34176841378211975,0.20795615017414093,0.3576207756996155,0.19445332884788513,0.22020699083805084
.,0.3287222981452942,0.3974229395389557,0.33118996024131775,0.6812511086463928,0.4549728035926819,0.35404038429260254,0.6812511086463928,0.41614407300949097,0.24093139171600342,0.5352458953857422,0.2547653317451477,0.5591574311256409,0.2490198314189911,0.4130953550338745
