,how,many,interceptions,did,josh,norman,score,touchdowns,with,in,2015,?
pro,0.18713277578353882,0.13571034371852875,0.24270352721214294,0.14497412741184235,0.06966833025217056,0.1360224485397339,0.1160372942686081,0.199878990650177,0.15010353922843933,0.152218297123909,0.052606672048568726,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.3440132439136505,0.18569406867027283,0.10961292684078217,0.12926612794399261,0.18485401570796967,0.432915598154068,0.18353787064552307,0.17236235737800598,0.0710686594247818,0.21118052303791046
defensive,0.08822094649076462,0.14274363219738007,0.48779788613319397,0.1420954167842865,0.20506896078586578,0.19670087099075317,0.18107539415359497,0.49572691321372986,0.22696106135845184,0.22513550519943237,0.011006657965481281,0.1711898148059845
tackle,0.2267550230026245,0.17207637429237366,0.4855773448944092,0.17714062333106995,0.23475293815135956,0.1414308249950409,0.2161124050617218,0.5641024708747864,0.17800575494766235,0.19911520183086395,-0.1146756187081337,0.20533707737922668
kawann,0.1834871768951416,0.20672358572483063,0.2590199410915375,0.19814226031303406,0.19353866577148438,0.14242435991764069,0.11756543815135956,0.24776498973369598,0.22292202711105347,0.23165109753608704,-0.07165989279747009,0.19973447918891907
short,0.17548030614852905,0.26838254928588867,0.16521397233009338,0.2026156783103943,0.13365423679351807,0.11838564276695251,0.16415123641490936,0.18570376932621002,0.23775243759155273,0.26193615794181824,0.017980266362428665,0.16194626688957214
led,0.15437260270118713,0.2798413932323456,0.22419939935207367,0.3213953971862793,0.14123637974262238,0.15998470783233643,0.11974882334470749,0.25404688715934753,0.27114903926849365,0.2990247309207916,0.1679353564977646,0.09273858368396759
the,0.33890387415885925,0.4335206151008606,0.22331646084785461,0.34736719727516174,0.1496332734823227,0.23459704220294952,0.2042495757341385,0.20508192479610443,0.4223487675189972,0.6662389636039734,0.1466771513223648,0.22068053483963013
team,0.0986802950501442,0.09326329827308655,0.23649856448173523,0.1497787982225418,0.1494867205619812,0.14922496676445007,0.3857264816761017,0.3144042193889618,0.21111343801021576,0.18841172754764557,-0.009967954829335213,0.11243411153554916
in,0.2601168751716614,0.41474202275276184,0.19061775505542755,0.2593238651752472,0.0933758020401001,0.17613162100315094,0.13240541517734528,0.17643709480762482,0.4080928862094879,1.0,0.0891268327832222,0.20430970191955566
sacks,0.1041552722454071,0.16596581041812897,0.46855151653289795,0.1250401884317398,0.22009995579719543,0.25334423780441284,0.1796785444021225,0.4461553692817688,0.15947255492210388,0.2059689611196518,0.14142829179763794,0.0761517658829689
with,0.3525622487068176,0.35744401812553406,0.26026803255081177,0.25472134351730347,0.16061310470104218,0.18110549449920654,0.1785384863615036,0.2383706271648407,0.9999999403953552,0.4080928862094879,-0.05818283185362816,0.2433311939239502
11,0.04696422442793846,0.13612139225006104,-0.05377513915300369,0.07614340633153915,0.025847990065813065,-0.019150659441947937,-0.06529316306114197,-0.06663604080677032,-0.04597003385424614,0.03469983860850334,-0.14060333371162415,-0.04295448586344719
",",0.22659391164779663,0.40610817074775696,0.23110148310661316,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.16025088727474213,0.23933975398540497,0.4120737314224243,0.5201468467712402,0.06568983197212219,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.2573724389076233,0.3330625295639038,0.19883586466312408,0.18095026910305023,0.10791178792715073,0.20673201978206635,0.4426766335964203,0.3399278521537781,-0.013383761048316956,0.21076419949531555
also,0.43506327271461487,0.6258217096328735,0.2419721782207489,0.39334940910339355,0.1811225861310959,0.18132078647613525,0.10136865824460983,0.21225224435329437,0.44397303462028503,0.5073733329772949,-0.004504992160946131,0.21848613023757935
forcing,0.22077983617782593,0.1790088713169098,0.19380223751068115,0.28997835516929626,0.14271682500839233,0.12431686371564865,0.08927707374095917,0.1455312818288803,0.2797616720199585,0.2283181995153427,0.09211763739585876,0.19852621853351593
three,0.23807744681835175,0.4501400589942932,0.26507827639579773,0.2043166607618332,0.14439591765403748,0.18323662877082825,0.18246787786483765,0.2377380132675171,0.35964319109916687,0.34828072786331177,0.05434681847691536,0.20928427577018738
fumbles,0.17731307446956635,0.1469249129295349,0.5761364698410034,0.16302171349525452,0.26569873094558716,0.15746338665485382,0.24984297156333923,0.6245589852333069,0.21032394468784332,0.1527000367641449,0.05402925983071327,0.1826416552066803
and,0.33647966384887695,0.5296266674995422,0.24625982344150543,0.34479495882987976,0.21061235666275024,0.21611377596855164,0.16766662895679474,0.2571038007736206,0.5477725267410278,0.4954058527946472,0.015077123418450356,0.20544172823429108
recovering,0.1835818588733673,0.23870258033275604,0.36421650648117065,0.23401841521263123,0.12496020644903183,0.16396723687648773,0.2048235386610031,0.3744962513446808,0.31467267870903015,0.30643370747566223,0.0005668986705131829,0.10804368555545807
two,0.2499001920223236,0.5147606730461121,0.27215829491615295,0.2755576968193054,0.16616785526275635,0.17483480274677277,0.16292205452919006,0.24493765830993652,0.4333336651325226,0.36463531851768494,0.04786928743124008,0.19645625352859497
.,0.3287222981452942,0.3974229395389557,0.213409885764122,0.35288307070732117,0.18748652935028076,0.24800069630146027,0.17928162217140198,0.208820641040802,0.4446153938770294,0.5591574311256409,0.06607602536678314,0.4130953550338745
,how,many,interceptions,did,josh,norman,score,touchdowns,with,in,2015,?
carolina,0.1482512354850769,0.12399670481681824,0.22548209130764008,0.18489903211593628,0.1460513323545456,0.17143699526786804,0.1318756490945816,0.31390923261642456,0.1565731316804886,0.2380082756280899,0.022267188876867294,0.11847445368766785
's,-0.026164190843701363,0.01698932610452175,-0.01916782185435295,0.05069678649306297,0.040377527475357056,-0.10612574219703674,0.06112585589289665,0.06078888103365898,-0.04624466598033905,-0.037580832839012146,0.023902352899312973,-0.023395681753754616
secondary,0.1384657621383667,0.18097048997879028,0.12733864784240723,0.16505715250968933,0.066502146422863,0.0412934236228466,0.11287340521812439,0.20173755288124084,0.21208807826042175,0.2103116512298584,-0.004413927439600229,0.18118004500865936
featured,0.18270574510097504,0.2732047140598297,0.1354193538427353,0.2333149015903473,0.2686329185962677,0.0872521698474884,0.18416684865951538,0.160824716091156,0.2371402531862259,0.2658694386482239,-0.06321065872907639,0.2944096624851227
pro,0.18713277578353882,0.13571034371852875,0.24270352721214294,0.14497412741184235,0.06966833025217056,0.1360224485397339,0.1160372942686081,0.199878990650177,0.15010353922843933,0.152218297123909,0.052606672048568726,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.3440132439136505,0.18569406867027283,0.10961292684078217,0.12926612794399261,0.18485401570796967,0.432915598154068,0.18353787064552307,0.17236235737800598,0.0710686594247818,0.21118052303791046
safety,0.18442712724208832,0.18394866585731506,0.33860495686531067,0.19075745344161987,0.16454362869262695,0.15051035583019257,0.14103776216506958,0.31772398948669434,0.2208736687898636,0.182920441031456,-0.001883598044514656,0.1443338692188263
kurt,0.1913425326347351,0.14710445702075958,0.2029886543750763,0.2179439663887024,0.28701886534690857,0.11774199455976486,0.14944328367710114,0.2272268682718277,0.1347644180059433,0.18723812699317932,0.003233674680814147,0.12989398837089539
coleman,0.18769362568855286,0.12599876523017883,0.26367977261543274,0.1538219451904297,0.370208203792572,0.28681066632270813,0.20049014687538147,0.28044235706329346,0.19978965818881989,0.2222808301448822,-0.12052794545888901,0.16031531989574432
",",0.22659391164779663,0.40610817074775696,0.23110148310661316,0.3015086054801941,0.21876341104507446,0.20281735062599182,0.16025088727474213,0.23933975398540497,0.4120737314224243,0.5201468467712402,0.06568983197212219,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.1534418761730194,0.34038686752319336,0.26249101758003235,0.18241798877716064,0.1809227615594864,0.18127667903900146,0.3282766342163086,0.2792111933231354,0.0437915064394474,0.26220351457595825
led,0.15437260270118713,0.2798413932323456,0.22419939935207367,0.3213953971862793,0.14123637974262238,0.15998470783233643,0.11974882334470749,0.25404688715934753,0.27114903926849365,0.2990247309207916,0.1679353564977646,0.09273858368396759
the,0.33890387415885925,0.4335206151008606,0.22331646084785461,0.34736719727516174,0.1496332734823227,0.23459704220294952,0.2042495757341385,0.20508192479610443,0.4223487675189972,0.6662389636039734,0.1466771513223648,0.22068053483963013
team,0.0986802950501442,0.09326329827308655,0.23649856448173523,0.1497787982225418,0.1494867205619812,0.14922496676445007,0.3857264816761017,0.3144042193889618,0.21111343801021576,0.18841172754764557,-0.009967954829335213,0.11243411153554916
with,0.3525622487068176,0.35744401812553406,0.26026803255081177,0.25472134351730347,0.16061310470104218,0.18110549449920654,0.1785384863615036,0.2383706271648407,0.9999999403953552,0.4080928862094879,-0.05818283185362816,0.2433311939239502
a,0.29312583804130554,0.2872205972671509,0.1947716474533081,0.2552328109741211,0.1471080332994461,0.16633400321006775,0.19997252523899078,0.2318989634513855,0.3783375024795532,0.539380669593811,-0.008371892385184765,0.23916715383529663
career,0.1729160100221634,0.23794417083263397,0.3242761492729187,0.2809877395629883,0.28928443789482117,0.14737632870674133,0.28412219882011414,0.4383731782436371,0.2619263231754303,0.2564375698566437,-0.026470793411135674,0.1300809234380722
high,0.16700881719589233,0.27441489696502686,0.15532279014587402,0.15957149863243103,0.10867854207754135,0.12995494902133942,0.12445639818906784,0.23445838689804077,0.19851811230182648,0.2652597725391388,0.021319834515452385,0.11137914657592773
seven,0.20032188296318054,0.28098854422569275,0.23768287897109985,0.11491922289133072,0.1531611979007721,0.09448208659887314,0.16537123918533325,0.24922682344913483,0.19141453504562378,0.24717609584331512,0.06683580577373505,0.1732930988073349
interceptions,0.2084771692752838,0.21864065527915955,1.0000001192092896,0.21840861439704895,0.2938694655895233,0.17567777633666992,0.2816830277442932,0.7320449352264404,0.26026803255081177,0.19061775505542755,0.015746407210826874,0.10945115238428116
