,what,other,city,has,hosted,the,super,bowl,ten,times,?
the,0.42745697498321533,0.44152235984802246,0.35769423842430115,0.4177538752555847,0.2576315402984619,1.0,0.21959073841571808,0.21576224267482758,0.3256247341632843,0.29093852639198303,0.22068053483963013
south,0.15388517081737518,0.1949175000190735,0.38135167956352234,0.2072066068649292,0.1722729653120041,0.3129390776157379,0.13015596568584442,0.17958779633045197,0.17931117117404938,0.11877748370170593,0.12336621433496475
florida/miami,0.1516270637512207,0.1952800452709198,0.32337820529937744,0.21910303831100464,0.20839065313339233,0.2696992754936218,0.2097877860069275,0.3453962206840515,0.1743600070476532,0.20234590768814087,0.17255498468875885
area,0.21965408325195312,0.21664315462112427,0.41959723830223083,0.3084876537322998,0.13607744872570038,0.37834644317626953,0.09147491306066513,0.19680163264274597,0.17803122103214264,0.19833897054195404,0.12640461325645447
has,0.20338068902492523,0.3162766396999359,0.2476206123828888,1.0,0.28831419348716736,0.4177538752555847,0.15233033895492554,0.17163237929344177,0.2776471972465515,0.37720999121665955,0.15994466841220856
previously,0.24305304884910583,0.28836941719055176,0.19301825761795044,0.33915409445762634,0.2856452167034149,0.33854439854621887,0.24618855118751526,0.13252989947795868,0.1583322286605835,0.30574196577072144,0.15811841189861298
hosted,0.10146842896938324,0.20441490411758423,0.2563081383705139,0.28831419348716736,1.0,0.2576315402984619,0.1794566810131073,0.17901405692100525,0.17660990357398987,0.17764340341091156,0.09810540825128555
the,0.42745697498321533,0.44152235984802246,0.35769423842430115,0.4177538752555847,0.2576315402984619,1.0,0.21959073841571808,0.21576224267482758,0.3256247341632843,0.29093852639198303,0.22068053483963013
event,0.26981404423713684,0.19113582372665405,0.13720391690731049,0.16105224192142487,0.3793641924858093,0.2960145175457001,0.20683135092258453,0.22903870046138763,0.21150165796279907,0.17862682044506073,0.16076280176639557
10,0.11840458959341049,0.24179062247276306,0.18970850110054016,0.1565546989440918,0.05482253059744835,0.2880653440952301,0.053164973855018616,0.06414627283811569,0.0744231566786766,0.03208233043551445,0.022911956533789635
times,0.21414996683597565,0.28404101729393005,0.22256386280059814,0.37720999121665955,0.17764340341091156,0.29093852639198303,0.19135531783103943,0.25533148646354675,0.2359192818403244,1.0,0.18880689144134521
(,0.2411840260028839,0.25035592913627625,0.19590984284877777,0.2498389035463333,0.20727264881134033,0.33289089798927307,0.17553061246871948,0.15949074923992157,0.14720700681209564,0.19763468205928802,0.40561532974243164
tied,0.13032014667987823,0.21864640712738037,0.1055404543876648,0.16990259289741516,0.16045978665351868,0.24453675746917725,0.15753702819347382,0.19662193953990936,0.19002291560173035,0.22775548696517944,0.14687292277812958
for,0.3017193675041199,0.3273986279964447,0.18687109649181366,0.450642853975296,0.2607939839363098,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.25671905279159546,0.2999500632286072,0.264628142118454
most,0.3219912350177765,0.4585079252719879,0.24853192269802094,0.3426419198513031,0.18530581891536713,0.47635307908058167,0.22041858732700348,0.20814399421215057,0.32224616408348083,0.24540643393993378,0.2107497900724411
with,0.2464839518070221,0.44086363911628723,0.19554263353347778,0.44092974066734314,0.1889495551586151,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.24306315183639526,0.3026435673236847,0.2433311939239502
new,0.2130378633737564,0.2957918047904968,0.3555362820625305,0.20920851826667786,0.24173325300216675,0.3845241069793701,0.2769954204559326,0.1471257209777832,0.23094385862350464,0.2618185877799988,0.14782847464084625
orleans,0.14538788795471191,0.13751935958862305,0.3083096742630005,0.15059642493724823,0.11805979907512665,0.22309443354606628,0.1912957727909088,0.3010152578353882,0.18114718794822693,0.20654574036598206,0.13097690045833588
),0.26259949803352356,0.26200005412101746,0.2113075703382492,0.26944878697395325,0.18757721781730652,0.3456730246543884,0.1971341073513031,0.16361013054847717,0.1641385704278946,0.19210705161094666,0.42300865054130554
",",0.3087472915649414,0.4446498453617096,0.35839709639549255,0.3734780251979828,0.27969205379486084,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.23681947588920593,0.2897866368293762,0.31091248989105225
with,0.2464839518070221,0.44086363911628723,0.19554263353347778,0.44092974066734314,0.1889495551586151,0.4223487675189972,0.1518537551164627,0.18353787064552307,0.24306315183639526,0.3026435673236847,0.2433311939239502
the,0.42745697498321533,0.44152235984802246,0.35769423842430115,0.4177538752555847,0.2576315402984619,1.0,0.21959073841571808,0.21576224267482758,0.3256247341632843,0.29093852639198303,0.22068053483963013
most,0.3219912350177765,0.4585079252719879,0.24853192269802094,0.3426419198513031,0.18530581891536713,0.47635307908058167,0.22041858732700348,0.20814399421215057,0.32224616408348083,0.24540643393993378,0.2107497900724411
recent,0.24256184697151184,0.25040435791015625,0.09647074341773987,0.3722807466983795,0.17264527082443237,0.31046223640441895,0.2514570653438568,0.24412648379802704,0.25172609090805054,0.29673510789871216,0.2544887959957123
one,0.376489520072937,0.45956575870513916,0.26093539595603943,0.43032392859458923,0.17686708271503448,0.5514441132545471,0.21711376309394836,0.19098831713199615,0.45943936705589294,0.3664974272251129,0.2673267424106598
being,0.3760843276977539,0.37174108624458313,0.2038702517747879,0.41100069880485535,0.196244016289711,0.419739305973053,0.19301097095012665,0.16827359795570374,0.25665706396102905,0.27996495366096497,0.26743772625923157
super,0.13651713728904724,0.15647977590560913,0.14329007267951965,0.15233033895492554,0.1794566810131073,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.14616072177886963,0.19135531783103943,0.166326642036438
bowl,0.15942467749118805,0.12835361063480377,0.18699099123477936,0.17163237929344177,0.17901405692100525,0.21576224267482758,0.4848237931728363,1.0,0.23895440995693207,0.25533148646354675,0.21118052303791046
xliv,0.14278893172740936,0.15876474976539612,0.24484819173812866,0.14641037583351135,0.2668789327144623,0.26059773564338684,0.5207219123840332,0.5515007376670837,0.22131192684173584,0.2593543529510498,0.25535592436790466
in,0.30808621644973755,0.39989137649536133,0.3911624252796173,0.4173259735107422,0.2707974314689636,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.29515787959098816,0.2427823841571808,0.20430970191955566
2010,0.2741409242153168,0.2974168360233307,0.20585815608501434,0.23259371519088745,0.11778318136930466,0.31722962856292725,-0.0031138178892433643,0.020887387916445732,0.09819518029689789,0.12603545188903809,0.21232788264751434
.,0.3567904531955719,0.41511186957359314,0.29856356978416443,0.4105546176433563,0.22959090769290924,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.2531837224960327,0.2891986668109894,0.4130953550338745
