,a,block,of,west,end,avenue,that,houses,an,abc,news,building,was,renamed,for,what,abc,anchor,?
the,0.5829201340675354,0.20056472718715668,0.733189046382904,0.32918402552604675,0.39658910036087036,0.22167983651161194,0.5473989248275757,0.2692612111568451,0.4207492768764496,0.2068762183189392,0.2294066995382309,0.3159640431404114,0.48711544275283813,0.2855224609375,0.4739971458911896,0.42745697498321533,0.2068762183189392,0.21501964330673218,0.22068053483963013
block,0.2515272796154022,1.0,0.1477721929550171,0.12350498139858246,0.2107851207256317,0.19555701315402985,0.3335796594619751,0.20605452358722687,0.19623543322086334,0.268513023853302,0.1663891077041626,0.24158477783203125,0.1182115375995636,0.14062565565109253,0.2480357587337494,0.33229514956474304,0.268513023853302,0.20545046031475067,0.27211859822273254
of,0.5052502155303955,0.1477721929550171,1.0,0.2891985774040222,0.2215006798505783,0.18280929327011108,0.41498205065727234,0.2718559205532074,0.32280945777893066,0.14607268571853638,0.1894020140171051,0.26200541853904724,0.4069072902202606,0.1758238822221756,0.4185989499092102,0.33290785551071167,0.14607268571853638,0.1308683305978775,0.1826142966747284
west,0.2258862406015396,0.12350498139858246,0.2891985774040222,1.0,0.21336610615253448,0.3284320831298828,0.14288705587387085,0.20934562385082245,0.14246505498886108,0.18391461670398712,0.13751888275146484,0.163435161113739,0.25970903038978577,0.1762894093990326,0.17698325216770172,0.1946573108434677,0.18391461670398712,0.0905454009771347,0.12088293582201004
end,0.28924596309661865,0.2107851207256317,0.2215006798505783,0.21336610615253448,1.0,0.2312854379415512,0.3221861720085144,0.12092415243387222,0.1506708711385727,0.16926881670951843,0.15601031482219696,0.1853165328502655,0.19220198690891266,0.12471519410610199,0.22042374312877655,0.29234179854393005,0.16926881670951843,0.2539898455142975,0.12543344497680664
avenue,0.1562824249267578,0.19555701315402985,0.18280929327011108,0.3284320831298828,0.2312854379415512,1.0000001192092896,0.15741072595119476,0.27288997173309326,0.0618407167494297,0.1990077942609787,0.12146830558776855,0.3789612054824829,0.19987185299396515,0.16832181811332703,0.18164469301700592,0.11924558132886887,0.1990077942609787,0.1548803150653839,0.06327427178621292
housing,0.26001980900764465,0.18560263514518738,0.2954002916812897,0.1872190237045288,0.159206822514534,0.32610005140304565,0.22677946090698242,0.5230565071105957,0.1879027783870697,0.09592044353485107,0.11949680745601654,0.45493361353874207,0.2453424632549286,0.1863185167312622,0.2967211902141571,0.14871764183044434,0.09592044353485107,0.09145545214414597,0.11872038245201111
the,0.5829201340675354,0.20056472718715668,0.733189046382904,0.32918402552604675,0.39658910036087036,0.22167983651161194,0.5473989248275757,0.2692612111568451,0.4207492768764496,0.2068762183189392,0.2294066995382309,0.3159640431404114,0.48711544275283813,0.2855224609375,0.4739971458911896,0.42745697498321533,0.2068762183189392,0.21501964330673218,0.22068053483963013
abc,0.21331243216991425,0.268513023853302,0.14607268571853638,0.18391461670398712,0.16926881670951843,0.1990077942609787,0.17440107464790344,0.17452621459960938,0.16561369597911835,1.0000001192092896,0.40620431303977966,0.10863203555345535,0.21565799415111542,0.17665110528469086,0.22510288655757904,0.1317344456911087,1.0000001192092896,0.3904791474342346,0.19065172970294952
news,0.1799081563949585,0.1663891077041626,0.1894020140171051,0.13751888275146484,0.15601031482219696,0.12146830558776855,0.27487510442733765,0.08624652028083801,0.13150359690189362,0.40620431303977966,0.9999999403953552,0.09969208389520645,0.1809975951910019,0.17697341740131378,0.181859090924263,0.2584491968154907,0.40620431303977966,0.4332883059978485,0.1899169683456421
