,which,coastline,does,southern,california,touch,?
southern,0.2648681700229645,0.3611186444759369,0.0482201874256134,1.0,0.2983402609825134,0.08527934551239014,0.11225555837154388
california,0.17128102481365204,0.20540878176689148,0.10136774927377701,0.2983402609825134,1.0,0.06306079775094986,0.1409905105829239
includes,0.36315640807151794,0.24570196866989136,0.2753782868385315,0.19032248854637146,0.16085699200630188,0.1614723652601242,0.14011523127555847
the,0.6521818041801453,0.2835710942745209,0.35928019881248474,0.3282862603664398,0.2750805914402008,0.22042299807071686,0.22068053483963013
heavily,0.3310432732105255,0.19494499266147614,0.1841733157634735,0.14060549437999725,0.12281396239995956,0.16267214715480804,0.1724066138267517
built-up,0.3140082359313965,0.280532568693161,0.13843201100826263,0.21390625834465027,0.1868470311164856,0.11615299433469772,0.1761627495288849
urban,0.1198306679725647,0.24995064735412598,0.11276297271251678,0.22287006676197052,0.11434049159288406,0.1047915369272232,0.13119809329509735
area,0.3276861011981964,0.45792338252067566,0.13779224455356598,0.3466261029243469,0.18134087324142456,0.13659167289733887,0.12640461325645447
stretching,0.3515118360519409,0.36244523525238037,0.1759767085313797,0.20453548431396484,0.1787671148777008,0.2718898355960846,0.10934048146009445
along,0.33404073119163513,0.39864659309387207,0.18451251089572906,0.2638747990131378,0.14220604300498962,0.14462308585643768,0.17134909331798553
the,0.6521818041801453,0.2835710942745209,0.35928019881248474,0.3282862603664398,0.2750805914402008,0.22042299807071686,0.22068053483963013
pacific,0.2135714292526245,0.35879600048065186,0.10856367647647858,0.3668748438358307,0.35082176327705383,0.0984271690249443,0.13060949742794037
coast,0.2259337306022644,0.7160298228263855,0.12012524902820587,0.44782236218452454,0.2948465347290039,0.06188502907752991,0.15869849920272827
from,0.38755592703819275,0.23168201744556427,0.1777622550725937,0.21689370274543762,0.23643477261066437,0.20122931897640228,0.19969791173934937
ventura,0.19172365963459015,0.15364494919776917,0.11783847212791443,0.20590990781784058,0.3943842947483063,0.14752048254013062,0.10329297184944153
",",0.3658004403114319,0.2458547204732895,0.28617382049560547,0.2795628309249878,0.2704589068889618,0.27478453516960144,0.31091248989105225
through,0.40321648120880127,0.23773892223834991,0.21495459973812103,0.1723068207502365,0.16941705346107483,0.2413647174835205,0.16913433372974396
the,0.6521818041801453,0.2835710942745209,0.35928019881248474,0.3282862603664398,0.2750805914402008,0.22042299807071686,0.22068053483963013
greater,0.3080105781555176,0.21198521554470062,0.20582076907157898,0.1792856603860855,0.07896529138088226,0.14141716063022614,0.09723397344350815
los,0.15805238485336304,0.0767238438129425,0.10503679513931274,0.18350043892860413,0.641045331954956,0.08281715959310532,0.15495611727237701
angeles,0.15751682221889496,0.074040487408638,0.10788265615701675,0.19405479729175568,0.6717669367790222,0.10695797950029373,0.16139166057109833
area,0.3276861011981964,0.45792338252067566,0.13779224455356598,0.3466261029243469,0.18134087324142456,0.13659167289733887,0.12640461325645447
and,0.506277859210968,0.28564026951789856,0.3461615741252899,0.24232792854309082,0.2441616654396057,0.309447318315506,0.20544172823429108
the,0.6521818041801453,0.2835710942745209,0.35928019881248474,0.3282862603664398,0.2750805914402008,0.22042299807071686,0.22068053483963013
inland,0.2825321853160858,0.5840610861778259,0.0756019651889801,0.35935071110725403,0.3007052540779114,0.1468125283718109,0.1506642997264862
empire,0.1975056380033493,0.2203383892774582,0.08547256886959076,0.2800673544406891,0.17886412143707275,0.08861365914344788,0.14909450709819794
",",0.3658004403114319,0.2458547204732895,0.28617382049560547,0.2795628309249878,0.2704589068889618,0.27478453516960144,0.31091248989105225
and,0.506277859210968,0.28564026951789856,0.3461615741252899,0.24232792854309082,0.2441616654396057,0.309447318315506,0.20544172823429108
down,0.36159706115722656,0.19511419534683228,0.24776698648929596,0.07841166108846664,0.16884852945804596,0.12437625974416733,0.13836295902729034
to,0.5345056653022766,0.23229774832725525,0.4391997456550598,0.18284058570861816,0.20697450637817383,0.2607784569263458,0.29463258385658264
greater,0.3080105781555176,0.21198521554470062,0.20582076907157898,0.1792856603860855,0.07896529138088226,0.14141716063022614,0.09723397344350815
san,0.190042182803154,0.23679080605506897,0.11352116614580154,0.2520903944969177,0.5170050263404846,0.09317640960216522,0.10952327400445938
diego,0.12495049089193344,0.11397688835859299,0.12579059600830078,0.17262554168701172,0.5714370608329773,0.12096824496984482,0.11438121646642685
.,0.45942068099975586,0.26719167828559875,0.3022993505001068,0.26629969477653503,0.2870451807975769,0.2801215350627899,0.4130953550338745
