,how,sure,did,the,statement,say,scientists,were,that,temperatures,would,keep,rising,?
the,0.33890387415885925,0.31461143493652344,0.34736719727516174,1.0,0.20954233407974243,0.3200206458568573,0.25988271832466125,0.3906462490558624,0.5473989248275757,0.27544233202934265,0.4133751392364502,0.22379513084888458,0.34945452213287354,0.22068053483963013
statement,0.3026704788208008,0.3726578652858734,0.2726841866970062,0.20954233407974243,1.0000001192092896,0.43280115723609924,0.13983002305030823,0.1481083780527115,0.42887982726097107,0.12382373958826065,0.35126933455467224,0.20221224427223206,0.0916552022099495,0.28978636860847473
",",0.22659391164779663,0.2757556736469269,0.3015086054801941,0.4933079481124878,0.22861604392528534,0.35129812359809875,0.25785407423973083,0.36755475401878357,0.4137537479400635,0.26848670840263367,0.32586824893951416,0.29710182547569275,0.21649663150310516,0.31091248989105225
also,0.43506327271461487,0.3552069365978241,0.39334940910339355,0.6021018624305725,0.26974233984947205,0.39009517431259155,0.26360371708869934,0.31877249479293823,0.6005857586860657,0.261348694562912,0.4152511954307556,0.3065918982028961,0.2475212961435318,0.21848613023757935
published,0.17517933249473572,0.1867268830537796,0.17877818644046783,0.22017472982406616,0.20140144228935242,0.16518595814704895,0.21070687472820282,0.20513179898262024,0.23603634536266327,0.15445253252983093,0.11605832725763321,0.1059960424900055,0.18941284716129303,0.16280238330364227
as,0.33782753348350525,0.2849365770816803,0.3596470057964325,0.48381632566452026,0.24294103682041168,0.3316376805305481,0.15537254512310028,0.3025437891483307,0.4735107421875,0.19278484582901,0.3824005722999573,0.34280937910079956,0.19916297495365143,0.27043893933296204
an,0.2520636022090912,0.21809670329093933,0.22598257660865784,0.4207492768764496,0.2489083856344223,0.2514885663986206,0.16749253869056702,0.08893381804227829,0.365763783454895,0.1827489584684372,0.2650099992752075,0.16314184665679932,0.19929011166095734,0.19793890416622162
editorial,0.16777488589286804,0.2197222262620926,0.06445091962814331,0.1921989768743515,0.30550417304039,0.1870831996202469,0.08309981971979141,0.07213370501995087,0.18909363448619843,0.10576021671295166,0.1823604702949524,0.11470972746610641,0.13537918031215668,0.20875844359397888
in,0.2601168751716614,0.2004580795764923,0.2593238651752472,0.6662389636039734,0.17217876017093658,0.26482993364334106,0.1995355486869812,0.3815755248069763,0.435920387506485,0.2835210859775543,0.30461156368255615,0.2550279498100281,0.26222285628318787,0.20430970191955566
the,0.33890387415885925,0.31461143493652344,0.34736719727516174,1.0,0.20954233407974243,0.3200206458568573,0.25988271832466125,0.3906462490558624,0.5473989248275757,0.27544233202934265,0.4133751392364502,0.22379513084888458,0.34945452213287354,0.22068053483963013
journal,0.11461996287107468,0.142086461186409,0.15933221578598022,0.20882099866867065,0.23677252233028412,0.16248661279678345,0.2799692451953888,0.15954898297786713,0.21266260743141174,0.18309813737869263,0.10341253876686096,0.1436920166015625,0.058090124279260635,0.11746427416801453
science,0.23506508767604828,0.16003702580928802,0.14819081127643585,0.24037593603134155,0.167688250541687,0.20041769742965698,0.4752415120601654,0.11729401350021362,0.2881232798099518,0.19752727448940277,0.1530524343252182,0.16811314225196838,0.16958355903625488,0.17974960803985596
",",0.22659391164779663,0.2757556736469269,0.3015086054801941,0.4933079481124878,0.22861604392528534,0.35129812359809875,0.25785407423973083,0.36755475401878357,0.4137537479400635,0.26848670840263367,0.32586824893951416,0.29710182547569275,0.21649663150310516,0.31091248989105225
stated,0.23066601157188416,0.35071006417274475,0.3936442732810974,0.2814950942993164,0.5168680548667908,0.46071067452430725,0.11948913335800171,0.2678734064102173,0.48625776171684265,0.1561192125082016,0.4642918109893799,0.2676924169063568,0.1732388138771057,0.24280361831188202
``,-0.01591024175286293,0.005818094126880169,-0.029888948425650597,0.029072100296616554,0.08327054977416992,0.062410302460193634,-0.005563737358897924,0.006090171169489622,0.05285148695111275,0.10554274916648865,0.08063928782939911,0.03026990033686161,-0.021395057439804077,0.0685480609536171
we,0.49824854731559753,0.49293556809425354,0.3426455855369568,0.3206169009208679,0.3451419174671173,0.5547645688056946,0.29493799805641174,0.2341374158859253,0.5259829759597778,0.2929418683052063,0.5316502451896667,0.35852739214897156,0.16705597937107086,0.535264790058136
support,0.28316521644592285,0.40810495615005493,0.2911772131919861,0.22984638810157776,0.38357678055763245,0.3732887804508209,0.2000199407339096,0.2020559310913086,0.3622364103794098,0.17424727976322174,0.37229225039482117,0.34128478169441223,0.1775447279214859,0.22626608610153198
the,0.33890387415885925,0.31461143493652344,0.34736719727516174,1.0,0.20954233407974243,0.3200206458568573,0.25988271832466125,0.3906462490558624,0.5473989248275757,0.27544233202934265,0.4133751392364502,0.22379513084888458,0.34945452213287354,0.22068053483963013
[,0.03530287742614746,0.005026008002460003,0.030549485236406326,0.07130392640829086,0.019145922735333443,-8.978986443253234e-05,0.04245295003056526,0.039956651628017426,0.052145641297101974,0.13685555756092072,0.004482490010559559,0.08121835440397263,0.1604510396718979,0.011015460826456547
tar,0.18140293657779694,0.08484707772731781,0.08465149253606796,0.20640505850315094,0.07694270461797714,0.15628661215305328,0.127931147813797,0.11970027536153793,0.16651612520217896,0.19845671951770782,0.12082863599061966,0.11632251739501953,0.1648353934288025,0.09344086050987244
's,-0.026164190843701363,0.014457397162914276,0.05069678649306297,-0.01540423184633255,-0.007225947454571724,0.02346254698932171,0.013002701103687286,0.007088581565767527,0.04397977516055107,0.06270705163478851,0.036968596279621124,-0.022091448307037354,-0.04362783581018448,-0.023395681753754616
],0.06738625466823578,-0.029556134715676308,0.024806415662169456,-0.04779602214694023,-0.05544012039899826,0.022266853600740433,0.04336157813668251,-0.03362284600734711,0.009409040212631226,-0.0616254061460495,-0.011652976274490356,-0.020601222291588783,-0.016582828015089035,-0.0022520492784678936
conclusion,0.3020067811012268,0.31017324328422546,0.3019193112850189,0.25632116198539734,0.5336511135101318,0.37480729818344116,0.25881385803222656,0.18289698660373688,0.4214214086532593,0.16828963160514832,0.3359687626361847,0.22826722264289856,0.2054191380739212,0.23632600903511047
that,0.557814359664917,0.5201858282089233,0.47518548369407654,0.5473989248275757,0.42887982726097107,0.5852095484733582,0.3470602035522461,0.35517072677612305,1.0,0.2812877893447876,0.5895259380340576,0.45155078172683716,0.2359437197446823,0.32716336846351624
it,0.36714982986450195,0.3457206189632416,0.2993364930152893,0.6251175999641418,0.2746777832508087,0.34911516308784485,0.27276167273521423,0.25487732887268066,0.5921133160591125,0.3535138964653015,0.36398744583129883,0.23222477734088898,0.21120630204677582,0.25732165575027466
is,0.22544461488723755,0.24983705580234528,0.19247472286224365,0.5823672413825989,0.24378558993339539,0.3160853683948517,0.24610774219036102,0.29386836290359497,0.3995479643344879,0.2816123366355896,0.33626067638397217,0.23241287469863892,0.17822740972042084,0.22961433231830597
at,0.2154216170310974,0.22167804837226868,0.28390252590179443,0.457212895154953,0.19107723236083984,0.24579253792762756,0.20222648978233337,0.2947486639022827,0.3183255195617676,0.22577746212482452,0.3073931038379669,0.15898147225379944,0.23512664437294006,0.21978627145290375
least,0.2839330732822418,0.3507818877696991,0.2185145616531372,0.3428877890110016,0.2877051830291748,0.34217512607574463,0.22501133382320404,0.28233012557029724,0.42399391531944275,0.31726905703544617,0.3881673514842987,0.21646223962306976,0.12184766680002213,0.28866854310035706
90,-0.07865460216999054,-0.003528761910274625,-0.021803488954901695,-0.08136876672506332,-0.13159188628196716,0.024254614487290382,-0.0015715437475591898,0.01786915957927704,-0.08953166007995605,-0.07013209164142609,-0.13075202703475952,-0.05879618600010872,-0.06394161283969879,-0.0034062080085277557
%,0.1237400695681572,0.21542781591415405,0.1450016051530838,0.21490740776062012,0.17389275133609772,0.20740345120429993,0.21243087947368622,0.21132414042949677,0.19162102043628693,0.2585332989692688,0.16993220150470734,0.16200967133045197,0.17596523463726044,0.21441808342933655
certain,0.47261449694633484,0.42064186930656433,0.3046872019767761,0.392071396112442,0.287235289812088,0.4180372953414917,0.28105345368385315,0.2825849652290344,0.5381532907485962,0.28467249870300293,0.39805346727371216,0.2864117920398712,0.16280215978622437,0.2516106069087982
that,0.557814359664917,0.5201858282089233,0.47518548369407654,0.5473989248275757,0.42887982726097107,0.5852095484733582,0.3470602035522461,0.35517072677612305,1.0,0.2812877893447876,0.5895259380340576,0.45155078172683716,0.2359437197446823,0.32716336846351624
temperatures,0.2543736696243286,0.16698166728019714,0.16462133824825287,0.27544233202934265,0.12382373958826065,0.12853404879570007,0.2567559480667114,0.19261205196380615,0.2812877893447876,0.9999999403953552,0.25939518213272095,0.24970993399620056,0.27988341450691223,0.1895846426486969
will,0.41543328762054443,0.45618367195129395,0.40638336539268494,0.3635469079017639,0.270864337682724,0.35460275411605835,0.2401568591594696,0.19863811135292053,0.4857470989227295,0.27706560492515564,0.7075439691543579,0.289961576461792,0.24240358173847198,0.35046905279159546
continue,0.3478761613368988,0.36385229229927063,0.3829919993877411,0.28966447710990906,0.2522568106651306,0.31870555877685547,0.19069410860538483,0.24676457047462463,0.39601582288742065,0.21527732908725739,0.4452403485774994,0.3684414029121399,0.22629067301750183,0.23903685808181763
to,0.44169697165489197,0.4192759692668915,0.4452643394470215,0.535392165184021,0.29286426305770874,0.38071900606155396,0.27814680337905884,0.31913647055625916,0.5436353087425232,0.28822293877601624,0.5965728163719177,0.31550586223602295,0.21663394570350647,0.29463258385658264
rise,0.2018410563468933,0.14881877601146698,0.16756875813007355,0.3404741883277893,0.1326090693473816,0.24289435148239136,0.13791312277317047,0.20160400867462158,0.26001712679862976,0.25730493664741516,0.20319253206253052,0.12109322100877762,0.5401515960693359,0.10799103230237961
",",0.22659391164779663,0.2757556736469269,0.3015086054801941,0.4933079481124878,0.22861604392528534,0.35129812359809875,0.25785407423973083,0.36755475401878357,0.4137537479400635,0.26848670840263367,0.32586824893951416,0.29710182547569275,0.21649663150310516,0.31091248989105225
with,0.3525622487068176,0.3023339807987213,0.25472134351730347,0.4223487675189972,0.17604300379753113,0.2529304027557373,0.1702168732881546,0.3179011940956116,0.4154358208179474,0.23830930888652802,0.38372042775154114,0.2506358027458191,0.24365566670894623,0.2433311939239502
average,0.2824462950229645,0.15162783861160278,0.13524195551872253,0.27058175206184387,0.15244752168655396,0.18563546240329742,0.1627751588821411,0.17036251723766327,0.2513456642627716,0.5268970727920532,0.205789715051651,0.1405351459980011,0.2363976687192917,0.21764592826366425
global,0.24479736387729645,0.21235857903957367,0.1409793198108673,0.17898012697696686,0.22331616282463074,0.19362154603004456,0.16521330177783966,0.10160280019044876,0.2591727674007416,0.21742050349712372,0.23423455655574799,0.13877470791339874,0.2454107701778412,0.22985349595546722
surface,0.25213223695755005,0.16663484275341034,0.14255931973457336,0.2555135488510132,0.1780204027891159,0.22299881279468536,0.2825276553630829,0.16185584664344788,0.30130770802497864,0.4853248596191406,0.2547634243965149,0.18994177877902985,0.25947922468185425,0.14613434672355652
temperature,0.26406702399253845,0.1473485231399536,0.13358086347579956,0.27585095167160034,0.1284111589193344,0.10953734815120697,0.2231292873620987,0.12303970009088516,0.26260992884635925,0.9382470846176147,0.2131815254688263,0.23086437582969666,0.2312798947095871,0.2011885941028595
projected,0.2044808268547058,0.1382998377084732,0.16403257846832275,0.2842520475387573,0.15827715396881104,0.09691382199525833,0.19021230936050415,0.21160763502120972,0.2927611768245697,0.24403712153434753,0.27224355936050415,0.1446111500263214,0.24091586470603943,0.17913633584976196
to,0.44169697165489197,0.4192759692668915,0.4452643394470215,0.535392165184021,0.29286426305770874,0.38071900606155396,0.27814680337905884,0.31913647055625916,0.5436353087425232,0.28822293877601624,0.5965728163719177,0.31550586223602295,0.21663394570350647,0.29463258385658264
increase,0.29766717553138733,0.24589544534683228,0.15550044178962708,0.32049667835235596,0.16846567392349243,0.19412311911582947,0.20411963760852814,0.19452497363090515,0.3491165041923523,0.33607184886932373,0.29228541254997253,0.2767546474933624,0.35399875044822693,0.11119163036346436
by,0.34370526671409607,0.21906214952468872,0.18574509024620056,0.4408751428127289,0.19928686320781708,0.21690572798252106,0.22483672201633453,0.4406847059726715,0.37496164441108704,0.16856102645397186,0.28394925594329834,0.14610110223293304,0.18920043110847473,0.17966607213020325
between,0.2747800648212433,0.12451350688934326,0.16542956233024597,0.39067012071609497,0.13416625559329987,0.1529790461063385,0.15063542127609253,0.27047741413116455,0.299440860748291,0.29150113463401794,0.2067808359861374,0.15477769076824188,0.23471112549304962,0.12887074053287506
1.4,0.22559292614459991,0.2594703435897827,0.14385290443897247,0.31343409419059753,0.30216437578201294,0.2159648984670639,0.13967028260231018,0.1572038233280182,0.26792019605636597,0.2265758514404297,0.20746740698814392,0.21025724709033966,0.1760164499282837,0.3414674699306488
and,0.33647966384887695,0.3032841682434082,0.34479495882987976,0.5171257257461548,0.17807939648628235,0.3314565122127533,0.20514336228370667,0.42175528407096863,0.4731321930885315,0.28922638297080994,0.34921059012413025,0.2533072531223297,0.2786417007446289,0.20544172823429108
5.8,-0.09706181287765503,-0.0397048220038414,-0.07375018298625946,-0.08443012833595276,-0.12917840480804443,-0.09439817070960999,0.038162712007761,0.02007158473134041,-0.010165929794311523,0.033467523753643036,-0.0490291491150856,-0.03177705779671669,-0.005299353040754795,-0.03517145663499832
°c,0.1447901725769043,0.1348654180765152,0.12820746004581451,0.1833128035068512,0.09201686829328537,0.10192766040563583,0.2152130901813507,0.11542958766222,0.17158274352550507,0.804628312587738,0.1499309539794922,0.19631452858448029,0.20685333013534546,0.2095707356929779
above,0.23468554019927979,0.2772027254104614,0.20278730988502502,0.33988961577415466,0.2142329066991806,0.22490176558494568,0.14316914975643158,0.16568972170352936,0.32968869805336,0.37003031373023987,0.27222302556037903,0.2627784311771393,0.3251727521419525,0.2521739900112152
1990,-0.006733363028615713,0.053096953779459,0.10054399073123932,-0.0810435339808464,-0.00944514200091362,0.10973940044641495,0.024953408166766167,0.013780983164906502,-0.04325290396809578,-0.13854612410068512,-0.023368842899799347,-0.025958318263292313,-0.05621599406003952,0.07789827883243561
