,who,were,the,sculpture,galleries,that,opened,in,2006,named,after,?
with,0.3282766342163086,0.3179011940956116,0.4223487675189972,0.19463536143302917,0.17471446096897125,0.4154358208179474,0.16281741857528687,0.4080928862094879,0.034656625241041183,0.21388062834739685,0.33843478560447693,0.2433311939239502
the,0.3733934462070465,0.3906462490558624,1.0,0.23690329492092133,0.27603694796562195,0.5473989248275757,0.28544309735298157,0.6662389636039734,0.11294147372245789,0.3521348536014557,0.4565047025680542,0.22068053483963013
opening,0.12329958379268646,0.1651855856180191,0.37298497557640076,0.23616430163383484,0.21726052463054657,0.228669211268425,0.5178986191749573,0.2907836139202118,0.03219478577375412,0.10996154695749283,0.23481783270835876,0.16502447426319122
of,0.2827862501144409,0.34038281440734863,0.733189046382904,0.2746802270412445,0.24172402918338776,0.41498205065727234,0.16720551252365112,0.5696388483047485,0.10009169578552246,0.2820465862751007,0.3867455720901489,0.1826142966747284
the,0.3733934462070465,0.3906462490558624,1.0,0.23690329492092133,0.27603694796562195,0.5473989248275757,0.28544309735298157,0.6662389636039734,0.11294147372245789,0.3521348536014557,0.4565047025680542,0.22068053483963013
dorothy,0.20318709313869476,0.19420354068279266,0.18591982126235962,0.17338339984416962,0.17159633338451385,0.15255507826805115,0.18712075054645538,0.2361718863248825,-0.09422972053289413,0.21361184120178223,0.21040356159210205,0.19687046110630035
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.2538686692714691,0.3095110058784485,0.4731321930885315,0.22545495629310608,0.4954058527946472,-0.03637295588850975,0.23097854852676392,0.3765919506549835,0.20544172823429108
michael,0.24782328307628632,0.15896406769752502,0.21768254041671753,0.12256044149398804,0.123392254114151,0.1575649231672287,0.12631584703922272,0.2203132063150406,-0.05909426510334015,0.16245616972446442,0.19057516753673553,0.0667748749256134
hintze,0.20950676500797272,0.13085708022117615,0.24526219069957733,0.1975216120481491,0.21122650802135468,0.2264130562543869,0.12434352189302444,0.2569865882396698,-0.16207288205623627,0.1831546574831009,0.19862094521522522,0.24361853301525116
sculpture,0.1971929967403412,0.20986761152744293,0.23690329492092133,1.0,0.4911354184150696,0.2037505954504013,0.20814993977546692,0.23036405444145203,-0.08208004385232925,0.1597679853439331,0.16770832240581512,0.1571214497089386
galleries,0.16204048693180084,0.24707363545894623,0.27603694796562195,0.4911354184150696,0.9999998807907104,0.25966814160346985,0.2789672017097473,0.2712664008140564,-0.03546471893787384,0.10204927623271942,0.11770003288984299,0.1957392692565918
in,0.2792111933231354,0.3815755248069763,0.6662389636039734,0.23036405444145203,0.2712664008140564,0.435920387506485,0.2972770035266876,1.0,-0.04600946605205536,0.28130269050598145,0.44050168991088867,0.20430970191955566
2006,-0.026890208944678307,0.01956683211028576,0.11294147372245789,-0.08208004385232925,-0.03546471893787384,0.10252685844898224,-0.04420475289225578,-0.04600946605205536,1.0,-0.044993557035923004,-0.026286179199814796,-0.1194092258810997
it,0.2868398427963257,0.25487732887268066,0.6251175999641418,0.18940822780132294,0.19271650910377502,0.5921133160591125,0.3010956048965454,0.5130809545516968,0.03824596479535103,0.27125322818756104,0.36872005462646484,0.25732165575027466
was,0.3318818509578705,0.590133786201477,0.48711544275283813,0.23845447599887848,0.14833402633666992,0.33670201897621155,0.31916534900665283,0.45514053106307983,-0.08876620978116989,0.37528327107429504,0.49306565523147583,0.18412111699581146
decided,0.3009106516838074,0.3337101638317108,0.37534645199775696,0.18449774384498596,0.1826181709766388,0.3535293638706207,0.2872338891029358,0.30060529708862305,-0.10246633738279343,0.23520348966121674,0.3979598879814148,0.258772075176239
to,0.42656609416007996,0.31913647055625916,0.535392165184021,0.23966236412525177,0.2089657187461853,0.5436353087425232,0.18903055787086487,0.45010748505592346,0.012056082487106323,0.23689822852611542,0.37890323996543884,0.29463258385658264
extend,0.09649529308080673,0.1383703052997589,0.29680711030960083,0.1122400090098381,0.15081489086151123,0.33906084299087524,0.1340402513742447,0.21083860099315643,0.15251341462135315,0.03619927540421486,0.12338592857122421,0.2181791514158249
the,0.3733934462070465,0.3906462490558624,1.0,0.23690329492092133,0.27603694796562195,0.5473989248275757,0.28544309735298157,0.6662389636039734,0.11294147372245789,0.3521348536014557,0.4565047025680542,0.22068053483963013
chronology,0.14367006719112396,0.1968318074941635,0.22985747456550598,0.2638639211654663,0.2540356516838074,0.21030078828334808,0.09351962804794312,0.19912630319595337,0.009158419445157051,0.21321740746498108,0.21889424324035645,0.23438876867294312
of,0.2827862501144409,0.34038281440734863,0.733189046382904,0.2746802270412445,0.24172402918338776,0.41498205065727234,0.16720551252365112,0.5696388483047485,0.10009169578552246,0.2820465862751007,0.3867455720901489,0.1826142966747284
the,0.3733934462070465,0.3906462490558624,1.0,0.23690329492092133,0.27603694796562195,0.5473989248275757,0.28544309735298157,0.6662389636039734,0.11294147372245789,0.3521348536014557,0.4565047025680542,0.22068053483963013
works,0.2919859290122986,0.19992011785507202,0.26337864995002747,0.27663424611091614,0.37208712100982666,0.24413257837295532,0.12457379698753357,0.2656683027744293,-0.016764845699071884,0.10109659284353256,0.1154850423336029,0.19597402215003967
on,0.2340552806854248,0.2774328887462616,0.5107308030128479,0.1800938993692398,0.25138208270072937,0.42569106817245483,0.2514764964580536,0.46853652596473694,-0.04389945790171623,0.19771578907966614,0.39330315589904785,0.2714994251728058
display,0.05834006890654564,0.15256085991859436,0.2758708596229553,0.20079991221427917,0.3323049247264862,0.23487405478954315,0.16108934581279755,0.2005489468574524,0.084208182990551,0.0953596904873848,0.08015356212854385,0.17059175670146942
up,0.26056501269340515,0.29601457715034485,0.38423117995262146,0.13235415518283844,0.2506480813026428,0.35427621006965637,0.14103221893310547,0.3120773434638977,-0.06424380093812943,0.1506367176771164,0.3247016668319702,0.1819818764925003
to,0.42656609416007996,0.31913647055625916,0.535392165184021,0.23966236412525177,0.2089657187461853,0.5436353087425232,0.18903055787086487,0.45010748505592346,0.012056082487106323,0.23689822852611542,0.37890323996543884,0.29463258385658264
