,who,played,the,first,incarnation,of,the,doctor,in,the,special,?
in,0.2792111933231354,0.27605336904525757,0.6662389636039734,0.4127444326877594,0.2213584929704666,0.5696388483047485,0.6662389636039734,0.25567495822906494,1.0,0.6662389636039734,0.2897285223007202,0.20430970191955566
the,0.3733934462070465,0.2603478729724884,1.0,0.49448907375335693,0.3089248239994049,0.733189046382904,1.0,0.2820442318916321,0.6662389636039734,1.0,0.3027077615261078,0.22068053483963013
story,0.3106299340724945,0.15694919228553772,0.2915393114089966,0.29524773359298706,0.24840813875198364,0.2687002420425415,0.2915393114089966,0.24003900587558746,0.22475379705429077,0.2915393114089966,0.183115154504776,0.2304346114397049
",",0.3365725874900818,0.2987361550331116,0.4933079481124878,0.34503069519996643,0.24361343681812286,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.5201468467712402,0.4933079481124878,0.23880577087402344,0.31091248989105225
the,0.3733934462070465,0.2603478729724884,1.0,0.49448907375335693,0.3089248239994049,0.733189046382904,1.0,0.2820442318916321,0.6662389636039734,1.0,0.3027077615261078,0.22068053483963013
doctor,0.3504868149757385,0.20600740611553192,0.2820442318916321,0.27244147658348083,0.3371219038963318,0.16895952820777893,0.2820442318916321,0.9999999403953552,0.25567495822906494,0.2820442318916321,0.16843044757843018,0.1462511420249939
(,0.2443375140428543,0.2336844950914383,0.33289089798927307,0.2450505793094635,0.1922447234392166,0.35032153129577637,0.33289089798927307,0.1570640504360199,0.3087427020072937,0.33289089798927307,0.1810780167579651,0.40561532974243164
rowan,0.2166653722524643,0.15929974615573883,0.24463769793510437,0.2173810452222824,0.13603194057941437,0.21886186301708221,0.24463769793510437,0.2176453173160553,0.25923293828964233,0.24463769793510437,0.199265718460083,0.1188574880361557
atkinson,0.2660695016384125,0.21855518221855164,0.27801981568336487,0.29124823212623596,0.20361202955245972,0.2440870702266693,0.27801981568336487,0.2138967365026474,0.31189873814582825,0.27801981568336487,0.19060750305652618,0.21446701884269714
),0.2457384318113327,0.23871895670890808,0.3456730246543884,0.27228695154190063,0.20932523906230927,0.3680361211299896,0.3456730246543884,0.1509941965341568,0.3326910734176636,0.3456730246543884,0.207723930478096,0.42300865054130554
encounters,0.3273923397064209,0.1730748564004898,0.2514905333518982,0.2011246234178543,0.24479493498802185,0.19994959235191345,0.2514905333518982,0.2510840892791748,0.2199096530675888,0.2514905333518982,0.13053171336650848,0.12401029467582703
both,0.31663915514945984,0.2189488708972931,0.4931981563568115,0.349989116191864,0.21124783158302307,0.3565710783004761,0.4931981563568115,0.17321419715881348,0.3960166871547699,0.4931981563568115,0.24782869219779968,0.19455738365650177
the,0.3733934462070465,0.2603478729724884,1.0,0.49448907375335693,0.3089248239994049,0.733189046382904,1.0,0.2820442318916321,0.6662389636039734,1.0,0.3027077615261078,0.22068053483963013
master,0.3010654151439667,0.20841579139232635,0.19769129157066345,0.24330560863018036,0.3219037353992462,0.17072871327400208,0.19769129157066345,0.2937511205673218,0.17882928252220154,0.19769129157066345,0.15719753503799438,0.11915034055709839
(,0.2443375140428543,0.2336844950914383,0.33289089798927307,0.2450505793094635,0.1922447234392166,0.35032153129577637,0.33289089798927307,0.1570640504360199,0.3087427020072937,0.33289089798927307,0.1810780167579651,0.40561532974243164
jonathan,0.23593327403068542,0.19851168990135193,0.15282690525054932,0.22802619636058807,0.14039523899555206,0.13101203739643097,0.15282690525054932,0.18773992359638214,0.1474817991256714,0.15282690525054932,0.10441064834594727,0.15653139352798462
pryce,0.25502729415893555,0.36226537823677063,0.1916518211364746,0.19826267659664154,0.232505202293396,0.14376209676265717,0.1916518211364746,0.2886599600315094,0.17940405011177063,0.1916518211364746,0.1101253479719162,0.20008008182048798
),0.2457384318113327,0.23871895670890808,0.3456730246543884,0.27228695154190063,0.20932523906230927,0.3680361211299896,0.3456730246543884,0.1509941965341568,0.3326910734176636,0.3456730246543884,0.207723930478096,0.42300865054130554
and,0.41279885172843933,0.268975168466568,0.5171257257461548,0.3167642652988434,0.21791762113571167,0.5116966962814331,0.5171257257461548,0.21673844754695892,0.4954058527946472,0.5171257257461548,0.22352655231952667,0.20544172823429108
the,0.3733934462070465,0.2603478729724884,1.0,0.49448907375335693,0.3089248239994049,0.733189046382904,1.0,0.2820442318916321,0.6662389636039734,1.0,0.3027077615261078,0.22068053483963013
daleks,0.3263576030731201,0.12229593098163605,0.3154934346675873,0.2665290832519531,0.38493087887763977,0.2067384421825409,0.3154934346675873,0.3440004587173462,0.2037806212902069,0.3154934346675873,0.126678466796875,0.13693755865097046
.,0.3541337847709656,0.2876244783401489,0.5934505462646484,0.4345304071903229,0.20604264736175537,0.5352458953857422,0.5934505462646484,0.22361043095588684,0.5591574311256409,0.5934505462646484,0.26337340474128723,0.4130953550338745
,who,played,the,first,incarnation,of,the,doctor,in,the,special,?
during,0.30551859736442566,0.2763521671295166,0.4838213622570038,0.45377472043037415,0.21059386432170868,0.3869180977344513,0.4838213622570038,0.19493472576141357,0.4627237319946289,0.4838213622570038,0.18424199521541595,0.1325719803571701
the,0.3733934462070465,0.2603478729724884,1.0,0.49448907375335693,0.3089248239994049,0.733189046382904,1.0,0.2820442318916321,0.6662389636039734,1.0,0.3027077615261078,0.22068053483963013
special,0.21519862115383148,0.1065249815583229,0.3027077615261078,0.26929977536201477,0.1212678849697113,0.27998968958854675,0.3027077615261078,0.16843044757843018,0.2897285223007202,0.3027077615261078,1.0000001192092896,0.29623302817344666
the,0.3733934462070465,0.2603478729724884,1.0,0.49448907375335693,0.3089248239994049,0.733189046382904,1.0,0.2820442318916321,0.6662389636039734,1.0,0.3027077615261078,0.22068053483963013
doctor,0.3504868149757385,0.20600740611553192,0.2820442318916321,0.27244147658348083,0.3371219038963318,0.16895952820777893,0.2820442318916321,0.9999999403953552,0.25567495822906494,0.2820442318916321,0.16843044757843018,0.1462511420249939
is,0.24293622374534607,0.2258751392364502,0.5823672413825989,0.30889374017715454,0.3046400249004364,0.4854315221309662,0.5823672413825989,0.19875872135162354,0.5394441485404968,0.5823672413825989,0.24467575550079346,0.22961433231830597
forced,0.35712045431137085,0.15885917842388153,0.2571122944355011,0.18772120773792267,0.05820935592055321,0.27082350850105286,0.2571122944355011,0.08717729896306992,0.2043643444776535,0.2571122944355011,0.1494632065296173,0.17547516524791718
to,0.42656609416007996,0.14824016392230988,0.535392165184021,0.3792489171028137,0.20287059247493744,0.41548454761505127,0.535392165184021,0.22950075566768646,0.45010748505592346,0.535392165184021,0.28623831272125244,0.29463258385658264
regenerate,0.16389873623847961,0.13351717591285706,0.2977958917617798,0.1594943106174469,0.30997204780578613,0.29200416803359985,0.2977958917617798,0.32403048872947693,0.19567370414733887,0.2977958917617798,0.19795729219913483,0.17953330278396606
several,0.30628830194473267,0.2310846447944641,0.40559855103492737,0.2748492956161499,0.20161229372024536,0.3271615505218506,0.40559855103492737,0.1561049073934555,0.39405709505081177,0.40559855103492737,0.22477619349956512,0.15595775842666626
times,0.24510560929775238,0.1960964798927307,0.29093852639198303,0.2957541346549988,0.16539040207862854,0.24352745711803436,0.29093852639198303,0.12058350443840027,0.2427823841571808,0.29093852639198303,0.15491344034671783,0.18880689144134521
",",0.3365725874900818,0.2987361550331116,0.4933079481124878,0.34503069519996643,0.24361343681812286,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.5201468467712402,0.4933079481124878,0.23880577087402344,0.31091248989105225
with,0.3282766342163086,0.24504201114177704,0.4223487675189972,0.2691199779510498,0.20965217053890228,0.41827285289764404,0.4223487675189972,0.17277967929840088,0.4080928862094879,0.4223487675189972,0.21461334824562073,0.2433311939239502
his,0.44966956973075867,0.2874697744846344,0.4394008219242096,0.3241460621356964,0.3179362416267395,0.38364991545677185,0.4394008219242096,0.2365143597126007,0.3598145842552185,0.4394008219242096,0.1849382370710373,0.18075084686279297
subsequent,0.17192286252975464,0.14281713962554932,0.2562725245952606,0.21275046467781067,0.18339334428310394,0.1740972250699997,0.2562725245952606,0.12936721742153168,0.1837678998708725,0.2562725245952606,0.10942059755325317,0.13111010193824768
incarnations,0.2860327661037445,0.18138843774795532,0.2946679890155792,0.22457797825336456,0.9385266304016113,0.2817036807537079,0.2946679890155792,0.3144519329071045,0.22985757887363434,0.2946679890155792,0.1454584002494812,0.21271158754825592
played,0.26104769110679626,1.0,0.2603478729724884,0.2724764943122864,0.17898453772068024,0.21120788156986237,0.2603478729724884,0.20600740611553192,0.27605336904525757,0.2603478729724884,0.1065249815583229,0.14096300303936005
by,0.39727845788002014,0.1480340212583542,0.4408751428127289,0.3877052962779999,0.18325546383857727,0.3646814823150635,0.4408751428127289,0.13681447505950928,0.370934396982193,0.4408751428127289,0.2578898072242737,0.17966607213020325
",",0.3365725874900818,0.2987361550331116,0.4933079481124878,0.34503069519996643,0.24361343681812286,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.5201468467712402,0.4933079481124878,0.23880577087402344,0.31091248989105225
in,0.2792111933231354,0.27605336904525757,0.6662389636039734,0.4127444326877594,0.2213584929704666,0.5696388483047485,0.6662389636039734,0.25567495822906494,1.0,0.6662389636039734,0.2897285223007202,0.20430970191955566
order,0.226639986038208,0.11205410212278366,0.3284194767475128,0.217227965593338,0.20536698400974274,0.31287699937820435,0.3284194767475128,0.11504178494215012,0.24184700846672058,0.3284194767475128,0.22666555643081665,0.13725648820400238
",",0.3365725874900818,0.2987361550331116,0.4933079481124878,0.34503069519996643,0.24361343681812286,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.5201468467712402,0.4933079481124878,0.23880577087402344,0.31091248989105225
richard,0.27835920453071594,0.1566726565361023,0.2087954580783844,0.21793003380298615,0.15114295482635498,0.2227524220943451,0.2087954580783844,0.1472996175289154,0.23321768641471863,0.2087954580783844,0.10903418809175491,0.15003317594528198
e.,-0.02677040547132492,-0.0353839285671711,0.04129594564437866,0.05606308579444885,-0.011987937614321709,0.03512954339385033,0.04129594564437866,-0.055124808102846146,0.05083685740828514,0.04129594564437866,0.02974602021276951,0.04848470166325569
grant,0.26893389225006104,0.16171136498451233,0.2460666298866272,0.18674130737781525,0.15564951300621033,0.23326964676380157,0.2460666298866272,0.23351116478443146,0.2044283151626587,0.2460666298866272,0.21273279190063477,0.15586599707603455
",",0.3365725874900818,0.2987361550331116,0.4933079481124878,0.34503069519996643,0.24361343681812286,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.5201468467712402,0.4933079481124878,0.23880577087402344,0.31091248989105225
jim,0.20676904916763306,0.22371509671211243,0.21709053218364716,0.1676855981349945,0.08863111585378647,0.17690125107765198,0.21709053218364716,0.10269874334335327,0.22906269133090973,0.21709053218364716,0.09708084911108017,0.09886423498392105
broadbent,0.332716166973114,0.28497791290283203,0.2580854892730713,0.27122196555137634,0.19368866086006165,0.20756812393665314,0.2580854892730713,0.2778717577457428,0.2773846983909607,0.2580854892730713,0.15942718088626862,0.22554251551628113
",",0.3365725874900818,0.2987361550331116,0.4933079481124878,0.34503069519996643,0.24361343681812286,0.4946078956127167,0.4933079481124878,0.20407600700855255,0.5201468467712402,0.4933079481124878,0.23880577087402344,0.31091248989105225
hugh,0.24496686458587646,0.23090358078479767,0.24369864165782928,0.200292706489563,0.13330136239528656,0.23160827159881592,0.24369864165782928,0.14947766065597534,0.18993298709392548,0.24369864165782928,0.15995776653289795,0.12381613999605179
grant,0.26893389225006104,0.16171136498451233,0.2460666298866272,0.18674130737781525,0.15564951300621033,0.23326964676380157,0.2460666298866272,0.23351116478443146,0.2044283151626587,0.2460666298866272,0.21273279190063477,0.15586599707603455
and,0.41279885172843933,0.268975168466568,0.5171257257461548,0.3167642652988434,0.21791762113571167,0.5116966962814331,0.5171257257461548,0.21673844754695892,0.4954058527946472,0.5171257257461548,0.22352655231952667,0.20544172823429108
joanna,0.2646567225456238,0.23652911186218262,0.18201182782649994,0.18476325273513794,0.25231242179870605,0.2301756590604782,0.18201182782649994,0.1991402804851532,0.19366991519927979,0.18201182782649994,0.09301188588142395,0.15293799340724945
lumley,0.28906333446502686,0.3678663969039917,0.30327826738357544,0.286206990480423,0.2241489291191101,0.20524117350578308,0.30327826738357544,0.23640184104442596,0.2954552471637726,0.30327826738357544,0.11735992878675461,0.2047397941350937
.,0.3541337847709656,0.2876244783401489,0.5934505462646484,0.4345304071903229,0.20604264736175537,0.5352458953857422,0.5934505462646484,0.22361043095588684,0.5591574311256409,0.5934505462646484,0.26337340474128723,0.4130953550338745
