,when,was,there,a,reduction,in,the,number,of,scottish,mps,?
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.27052462100982666,0.6662389636039734,1.0,0.35145696997642517,0.733189046382904,0.21724988520145416,0.18443430960178375,0.22068053483963013
73,-0.024196328595280647,0.012424810789525509,-0.05855588987469673,0.03897698223590851,-0.012691223062574863,-0.02996002696454525,0.01825747825205326,-0.049782201647758484,0.026385413482785225,0.06821180880069733,0.0274254959076643,-0.079054094851017
scottish,0.12086563557386398,0.20229777693748474,0.10701852291822433,0.18544672429561615,0.15117083489894867,0.16512006521224976,0.21724988520145416,0.11849488317966461,0.1698460429906845,1.0000001192092896,0.3312152028083801,0.06442669779062271
parliament,0.18992289900779724,0.24742799997329712,0.17849694192409515,0.22951169312000275,0.19752563536167145,0.2323146015405655,0.26521381735801697,0.16588084399700165,0.2885259687900543,0.3418616056442261,0.5268880128860474,0.1586504578590393
constituencies,0.18968047201633453,0.19294725358486176,0.25586625933647156,0.22509250044822693,0.19713900983333588,0.26182153820991516,0.29003340005874634,0.2615332305431366,0.33327755331993103,0.3488101661205292,0.5655189156532288,0.11360672116279602
shared,0.1624736338853836,0.18899540603160858,0.15553775429725647,0.13874579966068268,0.15133127570152283,0.24815475940704346,0.21652492880821228,0.10887461155653,0.2307819277048111,0.1701134741306305,0.10556735098361969,0.18310070037841797
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.27052462100982666,0.6662389636039734,1.0,0.35145696997642517,0.733189046382904,0.21724988520145416,0.18443430960178375,0.22068053483963013
same,0.37020012736320496,0.27172183990478516,0.32608798146247864,0.4048157036304474,0.19359543919563293,0.3692481815814972,0.4583131968975067,0.3000459671020508,0.3808329105377197,0.17708125710487366,0.11239790916442871,0.22649677097797394
boundaries,0.18481937050819397,0.21540692448616028,0.2667864263057709,0.20339177548885345,0.18777911365032196,0.29207542538642883,0.34339386224746704,0.20795075595378876,0.29777297377586365,0.18607960641384125,0.22396312654018402,0.13039568066596985
as,0.4437963366508484,0.3677520453929901,0.33535557985305786,0.39550232887268066,0.19768616557121277,0.3887844979763031,0.48381632566452026,0.26786008477211,0.3886612355709076,0.185140922665596,0.10867826640605927,0.27043893933296204
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.27052462100982666,0.6662389636039734,1.0,0.35145696997642517,0.733189046382904,0.21724988520145416,0.18443430960178375,0.22068053483963013
uk,0.13155107200145721,0.206756129860878,0.22346900403499603,0.19665123522281647,0.14938312768936157,0.2261405885219574,0.2143084555864334,0.32574158906936646,0.21513383090496063,0.2735420763492584,0.4324274957180023,0.20222434401512146
parliament,0.18992289900779724,0.24742799997329712,0.17849694192409515,0.22951169312000275,0.19752563536167145,0.2323146015405655,0.26521381735801697,0.16588084399700165,0.2885259687900543,0.3418616056442261,0.5268880128860474,0.1586504578590393
constituencies,0.18968047201633453,0.19294725358486176,0.25586625933647156,0.22509250044822693,0.19713900983333588,0.26182153820991516,0.29003340005874634,0.2615332305431366,0.33327755331993103,0.3488101661205292,0.5655189156532288,0.11360672116279602
in,0.4431333839893341,0.45514053106307983,0.5361666083335876,0.539380669593811,0.24459965527057648,1.0,0.6662389636039734,0.3024539053440094,0.5696388483047485,0.16512006521224976,0.16134501993656158,0.20430970191955566
scotland,0.15329182147979736,0.17744721472263336,0.16482767462730408,0.2106660157442093,0.16611051559448242,0.24716059863567352,0.23846951127052307,0.12002667039632797,0.2208399921655655,0.667405903339386,0.29117104411125183,0.09160218387842178
",",0.36674630641937256,0.45456063747406006,0.4587128460407257,0.427140474319458,0.20516319572925568,0.5201468467712402,0.4933079481124878,0.2535701394081116,0.4946078956127167,0.21369139850139618,0.23008953034877777,0.31091248989105225
prior,0.26478707790374756,0.29096508026123047,0.20268426835536957,0.22647660970687866,0.20201414823532104,0.24521231651306152,0.33782097697257996,0.18830038607120514,0.3183474540710449,0.11330481618642807,0.11227956414222717,0.16978254914283752
to,0.5423505902290344,0.3636345863342285,0.40669289231300354,0.45503583550453186,0.248092919588089,0.45010748505592346,0.535392165184021,0.2706126868724823,0.41548454761505127,0.1268421709537506,0.11862298101186752,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.27052462100982666,0.6662389636039734,1.0,0.35145696997642517,0.733189046382904,0.21724988520145416,0.18443430960178375,0.22068053483963013
2005,0.001997772604227066,0.11356307566165924,0.04571054130792618,-0.044396962970495224,-0.043492790311574936,0.009931974112987518,0.037273142486810684,0.11849363148212433,0.017815761268138885,0.08614826947450638,0.014150313101708889,0.10709824413061142
reduction,0.22234520316123962,0.12348952889442444,0.24267546832561493,0.2845925986766815,0.9999998807907104,0.24459965527057648,0.27052462100982666,0.23353120684623718,0.2803387939929962,0.15117083489894867,0.2018699049949646,0.1612403839826584
in,0.4431333839893341,0.45514053106307983,0.5361666083335876,0.539380669593811,0.24459965527057648,1.0,0.6662389636039734,0.3024539053440094,0.5696388483047485,0.16512006521224976,0.16134501993656158,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.27052462100982666,0.6662389636039734,1.0,0.35145696997642517,0.733189046382904,0.21724988520145416,0.18443430960178375,0.22068053483963013
number,0.2767394483089447,0.1855042725801468,0.35469454526901245,0.2992287278175354,0.23353120684623718,0.3024539053440094,0.35145696997642517,1.0,0.2778518795967102,0.11849488317966461,0.2890651822090149,0.19256845116615295
of,0.3757161796092987,0.4069072902202606,0.44397735595703125,0.5052502155303955,0.2803387939929962,0.5696388483047485,0.733189046382904,0.2778518795967102,1.0,0.1698460429906845,0.18091438710689545,0.1826142966747284
scottish,0.12086563557386398,0.20229777693748474,0.10701852291822433,0.18544672429561615,0.15117083489894867,0.16512006521224976,0.21724988520145416,0.11849488317966461,0.1698460429906845,1.0000001192092896,0.3312152028083801,0.06442669779062271
mps,0.11891275644302368,0.13790230453014374,0.1977231502532959,0.13071753084659576,0.2018699049949646,0.16134501993656158,0.18443430960178375,0.2890651822090149,0.18091438710689545,0.3312152028083801,0.9999998807907104,0.1502685397863388
",",0.36674630641937256,0.45456063747406006,0.4587128460407257,0.427140474319458,0.20516319572925568,0.5201468467712402,0.4933079481124878,0.2535701394081116,0.4946078956127167,0.21369139850139618,0.23008953034877777,0.31091248989105225
with,0.5075214505195618,0.27411898970603943,0.37390366196632385,0.3783375024795532,0.2654632031917572,0.4080928862094879,0.4223487675189972,0.2513769268989563,0.41827285289764404,0.20394033193588257,0.09643048793077469,0.2433311939239502
the,0.5091903209686279,0.48711544275283813,0.47025805711746216,0.5829201340675354,0.27052462100982666,0.6662389636039734,1.0,0.35145696997642517,0.733189046382904,0.21724988520145416,0.18443430960178375,0.22068053483963013
exception,0.27241766452789307,0.22176820039749146,0.2770073711872101,0.27502256631851196,0.261863112449646,0.2843743860721588,0.35692375898361206,0.30256906151771545,0.33949241042137146,0.10629872232675552,0.17836757004261017,0.2036404013633728
of,0.3757161796092987,0.4069072902202606,0.44397735595703125,0.5052502155303955,0.2803387939929962,0.5696388483047485,0.733189046382904,0.2778518795967102,1.0,0.1698460429906845,0.18091438710689545,0.1826142966747284
orkney,0.13438960909843445,0.2034047544002533,0.21668623387813568,0.18075275421142578,0.1336057335138321,0.19103051722049713,0.22511912882328033,0.154896080493927,0.2625340521335602,0.3897227644920349,0.30366483330726624,0.09430721402168274
and,0.4716290831565857,0.3740963041782379,0.4242868423461914,0.3739250600337982,0.23248422145843506,0.4954058527946472,0.5171257257461548,0.28545793890953064,0.5116966962814331,0.2972351908683777,0.2435135543346405,0.20544172823429108
shetland,0.1642819344997406,0.1892213672399521,0.1891171634197235,0.1440514326095581,0.20764246582984924,0.1756981462240219,0.2004086673259735,0.13276642560958862,0.25319623947143555,0.3781011700630188,0.2434806376695633,0.11575647443532944
which,0.572554349899292,0.2830964922904968,0.45256471633911133,0.56894451379776,0.363463431596756,0.4840516746044159,0.6521818041801453,0.3661547005176544,0.5011631846427917,0.21085049211978912,0.1124170795083046,0.25814583897590637
each,0.3531915247440338,0.14424845576286316,0.36370885372161865,0.434999018907547,0.22744061052799225,0.30816060304641724,0.470844566822052,0.3657607138156891,0.38460010290145874,0.13657651841640472,0.1112416684627533,0.21173812448978424
return,0.24235358834266663,0.12940508127212524,0.16499358415603638,0.20093116164207458,0.17053097486495972,0.1852470338344574,0.2543797492980957,0.1335524171590805,0.20821265876293182,0.1237417533993721,0.18530215322971344,0.14655634760856628
their,0.3682888448238373,0.2396296262741089,0.3165968358516693,0.29698723554611206,0.2507304549217224,0.34976133704185486,0.516537070274353,0.26465821266174316,0.4329940676689148,0.222161203622818,0.1603817641735077,0.1898253709077835
own,0.3067531883716583,0.19632458686828613,0.24369581043720245,0.3093770742416382,0.12275440990924835,0.31893372535705566,0.334675133228302,0.2014159858226776,0.3269667625427246,0.1545269936323166,0.06473328918218613,0.1937696635723114
constituency,0.14617332816123962,0.20466205477714539,0.17777970433235168,0.17216160893440247,0.16232456266880035,0.23025090992450714,0.21350570023059845,0.19694922864437103,0.27602919936180115,0.3301461935043335,0.5203737616539001,0.05170569196343422
msp,0.24726469814777374,0.2250855416059494,0.09898333251476288,0.2784733176231384,0.1595311313867569,0.18218232691287994,0.23818017542362213,0.22495712339878082,0.2572315037250519,0.45185530185699463,0.44999608397483826,0.18440690636634827
.,0.475719153881073,0.40146201848983765,0.43897318840026855,0.50484299659729,0.23716990649700165,0.5591574311256409,0.5934505462646484,0.3256329298019409,0.5352458953857422,0.20125295221805573,0.22325676679611206,0.4130953550338745
