,what,did,houghton,say,is,necessary,for,any,changes,to,the,spm,?
houghton,0.20874422788619995,0.14394105970859528,1.0000001192092896,0.19071219861507416,0.17525073885917664,0.13318723440170288,0.18341892957687378,0.16178670525550842,0.10655233263969421,0.1513557732105255,0.22325821220874786,0.051476240158081055,0.16209419071674347
has,0.20338068902492523,0.2124989777803421,0.10182159394025803,0.25303637981414795,0.5668748617172241,0.19843889772891998,0.450642853975296,0.3449929356575012,0.2700992822647095,0.3619994819164276,0.4177538752555847,0.17195351421833038,0.15994466841220856
stressed,0.29328247904777527,0.25123295187950134,0.15024976432323456,0.29306936264038086,0.12986673414707184,0.30977845191955566,0.2060231864452362,0.35033339262008667,0.21269294619560242,0.2791992723941803,0.23993246257305145,0.13580791652202606,0.24694886803627014
that,0.6297725439071655,0.47518548369407654,0.20498907566070557,0.5852095484733582,0.3995479643344879,0.430902898311615,0.4137635827064514,0.5484943389892578,0.33237403631210327,0.5436353087425232,0.5473989248275757,0.20556722581386566,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.22325821220874786,0.3200206458568573,0.5823672413825989,0.28364068269729614,0.4739971458911896,0.4525727927684784,0.3427845537662506,0.535392165184021,1.0,0.16452328860759735,0.22068053483963013
spm,0.11551745235919952,0.09295256435871124,0.051476240158081055,0.1377033293247223,0.1638183891773224,0.16951827704906464,0.14340104162693024,0.15349547564983368,0.20253922045230865,0.21712274849414825,0.16452328860759735,1.0,0.11335011571645737
is,0.28837618231773376,0.19247472286224365,0.17525073885917664,0.3160853683948517,1.0,0.23441283404827118,0.43268078565597534,0.35691767930984497,0.23356598615646362,0.42745086550712585,0.5823672413825989,0.1638183891773224,0.22961433231830597
agreed,0.3416297733783722,0.47254884243011475,0.10808081179857254,0.361439049243927,0.11099598556756973,0.2716813385486603,0.23074856400489807,0.22754095494747162,0.17267151176929474,0.35596710443496704,0.24722334742546082,0.1274297684431076,0.21258382499217987
upon,0.2878674864768982,0.1879829615354538,0.23107440769672394,0.19036564230918884,0.1675044447183609,0.16396135091781616,0.2275998592376709,0.19233137369155884,0.11545532941818237,0.2616317570209503,0.28184252977371216,0.055992115288972855,0.13780277967453003
by,0.2455483376979828,0.18574509024620056,0.16243314743041992,0.21690572798252106,0.3899846076965332,0.13851328194141388,0.3248702883720398,0.2681882679462433,0.220808207988739,0.33534231781959534,0.4408751428127289,0.1826292723417282,0.17966607213020325
delegates,0.21572017669677734,0.20380783081054688,0.1185038760304451,0.22509045898914337,0.12573781609535217,0.19762851297855377,0.23037225008010864,0.20379850268363953,0.19900593161582947,0.2622842788696289,0.2935996651649475,0.1535247266292572,0.1611657589673996
from,0.2737620174884796,0.20248863101005554,0.18164873123168945,0.2877751290798187,0.27355384826660156,0.1611299067735672,0.314039945602417,0.24951094388961792,0.1855839341878891,0.4069952368736267,0.40150508284568787,0.08926422148942947,0.19969791173934937
many,0.36131182312965393,0.375588983297348,0.1512105017900467,0.3609641194343567,0.2649032473564148,0.28069594502449036,0.40972793102264404,0.39810672402381897,0.257354199886322,0.40243685245513916,0.4335206151008606,0.142327219247818,0.2124512493610382
of,0.33290785551071167,0.2513895630836487,0.22692200541496277,0.30290520191192627,0.4854315221309662,0.26879626512527466,0.4185989499092102,0.3769088089466095,0.25827232003211975,0.41548454761505127,0.733189046382904,0.15472136437892914,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.22325821220874786,0.3200206458568573,0.5823672413825989,0.28364068269729614,0.4739971458911896,0.4525727927684784,0.3427845537662506,0.535392165184021,1.0,0.16452328860759735,0.22068053483963013
world,0.21669597923755646,0.1944720596075058,0.24950674176216125,0.20588500797748566,0.24458536505699158,0.1414148360490799,0.2444595992565155,0.2628823220729828,0.17830835282802582,0.26213452219963074,0.33604270219802856,0.14245380461215973,0.17579582333564758
's,0.02692362666130066,0.05069678649306297,0.05010877922177315,0.02346254698932171,0.02396530658006668,-0.028101975098252296,-0.07241261005401611,0.09017360955476761,0.006762445904314518,0.03782717138528824,-0.01540423184633255,0.0196594949811697,-0.023395681753754616
governments,0.2814749777317047,0.30091071128845215,0.11085010319948196,0.24331893026828766,0.203748419880867,0.27653780579566956,0.2445342242717743,0.30786755681037903,0.22567346692085266,0.30281347036361694,0.2835306227207184,0.23174792528152466,0.18805137276649475
",",0.3087472915649414,0.3015086054801941,0.31373855471611023,0.35129812359809875,0.4691906273365021,0.2641502320766449,0.4464869201183319,0.3237466514110565,0.23045918345451355,0.44245919585227966,0.4933079481124878,0.25702163577079773,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.24950458109378815,0.3314565122127533,0.3859752118587494,0.28037229180336,0.5064792633056641,0.3363793194293976,0.27557092905044556,0.48971283435821533,0.5171257257461548,0.1869545727968216,0.20544172823429108
that,0.6297725439071655,0.47518548369407654,0.20498907566070557,0.5852095484733582,0.3995479643344879,0.430902898311615,0.4137635827064514,0.5484943389892578,0.33237403631210327,0.5436353087425232,0.5473989248275757,0.20556722581386566,0.32716336846351624
any,0.43670421838760376,0.37563082575798035,0.16178670525550842,0.38832658529281616,0.35691767930984497,0.5508060455322266,0.3944643437862396,1.0,0.36320820450782776,0.46410247683525085,0.4525727927684784,0.15349547564983368,0.4113408327102661
changes,0.2740466892719269,0.18026256561279297,0.10655233263969421,0.25555387139320374,0.23356598615646362,0.32482513785362244,0.25747987627983093,0.36320820450782776,1.0,0.32918253540992737,0.3427845537662506,0.20253922045230865,0.21264225244522095
to,0.455847829580307,0.4452643394470215,0.1513557732105255,0.38071900606155396,0.42745086550712585,0.40437278151512146,0.4451248347759247,0.46410247683525085,0.32918253540992737,1.0,0.535392165184021,0.21712274849414825,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.22325821220874786,0.3200206458568573,0.5823672413825989,0.28364068269729614,0.4739971458911896,0.4525727927684784,0.3427845537662506,0.535392165184021,1.0,0.16452328860759735,0.22068053483963013
spm,0.11551745235919952,0.09295256435871124,0.051476240158081055,0.1377033293247223,0.1638183891773224,0.16951827704906464,0.14340104162693024,0.15349547564983368,0.20253922045230865,0.21712274849414825,0.16452328860759735,1.0,0.11335011571645737
must,0.30362528562545776,0.3169625401496887,0.15673507750034332,0.33479610085487366,0.3093329071998596,0.46325206756591797,0.31100544333457947,0.43936002254486084,0.23907470703125,0.43356871604919434,0.2713140547275543,0.13348406553268433,0.23707495629787445
be,0.3929833769798279,0.22657383978366852,0.14577701687812805,0.4455845355987549,0.4819129705429077,0.4564245939254761,0.3801851272583008,0.5107080936431885,0.4154367744922638,0.4972836375236511,0.4248143136501312,0.21182940900325775,0.3324260413646698
supported,0.16402992606163025,0.3048703968524933,0.05130776762962341,0.26413214206695557,0.1375114768743515,0.29266080260276794,0.32561784982681274,0.2300892025232315,0.1724964678287506,0.19981899857521057,0.27276676893234253,0.095981165766716,0.11593948304653168
by,0.2455483376979828,0.18574509024620056,0.16243314743041992,0.21690572798252106,0.3899846076965332,0.13851328194141388,0.3248702883720398,0.2681882679462433,0.220808207988739,0.33534231781959534,0.4408751428127289,0.1826292723417282,0.17966607213020325
scientific,0.18922170996665955,0.18252882361412048,0.2132364958524704,0.20950940251350403,0.24722182750701904,0.28957661986351013,0.25507164001464844,0.31580543518066406,0.13806216418743134,0.26786625385284424,0.24748262763023376,0.2648700773715973,0.16215236485004425
evidence,0.33425694704055786,0.24616770446300507,0.1683286726474762,0.32741039991378784,0.18936312198638916,0.36724263429641724,0.2610411047935486,0.3932151198387146,0.2230389267206192,0.2310626208782196,0.25031140446662903,0.09029561281204224,0.24151235818862915
.,0.3567904531955719,0.35288307070732117,0.24397508800029755,0.33481550216674805,0.4569662809371948,0.26437801122665405,0.4726039469242096,0.39295488595962524,0.29733169078826904,0.4645031690597534,0.5934505462646484,0.18984553217887878,0.4130953550338745
