,what,is,the,name,of,the,state,that,the,megaregion,expands,to,in,the,east,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3097178041934967,0.5473989248275757,1.0,0.3822336196899414,0.34650349617004395,0.535392165184021,0.6662389636039734,1.0,0.3383176326751709,0.22068053483963013
megaregion,0.25751355290412903,0.3491595685482025,0.3822336196899414,0.238265261054039,0.36748361587524414,0.3822336196899414,0.29742375016212463,0.24018855392932892,0.3822336196899414,1.0,0.2276138961315155,0.23962904512882233,0.3217652440071106,0.3822336196899414,0.3249981701374054,0.28269416093826294
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.01540423184633255,0.038451772183179855,0.04397977516055107,-0.01540423184633255,-0.022056324407458305,0.02214892767369747,0.03782717138528824,-0.037580832839012146,-0.01540423184633255,0.05105345696210861,-0.023395681753754616
area,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.205547034740448,0.3409860134124756,0.37834644317626953,0.26342105865478516,0.2566552460193634,0.37834644317626953,0.4588060975074768,0.3062111437320709,0.2797197997570038,0.33632898330688477,0.37834644317626953,0.39479681849479675,0.12640461325645447
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.2627358138561249,0.3995479643344879,0.5823672413825989,0.3491595685482025,0.2618352174758911,0.42745086550712585,0.5394441485404968,0.5823672413825989,0.2596127688884735,0.22961433231830597
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.15184196829795837,0.30478984117507935,0.39758381247520447,0.15372243523597717,0.4813884496688843,0.39758381247520447,0.23153156042099,0.28652891516685486,0.47084665298461914,0.32563260197639465,0.39758381247520447,0.15331390500068665,0.27894994616508484
expansive,0.2689482569694519,0.2485935091972351,0.31792211532592773,0.047693539410829544,0.28950661420822144,0.31792211532592773,0.22330942749977112,0.29128196835517883,0.31792211532592773,0.3134927749633789,0.5826413035392761,0.2661013603210449,0.24767646193504333,0.31792211532592773,0.18749591708183289,0.16035804152488708
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29481780529022217,0.4137537479400635,0.4933079481124878,0.3097497522830963,0.23296844959259033,0.44245919585227966,0.5201468467712402,0.4933079481124878,0.319791704416275,0.31091248989105225
extending,0.28489816188812256,0.29028311371803284,0.39961886405944824,0.06786179542541504,0.3691939413547516,0.39961886405944824,0.22727768123149872,0.3534628450870514,0.39961886405944824,0.2985013723373413,0.42753541469573975,0.3492887318134308,0.285525381565094,0.39961886405944824,0.3086182177066803,0.16590118408203125
east,0.19840149581432343,0.2596127688884735,0.3383176326751709,0.20845475792884827,0.314786434173584,0.3383176326751709,0.2478339523077011,0.1802649050951004,0.3383176326751709,0.3249981701374054,0.18935449421405792,0.24717837572097778,0.32659441232681274,0.3383176326751709,1.0000001192092896,0.10070597380399704
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.19626246392726898,0.32255905866622925,0.39493247866630554,0.13660210371017456,0.3239944875240326,0.39493247866630554,0.16670683026313782,0.3251493275165558,0.38810545206069946,0.38021373748779297,0.39493247866630554,0.22208081185817719,0.15662476420402527
las,0.09016381949186325,0.15731747448444366,0.1904275119304657,0.09402838349342346,0.17134152352809906,0.1904275119304657,0.10550317168235779,0.12871836125850677,0.1904275119304657,0.24017451703548431,0.09223484247922897,0.23225125670433044,0.21276721358299255,0.1904275119304657,0.15082794427871704,0.14319516718387604
vegas,0.1308882087469101,0.15452741086483002,0.17570072412490845,0.08930882066488266,0.13028457760810852,0.17570072412490845,0.1305915266275406,0.17124786972999573,0.17570072412490845,0.20579715073108673,0.14017130434513092,0.2638454735279083,0.19815394282341003,0.17570072412490845,0.09179793298244476,0.16835808753967285
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29481780529022217,0.4137537479400635,0.4933079481124878,0.3097497522830963,0.23296844959259033,0.44245919585227966,0.5201468467712402,0.4933079481124878,0.319791704416275,0.31091248989105225
nevada,0.13643212616443634,0.1814681738615036,0.22916007041931152,0.10905992984771729,0.21896293759346008,0.22916007041931152,0.36527806520462036,0.153219535946846,0.22916007041931152,0.28853079676628113,0.14387105405330658,0.20261961221694946,0.2868436872959137,0.22916007041931152,0.1673407405614853,0.14885103702545166
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.29481780529022217,0.4137537479400635,0.4933079481124878,0.3097497522830963,0.23296844959259033,0.44245919585227966,0.5201468467712402,0.4933079481124878,0.319791704416275,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2653750479221344,0.4731321930885315,0.5171257257461548,0.3039901852607727,0.2885228097438812,0.48971283435821533,0.4954058527946472,0.5171257257461548,0.27633291482925415,0.20544172823429108
south,0.15388517081737518,0.27680471539497375,0.3129390776157379,0.21417751908302307,0.33382371068000793,0.3129390776157379,0.32680565118789673,0.1571199595928192,0.3129390776157379,0.34619140625,0.20881454646587372,0.25657615065574646,0.33642083406448364,0.3129390776157379,0.6361651420593262,0.12336621433496475
across,0.24809791147708893,0.21617691218852997,0.3816230297088623,0.14446979761123657,0.2936134934425354,0.3816230297088623,0.18713368475437164,0.33602073788642883,0.3816230297088623,0.24684835970401764,0.3136930465698242,0.36818596720695496,0.36988839507102966,0.3816230297088623,0.34704408049583435,0.17034576833248138
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.3097178041934967,0.5473989248275757,1.0,0.3822336196899414,0.34650349617004395,0.535392165184021,0.6662389636039734,1.0,0.3383176326751709,0.22068053483963013
mexican,0.16168992221355438,0.19229230284690857,0.22263213992118835,0.19509439170360565,0.17380554974079132,0.22263213992118835,0.21823245286941528,0.2266208827495575,0.22263213992118835,0.20066937804222107,0.08583914488554001,0.180240660905838,0.17510271072387695,0.22263213992118835,0.10838426649570465,0.12479566037654877
border,0.26696228981018066,0.22676031291484833,0.2856229841709137,0.1466246247291565,0.24084383249282837,0.2856229841709137,0.26160910725593567,0.22939057648181915,0.2856229841709137,0.3794129490852356,0.16985806822776794,0.20692045986652374,0.28533756732940674,0.2856229841709137,0.38017842173576355,0.1706928312778473
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.19626246392726898,0.32255905866622925,0.39493247866630554,0.13660210371017456,0.3239944875240326,0.39493247866630554,0.16670683026313782,0.3251493275165558,0.38810545206069946,0.38021373748779297,0.39493247866630554,0.22208081185817719,0.15662476420402527
tijuana,0.1411895900964737,0.2137887179851532,0.2733190357685089,0.20215807855129242,0.27112895250320435,0.2733190357685089,0.26941004395484924,0.13635540008544922,0.2733190357685089,0.21817255020141602,0.0976310670375824,0.20550987124443054,0.254352331161499,0.2733190357685089,0.1803203523159027,0.15666140615940094
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.31380724906921387,0.4460422694683075,0.5934505462646484,0.36361199617385864,0.2347274124622345,0.4645031690597534,0.5591574311256409,0.5934505462646484,0.28351864218711853,0.4130953550338745
