,when,did,the,fcc,freeze,incoming,applications,for,new,stations,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.134840726852417,0.1990373283624649,0.17450793087482452,0.2334391176700592,0.4322226941585541,0.3758552670478821,0.25864288210868835,0.20430970191955566
october,0.273419588804245,0.2746104896068573,0.2621108889579773,0.09658315032720566,0.14108675718307495,0.22738461196422577,0.0819297656416893,0.2840918302536011,0.26180192828178406,0.14964596927165985,0.29706719517707825
1948,0.06069455295801163,0.06256089359521866,0.02564479038119316,0.16662272810935974,-0.003233756171539426,0.12355229258537292,0.0845961943268776,0.11150884628295898,-0.03834710642695427,0.17437683045864105,-0.10648800432682037
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.12939687073230743,0.25191208720207214,0.2634926438331604,0.29862213134765625,0.4464869201183319,0.36073189973831177,0.26337406039237976,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.1788918375968933,0.24748766422271729,0.25815099477767944,0.212767094373703,0.44774648547172546,0.24585270881652832,0.23359498381614685,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1445450782775879,0.20635171234607697,0.28633779287338257,0.2877165377140045,0.44038116931915283,0.3214259147644043,0.199105903506279,0.23916715383529663
result,0.32054403424263,0.2026577889919281,0.27778977155685425,0.24480420351028442,0.14059573411941528,0.22915194928646088,0.2313128113746643,0.2445775717496872,0.1395891159772873,0.10213406383991241,0.17218433320522308
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.16839106380939484,0.17549283802509308,0.28568023443222046,0.24918507039546967,0.4185989499092102,0.343457967042923,0.20414425432682037,0.1826142966747284
an,0.33026179671287537,0.22598257660865784,0.4207492768764496,0.1447693258523941,0.13958992063999176,0.19142690300941467,0.2052205353975296,0.3236706852912903,0.19160676002502441,0.14880572259426117,0.19793890416622162
influx,0.23310478031635284,0.23620441555976868,0.28336063027381897,0.12036187201738358,0.11721448600292206,0.29632633924484253,0.20527003705501556,0.24292516708374023,0.21504910290241241,0.1269700676202774,0.20984752476215363
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.16839106380939484,0.17549283802509308,0.28568023443222046,0.24918507039546967,0.4185989499092102,0.343457967042923,0.20414425432682037,0.1826142966747284
television,0.19077982008457184,0.17055591940879822,0.24569597840309143,0.2709883153438568,0.21014980971813202,0.17949050664901733,0.20376908779144287,0.27045196294784546,0.25368571281433105,0.3494590222835541,0.16825827956199646
station,0.17569848895072937,0.11704530566930771,0.23609806597232819,0.33381226658821106,0.1888783723115921,0.24015474319458008,0.1955341249704361,0.18705002963542938,0.12154681980609894,0.8503052592277527,0.12574981153011322
license,0.17638197541236877,0.2565965950489044,0.1774267554283142,0.3693161606788635,0.19080384075641632,0.21593932807445526,0.3459568917751312,0.19358643889427185,0.11403055489063263,0.15245866775512695,0.20579127967357635
applications,0.20604026317596436,0.1447269320487976,0.23664557933807373,0.3925115764141083,0.261614054441452,0.28307732939720154,1.0,0.35100895166397095,0.19755715131759644,0.34743010997772217,0.19125857949256897
that,0.5860282182693481,0.47518548369407654,0.5473989248275757,0.2836698889732361,0.2608903646469116,0.42459383606910706,0.2783671021461487,0.4137635827064514,0.29177987575531006,0.2291857898235321,0.32716336846351624
it,0.4775012135505676,0.2993364930152893,0.6251175999641418,0.16327252984046936,0.2874835729598999,0.2491024136543274,0.22388975322246552,0.32171204686164856,0.23156195878982544,0.2756994366645813,0.25732165575027466
had,0.37526828050613403,0.540525496006012,0.3875846862792969,0.17800284922122955,0.11583661288022995,0.22260114550590515,0.14433297514915466,0.3270139992237091,0.28327175974845886,0.2031255066394806,0.20728366076946259
issued,0.18766894936561584,0.2733176648616791,0.22837360203266144,0.23671063780784607,0.16132934391498566,0.2373264580965042,0.18719248473644257,0.1953880786895752,0.17297647893428802,0.19885289669036865,0.169851616024971
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.1788918375968933,0.24748766422271729,0.25815099477767944,0.212767094373703,0.44774648547172546,0.24585270881652832,0.23359498381614685,0.27043893933296204
well,0.33199459314346313,0.4341743588447571,0.42630070447921753,0.20546101033687592,0.22800980508327484,0.2644064426422119,0.21253909170627594,0.46352139115333557,0.22021858394145966,0.2521126866340637,0.24815571308135986
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.1788918375968933,0.24748766422271729,0.25815099477767944,0.212767094373703,0.44774648547172546,0.24585270881652832,0.23359498381614685,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1445450782775879,0.20635171234607697,0.28633779287338257,0.2877165377140045,0.44038116931915283,0.3214259147644043,0.199105903506279,0.23916715383529663
study,0.2670287787914276,0.21215762197971344,0.2533665597438812,0.18311989307403564,0.08493732661008835,0.15584133565425873,0.26451802253723145,0.18700449168682098,0.16519609093666077,0.12785275280475616,0.15902167558670044
it,0.4775012135505676,0.2993364930152893,0.6251175999641418,0.16327252984046936,0.2874835729598999,0.2491024136543274,0.22388975322246552,0.32171204686164856,0.23156195878982544,0.2756994366645813,0.25732165575027466
undertook,0.2728467881679535,0.3387361168861389,0.3710167109966278,0.3196983337402344,0.15513421595096588,0.31086066365242004,0.3115846812725067,0.3450451195240021,0.1957450956106186,0.21011054515838623,0.1819676011800766
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.2287844568490982,0.1638016551733017,0.27265891432762146,0.2782871723175049,0.36199691891670227,0.31106263399124146,0.3269573450088501,0.2714994251728058
the,0.5091903209686279,0.34736719727516174,1.0,0.24932202696800232,0.2368169128894806,0.33553484082221985,0.23664557933807373,0.4739971458911896,0.3845241069793701,0.24762700498104095,0.22068053483963013
use,0.3298092782497406,0.32446643710136414,0.34342584013938904,0.29271143674850464,0.2634715437889099,0.3053606152534485,0.44184932112693787,0.47655582427978516,0.20533977448940277,0.274587482213974,0.32795652747154236
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.16839106380939484,0.17549283802509308,0.28568023443222046,0.24918507039546967,0.4185989499092102,0.343457967042923,0.20414425432682037,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.24932202696800232,0.2368169128894806,0.33553484082221985,0.23664557933807373,0.4739971458911896,0.3845241069793701,0.24762700498104095,0.22068053483963013
vhf,0.23783886432647705,0.1441168189048767,0.2811516523361206,0.44328591227531433,0.28336772322654724,0.3738662004470825,0.43345174193382263,0.2463938146829605,0.09968841820955276,0.4545639455318451,0.22005349397659302
spectrum,0.18694208562374115,0.14408518373966217,0.24305526912212372,0.2917462885379791,0.1477951556444168,0.2852502465248108,0.3068905174732208,0.15795797109603882,0.14718185365200043,0.2323066145181656,0.13036777079105377
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.30156174302101135,0.2079704999923706,0.3150288462638855,0.35100895166397095,0.9999999403953552,0.2700757384300232,0.236822247505188,0.264628142118454
broadcasting,0.24492605030536652,0.12097854167222977,0.29916465282440186,0.46450820565223694,0.1489357203245163,0.22815313935279846,0.28155940771102905,0.29230615496635437,0.2377755343914032,0.4571068286895752,0.10870421677827835
purposes,0.2552979290485382,0.21380692720413208,0.27476897835731506,0.32046929001808167,0.09255418926477432,0.23672235012054443,0.37611573934555054,0.43634605407714844,0.11373292654752731,0.2854175567626953,0.15262550115585327
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.12939687073230743,0.25191208720207214,0.2634926438331604,0.29862213134765625,0.4464869201183319,0.36073189973831177,0.26337406039237976,0.31091248989105225
the,0.5091903209686279,0.34736719727516174,1.0,0.24932202696800232,0.2368169128894806,0.33553484082221985,0.23664557933807373,0.4739971458911896,0.3845241069793701,0.24762700498104095,0.22068053483963013
fcc,0.21491053700447083,0.23574954271316528,0.24932202696800232,1.0000001192092896,0.13922736048698425,0.288788765668869,0.3925115764141083,0.30156174302101135,0.16179049015045166,0.3792693614959717,0.1708466112613678
implemented,0.18455222249031067,0.23925752937793732,0.21611113846302032,0.24308940768241882,0.12269573658704758,0.2696901559829712,0.43735337257385254,0.2980538010597229,0.2510563135147095,0.1725521832704544,0.27067989110946655
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1445450782775879,0.20635171234607697,0.28633779287338257,0.2877165377140045,0.44038116931915283,0.3214259147644043,0.199105903506279,0.23916715383529663
freeze,0.30624938011169434,0.21660204231739044,0.2368169128894806,0.13922736048698425,1.0,0.21196629106998444,0.261614054441452,0.2079704999923706,0.09075368195772171,0.22667384147644043,0.20642049610614777
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.2287844568490982,0.1638016551733017,0.27265891432762146,0.2782871723175049,0.36199691891670227,0.31106263399124146,0.3269573450088501,0.2714994251728058
new,0.257220059633255,0.227974995970726,0.3845241069793701,0.16179049015045166,0.09075368195772171,0.1956530064344406,0.19755715131759644,0.2700757384300232,0.9999999403953552,0.1508234143257141,0.14782847464084625
station,0.17569848895072937,0.11704530566930771,0.23609806597232819,0.33381226658821106,0.1888783723115921,0.24015474319458008,0.1955341249704361,0.18705002963542938,0.12154681980609894,0.8503052592277527,0.12574981153011322
applications,0.20604026317596436,0.1447269320487976,0.23664557933807373,0.3925115764141083,0.261614054441452,0.28307732939720154,1.0,0.35100895166397095,0.19755715131759644,0.34743010997772217,0.19125857949256897
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.1972244679927826,0.3090713620185852,0.3105878233909607,0.2639653980731964,0.4726039469242096,0.35031336545944214,0.22839494049549103,0.4130953550338745
