,what,point,did,the,theologians,differ,on,concerning,the,last,supper,?
the,0.42745697498321533,0.3084787130355835,0.34736719727516174,1.0,0.17993895709514618,0.274601012468338,0.5107308030128479,0.3162810802459717,1.0,0.3698786795139313,0.3005124628543854,0.22068053483963013
theologians,0.30328840017318726,0.12299595773220062,0.18022076785564423,0.17993895709514618,0.9999999403953552,0.23063071072101593,0.10966549068689346,0.2767789661884308,0.17993895709514618,0.15171319246292114,0.2677839398384094,0.1817215532064438
",",0.3087472915649414,0.28971099853515625,0.3015086054801941,0.4933079481124878,0.23538818955421448,0.2638989984989166,0.49057599902153015,0.293580561876297,0.4933079481124878,0.29026782512664795,0.24482551217079163,0.31091248989105225
including,0.18328791856765747,0.1286204755306244,0.26678287982940674,0.3738902807235718,0.13747984170913696,0.2107180655002594,0.324923574924469,0.29336079955101013,0.3738902807235718,0.21266871690750122,0.21327334642410278,0.1633303165435791
zwingli,0.2538924813270569,0.11767920106649399,0.25520333647727966,0.23278802633285522,0.5058586001396179,0.1990690976381302,0.18117709457874298,0.2909452021121979,0.23278802633285522,0.13566048443317413,0.31203433871269226,0.16597774624824524
",",0.3087472915649414,0.28971099853515625,0.3015086054801941,0.4933079481124878,0.23538818955421448,0.2638989984989166,0.49057599902153015,0.293580561876297,0.4933079481124878,0.29026782512664795,0.24482551217079163,0.31091248989105225
melanchthon,0.1285841315984726,0.06813134253025055,0.07751930505037308,0.17877939343452454,0.3981809616088867,0.1886424720287323,0.10151411592960358,0.2179410755634308,0.17877939343452454,0.2044389843940735,0.2362021505832672,0.14275860786437988
",",0.3087472915649414,0.28971099853515625,0.3015086054801941,0.4933079481124878,0.23538818955421448,0.2638989984989166,0.49057599902153015,0.293580561876297,0.4933079481124878,0.29026782512664795,0.24482551217079163,0.31091248989105225
martin,0.14814218878746033,0.09798925369977951,0.15959656238555908,0.22029393911361694,0.2842075824737549,0.08565911650657654,0.212642639875412,0.16160251200199127,0.22029393911361694,0.12218236178159714,0.21579167246818542,0.060103293508291245
bucer,0.20163089036941528,0.15554381906986237,0.12565191090106964,0.3070014715194702,0.18778936564922333,0.11047869175672531,0.24442173540592194,0.110957570374012,0.3070014715194702,0.21985529363155365,0.28559526801109314,0.15064312517642975
",",0.3087472915649414,0.28971099853515625,0.3015086054801941,0.4933079481124878,0.23538818955421448,0.2638989984989166,0.49057599902153015,0.293580561876297,0.4933079481124878,0.29026782512664795,0.24482551217079163,0.31091248989105225
and,0.31309178471565247,0.23319636285305023,0.34479495882987976,0.5171257257461548,0.20158518850803375,0.28161197900772095,0.4077630043029785,0.3067639470100403,0.5171257257461548,0.25967320799827576,0.2292906641960144,0.20544172823429108
johannes,0.15563374757766724,0.07717788219451904,0.21629485487937927,0.14987294375896454,0.33183351159095764,0.16959264874458313,0.14665979146957397,0.21677881479263306,0.14987294375896454,0.11692940443754196,0.1835564821958542,0.11330793052911758
oecolampadius,0.25023120641708374,0.22735600173473358,0.12996403872966766,0.29513514041900635,0.3981063961982727,0.2392067313194275,0.26349788904190063,0.2000826597213745,0.29513514041900635,0.22806711494922638,0.3106657862663269,0.2203419953584671
",",0.3087472915649414,0.28971099853515625,0.3015086054801941,0.4933079481124878,0.23538818955421448,0.2638989984989166,0.49057599902153015,0.293580561876297,0.4933079481124878,0.29026782512664795,0.24482551217079163,0.31091248989105225
differed,0.26699453592300415,0.19350962340831757,0.34614452719688416,0.331279993057251,0.22936247289180756,0.7723583579063416,0.28331077098846436,0.2822478115558624,0.331279993057251,0.20650793612003326,0.14349454641342163,0.1626558005809784
on,0.34226128458976746,0.24115808308124542,0.2670976221561432,0.5107308030128479,0.10966549068689346,0.2175169587135315,0.9999999403953552,0.2849844992160797,0.5107308030128479,0.2517152428627014,0.1877061426639557,0.2714994251728058
the,0.42745697498321533,0.3084787130355835,0.34736719727516174,1.0,0.17993895709514618,0.274601012468338,0.5107308030128479,0.3162810802459717,1.0,0.3698786795139313,0.3005124628543854,0.22068053483963013
significance,0.2994628846645355,0.24313189089298248,0.21771863102912903,0.30353599786758423,0.25889432430267334,0.369690477848053,0.23405826091766357,0.4041363298892975,0.30353599786758423,0.20149265229701996,0.25238507986068726,0.22172628343105316
of,0.33290785551071167,0.269877165555954,0.2513895630836487,0.733189046382904,0.2099631428718567,0.3024460971355438,0.3966929316520691,0.3457396328449249,0.733189046382904,0.3052992522716522,0.2030600607395172,0.1826142966747284
the,0.42745697498321533,0.3084787130355835,0.34736719727516174,1.0,0.17993895709514618,0.274601012468338,0.5107308030128479,0.3162810802459717,1.0,0.3698786795139313,0.3005124628543854,0.22068053483963013
words,0.3355468809604645,0.23900456726551056,0.23527735471725464,0.29205581545829773,0.20998609066009521,0.24737247824668884,0.17732977867126465,0.21748214960098267,0.29205581545829773,0.17286066710948944,0.15601880848407745,0.27074310183525085
spoken,0.2705412805080414,0.16038769483566284,0.17098960280418396,0.31125280261039734,0.29135316610336304,0.20571528375148773,0.15592060983181,0.18881703913211823,0.31125280261039734,0.19381888210773468,0.16817283630371094,0.1697215884923935
by,0.2455483376979828,0.16723552346229553,0.18574509024620056,0.4408751428127289,0.20916660130023956,0.20322513580322266,0.33887791633605957,0.25834354758262634,0.4408751428127289,0.24441376328468323,0.16060079634189606,0.17966607213020325
jesus,0.307744562625885,0.1787150502204895,0.18355801701545715,0.23073002696037292,0.3784196078777313,0.18324998021125793,0.1655542254447937,0.16445742547512054,0.23073002696037292,0.19174763560295105,0.4628449082374573,0.19975169003009796
at,0.2838611304759979,0.3500237762928009,0.28390252590179443,0.457212895154953,0.11495444923639297,0.15844590961933136,0.4806317389011383,0.20153996348381042,0.457212895154953,0.2946198880672455,0.27377259731292725,0.21978627145290375
the,0.42745697498321533,0.3084787130355835,0.34736719727516174,1.0,0.17993895709514618,0.274601012468338,0.5107308030128479,0.3162810802459717,1.0,0.3698786795139313,0.3005124628543854,0.22068053483963013
last,0.23175878822803497,0.16880476474761963,0.30895525217056274,0.3698786795139313,0.15171319246292114,0.1634802669286728,0.2517152428627014,0.19843581318855286,0.3698786795139313,1.0,0.3726433217525482,0.22371746599674225
supper,0.25844132900238037,0.10381827503442764,0.26961708068847656,0.3005124628543854,0.2677839398384094,0.12072904407978058,0.1877061426639557,0.10694196820259094,0.3005124628543854,0.3726433217525482,1.0,0.18260931968688965
:,-0.12022944539785385,-0.02111133188009262,-0.05305134505033493,-0.03403344005346298,0.025726916268467903,-0.1570362001657486,-0.06502202153205872,-0.10124529898166656,-0.03403344005346298,-0.040164098143577576,-0.05249239131808281,-0.07156077772378922
``,0.008517155423760414,0.13949355483055115,-0.029888948425650597,0.029072100296616554,0.0820540189743042,0.090543732047081,-0.03274054825305939,0.004338707774877548,0.029072100296616554,0.05021507292985916,-0.057862844318151474,0.0685480609536171
this,0.5489566326141357,0.33995872735977173,0.3609912693500519,0.6274310946464539,0.21539470553398132,0.3373259902000427,0.4193967580795288,0.3245232403278351,0.6274310946464539,0.34740546345710754,0.2478806972503662,0.3155723512172699
is,0.28837618231773376,0.29601794481277466,0.19247472286224365,0.5823672413825989,0.14655396342277527,0.18956761062145233,0.3635730445384979,0.20238538086414337,0.5823672413825989,0.2445172220468521,0.19833578169345856,0.22961433231830597
my,0.3588488698005676,0.2187211811542511,0.2537900507450104,0.26636773347854614,0.1661771535873413,0.17385487258434296,0.32948949933052063,0.2750963866710663,0.26636773347854614,0.19314174354076385,0.22082427144050598,0.4195883572101593
body,0.2143840193748474,0.18765681982040405,0.17681342363357544,0.31682634353637695,0.10168429464101791,0.17759563028812408,0.20112086832523346,0.24256150424480438,0.31682634353637695,0.14305992424488068,0.19865770637989044,0.20136451721191406
which,0.5261979103088379,0.28051429986953735,0.2750149369239807,0.6521818041801453,0.15328919887542725,0.32020145654678345,0.4245251417160034,0.34283971786499023,0.6521818041801453,0.2768070101737976,0.2587794065475464,0.25814583897590637
is,0.28837618231773376,0.29601794481277466,0.19247472286224365,0.5823672413825989,0.14655396342277527,0.18956761062145233,0.3635730445384979,0.20238538086414337,0.5823672413825989,0.2445172220468521,0.19833578169345856,0.22961433231830597
for,0.3017193675041199,0.22027306258678436,0.318512886762619,0.4739971458911896,0.09781280159950256,0.16687916219234467,0.36199691891670227,0.35716596245765686,0.4739971458911896,0.3043119013309479,0.21115437150001526,0.264628142118454
you,0.5529524087905884,0.2814842462539673,0.35957613587379456,0.30037742853164673,0.2265414297580719,0.2798110246658325,0.28820139169692993,0.26363155245780945,0.30037742853164673,0.25652146339416504,0.25390714406967163,0.5839095711708069
'',0.08143015950918198,0.0178954117000103,0.01978493109345436,0.041273195296525955,-0.00901390053331852,0.07276739180088043,0.04238596186041832,-0.007349472492933273,0.041273195296525955,-0.004244830925017595,0.0054792738519608974,0.018684765323996544
and,0.31309178471565247,0.23319636285305023,0.34479495882987976,0.5171257257461548,0.20158518850803375,0.28161197900772095,0.4077630043029785,0.3067639470100403,0.5171257257461548,0.25967320799827576,0.2292906641960144,0.20544172823429108
``,0.008517155423760414,0.13949355483055115,-0.029888948425650597,0.029072100296616554,0.0820540189743042,0.090543732047081,-0.03274054825305939,0.004338707774877548,0.029072100296616554,0.05021507292985916,-0.057862844318151474,0.0685480609536171
this,0.5489566326141357,0.33995872735977173,0.3609912693500519,0.6274310946464539,0.21539470553398132,0.3373259902000427,0.4193967580795288,0.3245232403278351,0.6274310946464539,0.34740546345710754,0.2478806972503662,0.3155723512172699
cup,0.1615196019411087,0.12347979098558426,0.1278209686279297,0.2653277516365051,0.16966231167316437,0.11217063665390015,0.12622153759002686,0.1016249805688858,0.2653277516365051,0.21836449205875397,0.21432727575302124,0.15976834297180176
is,0.28837618231773376,0.29601794481277466,0.19247472286224365,0.5823672413825989,0.14655396342277527,0.18956761062145233,0.3635730445384979,0.20238538086414337,0.5823672413825989,0.2445172220468521,0.19833578169345856,0.22961433231830597
the,0.42745697498321533,0.3084787130355835,0.34736719727516174,1.0,0.17993895709514618,0.274601012468338,0.5107308030128479,0.3162810802459717,1.0,0.3698786795139313,0.3005124628543854,0.22068053483963013
new,0.2130378633737564,0.14073726534843445,0.227974995970726,0.3845241069793701,0.13761140406131744,0.19732265174388885,0.31106263399124146,0.1483379453420639,0.3845241069793701,0.19813843071460724,0.19477462768554688,0.14782847464084625
covenant,0.23633401095867157,0.14093635976314545,0.1930302530527115,0.3050653338432312,0.25389987230300903,0.13868635892868042,0.22852563858032227,0.3217836916446686,0.3050653338432312,0.13170292973518372,0.20657582581043243,0.1166832372546196
in,0.30808621644973755,0.24451331794261932,0.2593238651752472,0.6662389636039734,0.16565491259098053,0.15099379420280457,0.46853652596473694,0.3220304250717163,0.6662389636039734,0.30714505910873413,0.2678568363189697,0.20430970191955566
my,0.3588488698005676,0.2187211811542511,0.2537900507450104,0.26636773347854614,0.1661771535873413,0.17385487258434296,0.32948949933052063,0.2750963866710663,0.26636773347854614,0.19314174354076385,0.22082427144050598,0.4195883572101593
blood,0.15800324082374573,0.1139736920595169,0.1921168565750122,0.2815113961696625,0.11225734651088715,0.14972235262393951,0.16784358024597168,0.18069197237491608,0.2815113961696625,0.20042341947555542,0.17353367805480957,0.156274676322937
'',0.08143015950918198,0.0178954117000103,0.01978493109345436,0.041273195296525955,-0.00901390053331852,0.07276739180088043,0.04238596186041832,-0.007349472492933273,0.041273195296525955,-0.004244830925017595,0.0054792738519608974,0.018684765323996544
(,0.2411840260028839,0.21612024307250977,0.18979617953300476,0.33289089798927307,0.1786998063325882,0.17152971029281616,0.28656116127967834,0.23761579394340515,0.33289089798927307,0.290768563747406,0.15232501924037933,0.40561532974243164
1,-0.21266892552375793,-0.021618971601128578,-0.2815930247306824,-0.1554475575685501,-0.18976609408855438,-0.17957015335559845,-0.09574633836746216,-0.24792546033859253,-0.1554475575685501,-0.14237374067306519,-0.10986587405204773,-0.249979168176651
corinthians,0.19422265887260437,0.15375152230262756,0.15801741182804108,0.2452937811613083,0.39420247077941895,0.1608341634273529,0.06725435703992844,0.1927902102470398,0.2452937811613083,0.18912750482559204,0.29710617661476135,0.1423024982213974
11:23–26,0.036440324038267136,-0.03509192541241646,0.0686008483171463,0.06158751994371414,-0.08071911334991455,0.0042339591309428215,0.05385174974799156,0.00664742523804307,0.06158751994371414,0.09125197678804398,0.005536582786589861,0.001860711257904768
),0.26259949803352356,0.2308495044708252,0.18584993481636047,0.3456730246543884,0.20327408611774445,0.14655447006225586,0.29937487840652466,0.2196492999792099,0.3456730246543884,0.30915912985801697,0.19165773689746857,0.42300865054130554
.,0.3567904531955719,0.26374325156211853,0.35288307070732117,0.5934505462646484,0.20261892676353455,0.1655583530664444,0.49257001280784607,0.2717721462249756,0.5934505462646484,0.3548945486545563,0.2540096342563629,0.4130953550338745
