,where,is,the,home,of,the,sunnyside,country,club,?
it,0.36972272396087646,0.6328473687171936,0.6251175999641418,0.22616349160671234,0.38761502504348755,0.6251175999641418,0.22761675715446472,0.2677888870239258,0.2073596715927124,0.25732165575027466
is,0.3586711287498474,1.0,0.5823672413825989,0.22316986322402954,0.4854315221309662,0.5823672413825989,0.2392246574163437,0.24409033358097076,0.2173977941274643,0.22961433231830597
also,0.5413004159927368,0.5012649297714233,0.6021018624305725,0.27405470609664917,0.4924938678741455,0.6021018624305725,0.28634408116340637,0.2604532539844513,0.2340644747018814,0.21848613023757935
the,0.5003893971443176,0.5823672413825989,1.0,0.28978195786476135,0.733189046382904,1.0,0.29481041431427,0.30432501435279846,0.23249365389347076,0.22068053483963013
home,0.2877289652824402,0.22316986322402954,0.28978195786476135,1.0,0.24402645230293274,0.28978195786476135,0.4048134386539459,0.2009231001138687,0.23186923563480377,0.0757145956158638
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.24402645230293274,1.0,0.733189046382904,0.22733090817928314,0.28866857290267944,0.19264739751815796,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.28978195786476135,0.733189046382904,1.0,0.29481041431427,0.30432501435279846,0.23249365389347076,0.22068053483963013
sunnyside,0.29747274518013,0.2392246574163437,0.29481041431427,0.4048134386539459,0.22733090817928314,0.29481041431427,1.0,0.18157123029232025,0.2528400421142578,0.1275515854358673
country,0.2450796216726303,0.24409033358097076,0.30432501435279846,0.2009231001138687,0.28866857290267944,0.30432501435279846,0.18157123029232025,1.0000001192092896,0.14863790571689606,0.12647280097007751
club,0.1865241825580597,0.2173977941274643,0.23249365389347076,0.23186923563480377,0.19264739751815796,0.23249365389347076,0.2528400421142578,0.14863790571689606,1.0000001192092896,0.1374303698539734
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2790627181529999,0.4946078956127167,0.4933079481124878,0.31080201268196106,0.27878350019454956,0.2388690710067749,0.31091248989105225
which,0.5477990508079529,0.4457404911518097,0.6521818041801453,0.223346546292305,0.5011631846427917,0.6521818041801453,0.23973491787910461,0.2308337539434433,0.257539838552475,0.25814583897590637
maintains,0.20877490937709808,0.2847173810005188,0.2744854986667633,0.2139391303062439,0.2886165380477905,0.2744854986667633,0.24036478996276855,0.1726645678281784,0.13258670270442963,0.13273680210113525
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.26260659098625183,0.5052502155303955,0.5829201340675354,0.283404141664505,0.20991116762161255,0.24639363586902618,0.23916715383529663
golf,0.20325353741645813,0.16050244867801666,0.20818336308002472,0.27012842893600464,0.18562845885753632,0.20818336308002472,0.25773054361343384,0.19607894122600555,0.31280818581581116,0.1563393920660019
course,0.34710854291915894,0.2551652491092682,0.32268625497817993,0.22732038795948029,0.2579863667488098,0.32268625497817993,0.2220572680234909,0.16878171265125275,0.2021913379430771,0.28826573491096497
designed,0.1850132942199707,0.18406619131565094,0.2559613883495331,0.1671946942806244,0.2000347077846527,0.2559613883495331,0.2133868932723999,0.08988538384437561,0.11623907834291458,0.11213942617177963
by,0.2641284465789795,0.3899846076965332,0.4408751428127289,0.16632650792598724,0.3646814823150635,0.4408751428127289,0.2190549671649933,0.24224938452243805,0.14662392437458038,0.17966607213020325
william,0.11286398023366928,0.13717274367809296,0.21537061035633087,0.16903555393218994,0.20272590219974518,0.21537061035633087,0.3273048996925354,0.1095217764377594,0.16373978555202484,0.14462219178676605
p.,0.10836814343929291,-0.03573467582464218,0.00706930598244071,0.15687598288059235,0.008003096096217632,0.00706930598244071,0.24804845452308655,0.10042724758386612,0.14851640164852142,0.11662347614765167
bell,0.15881770849227905,0.14570754766464233,0.21121244132518768,0.1659064143896103,0.1333046406507492,0.21121244132518768,0.24551942944526672,0.04469024017453194,0.1326828896999359,0.08332687616348267
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.3067048490047455,0.5352458953857422,0.5934505462646484,0.31776362657546997,0.26130348443984985,0.2326166033744812,0.4130953550338745
,where,is,the,home,of,the,sunnyside,country,club,?
although,0.2586391270160675,0.301360160112381,0.3265823423862457,0.18092690408229828,0.3024747669696808,0.3265823423862457,0.24605853855609894,0.19152677059173584,0.1497621089220047,0.15541206300258636
parts,0.3024260997772217,0.330430269241333,0.4042440354824066,0.15651296079158783,0.3379773199558258,0.4042440354824066,0.20653721690177917,0.17968016862869263,0.07581578940153122,0.12310896813869476
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.24402645230293274,1.0,0.733189046382904,0.22733090817928314,0.28866857290267944,0.19264739751815796,0.1826142966747284
sunnyside,0.29747274518013,0.2392246574163437,0.29481041431427,0.4048134386539459,0.22733090817928314,0.29481041431427,1.0,0.18157123029232025,0.2528400421142578,0.1275515854358673
are,0.32389864325523376,0.5330929756164551,0.40399202704429626,0.17890439927577972,0.39081433415412903,0.40399202704429626,0.20480135083198547,0.1952878087759018,0.16151553392410278,0.24591213464736938
within,0.3611587882041931,0.30135563015937805,0.39827480912208557,0.17481884360313416,0.39594778418540955,0.39827480912208557,0.1869305521249771,0.17191655933856964,0.14817729592323303,0.1870293766260147
the,0.5003893971443176,0.5823672413825989,1.0,0.28978195786476135,0.733189046382904,1.0,0.29481041431427,0.30432501435279846,0.23249365389347076,0.22068053483963013
city,0.2686662971973419,0.3186660706996918,0.35769423842430115,0.2925249934196472,0.32503411173820496,0.35769423842430115,0.40421611070632935,0.39262884855270386,0.22623898088932037,0.13423943519592285
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.24402645230293274,1.0,0.733189046382904,0.22733090817928314,0.28866857290267944,0.19264739751815796,0.1826142966747284
fresno,0.24837370216846466,0.2127077877521515,0.22571885585784912,0.2809726595878601,0.1875009983778,0.22571885585784912,0.3918103575706482,0.1782679259777069,0.25739598274230957,0.13224096596240997
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.2790627181529999,0.4946078956127167,0.4933079481124878,0.31080201268196106,0.27878350019454956,0.2388690710067749,0.31091248989105225
much,0.30434560775756836,0.3156087100505829,0.35023224353790283,0.12297548353672028,0.2671096920967102,0.35023224353790283,0.1899324357509613,0.254434198141098,0.11969058215618134,0.23442231118679047
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.24402645230293274,1.0,0.733189046382904,0.22733090817928314,0.28866857290267944,0.19264739751815796,0.1826142966747284
the,0.5003893971443176,0.5823672413825989,1.0,0.28978195786476135,0.733189046382904,1.0,0.29481041431427,0.30432501435279846,0.23249365389347076,0.22068053483963013
neighborhood,0.22799251973628998,0.20414865016937256,0.20152483880519867,0.2782978415489197,0.15683332085609436,0.20152483880519867,0.442058265209198,0.19014520943164825,0.24952027201652527,0.048473283648490906
is,0.3586711287498474,1.0,0.5823672413825989,0.22316986322402954,0.4854315221309662,0.5823672413825989,0.2392246574163437,0.24409033358097076,0.2173977941274643,0.22961433231830597
a,0.40997210144996643,0.658733606338501,0.5829201340675354,0.26260659098625183,0.5052502155303955,0.5829201340675354,0.283404141664505,0.20991116762161255,0.24639363586902618,0.23916715383529663
``,0.020612511783838272,0.058766357600688934,0.029072100296616554,-0.08306030929088593,0.06780257821083069,0.029072100296616554,-0.13303935527801514,0.0564170703291893,-0.046750038862228394,0.0685480609536171
county,0.18380607664585114,0.19461438059806824,0.21715226769447327,0.18286332488059998,0.2393190860748291,0.21715226769447327,0.3491963744163513,0.3258499801158905,0.21411263942718506,0.07680056244134903
island,0.21791329979896545,0.2365664541721344,0.2837921977043152,0.23312687873840332,0.24887794256210327,0.2837921977043152,0.2878202795982361,0.2078908234834671,0.1706126481294632,0.0887429490685463
