,where,was,the,baptismal,hymn,used,to,introduce,the,reformation,?
luther,0.15538732707500458,0.19185513257980347,0.1759674996137619,0.3375181555747986,0.24335725605487823,0.08111961930990219,0.18029534816741943,0.12416218221187592,0.1759674996137619,0.43711021542549133,0.1732746809720993
adopted,0.10542385280132294,0.31838172674179077,0.23462533950805664,0.16561812162399292,0.23668532073497772,0.23796898126602173,0.1939777433872223,0.34450769424438477,0.23462533950805664,0.18844911456108093,0.14235380291938782
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.20504477620124817,0.1312560737133026,0.3864384889602661,0.45503583550453186,0.25808990001678467,0.5829201340675354,0.25626492500305176,0.23916715383529663
preexisting,0.2840927243232727,0.18268734216690063,0.3792289197444916,0.22506633400917053,0.13359789550304413,0.36586740612983704,0.37723013758659363,0.3256533443927765,0.3792289197444916,0.36656084656715393,0.3586890399456024
johann,0.15259385108947754,0.22661232948303223,0.1716882735490799,0.3622811734676361,0.2852459251880646,0.13758128881454468,0.1611560434103012,0.16154102981090546,0.1716882735490799,0.3717862367630005,0.1194499209523201
walter,0.10966411978006363,0.2545633316040039,0.16759788990020752,0.16624271869659424,0.13532443344593048,0.13700838387012482,0.15203003585338593,0.1618908941745758,0.16759788990020752,0.20326311886310577,0.1297207623720169
tune,0.1741095781326294,0.18018974363803864,0.22937244176864624,0.13868167996406555,0.46293649077415466,0.2264809012413025,0.19438153505325317,0.25234463810920715,0.22937244176864624,0.1699989289045334,0.19689199328422546
associated,0.2500753402709961,0.16673633456230164,0.2742886245250702,0.17647942900657654,0.12363722920417786,0.3205183446407318,0.2648659348487854,0.16515478491783142,0.2742886245250702,0.1526382714509964,0.1453326791524887
with,0.4142743945121765,0.27411898970603943,0.4223487675189972,0.15320178866386414,0.148435577750206,0.3047430217266083,0.4239959120750427,0.30225035548210144,0.4223487675189972,0.19685934484004974,0.2433311939239502
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.20504477620124817,0.1312560737133026,0.3864384889602661,0.45503583550453186,0.25808990001678467,0.5829201340675354,0.25626492500305176,0.23916715383529663
hymnic,0.21033532917499542,0.24587655067443848,0.26652225852012634,0.38662591576576233,0.7424775958061218,0.20500634610652924,0.18377777934074402,0.20016023516654968,0.26652225852012634,0.34140443801879883,0.26386120915412903
setting,0.2920616865158081,0.1622309386730194,0.2991926074028015,0.15913638472557068,0.19826002418994904,0.23018574714660645,0.27501755952835083,0.23604172468185425,0.2991926074028015,0.2344018667936325,0.16943378746509552
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.26614755392074585,0.27317509055137634,0.3075267970561981,0.41548454761505127,0.2043139487504959,0.733189046382904,0.311197429895401,0.1826142966747284
psalm,0.18631181120872498,0.18437723815441132,0.2587265372276306,0.3501882553100586,0.5732090473175049,0.21873241662979126,0.14810869097709656,0.17732203006744385,0.2587265372276306,0.3286132216453552,0.1857936531305313
67,0.031606525182724,0.022691888734698296,-0.03669794648885727,0.09577909857034683,0.00818116869777441,-0.019328707829117775,0.05395767092704773,0.06347551941871643,-0.03669794648885727,0.023590197786688805,0.011700204573571682
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,0.018461929634213448,0.01253789383918047,0.00600846204906702,0.03782717138528824,-0.05479845777153969,-0.01540423184633255,0.012000528164207935,-0.023395681753754616
prayer,0.1671883761882782,0.1432703286409378,0.2471906840801239,0.3571156859397888,0.35265955328941345,0.1762806922197342,0.17767395079135895,0.14324671030044556,0.2471906840801239,0.3640848994255066,0.2122897058725357
for,0.38599511981010437,0.3863949179649353,0.4739971458911896,0.14166700839996338,0.1612643152475357,0.4236139953136444,0.4451248347759247,0.27405846118927,0.4739971458911896,0.18465812504291534,0.264628142118454
grace,0.11562779545783997,0.25140365958213806,0.20940588414669037,0.23509404063224792,0.22219838201999664,0.1192362979054451,0.20109255611896515,0.21429739892482758,0.20940588414669037,0.2761998474597931,0.16775278747081757
;,-0.020392686128616333,0.0754367932677269,0.09152708947658539,-0.0031665675342082977,-0.04243727773427963,0.11651374399662018,0.0979827418923378,0.0044655390083789825,0.09152708947658539,0.006773040629923344,0.10349778085947037
wolf,0.136476069688797,0.19378365576267242,0.24031135439872742,0.10168305039405823,0.06996352970600128,0.11521382629871368,0.1731800138950348,0.12941044569015503,0.24031135439872742,0.0705438107252121,0.2382325977087021
heintz,0.13950787484645844,0.2631591856479645,0.24010063707828522,0.21014513075351715,0.14341618120670319,0.10993948578834534,0.15404103696346283,0.19153806567192078,0.24010063707828522,0.27950015664100647,0.16689983010292053
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,0.018461929634213448,0.01253789383918047,0.00600846204906702,0.03782717138528824,-0.05479845777153969,-0.01540423184633255,0.012000528164207935,-0.023395681753754616
four-part,0.28448358178138733,0.32690325379371643,0.4538850486278534,0.24795983731746674,0.2527545392513275,0.28176990151405334,0.2933833599090576,0.218439519405365,0.4538850486278534,0.2907269597053528,0.16754309833049774
setting,0.2920616865158081,0.1622309386730194,0.2991926074028015,0.15913638472557068,0.19826002418994904,0.23018574714660645,0.27501755952835083,0.23604172468185425,0.2991926074028015,0.2344018667936325,0.16943378746509552
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.26614755392074585,0.27317509055137634,0.3075267970561981,0.41548454761505127,0.2043139487504959,0.733189046382904,0.311197429895401,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,1.0,0.23937064409255981,0.22713270783424377,0.3718377649784088,0.535392165184021,0.22310380637645721,1.0,0.3290504217147827,0.22068053483963013
hymn,0.12573474645614624,0.21226729452610016,0.22713270783424377,0.29956376552581787,0.9999999403953552,0.14374560117721558,0.1294938325881958,0.15156979858875275,0.22713270783424377,0.2844923436641693,0.15131041407585144
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.17439332604408264,0.21226729452610016,0.23679393529891968,0.3636345863342285,0.21255707740783691,0.48711544275283813,0.29210031032562256,0.18412111699581146
used,0.31140151619911194,0.23679393529891968,0.3718377649784088,0.12889498472213745,0.14374560117721558,0.9999998807907104,0.40058770775794983,0.33241191506385803,0.3718377649784088,0.14425885677337646,0.22430120408535004
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.20507684350013733,0.1294938325881958,0.40058770775794983,1.0,0.3381519317626953,0.535392165184021,0.27920275926589966,0.29463258385658264
introduce,0.20135657489299774,0.21255707740783691,0.22310380637645721,0.05207747966051102,0.15156979858875275,0.33241191506385803,0.3381519317626953,1.0,0.22310380637645721,0.2843116521835327,0.22698114812374115
the,0.5003893971443176,0.48711544275283813,1.0,0.23937064409255981,0.22713270783424377,0.3718377649784088,0.535392165184021,0.22310380637645721,1.0,0.3290504217147827,0.22068053483963013
lutheran,0.16862212121486664,0.2620541453361511,0.20315466821193695,0.47553908824920654,0.3037897050380707,0.09550187736749649,0.21751753985881805,0.07426929473876953,0.20315466821193695,0.5416637659072876,0.1752520203590393
reformation,0.2131301313638687,0.29210031032562256,0.3290504217147827,0.40268391370773315,0.2844923436641693,0.14425885677337646,0.27920275926589966,0.2843116521835327,0.3290504217147827,1.0,0.14843040704727173
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.15726009011268616,0.15935353934764862,0.3090210556983948,0.45010748505592346,0.18157897889614105,0.6662389636039734,0.2716333270072937,0.20430970191955566
halle,0.21798914670944214,0.2785072922706604,0.2611607611179352,0.1789497286081314,0.14646530151367188,0.07662338018417358,0.12021913379430771,0.07527119666337967,0.2611607611179352,0.29244330525398254,0.09610161185264587
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.15726009011268616,0.15935353934764862,0.3090210556983948,0.45010748505592346,0.18157897889614105,0.6662389636039734,0.2716333270072937,0.20430970191955566
1541,-0.014027520082890987,0.02046537958085537,0.08452732115983963,-0.03691393509507179,-0.09090710431337357,0.06594976037740707,0.07401915639638901,0.03339840844273567,0.08452732115983963,-0.0012410017661750317,0.057804372161626816
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.23353905975818634,0.18054819107055664,0.33111312985420227,0.4645031690597534,0.26207107305526733,0.5934505462646484,0.29916802048683167,0.4130953550338745
