,which,museum,was,among,those,that,loaned,more,modern,works,for,the,new,sculpture,galleries,?
with,0.46403205394744873,0.08185859024524689,0.27411898970603943,0.2968312203884125,0.3564215302467346,0.4154358208179474,0.1933855414390564,0.3535402715206146,0.17969171702861786,0.23025037348270416,0.39140474796295166,0.4223487675189972,0.24325589835643768,0.19463536143302917,0.17471446096897125,0.2433311939239502
the,0.6521818041801453,0.24861779808998108,0.48711544275283813,0.3507058024406433,0.42861196398735046,0.5473989248275757,0.2851851284503937,0.39758381247520447,0.3283970355987549,0.26337864995002747,0.4739971458911896,1.0,0.3845241069793701,0.23690329492092133,0.27603694796562195,0.22068053483963013
opening,0.3592540919780731,0.17269611358642578,0.20817555487155914,0.07516293227672577,0.17808197438716888,0.228669211268425,0.13835211098194122,0.2275906801223755,0.1936320662498474,0.13259032368659973,0.2649282217025757,0.37298497557640076,0.1801254153251648,0.23616430163383484,0.21726052463054657,0.16502447426319122
of,0.5011631846427917,0.23314370214939117,0.4069072902202606,0.3679063022136688,0.37935635447502136,0.41498205065727234,0.2206873595714569,0.30478984117507935,0.3482828736305237,0.1964656114578247,0.4185989499092102,0.733189046382904,0.343457967042923,0.2746802270412445,0.24172402918338776,0.1826142966747284
the,0.6521818041801453,0.24861779808998108,0.48711544275283813,0.3507058024406433,0.42861196398735046,0.5473989248275757,0.2851851284503937,0.39758381247520447,0.3283970355987549,0.26337864995002747,0.4739971458911896,1.0,0.3845241069793701,0.23690329492092133,0.27603694796562195,0.22068053483963013
dorothy,0.12398973107337952,0.17397700250148773,0.22642767429351807,0.05843913555145264,0.1034332886338234,0.15255507826805115,0.11223955452442169,0.12615394592285156,0.1690436452627182,0.1151031032204628,0.14681939780712128,0.18591982126235962,0.18420469760894775,0.17338339984416962,0.17159633338451385,0.19687046110630035
and,0.506277859210968,0.21554097533226013,0.3740963041782379,0.39211368560791016,0.43169310688972473,0.4731321930885315,0.20846959948539734,0.39880692958831787,0.3277876079082489,0.33871909976005554,0.5064792633056641,0.5171257257461548,0.31402453780174255,0.2538686692714691,0.3095110058784485,0.20544172823429108
michael,0.13976186513900757,0.04391665384173393,0.2856155037879944,0.12736660242080688,0.1402309238910675,0.1575649231672287,0.06149616464972496,0.14108149707317352,0.16767387092113495,0.08880006521940231,0.15234217047691345,0.21768254041671753,0.17366085946559906,0.12256044149398804,0.123392254114151,0.0667748749256134
hintze,0.1891416758298874,0.15451961755752563,0.1920185536146164,0.1817411184310913,0.1406039297580719,0.2264130562543869,0.08663821220397949,0.15093940496444702,0.16777274012565613,0.21631427109241486,0.1960977017879486,0.24526219069957733,0.2045445442199707,0.1975216120481491,0.21122650802135468,0.24361853301525116
sculpture,0.2241707295179367,0.405792236328125,0.23845447599887848,0.16899791359901428,0.19813226163387299,0.2037505954504013,0.20829811692237854,0.18588276207447052,0.2449752539396286,0.27663424611091614,0.17596618831157684,0.23690329492092133,0.13942870497703552,1.0,0.4911354184150696,0.1571214497089386
galleries,0.28423401713371277,0.54404217004776,0.14833402633666992,0.20967784523963928,0.2288842648267746,0.25966814160346985,0.21041148900985718,0.2588878571987152,0.2594040632247925,0.37208712100982666,0.26795825362205505,0.27603694796562195,0.21453635394573212,0.4911354184150696,0.9999998807907104,0.1957392692565918
in,0.4840516746044159,0.2407650351524353,0.45514053106307983,0.3211768567562103,0.3419301211833954,0.435920387506485,0.2491564303636551,0.32563260197639465,0.29808807373046875,0.2656683027744293,0.4322226941585541,0.6662389636039734,0.3758552670478821,0.23036405444145203,0.2712664008140564,0.20430970191955566
2006,0.19065003097057343,-0.09439009428024292,-0.08876620978116989,0.10106392949819565,0.0956314355134964,0.10252685844898224,-0.04687489941716194,0.08051463961601257,0.007327016443014145,-0.016764845699071884,0.037143539637327194,0.11294147372245789,-0.0468379482626915,-0.08208004385232925,-0.03546471893787384,-0.1194092258810997
it,0.616637647151947,0.18497297167778015,0.4577186405658722,0.22068572044372559,0.36262863874435425,0.5921133160591125,0.1758202761411667,0.42550966143608093,0.2550320625305176,0.24762499332427979,0.32171204686164856,0.6251175999641418,0.23156195878982544,0.18940822780132294,0.19271650910377502,0.25732165575027466
was,0.2830964922904968,0.21266788244247437,1.0000001192092896,0.23730893433094025,0.21886132657527924,0.33670201897621155,0.28604239225387573,0.21525104343891144,0.23571695387363434,0.2401018887758255,0.3863949179649353,0.48711544275283813,0.2748313844203949,0.23845447599887848,0.14833402633666992,0.18412111699581146
