,what,british,mathematician,took,pride,in,doing,work,that,he,felt,had,no,military,benefit,?
in,0.30808621644973755,0.23084034025669098,0.17603391408920288,0.2818296551704407,0.21418191492557526,1.0,0.27240219712257385,0.2753349542617798,0.435920387506485,0.41690486669540405,0.20641517639160156,0.385026752948761,0.24372287094593048,0.2402431070804596,0.17319905757904053,0.20430970191955566
particular,0.4548671245574951,0.21772770583629608,0.1397528052330017,0.11138642579317093,0.16348862648010254,0.3090636432170868,0.2988133132457733,0.30767661333084106,0.506353497505188,0.23938563466072083,0.2249792516231537,0.2515186667442322,0.30201178789138794,0.19601964950561523,0.31237688660621643,0.2741454839706421
",",0.3087472915649414,0.25734075903892517,0.2415458858013153,0.27655306458473206,0.254018098115921,0.5201468467712402,0.31285786628723145,0.3283594250679016,0.4137537479400635,0.40251094102859497,0.22533172369003296,0.35487717390060425,0.29972612857818604,0.2611614465713501,0.26083990931510925,0.31091248989105225
number,0.23046229779720306,0.16428987681865692,0.166630819439888,0.1016484871506691,0.16077688336372375,0.3024539053440094,0.19671571254730225,0.20364691317081451,0.32951247692108154,0.21133719384670258,0.041975922882556915,0.2758786678314209,0.28227460384368896,0.13411515951156616,0.16817516088485718,0.19256845116615295
theorists,0.3032413125038147,0.155417338013649,0.4357217848300934,0.22612264752388,0.06573371589183807,0.16406704485416412,0.19140848517417908,0.22637322545051575,0.3528246283531189,0.20787928998470306,0.26139160990715027,0.2243582159280777,0.15905268490314484,0.2355942726135254,0.1001887246966362,0.1387712061405182
such,0.23989605903625488,0.17185114324092865,0.1696740835905075,0.15523095428943634,0.1645188182592392,0.2704046070575714,0.26845189929008484,0.2557113766670227,0.4479874074459076,0.1682141274213791,0.1975892186164856,0.2396223247051239,0.3991750180721283,0.17270277440547943,0.2652401328086853,0.17851735651493073
as,0.31749409437179565,0.23103800415992737,0.18230420351028442,0.2319253534078598,0.2130991518497467,0.3887844979763031,0.3420897126197815,0.32418152689933777,0.4735107421875,0.33787044882774353,0.22111855447292328,0.3393979072570801,0.28687340021133423,0.1877383589744568,0.2881580591201782,0.27043893933296204
british,0.19255435466766357,1.0,0.21914251148700714,0.17545108497142792,0.1796036809682846,0.23084034025669098,0.1466289907693863,0.1516800969839096,0.19530552625656128,0.20335537195205688,0.16478145122528076,0.2696124017238617,0.09040936827659607,0.25965484976768494,0.1003209725022316,0.09711728990077972
mathematician,0.1574619710445404,0.21914251148700714,1.0,0.14674358069896698,0.05161087587475777,0.17603391408920288,0.1701413244009018,0.1881026178598404,0.1979784071445465,0.21603046357631683,0.14420665800571442,0.1918962448835373,0.08263988792896271,0.1989731788635254,0.0623546727001667,0.11787978559732437
g.,0.07836534082889557,0.08820901066064835,0.06488329917192459,0.056097015738487244,0.04361366853117943,0.060942068696022034,0.011199896223843098,0.08951128274202347,0.047356221824884415,0.02950984239578247,0.056239958852529526,0.07971148192882538,0.10598988831043243,0.010463112965226173,0.08086128532886505,0.1585112065076828
h.,-0.13654984533786774,-0.07507050037384033,-0.13886119425296783,-0.12051775306463242,-0.07625391334295273,-0.18166238069534302,-0.24479645490646362,-0.23492738604545593,-0.1771814227104187,-0.31638461351394653,-0.16660287976264954,-0.18812423944473267,-0.026194589212536812,-0.1321609765291214,-0.1912919282913208,-0.10847286134958267
hardy,0.16956746578216553,0.18851938843727112,0.1934601217508316,0.13484227657318115,0.16267871856689453,0.22727034986019135,0.10483043640851974,0.1466878354549408,0.1786293238401413,0.23347574472427368,0.13395138084888458,0.18670319020748138,0.121453195810318,0.08096183091402054,0.09743718057870865,0.14553304016590118
prided,0.1841166466474533,0.23222500085830688,0.09321649372577667,0.32916122674942017,0.7841178178787231,0.26464158296585083,0.26785191893577576,0.18877394497394562,0.28097569942474365,0.26135843992233276,0.36143478751182556,0.347222238779068,0.17261503636837006,0.22975735366344452,0.2477206438779831,0.0936383381485939
themselves,0.34807315468788147,0.13423889875411987,0.10043696314096451,0.2550385892391205,0.23733869194984436,0.17596714198589325,0.31290262937545776,0.28091949224472046,0.3640199303627014,0.25270360708236694,0.2569411098957062,0.25828346610069275,0.1989540159702301,0.16039441525936127,0.30522769689559937,0.20170879364013672
