,what,kind,of,statement,is,made,in,the,effort,of,establishing,the,time,and,space,requirements,needed,to,enhance,the,ultimate,number,of,problems,solved,?
having,0.34064167737960815,0.2656576335430145,0.38889452815055847,0.21401342749595642,0.29556408524513245,0.2245357483625412,0.32022708654403687,0.3821379244327545,0.30680301785469055,0.38889452815055847,0.2610238194465637,0.3821379244327545,0.36800292134284973,0.36825746297836304,0.19158193469047546,0.338356077671051,0.3963824212551117,0.3992697596549988,0.23034532368183136,0.3821379244327545,0.16739115118980408,0.29083770513534546,0.38889452815055847,0.3877001106739044,0.20124265551567078,0.22418256103992462
deduced,0.24747538566589355,0.2135574221611023,0.29335296154022217,0.3093433082103729,0.21726378798484802,0.25557300448417664,0.27327805757522583,0.22196242213249207,0.2145071178674698,0.29335296154022217,0.20568230748176575,0.22196242213249207,0.22973403334617615,0.26798295974731445,0.20708219707012177,0.3250180780887604,0.2759207487106323,0.2612888514995575,0.23134851455688477,0.22196242213249207,0.21858468651771545,0.29317572712898254,0.29335296154022217,0.20948652923107147,0.31085389852523804,0.18331223726272583
such,0.23989605903625488,0.35786283016204834,0.3209529519081116,0.19536887109279633,0.23545363545417786,0.45956191420555115,0.2704046070575714,0.3575236201286316,0.17633847892284393,0.3209529519081116,0.2457330971956253,0.3575236201286316,0.24758757650852203,0.44540345668792725,0.14706631004810333,0.2974448800086975,0.3388327658176422,0.2871878743171692,0.3100900650024414,0.3575236201286316,0.18004103004932404,0.30011066794395447,0.3209529519081116,0.27856141328811646,0.23043136298656464,0.17851735651493073
proper,0.3295817971229553,0.2863180637359619,0.3278234004974365,0.23813632130622864,0.27530837059020996,0.129668727517128,0.23365779221057892,0.3680674135684967,0.20501215755939484,0.3278234004974365,0.1926458328962326,0.3680674135684967,0.22930343449115753,0.2846415042877197,0.2140129804611206,0.36322852969169617,0.4108472764492035,0.38182929158210754,0.2109043002128601,0.3680674135684967,0.11681763082742691,0.27766773104667664,0.3278234004974365,0.21969987452030182,0.19916008412837982,0.2291053831577301
set,0.28954121470451355,0.15891633927822113,0.20671486854553223,0.21380393207073212,0.21148966252803802,0.2436572015285492,0.2663729190826416,0.2927955985069275,0.1713535040616989,0.20671486854553223,0.23287761211395264,0.2927955985069275,0.258029967546463,0.27649927139282227,0.22689752280712128,0.21049320697784424,0.2834627330303192,0.320547491312027,0.14614729583263397,0.2927955985069275,0.12874886393547058,0.28557929396629333,0.20671486854553223,0.17702552676200867,0.22059224545955658,0.1698019951581955
inclusions,0.34958744049072266,0.17435599863529205,0.3065246045589447,0.38214683532714844,0.2591908276081085,0.16075126826763153,0.19469688832759857,0.24164175987243652,0.2354585826396942,0.3065246045589447,0.23296667635440826,0.24164175987243652,0.18751175701618195,0.3139456808567047,0.15635976195335388,0.5260921716690063,0.2763751149177551,0.23160532116889954,0.34817302227020264,0.24164175987243652,0.251862496137619,0.30786874890327454,0.3065246045589447,0.3711700439453125,0.3039826452732086,0.3281819224357605
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.22861604392528534,0.4691906273365021,0.32507219910621643,0.5201468467712402,0.4933079481124878,0.21392761170864105,0.4946078956127167,0.24868080019950867,0.4933079481124878,0.3029961884021759,0.6633074283599854,0.2285580337047577,0.29181739687919617,0.29017356038093567,0.44245919585227966,0.15132740139961243,0.4933079481124878,0.17938943207263947,0.2535701394081116,0.4946078956127167,0.2596952021121979,0.25483599305152893,0.31091248989105225
we,0.5622460842132568,0.30592116713523865,0.2769293785095215,0.3451419174671173,0.2876903712749481,0.21282610297203064,0.23132319748401642,0.3206169009208679,0.3604801297187805,0.2769293785095215,0.18112681806087494,0.3206169009208679,0.3712010681629181,0.2896674871444702,0.2438131868839264,0.44554969668388367,0.4380657970905304,0.4005183279514313,0.32205507159233093,0.3206169009208679,0.28390708565711975,0.29807719588279724,0.2769293785095215,0.3296279311180115,0.35182005167007446,0.535264790058136
can,0.34502777457237244,0.4151865541934967,0.2603091299533844,0.24573096632957458,0.44256699085235596,0.28097549080848694,0.26527702808380127,0.312528520822525,0.2535528242588043,0.2603091299533844,0.13005056977272034,0.312528520822525,0.2720869183540344,0.3675691485404968,0.2952559292316437,0.40495797991752625,0.49063631892204285,0.4979398250579834,0.36028754711151123,0.312528520822525,0.1771840751171112,0.33886176347732544,0.2603091299533844,0.326987624168396,0.21544745564460754,0.3226337134838104
proceed,0.3778398036956787,0.2148715853691101,0.1699274331331253,0.3170996308326721,0.14211618900299072,0.2134474515914917,0.09970160573720932,0.2329144924879074,0.291647732257843,0.1699274331331253,0.19440853595733643,0.2329144924879074,0.22414028644561768,0.19687722623348236,0.14443030953407288,0.34217795729637146,0.3161419928073883,0.36850863695144653,0.3161025941371918,0.2329144924879074,0.1784709244966507,0.20689982175827026,0.1699274331331253,0.1840158849954605,0.24603188037872314,0.22601620852947235
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.29286426305770874,0.42745086550712585,0.3377571105957031,0.45010748505592346,0.535392165184021,0.39937761425971985,0.41548454761505127,0.2561188042163849,0.535392165184021,0.3679993152618408,0.48971283435821533,0.22712917625904083,0.33546167612075806,0.45002421736717224,1.0,0.2817879319190979,0.535392165184021,0.25435683131217957,0.2706126868724823,0.41548454761505127,0.28989166021347046,0.1576203852891922,0.29463258385658264
make,0.3792211413383484,0.34526747465133667,0.2912110388278961,0.22757869958877563,0.3331545889377594,0.613452136516571,0.268858402967453,0.3146495521068573,0.2779158055782318,0.2912110388278961,0.23829475045204163,0.3146495521068573,0.2832360565662384,0.4160483181476593,0.19333265721797943,0.3146524727344513,0.4744986295700073,0.497876912355423,0.35088270902633667,0.3146495521068573,0.15251003205776215,0.21349433064460754,0.2912110388278961,0.30558210611343384,0.17202827334403992,0.28314751386642456
quantitative,0.3184710144996643,0.2981269955635071,0.31673023104667664,0.35432103276252747,0.23734049499034882,0.18515625596046448,0.19619323313236237,0.18140308558940887,0.2981560528278351,0.31673023104667664,0.25974997878074646,0.18140308558940887,0.2144228219985962,0.25455793738365173,0.24022212624549866,0.3640070855617523,0.35505184531211853,0.2402993142604828,0.35737982392311096,0.18140308558940887,0.190665602684021,0.3348555564880371,0.31673023104667664,0.30541348457336426,0.27034372091293335,0.23438139259815216
statements,0.36506614089012146,0.273242324590683,0.19305990636348724,0.8866040706634521,0.19367244839668274,0.22966767847537994,0.17092663049697876,0.20045673847198486,0.2835733890533447,0.19305990636348724,0.2174149602651596,0.20045673847198486,0.19999514520168304,0.2422226220369339,0.1799386888742447,0.4860341250896454,0.2882097661495209,0.2911079525947571,0.2261670082807541,0.20045673847198486,0.22902162373065948,0.2574121952056885,0.19305990636348724,0.39827340841293335,0.39019960165023804,0.28064221143722534
about,0.47976887226104736,0.2675623595714569,0.40939709544181824,0.2559269070625305,0.3532065451145172,0.28390374779701233,0.39797019958496094,0.37995871901512146,0.14145644009113312,0.40939709544181824,0.1666950136423111,0.37995871901512146,0.305572509765625,0.3875081241130829,0.1689152717590332,0.22024139761924744,0.28187432885169983,0.391953706741333,0.13708671927452087,0.37995871901512146,0.10723564028739929,0.21996697783470154,0.40939709544181824,0.2563410997390747,0.14520280063152313,0.302409827709198
how,0.6468034982681274,0.3819389343261719,0.2480744868516922,0.3026704788208008,0.22544461488723755,0.2655200958251953,0.2601168751716614,0.33890387415885925,0.25679001212120056,0.2480744868516922,0.16012530028820038,0.33890387415885925,0.35346719622612,0.33647966384887695,0.1899009644985199,0.35140863060951233,0.4245111644268036,0.44169697165489197,0.2916242182254791,0.33890387415885925,0.228495255112648,0.2725796401500702,0.2480744868516922,0.37939780950546265,0.2733510434627533,0.4024120569229126
much,0.45316147804260254,0.3365534245967865,0.2671096920967102,0.2154926359653473,0.3156087100505829,0.2675171494483948,0.2725222110748291,0.35023224353790283,0.3413044512271881,0.2671096920967102,0.22420735657215118,0.35023224353790283,0.3794040381908417,0.38395699858665466,0.22150516510009766,0.3371553421020508,0.4278118908405304,0.40610215067863464,0.24657580256462097,0.35023224353790283,0.1660805344581604,0.21815651655197144,0.2671096920967102,0.317876935005188,0.26313072443008423,0.23442231118679047
more,0.3484537899494171,0.30637308955192566,0.30478984117507935,0.22884532809257507,0.2946030795574188,0.4597497582435608,0.32563260197639465,0.39758381247520447,0.28612592816352844,0.30478984117507935,0.19291484355926514,0.39758381247520447,0.32185816764831543,0.39880692958831787,0.21460022032260895,0.3260776400566101,0.43749386072158813,0.47084665298461914,0.3195973038673401,0.39758381247520447,0.17368248105049133,0.327032208442688,0.30478984117507935,0.3108620345592499,0.2395361214876175,0.27894994616508484
additional,0.20172064006328583,0.22027266025543213,0.2518594264984131,0.19248786568641663,0.1715312898159027,0.18040114641189575,0.21390613913536072,0.2539002597332001,0.18373626470565796,0.2518594264984131,0.23302415013313293,0.2539002597332001,0.15566697716712952,0.3180832266807556,0.22956496477127075,0.33308300375938416,0.3713144361972809,0.29850050806999207,0.3480112850666046,0.2539002597332001,0.2199403941631317,0.2612769901752472,0.2518594264984131,0.18437810242176056,0.19090379774570465,0.24309562146663666
time,0.36319252848625183,0.28243488073349,0.35127586126327515,0.2216722071170807,0.25187405943870544,0.25157099962234497,0.3431483507156372,0.43061500787734985,0.3720356523990631,0.35127586126327515,0.20040984451770782,0.43061500787734985,0.9999998807907104,0.3025408685207367,0.2780037522315979,0.3133668899536133,0.3310089409351349,0.3679993152618408,0.1237611323595047,0.43061500787734985,0.2556913495063782,0.26802247762680054,0.35127586126327515,0.2643886208534241,0.2711636424064636,0.27391523122787476
or,0.33867141604423523,0.4102349579334259,0.3792596757411957,0.2780212163925171,0.41870999336242676,0.3264006972312927,0.3586423695087433,0.4174870550632477,0.23014995455741882,0.3792596757411957,0.2210082709789276,0.4174870550632477,0.2774261236190796,0.4713204801082611,0.28110602498054504,0.3442133367061615,0.38756439089775085,0.38921234011650085,0.3557374179363251,0.4174870550632477,0.13851286470890045,0.28384777903556824,0.3792596757411957,0.24577723443508148,0.1662384569644928,0.32389625906944275
space,0.20525942742824554,0.20278280973434448,0.21300287544727325,0.17213208973407745,0.18578536808490753,0.17252343893051147,0.17648501694202423,0.24495907127857208,0.2296975553035736,0.21300287544727325,0.18626923859119415,0.24495907127857208,0.2780037522315979,0.22901733219623566,1.0000001192092896,0.24130597710609436,0.282545268535614,0.22712917625904083,0.19866450130939484,0.24495907127857208,0.12954650819301605,0.18289825320243835,0.21300287544727325,0.23476585745811462,0.21055617928504944,0.1885536164045334
is,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.24378558993339539,1.0,0.29543453454971313,0.5394441485404968,0.5823672413825989,0.17625613510608673,0.4854315221309662,0.18938860297203064,0.5823672413825989,0.25187405943870544,0.3859752118587494,0.18578536808490753,0.23105266690254211,0.21605761349201202,0.42745086550712585,0.13910281658172607,0.5823672413825989,0.19774633646011353,0.22390379011631012,0.4854315221309662,0.16985496878623962,0.16888999938964844,0.22961433231830597
needed,0.3631289601325989,0.3115479350090027,0.27215874195098877,0.26890093088150024,0.21605761349201202,0.3132522702217102,0.21117523312568665,0.3064746856689453,0.3701518476009369,0.27215874195098877,0.24726590514183044,0.3064746856689453,0.3310089409351349,0.32021039724349976,0.282545268535614,0.5111336708068848,1.0,0.45002421736717224,0.3456825613975525,0.3064746856689453,0.18660201132297516,0.28526633977890015,0.27215874195098877,0.41871556639671326,0.3359464704990387,0.2863257825374603
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.17217876017093658,0.5394441485404968,0.25271502137184143,1.0,0.6662389636039734,0.18001915514469147,0.5696388483047485,0.284413605928421,0.6662389636039734,0.3431483507156372,0.4954058527946472,0.17648501694202423,0.17665298283100128,0.21117523312568665,0.45010748505592346,0.1250447779893875,0.6662389636039734,0.17520791292190552,0.3024539053440094,0.5696388483047485,0.21061907708644867,0.17707815766334534,0.20430970191955566
order,0.16634008288383484,0.15466564893722534,0.31287699937820435,0.2549741566181183,0.19403748214244843,0.19783930480480194,0.24184700846672058,0.3284194767475128,0.22534990310668945,0.31287699937820435,0.21797588467597961,0.3284194767475128,0.16632485389709473,0.2671266496181488,0.11939166486263275,0.28562894463539124,0.2905689477920532,0.35544881224632263,0.18645334243774414,0.3284194767475128,0.13402007520198822,0.23712004721164703,0.31287699937820435,0.11858701705932617,0.17761586606502533,0.13725648820400238
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.29286426305770874,0.42745086550712585,0.3377571105957031,0.45010748505592346,0.535392165184021,0.39937761425971985,0.41548454761505127,0.2561188042163849,0.535392165184021,0.3679993152618408,0.48971283435821533,0.22712917625904083,0.33546167612075806,0.45002421736717224,1.0,0.2817879319190979,0.535392165184021,0.25435683131217957,0.2706126868724823,0.41548454761505127,0.28989166021347046,0.1576203852891922,0.29463258385658264
increase,0.21153631806373596,0.21140432357788086,0.3156060576438904,0.16846567392349243,0.18273088335990906,0.21397748589515686,0.25893163681030273,0.32049667835235596,0.31163644790649414,0.3156060576438904,0.25908756256103516,0.32049667835235596,0.23882874846458435,0.2751924991607666,0.19063377380371094,0.33042481541633606,0.3660203218460083,0.3378143310546875,0.4747454822063446,0.32049667835235596,0.1735466569662094,0.3236822485923767,0.3156060576438904,0.34160080552101135,0.177504763007164,0.11119163036346436
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.20954233407974243,0.5823672413825989,0.3885267674922943,0.6662389636039734,1.0,0.25344645977020264,0.733189046382904,0.3532279133796692,1.0,0.43061500787734985,0.5171257257461548,0.24495907127857208,0.26905253529548645,0.3064746856689453,0.535392165184021,0.20015929639339447,1.0,0.293570339679718,0.35145696997642517,0.733189046382904,0.2659202516078949,0.21140827238559723,0.22068053483963013
number,0.23046229779720306,0.17396225035190582,0.2778518795967102,0.24811074137687683,0.22390379011631012,0.186367005109787,0.3024539053440094,0.35145696997642517,0.27762436866760254,0.2778518795967102,0.15717776119709015,0.35145696997642517,0.26802247762680054,0.28545793890953064,0.18289825320243835,0.30095916986465454,0.28526633977890015,0.2706126868724823,0.15946538746356964,0.35145696997642517,0.16933701932430267,1.0,0.2778518795967102,0.22268861532211304,0.1847361922264099,0.19256845116615295
