,who,exclusively,broadcast,the,game,in,spanish,after,reaching,an,agreement,with,the,nfl,and,cbs,?
on,0.2340552806854248,0.3105802834033966,0.2845228910446167,0.5107308030128479,0.22967135906219482,0.46853652596473694,0.13294139504432678,0.39330315589904785,0.33634471893310547,0.3192969560623169,0.22078442573547363,0.40749499201774597,0.5107308030128479,0.18523651361465454,0.4077630043029785,0.25146469473838806,0.2714994251728058
december,0.2259318083524704,0.09729699790477753,0.20395895838737488,0.23266014456748962,0.16027016937732697,0.25854936242103577,0.1788378655910492,0.32761910557746887,0.2014944851398468,0.20620359480381012,0.24072295427322388,0.14869219064712524,0.23266014456748962,0.22146667540073395,0.22940969467163086,0.19071818888187408,0.2480352818965912
28,-0.2693743109703064,-0.1665748506784439,-0.11513176560401917,-0.31177106499671936,-0.16065357625484467,-0.27002766728401184,-0.23884320259094238,-0.24374359846115112,-0.19152338802814484,-0.07694744318723679,-0.16500285267829895,-0.12594079971313477,-0.31177106499671936,-0.06322307139635086,-0.21765437722206116,-0.023420674726366997,-0.012856917455792427
",",0.3365725874900818,0.2359321564435959,0.24917922914028168,0.4933079481124878,0.2653886377811432,0.5201468467712402,0.2153884321451187,0.38860568404197693,0.29653310775756836,0.3581022024154663,0.23435252904891968,0.4120737314224243,0.4933079481124878,0.18939071893692017,0.6633074283599854,0.18569420278072357,0.31091248989105225
2015,0.0437915064394474,-0.04370518773794174,0.0484444685280323,0.1466771513223648,-0.003872275585308671,0.0891268327832222,0.12440259754657745,0.0926433801651001,0.11468490958213806,0.028813116252422333,0.09605252742767334,-0.05818283185362816,0.1466771513223648,-0.006650217808783054,0.015077123418450356,-0.04344746470451355,-0.029954981058835983
",",0.3365725874900818,0.2359321564435959,0.24917922914028168,0.4933079481124878,0.2653886377811432,0.5201468467712402,0.2153884321451187,0.38860568404197693,0.29653310775756836,0.3581022024154663,0.23435252904891968,0.4120737314224243,0.4933079481124878,0.18939071893692017,0.6633074283599854,0.18569420278072357,0.31091248989105225
espn,0.1444098949432373,0.21279217302799225,0.442352294921875,0.19345609843730927,0.3451416492462158,0.12142056226730347,0.14475861191749573,0.14931578934192657,0.14202256500720978,0.1649792343378067,0.20771406590938568,0.2131955921649933,0.19345609843730927,0.5740455389022827,0.17554140090942383,0.5563457608222961,0.1709517240524292
deportes,0.22150161862373352,0.07206963747739792,0.21405574679374695,0.19800831377506256,0.106756791472435,0.2083962857723236,0.3305516541004181,0.26807618141174316,0.15594683587551117,0.06356660276651382,0.2020723968744278,0.1173495352268219,0.19800831377506256,0.19073008000850677,0.17138513922691345,0.24924056231975555,0.14327947795391083
announced,0.11685211956501007,0.16672037541866302,0.29546964168548584,0.2277132272720337,0.23265314102172852,0.2528248429298401,0.08565793931484222,0.346540629863739,0.15452852845191956,0.13740479946136475,0.31012025475502014,0.19698800146579742,0.2277132272720337,0.2523188889026642,0.16773687303066254,0.33495259284973145,0.17416009306907654
that,0.45444270968437195,0.28489214181900024,0.267183780670166,0.5473989248275757,0.27499276399612427,0.435920387506485,0.1831190586090088,0.373811811208725,0.27098509669303894,0.365763783454895,0.3057451844215393,0.4154358208179474,0.5473989248275757,0.15213505923748016,0.4731321930885315,0.19930922985076904,0.32716336846351624
they,0.47879111766815186,0.3085595369338989,0.16604524850845337,0.49925389885902405,0.2399950921535492,0.4330179989337921,0.20097863674163818,0.33591970801353455,0.2710381746292114,0.2435421496629715,0.24424266815185547,0.42091572284698486,0.49925389885902405,0.18115875124931335,0.5073080658912659,0.19875462353229523,0.2753053903579712
had,0.36173108220100403,0.19008292257785797,0.15132653713226318,0.3875846862792969,0.18758456408977509,0.385026752948761,0.15303447842597961,0.4133172631263733,0.29812943935394287,0.22327841818332672,0.28311651945114136,0.4739086329936981,0.3875846862792969,0.17032240331172943,0.3872550129890442,0.20563417673110962,0.20728366076946259
reached,0.14704298973083496,0.1590723693370819,0.17534880340099335,0.29860952496528625,0.16928428411483765,0.24389809370040894,0.1302991807460785,0.24453191459178925,0.6995975971221924,0.1524234414100647,0.28386518359184265,0.20852181315422058,0.29860952496528625,0.12715847790241241,0.19567863643169403,0.09690291434526443,0.1518019139766693
an,0.2848317325115204,0.24683450162410736,0.19117678701877594,0.4207492768764496,0.16604416072368622,0.2605783939361572,0.12465652078390121,0.20180045068264008,0.1703098863363266,1.0,0.18085570633411407,0.2730048894882202,0.4207492768764496,0.05365698039531708,0.2838519215583801,0.1958426535129547,0.19793890416622162
agreement,0.2349274456501007,0.11295459419488907,0.20970939099788666,0.2490699142217636,0.16246125102043152,0.20350398123264313,0.13748082518577576,0.17778357863426208,0.2264610379934311,0.18085570633411407,1.0,0.29106786847114563,0.2490699142217636,0.12350695580244064,0.22375741600990295,0.18068747222423553,0.15830197930335999
with,0.3282766342163086,0.3107779920101166,0.1932039111852646,0.4223487675189972,0.19394829869270325,0.4080928862094879,0.09756194055080414,0.33843478560447693,0.24918636679649353,0.2730048894882202,0.29106786847114563,0.9999999403953552,0.4223487675189972,0.18521657586097717,0.5477725267410278,0.20131054520606995,0.2433311939239502
cbs,0.16542650759220123,0.21720683574676514,0.5521507263183594,0.2283918708562851,0.3367152214050293,0.17584392428398132,0.1346147358417511,0.17707926034927368,0.03160432353615761,0.1958426535129547,0.18068747222423553,0.20131054520606995,0.2283918708562851,0.4192144572734833,0.2054297775030136,1.0,0.14594407379627228
and,0.41279885172843933,0.29048579931259155,0.22526025772094727,0.5171257257461548,0.25192898511886597,0.4954058527946472,0.27494850754737854,0.3765919506549835,0.28342321515083313,0.2838519215583801,0.22375741600990295,0.5477725267410278,0.5171257257461548,0.2080700695514679,1.0,0.2054297775030136,0.20544172823429108
the,0.3733934462070465,0.3155750334262848,0.2713715434074402,1.0,0.285271555185318,0.6662389636039734,0.23213517665863037,0.4565047025680542,0.3691650927066803,0.4207492768764496,0.2490699142217636,0.4223487675189972,1.0,0.15305201709270477,0.5171257257461548,0.2283918708562851,0.22068053483963013
nfl,0.13425186276435852,0.14757394790649414,0.26023104786872864,0.15305201709270477,0.3143478333950043,0.12599408626556396,0.08393251150846481,0.14244197309017181,0.15706755220890045,0.05365698039531708,0.12350695580244064,0.18521657586097717,0.15305201709270477,1.0,0.2080700695514679,0.4192144572734833,0.10610254108905792
to,0.42656609416007996,0.2837362289428711,0.2326623648405075,0.535392165184021,0.2540906071662903,0.45010748505592346,0.18265971541404724,0.37890323996543884,0.3080388903617859,0.3138085603713989,0.2757699489593506,0.4239959120750427,0.535392165184021,0.1526731252670288,0.48971283435821533,0.16981691122055054,0.29463258385658264
be,0.3371641933917999,0.2732240557670593,0.20571625232696533,0.4248143136501312,0.24152140319347382,0.3481820821762085,0.14931170642375946,0.32360681891441345,0.240005761384964,0.33041056990623474,0.19491496682167053,0.36101722717285156,0.4248143136501312,0.12418080866336823,0.41766801476478577,0.1712784618139267,0.3324260413646698
