,how,many,cinemas,are,currently,housed,at,one,site,?
the,0.33890387415885925,0.4335206151008606,0.26714128255844116,0.40399202704429626,0.2945235073566437,0.320347398519516,0.457212895154953,0.5514441132545471,0.288954496383667,0.22068053483963013
site,0.16638165712356567,0.2359645813703537,0.1724105179309845,0.20005904138088226,0.2176728993654251,0.29244521260261536,0.27583423256874084,0.1953033059835434,1.0000001192092896,0.2014765441417694
currently,0.20420436561107635,0.25505611300468445,0.22546064853668213,0.3489539325237274,1.0000001192092896,0.1568509340286255,0.210249125957489,0.29175806045532227,0.2176728993654251,0.1861555278301239
houses,0.15148693323135376,0.27926701307296753,0.25296685099601746,0.2642761170864105,0.07149768620729446,0.6917030215263367,0.19923880696296692,0.24196521937847137,0.20630501210689545,0.10120081901550293
three,0.23807744681835175,0.4501400589942932,0.22559040784835815,0.38895705342292786,0.23972775042057037,0.2473483681678772,0.2833487093448639,0.5923700332641602,0.15227417647838593,0.20928427577018738
cinemas,0.14686793088912964,0.3025524318218231,1.0000001192092896,0.22271761298179626,0.22546064853668213,0.2525096535682678,0.23420056700706482,0.24075943231582642,0.1724105179309845,0.14086683094501495
",",0.22659391164779663,0.40610817074775696,0.199713334441185,0.4062570035457611,0.33041635155677795,0.2876562178134918,0.38314947485923767,0.3696635365486145,0.2036259025335312,0.31091248989105225
including,0.20270724594593048,0.6119236350059509,0.2773945927619934,0.45025435090065,0.2837940454483032,0.2979710102081299,0.2641666531562805,0.3568016290664673,0.24338334798812866,0.1633303165435791
the,0.33890387415885925,0.4335206151008606,0.26714128255844116,0.40399202704429626,0.2945235073566437,0.320347398519516,0.457212895154953,0.5514441132545471,0.288954496383667,0.22068053483963013
restored,0.15133339166641235,0.23369015753269196,0.15522360801696777,0.0923575758934021,0.1885547637939453,0.35437479615211487,0.19555918872356415,0.2427692860364914,0.21732138097286224,0.1778445541858673
classic,0.21579177677631378,0.28760766983032227,0.28984588384628296,0.19182823598384857,0.11554011702537537,0.18791800737380981,0.19029518961906433,0.30428779125213623,0.15369051694869995,0.2044331431388855
—the,0.24319295585155487,0.1186978742480278,0.1226411908864975,0.20938023924827576,0.1936253309249878,0.1217518001794815,0.1925048977136612,0.3155382573604584,0.049554139375686646,0.34509092569351196
united,0.19034643471240997,0.2670816481113434,0.21835115551948547,0.16919764876365662,0.2547817826271057,0.19701172411441803,0.2064037322998047,0.28796783089637756,0.1042117178440094,0.17266890406608582
kingdom,0.14039388298988342,0.22696435451507568,0.23806138336658478,0.1453586220741272,0.13164857029914856,0.18520735204219818,0.15729326009750366,0.22352047264575958,0.1080750897526741,0.12927088141441345
's,-0.026164190843701363,0.01698932610452175,0.03664404898881912,-0.008927806280553341,-0.0480838343501091,-0.017761172726750374,-0.08481216430664062,0.06913424283266068,0.007863886654376984,-0.023395681753754616
last,0.24577783048152924,0.21182136237621307,0.1809699535369873,0.16972362995147705,0.20918947458267212,0.12407056242227554,0.2946198880672455,0.3381962776184082,0.10821211338043213,0.22371746599674225
surviving,0.09896514564752579,0.21193040907382965,0.18980352580547333,0.22827544808387756,0.1826694905757904,0.23287783563137054,0.14822401106357574,0.3896511197090149,0.16814832389354706,0.1395692080259323
news,0.18786205351352692,0.1780780702829361,0.17462044954299927,0.12271516025066376,0.2194715440273285,0.1397273689508438,0.19028638303279877,0.1739557534456253,0.2231331765651703,0.1899169683456421
cinema,0.11791975051164627,0.21749943494796753,0.8299927115440369,0.0884433463215828,0.19466519355773926,0.21879567205905914,0.18683555722236633,0.1781652420759201,0.18120792508125305,0.11584244668483734
still,0.38034671545028687,0.4997209906578064,0.22292441129684448,0.40321314334869385,0.46148210763931274,0.2891189754009247,0.3060646951198578,0.38286080956459045,0.23238863050937653,0.3039587736129761
in,0.2601168751716614,0.41474202275276184,0.3003052771091461,0.3841303884983063,0.30261120200157166,0.2706713080406189,0.4374977946281433,0.4129433035850525,0.20704983174800873,0.20430970191955566
full-time,0.32950559258461,0.2747269570827484,0.21982571482658386,0.2103022336959839,0.27361202239990234,0.21092848479747772,0.24101366102695465,0.26233652234077454,0.23906786739826202,0.2854166030883789
operation—alongside,0.2256903052330017,0.23683945834636688,0.26519104838371277,0.23325690627098083,0.3685550093650818,0.18611037731170654,0.27393510937690735,0.3052211105823517,0.19238540530204773,0.2812938392162323
two,0.2499001920223236,0.5147606730461121,0.239139586687088,0.46276170015335083,0.25815945863723755,0.23936347663402557,0.32178381085395813,0.6288198232650757,0.15332287549972534,0.19645625352859497
new,0.20832711458206177,0.2992318272590637,0.2158060520887375,0.1899496167898178,0.2967287302017212,0.1977347582578659,0.1898733228445053,0.264311820268631,0.2091917097568512,0.14782847464084625
screens,0.27083975076675415,0.3739660680294037,0.5091575384140015,0.34596922993659973,0.19152042269706726,0.31041190028190613,0.20103763043880463,0.291149765253067,0.21541443467140198,0.2127765715122223
",",0.22659391164779663,0.40610817074775696,0.199713334441185,0.4062570035457611,0.33041635155677795,0.2876562178134918,0.38314947485923767,0.3696635365486145,0.2036259025335312,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.17894527316093445,0.265255331993103,0.2612716257572174,0.2622055411338806,0.3095070421695709,0.4910551905632019,0.21085289120674133,0.23916715383529663
roof,0.12629272043704987,0.2236616015434265,0.26632916927337646,0.1771283596754074,0.11628127843141556,0.37001803517341614,0.22575682401657104,0.15963219106197357,0.17629095911979675,0.09652714431285858
extension,0.19046080112457275,0.19501915574073792,0.189692884683609,0.1772872656583786,0.34337902069091797,0.14409545063972473,0.21205472946166992,0.15628759562969208,0.21092332899570465,0.24237069487571716
containing,0.18926005065441132,0.23557426035404205,0.15999706089496613,0.4119071066379547,0.1469891220331192,0.2846311330795288,0.1835942268371582,0.2766435444355011,0.1173941045999527,0.1655367761850357
