,what,device,is,used,to,treat,various,conditions,such,as,carbon,monoxide,poisoning,?
hyperbaric,0.2676006853580475,0.21823404729366302,0.23571065068244934,0.27890539169311523,0.1914135366678238,0.32204094529151917,0.28133270144462585,0.3024213910102844,0.23456551134586334,0.2127942591905594,0.3178936243057251,0.30026865005493164,0.2633870542049408,0.21389693021774292
(,0.2411840260028839,0.10604002326726913,0.35393038392066956,0.19005385041236877,0.30882009863853455,0.120710089802742,0.1559101790189743,0.13373951613903046,0.21001732349395752,0.32029855251312256,0.16783250868320465,0.14639529585838318,0.16695860028266907,0.40561532974243164
high-pressure,0.31876876950263977,0.371088445186615,0.27183789014816284,0.2667074203491211,0.382373183965683,0.2485836297273636,0.2610849440097809,0.39367616176605225,0.27917513251304626,0.2920636832714081,0.38131481409072876,0.4076751470565796,0.3895723521709442,0.23668110370635986
),0.26259949803352356,0.11770573258399963,0.37732169032096863,0.1905621439218521,0.31236231327056885,0.12521997094154358,0.15451191365718842,0.11595944315195084,0.19659385085105896,0.32161882519721985,0.16485030949115753,0.14786899089813232,0.15569986402988434,0.42300865054130554
medicine,0.20377366244792938,0.17522726953029633,0.13468733429908752,0.25919151306152344,0.1913563460111618,0.457955002784729,0.1698080599308014,0.2201652228832245,0.21701680123806,0.16645358502864838,0.1692163199186325,0.21640180051326752,0.303531676530838,0.14826606214046478
uses,0.1933930367231369,0.4113091826438904,0.41359779238700867,0.645188570022583,0.3010925054550171,0.2430323362350464,0.24724030494689941,0.18152682483196259,0.29044583439826965,0.25049033761024475,0.2812994718551636,0.22929143905639648,0.19868203997612,0.18407079577445984
special,0.24134232103824615,0.21517640352249146,0.24467575550079346,0.3315860331058502,0.28623831272125244,0.22561675310134888,0.3386305570602417,0.22245055437088013,0.2842094898223877,0.2774268388748169,0.19132040441036224,0.18855103850364685,0.13491620123386383,0.29623302817344666
oxygen,0.16781960427761078,0.21912123262882233,0.21825239062309265,0.21276918053627014,0.24193501472473145,0.2467268705368042,0.17260438203811646,0.2995007038116455,0.23563316464424133,0.16691245138645172,0.6396464109420776,0.6416319012641907,0.4073321521282196,0.16786395013332367
chambers,0.17295169830322266,0.20137053728103638,0.16459409892559052,0.18453103303909302,0.21815796196460724,0.13853086531162262,0.15630842745304108,0.18614572286605835,0.1648663580417633,0.17578519880771637,0.2393452674150467,0.3262181878089905,0.2747752368450165,0.06382281333208084
to,0.455847829580307,0.2965817153453827,0.42745086550712585,0.40058770775794983,1.0,0.33764615654945374,0.33564820885658264,0.2756218910217285,0.2871878743171692,0.42092081904411316,0.2865152955055237,0.27893978357315063,0.2840270400047302,0.29463258385658264
increase,0.21153631806373596,0.2525097727775574,0.18273088335990906,0.25213783979415894,0.3378143310546875,0.23628994822502136,0.31487011909484863,0.32800379395484924,0.2946314811706543,0.24019303917884827,0.24975021183490753,0.2969987392425537,0.21361367404460907,0.11119163036346436
the,0.42745697498321533,0.2555081248283386,0.5823672413825989,0.3718377649784088,0.535392165184021,0.1719713807106018,0.3235042691230774,0.2622014284133911,0.3575236201286316,0.48381632566452026,0.23183570802211761,0.18023236095905304,0.20804230868816376,0.22068053483963013
partial,0.24140220880508423,0.18052524328231812,0.23120467364788055,0.20636440813541412,0.19141130149364471,0.16596642136573792,0.24024733901023865,0.25977230072021484,0.20863983035087585,0.18428689241409302,0.18503984808921814,0.22981615364551544,0.1767781674861908,0.16151700913906097
pressure,0.2625555694103241,0.3500710427761078,0.19239991903305054,0.23263566195964813,0.30812981724739075,0.20815879106521606,0.23243281245231628,0.3798182010650635,0.24040931463241577,0.2102612406015396,0.334299772977829,0.35484060645103455,0.34723061323165894,0.142023503780365
of,0.33290785551071167,0.17168864607810974,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.21313409507274628,0.3196488320827484,0.2074868083000183,0.3209529519081116,0.3886612355709076,0.22596238553524017,0.20212291181087494,0.23517683148384094,0.1826142966747284
o,0.1489914506673813,0.11825564503669739,0.18684464693069458,0.11275003105401993,0.1644444614648819,0.09501897543668747,0.07395536452531815,0.07410658150911331,0.14557062089443207,0.19234566390514374,0.2423134744167328,0.21999767422676086,0.11363764852285385,0.23868927359580994
2,-0.049862053245306015,-0.045552924275398254,-0.07940074801445007,0.04418706148862839,-0.0836251974105835,0.02944265492260456,-4.297441046219319e-05,0.0030062817968428135,0.0024840845726430416,-0.038299113512039185,0.04288798198103905,0.0782913938164711,0.041898462921381,0.001977203879505396
around,0.27475327253341675,0.17254209518432617,0.286477267742157,0.24492280185222626,0.3591267168521881,0.14701226353645325,0.3471163511276245,0.2042602002620697,0.25625625252723694,0.28430190682411194,0.27605894207954407,0.22056205570697784,0.2144220918416977,0.14729668200016022
the,0.42745697498321533,0.2555081248283386,0.5823672413825989,0.3718377649784088,0.535392165184021,0.1719713807106018,0.3235042691230774,0.2622014284133911,0.3575236201286316,0.48381632566452026,0.23183570802211761,0.18023236095905304,0.20804230868816376,0.22068053483963013
patient,0.3135989308357239,0.25122371315956116,0.23460286855697632,0.19620540738105774,0.2912805676460266,0.49991631507873535,0.15273989737033844,0.3110395073890686,0.17777791619300842,0.18784567713737488,0.27205541729927063,0.31292060017585754,0.3317839801311493,0.24355199933052063
and,0.31309178471565247,0.15071305632591248,0.3859752118587494,0.3150506615638733,0.48971283435821533,0.2281256467103958,0.4264104664325714,0.252461701631546,0.44540345668792725,0.49487000703811646,0.23064753413200378,0.23074285686016083,0.2388579249382019,0.20544172823429108
",",0.3087472915649414,0.13617408275604248,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.2131510227918625,0.30093157291412354,0.17239321768283844,0.39626169204711914,0.48816442489624023,0.21631208062171936,0.1833130121231079,0.2999033033847809,0.31091248989105225
when,0.4700249433517456,0.27887824177742004,0.3471449911594391,0.3272556662559509,0.5423505902290344,0.2039192169904709,0.26877567172050476,0.3023563623428345,0.27679547667503357,0.4437963366508484,0.24846774339675903,0.30163711309432983,0.3265781104564667,0.22841128706932068
needed,0.3631289601325989,0.2790631055831909,0.21605761349201202,0.4799882769584656,0.45002421736717224,0.26663368940353394,0.2303219586610794,0.3033490478992462,0.3388327658176422,0.2788996696472168,0.22690969705581665,0.26503464579582214,0.17016834020614624,0.2863257825374603
",",0.3087472915649414,0.13617408275604248,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.2131510227918625,0.30093157291412354,0.17239321768283844,0.39626169204711914,0.48816442489624023,0.21631208062171936,0.1833130121231079,0.2999033033847809,0.31091248989105225
the,0.42745697498321533,0.2555081248283386,0.5823672413825989,0.3718377649784088,0.535392165184021,0.1719713807106018,0.3235042691230774,0.2622014284133911,0.3575236201286316,0.48381632566452026,0.23183570802211761,0.18023236095905304,0.20804230868816376,0.22068053483963013
medical,0.2389855533838272,0.2129315286874771,0.22198186814785004,0.2096998542547226,0.2909846603870392,0.4464794993400574,0.23396745324134827,0.33408963680267334,0.1910954862833023,0.20822733640670776,0.14726999402046204,0.2547454237937927,0.2833470404148102,0.13234087824821472
staff,0.17602989077568054,0.17009493708610535,0.14479392766952515,0.19398707151412964,0.22379563748836517,0.14028802514076233,0.21971380710601807,0.1737072765827179,0.17753639817237854,0.25422197580337524,0.10711829364299774,0.17094828188419342,0.1400439441204071,0.15871673822402954
.,0.3567904531955719,0.1592947095632553,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.2346171885728836,0.23115769028663635,0.17719176411628723,0.3298943042755127,0.515582263469696,0.23824366927146912,0.2410266250371933,0.2631760835647583,0.4130953550338745
