,what,did,edison,offer,tesla,after,completing,the,project,?
``,0.008517155423760414,-0.029888948425650597,-0.09557203948497772,-0.04611703380942345,0.04274534806609154,0.040442656725645065,-0.0039262911304831505,0.029072100296616554,-0.08674123138189316,0.0685480609536171
:64,0.033209092915058136,-0.0298941507935524,-0.05720436945557594,0.03500305116176605,-0.053876716643571854,0.009672443382441998,-0.026058904826641083,0.16670137643814087,0.08307899534702301,0.025190016254782677
instead,0.4104403555393219,0.34208473563194275,0.18040303885936737,0.2806014120578766,0.16731514036655426,0.35591042041778564,0.22671768069267273,0.3940567970275879,0.2067583203315735,0.2942638397216797
",",0.3087472915649414,0.3015086054801941,0.29400110244750977,0.2830800712108612,0.20599327981472015,0.38860568404197693,0.22491225600242615,0.4933079481124878,0.24875426292419434,0.31091248989105225
edison,0.15105706453323364,0.1372239738702774,0.9999999403953552,0.16944466531276703,0.35526686906814575,0.21588002145290375,0.1873553842306137,0.25419825315475464,0.1468372344970703,0.10244420915842056
offered,0.1662205457687378,0.40334975719451904,0.13795453310012817,0.7171011567115784,0.18253490328788757,0.26511937379837036,0.3464982509613037,0.270993173122406,0.1876392513513565,0.22244536876678467
a,0.3320399522781372,0.2552328109741211,0.2415124475955963,0.20917463302612305,0.2211925983428955,0.3831600844860077,0.30359724164009094,0.5829201340675354,0.2328382134437561,0.23916715383529663
us,0.32081687450408936,0.23250600695610046,0.21895603835582733,0.15610063076019287,0.2018621414899826,0.11897643655538559,0.06978624314069748,0.25727739930152893,0.20404070615768433,0.2742428481578827
$,0.24858909845352173,0.23203131556510925,0.22612346708774567,0.2800801694393158,0.23458653688430786,0.1957477480173111,0.24639758467674255,0.23367542028427124,0.18965274095535278,0.2786129117012024
10,0.11840458959341049,0.1914099007844925,-0.05500078946352005,0.08418095111846924,-0.08889484405517578,0.10574863851070404,0.049834929406642914,0.2880653440952301,-0.03756233677268028,0.022911956533789635
a,0.3320399522781372,0.2552328109741211,0.2415124475955963,0.20917463302612305,0.2211925983428955,0.3831600844860077,0.30359724164009094,0.5829201340675354,0.2328382134437561,0.23916715383529663
week,0.2483774870634079,0.2459598332643509,0.1737922579050064,0.3158864676952362,0.11419843137264252,0.3485698103904724,0.2855989933013916,0.28402599692344666,0.19190439581871033,0.25105318427085876
raise,0.19120202958583832,0.24231767654418945,0.1469327062368393,0.30056703090667725,0.1319682002067566,0.15467891097068787,0.17661255598068237,0.2657596468925476,0.16989628970623016,0.13340649008750916
over,0.28007611632347107,0.2535076439380646,0.17568880319595337,0.29995065927505493,0.16356024146080017,0.3694296181201935,0.24647997319698334,0.39856547117233276,0.2180674970149994,0.25742942094802856
tesla,0.23221199214458466,0.09757418930530548,0.35526686906814575,0.201114684343338,0.9999999403953552,0.0752151682972908,0.15673336386680603,0.1324402391910553,0.21371109783649445,0.10250775516033173
's,0.02692362666130066,0.05069678649306297,0.0115949846804142,0.08889953792095184,0.06449045985937119,-0.055672239512205124,0.03227647766470909,-0.01540423184633255,0.07063660025596619,-0.023395681753754616
us,0.32081687450408936,0.23250600695610046,0.21895603835582733,0.15610063076019287,0.2018621414899826,0.11897643655538559,0.06978624314069748,0.25727739930152893,0.20404070615768433,0.2742428481578827
$,0.24858909845352173,0.23203131556510925,0.22612346708774567,0.2800801694393158,0.23458653688430786,0.1957477480173111,0.24639758467674255,0.23367542028427124,0.18965274095535278,0.2786129117012024
18,-0.09284763038158417,-0.16295963525772095,-0.09338648617267609,-0.0928339809179306,-0.12166083604097366,-0.09353282302618027,-0.06075470894575119,-0.07796193659305573,-0.07833219319581985,-0.04919438064098358
per,0.21384303271770477,0.14237605035305023,0.14697560667991638,0.21977736055850983,0.2078201323747635,0.1580824851989746,0.1342719942331314,0.21691934764385223,0.09642833471298218,0.22323818504810333
week,0.2483774870634079,0.2459598332643509,0.1737922579050064,0.3158864676952362,0.11419843137264252,0.3485698103904724,0.2855989933013916,0.28402599692344666,0.19190439581871033,0.25105318427085876
salary,0.2065381407737732,0.27847251296043396,0.1947774589061737,0.3596076965332031,0.2503458261489868,0.16438065469264984,0.27102547883987427,0.2075764387845993,0.1343774050474167,0.20685498416423798
;,0.10986888408660889,0.10727239400148392,-0.02163473144173622,0.03362434729933739,-0.03835732489824295,-0.01834123209118843,0.03447400778532028,0.09152708947658539,0.028092388063669205,0.10349778085947037
tesla,0.23221199214458466,0.09757418930530548,0.35526686906814575,0.201114684343338,0.9999999403953552,0.0752151682972908,0.15673336386680603,0.1324402391910553,0.21371109783649445,0.10250775516033173
refused,0.19773393869400024,0.5581128597259521,0.07863277196884155,0.3609062135219574,0.04939310997724533,0.33108580112457275,0.21257343888282776,0.2606237530708313,0.07593761384487152,0.14580921828746796
the,0.42745697498321533,0.34736719727516174,0.25419825315475464,0.21118608117103577,0.1324402391910553,0.4565047025680542,0.31240642070770264,1.0,0.2027820199728012,0.22068053483963013
