,what,year,was,the,invasion,originally,shown,?
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.32296645641326904,0.36820849776268005,0.3387985825538635,0.22068053483963013
bbc,0.20634698867797852,0.2157873958349228,0.19087861478328705,0.2735401690006256,0.20838119089603424,0.15272359549999237,0.27733859419822693,0.20556949079036713
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.19455376267433167,0.2660219669342041,0.25911012291908264,0.31091248989105225
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.2543354034423828,0.3191297650337219,0.2988935708999634,0.20430970191955566
conjunction,0.24663683772087097,0.20508864521980286,0.1123741865158081,0.25903576612472534,0.1685584932565689,0.17376619577407837,0.26652175188064575,0.15015976130962372
with,0.2464839518070221,0.3220449686050415,0.27411898970603943,0.4223487675189972,0.17501716315746307,0.2333029955625534,0.2707523703575134,0.2433311939239502
animation,0.22164176404476166,0.14395640790462494,0.2580201327800751,0.21901705861091614,0.14543530344963074,0.2569369971752167,0.2599763870239258,0.16489346325397491
studio,0.16034115850925446,0.15987993776798248,0.27334341406822205,0.24831420183181763,0.10243981331586838,0.25520533323287964,0.21547842025756836,0.1974150836467743
cosgrove,0.2764994204044342,0.17819906771183014,0.2974914312362671,0.2571113705635071,0.18093860149383545,0.22229519486427307,0.2412237972021103,0.29951146245002747
hall,0.10849796235561371,0.21268776059150696,0.2961261570453644,0.28526565432548523,0.04044276103377342,0.19435568153858185,0.1427186280488968,0.13520537316799164
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.19455376267433167,0.2660219669342041,0.25911012291908264,0.31091248989105225
reconstructed,0.16506391763687134,0.09783193469047546,0.28397226333618164,0.3178611397743225,0.21530605852603912,0.3669379949569702,0.19293396174907684,0.0945773795247078
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.32296645641326904,0.36820849776268005,0.3387985825538635,0.22068053483963013
missing,0.2628587484359741,0.27708572149276733,0.10067428648471832,0.2549445927143097,0.08552170544862747,0.14859265089035034,0.22320814430713654,0.2695959508419037
episodes,0.15438014268875122,0.22837789356708527,0.157072052359581,0.1889590173959732,0.19973838329315186,0.20682799816131592,0.37032949924468994,0.21740183234214783
1,-0.21266892552375793,-0.17201529443264008,-0.2275921255350113,-0.1554475575685501,-0.0664478987455368,-0.21690455079078674,-0.18911750614643097,-0.249979168176651
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2170204222202301,0.2772660255432129,0.28805026412010193,0.20544172823429108
4,-0.04324747622013092,0.003002665936946869,0.23394860327243805,0.15499350428581238,0.23778267204761505,0.11251980066299438,-0.04293885454535484,0.010515431873500347
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.256956547498703,0.21349623799324036,0.24332952499389648,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.32296645641326904,0.36820849776268005,0.3387985825538635,0.22068053483963013
invasion,0.22275975346565247,0.1896066963672638,0.27169278264045715,0.32296645641326904,0.9999999403953552,0.20131728053092957,0.14306187629699707,0.18923960626125336
(,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.33289089798927307,0.19621768593788147,0.1811249703168869,0.17931321263313293,0.40561532974243164
1968,-0.07854823768138885,-0.06641988456249237,0.07066072523593903,0.07431387901306152,-0.02320750057697296,-0.003176029771566391,-0.05545325204730034,-0.08543776720762253
),0.26259949803352356,0.24282371997833252,0.3267642855644226,0.3456730246543884,0.19962306320667267,0.18464873731136322,0.20446927845478058,0.42300865054130554
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.19455376267433167,0.2660219669342041,0.25911012291908264,0.31091248989105225
using,0.27984681725502014,0.13926532864570618,0.18766598403453827,0.28364112973213196,0.15350238978862762,0.24303312599658966,0.3004630506038666,0.2804589569568634
remastered,0.21410545706748962,0.1459120810031891,0.3026607036590576,0.2724844515323639,0.17055295407772064,0.31245505809783936,0.24229617416858673,0.21585533022880554
audio,0.1803951859474182,0.12462598830461502,0.12714031338691711,0.19614098966121674,0.06150125712156296,0.13559764623641968,0.15524418652057648,0.14977853000164032
tracks,0.1380288451910019,0.21923477947711945,0.16661454737186432,0.20449745655059814,0.10070628672838211,0.2629892826080322,0.12062852829694748,0.11127933114767075
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.2170204222202301,0.2772660255432129,0.28805026412010193,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.32296645641326904,0.36820849776268005,0.3387985825538635,0.22068053483963013
comprehensive,0.27661991119384766,0.1368580162525177,0.16357101500034332,0.24314838647842407,0.07489260286092758,0.11878203600645065,0.12317702174186707,0.28184229135513306
stage,0.15168409049510956,0.09690540283918381,0.2081151008605957,0.22652170062065125,0.16863790154457092,0.12895748019218445,0.16974130272865295,0.14916576445102692
notes,0.19507816433906555,0.16501405835151672,0.1465824991464615,0.20623527467250824,0.1045747771859169,0.08885509520769119,0.1849157214164734,0.23920853435993195
for,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.4739971458911896,0.16607917845249176,0.2846513092517853,0.28684258460998535,0.264628142118454
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.32296645641326904,0.36820849776268005,0.3387985825538635,0.22068053483963013
original,0.24651947617530823,0.18830199539661407,0.32203906774520874,0.4037000238895416,0.21284668147563934,0.5966677069664001,0.26045581698417664,0.17256900668144226
filming,0.25002869963645935,0.1776731312274933,0.27112850546836853,0.26945316791534424,0.23168490827083588,0.25278139114379883,0.27197712659835815,0.13230128586292267
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.19455376267433167,0.2660219669342041,0.25911012291908264,0.31091248989105225
for,0.3017193675041199,0.29294124245643616,0.3863949179649353,0.4739971458911896,0.16607917845249176,0.2846513092517853,0.28684258460998535,0.264628142118454
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.32296645641326904,0.36820849776268005,0.3387985825538635,0.22068053483963013
serial,0.1661187708377838,0.2029533088207245,0.1941850334405899,0.1900636851787567,0.12344727665185928,0.15902487933635712,0.18995042145252228,0.15233060717582703
's,0.02692362666130066,-0.04087831452488899,0.008974763564765453,-0.01540423184633255,-0.029328476637601852,0.06449723243713379,-0.028585107997059822,-0.023395681753754616
dvd,0.23432883620262146,0.1893305480480194,0.18561573326587677,0.20035067200660706,0.16139331459999084,0.22899359464645386,0.23104965686798096,0.21825559437274933
release,0.19122223556041718,0.25458085536956787,0.21360014379024506,0.2814774513244629,0.19984234869480133,0.20146232843399048,0.22886019945144653,0.14489315450191498
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.2543354034423828,0.3191297650337219,0.2988935708999634,0.20430970191955566
november,0.23963461816310883,0.2922213673591614,0.4240739941596985,0.25734350085258484,0.22509817779064178,0.15995390713214874,0.1350475549697876,0.3159552216529846
2006,-0.0008085015579126775,0.007006329949945211,-0.08876620978116989,0.11294147372245789,-0.017698105424642563,0.028748473152518272,0.15235428512096405,-0.1194092258810997
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.25034767389297485,0.2504246234893799,0.3143177330493927,0.4130953550338745
