,who,won,the,super,bowl,mvp,?
denver,0.20955970883369446,0.1950361430644989,0.2052404284477234,0.24589714407920837,0.2861449718475342,0.31021052598953247,0.1520889848470688
linebacker,0.18917565047740936,0.225408673286438,0.19719967246055603,0.28596732020378113,0.4219481945037842,0.4722055494785309,0.15540370345115662
von,0.1834137886762619,0.2075154185295105,0.21817399561405182,0.09019782394170761,0.05615047365427017,0.17494645714759827,0.13907472789287567
miller,0.2093905359506607,0.23692351579666138,0.21601076424121857,0.1263037472963333,0.12768206000328064,0.17567558586597443,0.1295081228017807
was,0.3318818509578705,0.35383549332618713,0.48711544275283813,0.21420986950397491,0.21915455162525177,0.23143374919891357,0.18412111699581146
named,0.38541290163993835,0.19112984836101532,0.3521348536014557,0.2206273078918457,0.18541297316551208,0.25624191761016846,0.1297498345375061
super,0.1819351613521576,0.23658764362335205,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.3814384639263153,0.166326642036438
bowl,0.09189514070749283,0.2380966693162918,0.21576224267482758,0.4848237931728363,1.0,0.5169888734817505,0.21118052303791046
mvp,0.15547040104866028,0.3954806625843048,0.19830666482448578,0.3814384639263153,0.5169888734817505,0.9999998807907104,0.19954749941825867
",",0.3365725874900818,0.35968565940856934,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2245774120092392,0.31091248989105225
recording,0.1975584477186203,0.20692621171474457,0.2685704827308655,0.12307024002075195,0.12853030860424042,0.12834443151950836,0.18037092685699463
five,0.22190363705158234,0.2007865458726883,0.41977158188819885,0.16316142678260803,0.20672158896923065,0.1957017183303833,0.18342848122119904
solo,0.19703449308872223,0.192239910364151,0.1489274650812149,0.1858709752559662,0.19199752807617188,0.18715620040893555,0.1560981124639511
tackles,0.22380411624908447,0.22496803104877472,0.19076409935951233,0.23457856476306915,0.34894615411758423,0.38997599482536316,0.20188532769680023
",",0.3365725874900818,0.35968565940856934,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2245774120092392,0.31091248989105225
2½,0.048578135669231415,0.0158112533390522,0.028328148648142815,0.056470829993486404,0.06224267557263374,0.07660257816314697,-0.02855924889445305
sacks,0.16894300282001495,0.25312867760658264,0.23296904563903809,0.14356042444705963,0.2921851873397827,0.2858697175979614,0.0761517658829689
",",0.3365725874900818,0.35968565940856934,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.2245774120092392,0.31091248989105225
and,0.41279885172843933,0.2795773446559906,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.16702094674110413,0.20544172823429108
two,0.2791741192340851,0.24457098543643951,0.43858039379119873,0.19097526371479034,0.20622028410434723,0.1452360302209854,0.19645625352859497
forced,0.35712045431137085,0.17926622927188873,0.2571122944355011,0.14922793209552765,0.1976994276046753,0.14319473505020142,0.17547516524791718
fumbles,0.2144661247730255,0.23817771673202515,0.21007823944091797,0.31058406829833984,0.38857853412628174,0.38671132922172546,0.1826416552066803
.,0.3541337847709656,0.3011801838874817,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.19778521358966827,0.4130953550338745
,who,won,the,super,bowl,mvp,?
the,0.3733934462070465,0.29432493448257446,1.0,0.21959073841571808,0.21576224267482758,0.19830666482448578,0.22068053483963013
broncos,0.1763724684715271,0.29654255509376526,0.25985947251319885,0.36141330003738403,0.4351775348186493,0.43668341636657715,0.18377114832401276
took,0.2481452226638794,0.34129559993743896,0.31657639145851135,0.111402727663517,0.11772479861974716,0.1460648775100708,0.14109265804290771
an,0.2848317325115204,0.15845894813537598,0.4207492768764496,0.09755856543779373,0.13908697664737701,0.11566589027643204,0.19793890416622162
early,0.23985694348812103,0.1712951511144638,0.34442198276519775,0.10942362248897552,0.14853668212890625,0.10013651102781296,0.15272949635982513
lead,0.19455209374427795,0.22018463909626007,0.21995973587036133,0.13247919082641602,0.1691603809595108,0.19544458389282227,0.14552436769008636
in,0.2792111933231354,0.3280489146709442,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.15104249119758606,0.20430970191955566
super,0.1819351613521576,0.23658764362335205,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.3814384639263153,0.166326642036438
bowl,0.09189514070749283,0.2380966693162918,0.21576224267482758,0.4848237931728363,1.0,0.5169888734817505,0.21118052303791046
50,0.0322180911898613,0.1270197182893753,0.03602437674999237,0.0833745002746582,0.005446359980851412,0.045483801513910294,0.030512850731611252
and,0.41279885172843933,0.2795773446559906,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.16702094674110413,0.20544172823429108
never,0.36659350991249084,0.2536896765232086,0.31617826223373413,0.2512718141078949,0.14113658666610718,0.2175123244524002,0.24137508869171143
trailed,0.22292272746562958,0.17532546818256378,0.3216854929924011,0.19099454581737518,0.12463924288749695,0.08986775577068329,0.2317388355731964
.,0.3541337847709656,0.3011801838874817,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.19778521358966827,0.4130953550338745
