,what,direction,do,ctenophore,swim,?
hence,0.31971827149391174,0.2359190732240677,0.2449936419725418,0.23774579167366028,0.028409680351614952,0.23041710257530212
ctenophores,0.2505159080028534,0.16985143721103668,0.33553314208984375,0.9598069787025452,0.2598913908004761,0.2054179310798645
usually,0.32521089911460876,0.23541799187660217,0.3498661518096924,0.3207569420337677,0.2686179578304291,0.19435347616672516
swim,0.17765571177005768,0.1839824914932251,0.2101353406906128,0.2824084758758545,1.0,0.122484490275383
in,0.30808621644973755,0.17485231161117554,0.23402775824069977,0.1891518235206604,0.20269060134887695,0.20430970191955566
the,0.42745697498321533,0.28851455450057983,0.30239659547805786,0.2813475728034973,0.2316722571849823,0.22068053483963013
direction,0.25776705145835876,1.0000001192092896,0.18628260493278503,0.20763809978961945,0.1839824914932251,0.10739318281412125
in,0.30808621644973755,0.17485231161117554,0.23402775824069977,0.1891518235206604,0.20269060134887695,0.20430970191955566
which,0.5261979103088379,0.2687985599040985,0.31153854727745056,0.38271984457969666,0.2563098669052124,0.25814583897590637
the,0.42745697498321533,0.28851455450057983,0.30239659547805786,0.2813475728034973,0.2316722571849823,0.22068053483963013
mouth,0.18337541818618774,0.12997707724571228,0.17105767130851746,0.30706852674484253,0.33030644059181213,0.21761061251163483
is,0.28837618231773376,0.2159055918455124,0.30895981192588806,0.23042532801628113,0.1920640468597412,0.22961433231830597
pointing,0.3673347234725952,0.3910498023033142,0.33133676648139954,0.2854160666465759,0.17430786788463593,0.284930557012558
",",0.3087472915649414,0.23287029564380646,0.3283645510673523,0.18335451185703278,0.19196674227714539,0.31091248989105225
unlike,0.25655338168144226,0.1768455058336258,0.3842500150203705,0.32336705923080444,0.23599137365818024,0.12876726686954498
jellyfish,0.19957445561885834,0.12149614840745926,0.2380506843328476,0.604741632938385,0.4157913029193878,0.16284534335136414
.,0.3567904531955719,0.23911777138710022,0.3613996207714081,0.2398306131362915,0.2804950177669525,0.4130953550338745
