,civil,disobedience,is,mainly,performed,by,what,population,group,?
for,0.1685788929462433,0.23370130360126495,0.43268078565597534,0.3777714967727661,0.26222237944602966,0.3248702883720398,0.3017193675041199,0.13321557641029358,0.24519909918308258,0.264628142118454
instance,0.12078451365232468,0.25085586309432983,0.33154773712158203,0.26981955766677856,0.1699124574661255,0.2297389805316925,0.3862040638923645,0.15569144487380981,0.2163051962852478,0.30205854773521423
",",0.24795588850975037,0.2878543734550476,0.4691906273365021,0.3616383671760559,0.2933148443698883,0.3680937886238098,0.3087472915649414,0.2967977225780487,0.2809832692146301,0.31091248989105225
if,0.12512178719043732,0.20446431636810303,0.30927813053131104,0.1642468422651291,0.1322559118270874,0.2429230511188507,0.5277165174484253,0.16919416189193726,0.18005385994911194,0.4441644251346588
the,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.3790479004383087,0.239950031042099,0.4408751428127289,0.42745697498321533,0.32044094800949097,0.30795547366142273,0.22068053483963013
head,0.05735510215163231,0.11627155542373657,0.23193342983722687,0.164851114153862,0.1052413135766983,0.20694006979465485,0.18919230997562408,0.1859448105096817,0.11742282658815384,0.10879309475421906
of,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.3325652480125427,0.16441160440444946,0.3646814823150635,0.33290785551071167,0.3060894012451172,0.25542253255844116,0.1826142966747284
government,0.30626749992370605,0.39617401361465454,0.20343491435050964,0.20839311182498932,0.11699540913105011,0.24235671758651733,0.28074538707733154,0.3017103970050812,0.1905447095632553,0.18851417303085327
of,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.3325652480125427,0.16441160440444946,0.3646814823150635,0.33290785551071167,0.3060894012451172,0.25542253255844116,0.1826142966747284
a,0.21693918108940125,0.25352153182029724,0.658733606338501,0.3235919773578644,0.18003734946250916,0.32094135880470276,0.3320399522781372,0.2345738559961319,0.2594761848449707,0.23916715383529663
country,0.2076026201248169,0.2641947567462921,0.24409033358097076,0.23737698793411255,0.1726980209350586,0.24224938452243805,0.22705033421516418,0.3190978467464447,0.2667160928249359,0.12647280097007751
were,0.2641898989677429,0.28859755396842957,0.29386836290359497,0.30168282985687256,0.26362738013267517,0.4406847059726715,0.22298263013362885,0.17721828818321228,0.2810588777065277,0.17890112102031708
to,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.31092169880867004,0.18510960042476654,0.33534231781959534,0.455847829580307,0.19776633381843567,0.2672896385192871,0.29463258385658264
refuse,0.20696480572223663,0.46560195088386536,0.20586010813713074,0.17945580184459686,0.14333243668079376,0.20828798413276672,0.3386227488517761,0.10110749304294586,0.16165532171726227,0.24834518134593964
to,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.31092169880867004,0.18510960042476654,0.33534231781959534,0.455847829580307,0.19776633381843567,0.2672896385192871,0.29463258385658264
enforce,0.3218132555484772,0.45003432035446167,0.26115718483924866,0.226189985871315,0.12417127937078476,0.19583843648433685,0.335531085729599,0.11452922224998474,0.151487797498703,0.2633580267429352
a,0.21693918108940125,0.25352153182029724,0.658733606338501,0.3235919773578644,0.18003734946250916,0.32094135880470276,0.3320399522781372,0.2345738559961319,0.2594761848449707,0.23916715383529663
decision,0.25410568714141846,0.35355138778686523,0.2514069080352783,0.09984305500984192,0.13911987841129303,0.28215938806533813,0.32053670287132263,0.18322820961475372,0.1984897255897522,0.2796577215194702
of,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.3325652480125427,0.16441160440444946,0.3646814823150635,0.33290785551071167,0.3060894012451172,0.25542253255844116,0.1826142966747284
that,0.16867391765117645,0.3551425039768219,0.3995479643344879,0.34029021859169006,0.18835227191448212,0.37496164441108704,0.6297725439071655,0.20048558712005615,0.3089635670185089,0.32716336846351624
country,0.2076026201248169,0.2641947567462921,0.24409033358097076,0.23737698793411255,0.1726980209350586,0.24224938452243805,0.22705033421516418,0.3190978467464447,0.2667160928249359,0.12647280097007751
's,-0.06354409456253052,0.027719656005501747,0.02396530658006668,0.08966390043497086,0.05618653818964958,-0.010884488001465797,0.02692362666130066,0.012951160781085491,-0.01093533169478178,-0.023395681753754616
highest,0.16038212180137634,0.16652023792266846,0.27460670471191406,0.21104617416858673,0.14682994782924652,0.18297813832759857,0.19637788832187653,0.2780616283416748,0.12142857909202576,0.11527936160564423
court,0.23601488769054413,0.3648757040500641,0.20797641575336456,0.1332738697528839,0.182982936501503,0.21938012540340424,0.23440583050251007,0.15899904072284698,0.158669114112854,0.17100423574447632
",",0.24795588850975037,0.2878543734550476,0.4691906273365021,0.3616383671760559,0.2933148443698883,0.3680937886238098,0.3087472915649414,0.2967977225780487,0.2809832692146301,0.31091248989105225
it,0.17707513272762299,0.2648297846317291,0.6328473687171936,0.35846462845802307,0.23260155320167542,0.40926623344421387,0.45803478360176086,0.30431556701660156,0.2364906221628189,0.25732165575027466
would,0.16814836859703064,0.29806897044181824,0.33626067638397217,0.17373420298099518,0.19782991707324982,0.28394925594329834,0.45766422152519226,0.13726437091827393,0.15431860089302063,0.37178951501846313
not,0.18740713596343994,0.38157403469085693,0.3776007890701294,0.26378560066223145,0.1827661693096161,0.291808545589447,0.5449194312095642,0.19793428480625153,0.235062375664711,0.41942933201789856
be,0.18061059713363647,0.2944406270980835,0.4819129705429077,0.2596750557422638,0.1736411154270172,0.43158695101737976,0.3929833769798279,0.15517795085906982,0.21518005430698395,0.3324260413646698
civil,1.0,0.5442691445350647,0.16941262781620026,0.13029970228672028,0.12082292884588242,0.15479567646980286,0.15091551840305328,0.13675513863563538,0.07985135167837143,0.1494513899087906
disobedience,0.5442691445350647,1.0,0.21453623473644257,0.20085574686527252,0.23244498670101166,0.2563513219356537,0.3298627436161041,0.18535636365413666,0.2244253009557724,0.19890835881233215
",",0.24795588850975037,0.2878543734550476,0.4691906273365021,0.3616383671760559,0.2933148443698883,0.3680937886238098,0.3087472915649414,0.2967977225780487,0.2809832692146301,0.31091248989105225
since,0.1963212639093399,0.12802569568157196,0.3567592203617096,0.2603267729282379,0.20215238630771637,0.32704517245292664,0.29783400893211365,0.26756051182746887,0.18875163793563843,0.2876587212085724
the,0.2477465271949768,0.30963727831840515,0.5823672413825989,0.3790479004383087,0.239950031042099,0.4408751428127289,0.42745697498321533,0.32044094800949097,0.30795547366142273,0.22068053483963013
head,0.05735510215163231,0.11627155542373657,0.23193342983722687,0.164851114153862,0.1052413135766983,0.20694006979465485,0.18919230997562408,0.1859448105096817,0.11742282658815384,0.10879309475421906
of,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.3325652480125427,0.16441160440444946,0.3646814823150635,0.33290785551071167,0.3060894012451172,0.25542253255844116,0.1826142966747284
government,0.30626749992370605,0.39617401361465454,0.20343491435050964,0.20839311182498932,0.11699540913105011,0.24235671758651733,0.28074538707733154,0.3017103970050812,0.1905447095632553,0.18851417303085327
would,0.16814836859703064,0.29806897044181824,0.33626067638397217,0.17373420298099518,0.19782991707324982,0.28394925594329834,0.45766422152519226,0.13726437091827393,0.15431860089302063,0.37178951501846313
be,0.18061059713363647,0.2944406270980835,0.4819129705429077,0.2596750557422638,0.1736411154270172,0.43158695101737976,0.3929833769798279,0.15517795085906982,0.21518005430698395,0.3324260413646698
acting,0.1544818878173828,0.23182977735996246,0.1378737837076187,0.12688137590885162,0.28238070011138916,0.17587925493717194,0.2151678204536438,0.12294165045022964,0.12075438350439072,0.15597198903560638
in,0.26466667652130127,0.3054615259170532,0.5394441485404968,0.353954017162323,0.27994897961616516,0.370934396982193,0.30808621644973755,0.3268454372882843,0.2304753065109253,0.20430970191955566
her,0.17531102895736694,0.32259857654571533,0.22762010991573334,0.18986472487449646,0.2769303619861603,0.2393665909767151,0.2733216881752014,0.11481227725744247,0.17449431121349335,0.20310723781585693
or,0.12588919699192047,0.2553665041923523,0.41870999336242676,0.3305221498012543,0.17481353878974915,0.30274316668510437,0.33867141604423523,0.17320232093334198,0.30503612756729126,0.32389625906944275
his,0.18942002952098846,0.3585605025291443,0.24372583627700806,0.2393304705619812,0.27903127670288086,0.3107621967792511,0.26976513862609863,0.09705021977424622,0.16220685839653015,0.18075084686279297
capacity,0.06974108517169952,0.1605696976184845,0.17435728013515472,0.1370461881160736,0.09252669662237167,0.09945812076330185,0.16428391635417938,0.29278284311294556,0.11503082513809204,0.17383241653442383
as,0.18100082874298096,0.25773370265960693,0.43216490745544434,0.2864932119846344,0.24694512784481049,0.3815547823905945,0.31749409437179565,0.22002090513706207,0.2519444227218628,0.27043893933296204
public,0.26383864879608154,0.3216745853424072,0.1980048567056656,0.23676154017448425,0.1965046525001526,0.23323717713356018,0.1729622185230255,0.17543046176433563,0.15871590375900269,0.19872993230819702
official,0.1858832836151123,0.1414945125579834,0.21236078441143036,0.13217619061470032,0.1504468023777008,0.2104732245206833,0.18967986106872559,0.20457418262958527,0.10512427240610123,0.18097688257694244
rather,0.1287601739168167,0.2947552800178528,0.2886356711387634,0.2966676652431488,0.11058235913515091,0.2593236565589905,0.3923804461956024,0.14702756702899933,0.21904946863651276,0.3053998053073883
than,0.12293031066656113,0.1432173252105713,0.2839990258216858,0.23105445504188538,0.11172352731227875,0.2015816867351532,0.29388150572776794,0.21814648807048798,0.19962939620018005,0.24917294085025787
private,0.2123924046754837,0.25349682569503784,0.1420905888080597,0.19859904050827026,0.15262877941131592,0.18554414808750153,0.16778090596199036,0.1066690981388092,0.22237253189086914,0.14389030635356903
citizen,0.20000368356704712,0.2703973650932312,0.20740796625614166,0.13273321092128754,0.16281065344810486,0.1757236272096634,0.20342512428760529,0.28390786051750183,0.1448848843574524,0.1601516604423523
.,0.2541380822658539,0.2603943943977356,0.4569662809371948,0.3128255009651184,0.2417089343070984,0.3936232924461365,0.3567904531955719,0.26950228214263916,0.27268800139427185,0.4130953550338745
