,what,company,had,a,contest,to,win,a,free,super,bowl,commercial,?
quickbooks,0.32950910925865173,0.2871352434158325,0.2560007870197296,0.3290599584579468,0.15614621341228485,0.388448566198349,0.16642826795578003,0.3290599584579468,0.3495238125324249,0.2533237636089325,0.24517272412776947,0.28941214084625244,0.33220136165618896
sponsored,0.11231818050146103,0.3296874463558197,0.16959363222122192,0.18844401836395264,0.24587011337280273,0.1753130853176117,0.24317149817943573,0.18844401836395264,0.20167304575443268,0.1619618982076645,0.15806248784065247,0.28658050298690796,0.12262218445539474
a,0.3320399522781372,0.22037413716316223,0.34897568821907043,1.0,0.229091614484787,0.45503583550453186,0.2358047515153885,1.0,0.23877057433128357,0.26005712151527405,0.19533146917819977,0.2696971893310547,0.23916715383529663
``,0.008517155423760414,-0.11237407475709915,0.0518546998500824,0.07272057235240936,0.04525066912174225,0.06720756739377975,0.08500690013170242,0.07272057235240936,-0.03257644176483154,0.012585706077516079,-0.004176590591669083,-0.07633309066295624,0.0685480609536171
small,0.2504110634326935,0.12259259819984436,0.2837340235710144,0.41262131929397583,0.1103823333978653,0.3054737150669098,0.0710756778717041,0.41262131929397583,0.2059100866317749,0.18981891870498657,0.1552436202764511,0.21057932078838348,0.13914890587329865
business,0.21758167445659637,0.4683041572570801,0.2212827354669571,0.2670866549015045,0.16115210950374603,0.28079214692115784,0.17770202457904816,0.2670866549015045,0.16774776577949524,0.09769033640623093,0.08380642533302307,0.3763678967952728,0.1545659303665161
big,0.2788069546222687,0.1937519758939743,0.27328622341156006,0.29998910427093506,0.1867656260728836,0.25193607807159424,0.19773463904857635,0.29998910427093506,0.15658064186573029,0.21466001868247986,0.25230276584625244,0.2387457937002182,0.20497842133045197
game,0.2246788740158081,0.19029217958450317,0.18758456408977509,0.23211604356765747,0.24918979406356812,0.2540906071662903,0.2969452738761902,0.23211604356765747,0.12691602110862732,0.3480181396007538,0.2413962334394455,0.20594170689582825,0.1829071193933487
'',0.08143015950918198,0.04412749409675598,0.024004416540265083,0.04890415817499161,0.07599218189716339,-0.009905828163027763,0.027431504800915718,0.04890415817499161,-0.018491532653570175,-0.02655862085521221,-0.008809788152575493,-0.03676767647266388,0.018684765323996544
contest,0.23279163241386414,0.18119753897190094,0.17754459381103516,0.229091614484787,1.0000001192092896,0.20070356130599976,0.40417715907096863,0.229091614484787,0.15106257796287537,0.16601161658763885,0.20366907119750977,0.1535993218421936,0.18081821501255035
",",0.3087472915649414,0.2697763442993164,0.35487717390060425,0.427140474319458,0.26351213455200195,0.44245919585227966,0.2999197840690613,0.427140474319458,0.2434854805469513,0.22322475910186768,0.1810409277677536,0.26546892523765564,0.31091248989105225
in,0.30808621644973755,0.22141718864440918,0.385026752948761,0.539380669593811,0.3096996545791626,0.45010748505592346,0.2503834664821625,0.539380669593811,0.25575435161590576,0.18576006591320038,0.17236235737800598,0.2615188956260681,0.20430970191955566
which,0.5261979103088379,0.25990763306617737,0.3188965916633606,0.56894451379776,0.18239639699459076,0.5345056653022766,0.16484159231185913,0.56894451379776,0.25454452633857727,0.25759580731391907,0.23468568921089172,0.28039100766181946,0.25814583897590637
death,0.2267695665359497,0.1059088408946991,0.2926282584667206,0.16249743103981018,0.10098680108785629,0.19568277895450592,0.16341707110404968,0.16249743103981018,0.12239740043878555,0.03774981200695038,0.15333175659179688,0.06466281414031982,0.21149799227714539
wish,0.4103936553001404,0.20549477636814117,0.2631490230560303,0.2952733337879181,0.16978420317173004,0.4275972843170166,0.22313077747821808,0.2952733337879181,0.24624298512935638,0.15227778255939484,0.12229014933109283,0.16475896537303925,0.35864195227622986
coffee,0.20077385008335114,0.23402269184589386,0.12434262037277222,0.2200593799352646,0.17565950751304626,0.1756085306406021,0.17750300467014313,0.2200593799352646,0.14819340407848358,0.07279377430677414,0.24137148261070251,0.2191660851240158,0.1695348024368286
had,0.23849567770957947,0.19269630312919617,0.9999999403953552,0.34897568821907043,0.17754459381103516,0.37984350323677063,0.20253686606884003,0.34897568821907043,0.10895809531211853,0.17216899991035461,0.1661457121372223,0.15119320154190063,0.20728366076946259
a,0.3320399522781372,0.22037413716316223,0.34897568821907043,1.0,0.229091614484787,0.45503583550453186,0.2358047515153885,1.0,0.23877057433128357,0.26005712151527405,0.19533146917819977,0.2696971893310547,0.23916715383529663
30-second,0.2115969955921173,0.05657489225268364,0.17997312545776367,0.3324473798274994,0.1457606554031372,0.265219122171402,0.26542726159095764,0.3324473798274994,0.17601285874843597,0.2004479467868805,0.19167320430278778,0.11541673541069031,0.18454498052597046
commercial,0.12070754915475845,0.2870384752750397,0.15119320154190063,0.2696971893310547,0.1535993218421936,0.2572329044342041,0.14689676463603973,0.2696971893310547,0.22110521793365479,0.20105868577957153,0.16026756167411804,1.0,0.04216946288943291
aired,0.1692323386669159,0.1785302758216858,0.20218732953071594,0.1767585724592209,0.23271557688713074,0.18075093626976013,0.19302259385585785,0.1767585724592209,0.13047800958156586,0.22168377041816711,0.1768631637096405,0.2026880383491516,0.22283338010311127
free,0.22754132747650146,0.16017454862594604,0.10895809531211853,0.23877057433128357,0.15106257796287537,0.2913753390312195,0.14623193442821503,0.23877057433128357,1.0,0.08672431856393814,0.09584306180477142,0.22110521793365479,0.1278279572725296
of,0.33290785551071167,0.20467796921730042,0.37755560874938965,0.5052502155303955,0.2265491932630539,0.41548454761505127,0.18048720061779022,0.5052502155303955,0.2430545836687088,0.14718765020370483,0.2243070751428604,0.21107374131679535,0.1826142966747284
charge,0.23255030810832977,0.20915955305099487,0.2643797695636749,0.2415132075548172,0.1310151219367981,0.22747951745986938,0.1384342461824417,0.2415132075548172,0.22856684029102325,0.08463805913925171,0.09958714991807938,0.0973002091050148,0.0958876758813858
courtesy,0.29687967896461487,0.1326783150434494,0.20452700555324554,0.22637400031089783,0.24623355269432068,0.26306912302970886,0.14906886219978333,0.22637400031089783,0.15509194135665894,0.11121920496225357,0.12175236642360687,0.09759218990802765,0.34395626187324524
of,0.33290785551071167,0.20467796921730042,0.37755560874938965,0.5052502155303955,0.2265491932630539,0.41548454761505127,0.18048720061779022,0.5052502155303955,0.2430545836687088,0.14718765020370483,0.2243070751428604,0.21107374131679535,0.1826142966747284
quickbooks,0.32950910925865173,0.2871352434158325,0.2560007870197296,0.3290599584579468,0.15614621341228485,0.388448566198349,0.16642826795578003,0.3290599584579468,0.3495238125324249,0.2533237636089325,0.24517272412776947,0.28941214084625244,0.33220136165618896
.,0.3567904531955719,0.266353577375412,0.37348684668540955,0.50484299659729,0.20280277729034424,0.4645031690597534,0.25577837228775024,0.50484299659729,0.238864928483963,0.2757420241832733,0.21516893804073334,0.2460125982761383,0.4130953550338745
