,when,did,building,activity,in,the,palaces,and,churches,take,place,in,the,later,decades,of,?
building,0.2712017297744751,0.14995639026165009,0.9999998807907104,0.1788443773984909,0.3256937265396118,0.3159640431404114,0.45260006189346313,0.2593274712562561,0.3717002272605896,0.16868546605110168,0.27535727620124817,0.3256937265396118,0.3159640431404114,0.165168896317482,0.17490029335021973,0.26200541853904724,0.13549931347370148
activity,0.2616889178752899,0.15278087556362152,0.1788443773984909,1.0,0.2278560847043991,0.28331097960472107,0.13446113467216492,0.21878264844417572,0.12658976018428802,0.22282294929027557,0.20737852156162262,0.2278560847043991,0.28331097960472107,0.20655234158039093,0.30088046193122864,0.23575159907341003,0.19043973088264465
occurred,0.221700981259346,0.2772168517112732,0.19634056091308594,0.297708660364151,0.3479720652103424,0.3372073173522949,0.19995030760765076,0.21147121489048004,0.16585421562194824,0.22378355264663696,0.2989155650138855,0.3479720652103424,0.3372073173522949,0.2057097852230072,0.21973471343517303,0.31296631693840027,0.15880417823791504
in,0.4431333839893341,0.2593238651752472,0.3256937265396118,0.2278560847043991,1.0,0.6662389636039734,0.2948485314846039,0.4954058527946472,0.2825169265270233,0.21975718438625336,0.38128477334976196,1.0,0.6662389636039734,0.40857815742492676,0.3152613043785095,0.5696388483047485,0.20430970191955566
numerous,0.18119986355304718,0.18944735825061798,0.09186944365501404,0.24990135431289673,0.30740252137184143,0.3353725075721741,0.26258549094200134,0.3871175944805145,0.19018560647964478,0.13573098182678223,0.08598902076482773,0.30740252137184143,0.3353725075721741,0.2792588174343109,0.29956960678100586,0.3024154603481293,0.0875130444765091
noble,0.11239586770534515,0.1576092541217804,0.1027335599064827,0.05784007906913757,0.21956220269203186,0.2295120358467102,0.22847874462604523,0.1789873242378235,0.15905652940273285,0.11751187592744827,0.2018064260482788,0.21956220269203186,0.2295120358467102,0.15903609991073608,0.08669861406087875,0.24601131677627563,0.11942308396100998
palaces,0.20836691558361053,0.18020297586917877,0.45260006189346313,0.13446113467216492,0.2948485314846039,0.30388665199279785,1.0000001192092896,0.32273492217063904,0.44932982325553894,0.178484708070755,0.2706816494464874,0.2948485314846039,0.30388665199279785,0.2406705617904663,0.26145708560943604,0.3081806004047394,0.1447763592004776
and,0.4716290831565857,0.34479495882987976,0.2593274712562561,0.21878264844417572,0.4954058527946472,0.5171257257461548,0.32273492217063904,1.0,0.27674582600593567,0.296702116727829,0.2813849449157715,0.4954058527946472,0.5171257257461548,0.4216292202472687,0.2763746976852417,0.5116966962814331,0.20544172823429108
churches,0.168574258685112,0.21651899814605713,0.3717002272605896,0.12658976018428802,0.2825169265270233,0.2626241147518158,0.44932982325553894,0.27674582600593567,1.0000001192092896,0.16503378748893738,0.17099058628082275,0.2825169265270233,0.2626241147518158,0.19975055754184723,0.23903027176856995,0.29080384969711304,0.19824735820293427
during,0.46721696853637695,0.30679523944854736,0.22258397936820984,0.30104607343673706,0.4627237319946289,0.4838213622570038,0.3065136671066284,0.36462149024009705,0.17486855387687683,0.27423176169395447,0.3239164352416992,0.4627237319946289,0.4838213622570038,0.4405536353588104,0.3439232110977173,0.3869180977344513,0.1325719803571701
the,0.5091903209686279,0.34736719727516174,0.3159640431404114,0.28331097960472107,0.6662389636039734,1.0,0.30388665199279785,0.5171257257461548,0.2626241147518158,0.31620436906814575,0.4179787337779999,0.6662389636039734,1.0,0.4060266613960266,0.3027496635913849,0.733189046382904,0.22068053483963013
later,0.4627884030342102,0.38386887311935425,0.165168896317482,0.20655234158039093,0.40857815742492676,0.4060266613960266,0.2406705617904663,0.4216292202472687,0.19975055754184723,0.26801127195358276,0.1757110208272934,0.40857815742492676,0.4060266613960266,1.0,0.35460954904556274,0.3458743393421173,0.1417175978422165
decades,0.23122262954711914,0.2064380794763565,0.17490029335021973,0.30088046193122864,0.3152613043785095,0.3027496635913849,0.26145708560943604,0.2763746976852417,0.23903027176856995,0.08028022199869156,0.12204737961292267,0.3152613043785095,0.3027496635913849,0.35460954904556274,0.9999999403953552,0.22400543093681335,0.06808225065469742
of,0.3757161796092987,0.2513895630836487,0.26200541853904724,0.23575159907341003,0.5696388483047485,0.733189046382904,0.3081806004047394,0.5116966962814331,0.29080384969711304,0.29282352328300476,0.2685627043247223,0.5696388483047485,0.733189046382904,0.3458743393421173,0.22400543093681335,1.0,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.3159640431404114,0.28331097960472107,0.6662389636039734,1.0,0.30388665199279785,0.5171257257461548,0.2626241147518158,0.31620436906814575,0.4179787337779999,0.6662389636039734,1.0,0.4060266613960266,0.3027496635913849,0.733189046382904,0.22068053483963013
17th,0.1468975991010666,0.0865093395113945,0.09576163440942764,0.10660991072654724,0.17784206569194794,0.2679309546947479,0.09514446556568146,0.2645922303199768,0.10984448343515396,0.04632816091179848,0.15205663442611694,0.17784206569194794,0.2679309546947479,0.11907929182052612,0.13629157841205597,0.19377021491527557,0.096589595079422
century,0.22992412745952606,0.2333737462759018,0.2541314363479614,0.15890401601791382,0.3174034655094147,0.3617299497127533,0.3212285041809082,0.2726690471172333,0.3198547661304474,0.09767493605613708,0.23797056078910828,0.3174034655094147,0.3617299497127533,0.3003331124782562,0.4128934442996979,0.2826060354709625,0.1026201918721199
.,0.475719153881073,0.35288307070732117,0.275610089302063,0.23696304857730865,0.5591574311256409,0.5934505462646484,0.2457732856273651,0.588965117931366,0.28599661588668823,0.3045158088207245,0.2844318151473999,0.5591574311256409,0.5934505462646484,0.3488861322402954,0.25086674094200134,0.5352458953857422,0.4130953550338745
