,when,was,doctor,who,created,?
since,0.42774689197540283,0.4384658932685852,0.10913390666246414,0.27765995264053345,0.3311106860637665,0.2876587212085724
the,0.5091903209686279,0.48711544275283813,0.2820442318916321,0.3733934462070465,0.3539263904094696,0.22068053483963013
creation,0.23488734662532806,0.26162147521972656,0.10115256160497665,0.242827370762825,0.6769822835922241,0.2407430112361908
of,0.3757161796092987,0.4069072902202606,0.16895952820777893,0.2827862501144409,0.32043445110321045,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.2820442318916321,0.3733934462070465,0.3539263904094696,0.22068053483963013
doctor,0.16867952048778534,0.19672659039497375,0.9999999403953552,0.3504868149757385,0.1847328394651413,0.1462511420249939
who,0.48282691836357117,0.3318818509578705,0.3504868149757385,0.9999998807907104,0.25695955753326416,0.26220351457595825
character,0.23474615812301636,0.22428974509239197,0.3171660602092743,0.31209835410118103,0.27948078513145447,0.18056271970272064
by,0.4376842677593231,0.4752357602119446,0.13681447505950928,0.39727845788002014,0.3492257595062256,0.17966607213020325
bbc,0.19045519828796387,0.19087861478328705,0.32370132207870483,0.2086644321680069,0.17093682289123535,0.20556949079036713
television,0.19077982008457184,0.2516675293445587,0.31410008668899536,0.2515988349914551,0.20606790482997894,0.16825827956199646
in,0.4431333839893341,0.45514053106307983,0.25567495822906494,0.2792111933231354,0.2843434810638428,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,0.2820442318916321,0.3733934462070465,0.3539263904094696,0.22068053483963013
early,0.32107013463974,0.4148794412612915,0.11427591741085052,0.23985694348812103,0.1666138917207718,0.15272949635982513
1960s,-0.23030318319797516,-0.029007330536842346,0.0001723367749946192,-0.1590687334537506,-0.060080595314502716,-0.08257022500038147
",",0.36674630641937256,0.45456063747406006,0.20407600700855255,0.3365725874900818,0.2755771577358246,0.31091248989105225
a,0.44397395849227905,0.4508470594882965,0.22883038222789764,0.36608949303627014,0.30777761340141296,0.23916715383529663
myriad,0.19503439962863922,0.07815293967723846,0.19040165841579437,0.23618441820144653,0.08527672290802002,0.2808535397052765
of,0.3757161796092987,0.4069072902202606,0.16895952820777893,0.2827862501144409,0.32043445110321045,0.1826142966747284
stories,0.17480595409870148,0.20611076056957245,0.20147667825222015,0.3021683990955353,0.1727452129125595,0.20536305010318756
have,0.40555819869041443,0.2863433063030243,0.17649078369140625,0.39246654510498047,0.23259617388248444,0.32991164922714233
been,0.3339833617210388,0.518218457698822,0.12184444069862366,0.3295723795890808,0.27173078060150146,0.24354910850524902
published,0.1944759637117386,0.2896443009376526,0.1912035495042801,0.16961833834648132,0.30163079500198364,0.16280238330364227
about,0.3835894465446472,0.2577359974384308,0.18911071121692657,0.3477841317653656,0.24654363095760345,0.302409827709198
doctor,0.16867952048778534,0.19672659039497375,0.9999999403953552,0.3504868149757385,0.1847328394651413,0.1462511420249939
who,0.48282691836357117,0.3318818509578705,0.3504868149757385,0.9999998807907104,0.25695955753326416,0.26220351457595825
",",0.36674630641937256,0.45456063747406006,0.20407600700855255,0.3365725874900818,0.2755771577358246,0.31091248989105225
in,0.4431333839893341,0.45514053106307983,0.25567495822906494,0.2792111933231354,0.2843434810638428,0.20430970191955566
different,0.3098631203174591,0.16638538241386414,0.11029156297445297,0.27202165126800537,0.20649270713329315,0.24476227164268494
media,0.13395696878433228,0.17841780185699463,0.08406877517700195,0.14310432970523834,0.14014939963817596,0.1571006178855896
:,-0.04432349652051926,0.002802103292196989,-0.004988687578588724,-0.0025186005514115095,-0.073984295129776,-0.07156077772378922
apart,0.335334450006485,0.1961895227432251,0.13531620800495148,0.12844504415988922,0.1630740463733673,0.11720603704452515
from,0.405669629573822,0.31171464920043945,0.15658842027187347,0.27839982509613037,0.18235871195793152,0.19969791173934937
the,0.5091903209686279,0.48711544275283813,0.2820442318916321,0.3733934462070465,0.3539263904094696,0.22068053483963013
actual,0.3111655116081238,0.2121414989233017,0.125965416431427,0.21539604663848877,0.2267783284187317,0.20405827462673187
television,0.19077982008457184,0.2516675293445587,0.31410008668899536,0.2515988349914551,0.20606790482997894,0.16825827956199646
episodes,0.20127248764038086,0.157072052359581,0.2920081615447998,0.20461446046829224,0.2122613936662674,0.21740183234214783
that,0.5860282182693481,0.33670201897621155,0.2390732765197754,0.45444270968437195,0.3583657741546631,0.32716336846351624
continue,0.3227532207965851,0.19536785781383514,0.1502450406551361,0.1937696784734726,0.19750073552131653,0.23903685808181763
to,0.5423505902290344,0.3636345863342285,0.22950075566768646,0.42656609416007996,0.2592601478099823,0.29463258385658264
be,0.4451393485069275,0.42228707671165466,0.1729569286108017,0.3371641933917999,0.22345785796642303,0.3324260413646698
