,where,were,luther,'s,hymns,included,?
luther,0.15538732707500458,0.18652333319187164,1.0,-0.009990512393414974,0.30894896388053894,0.14399166405200958,0.1732746809720993
's,0.0007701900321990252,0.007088581565767527,-0.009990512393414974,0.9999999403953552,0.018269306048750877,-0.041006240993738174,-0.023395681753754616
hymns,0.14633356034755707,0.23257111012935638,0.30894896388053894,0.018269306048750877,1.0000001192092896,0.1899758130311966,0.17695237696170807
were,0.2363632768392563,1.0000001192092896,0.18652333319187164,0.007088581565767527,0.23257111012935638,0.42708900570869446,0.17890112102031708
included,0.18757428228855133,0.42708900570869446,0.14399166405200958,-0.041006240993738174,0.1899758130311966,1.0,0.14385655522346497
in,0.5344807505607605,0.3815755248069763,0.20523880422115326,-0.037580832839012146,0.1669730842113495,0.32433560490608215,0.20430970191955566
early,0.2230900675058365,0.39198037981987,0.20602326095104218,0.03384959325194359,0.2436460703611374,0.32205402851104736,0.15272949635982513
lutheran,0.16862212121486664,0.22986336052417755,0.7014965415000916,0.04349266365170479,0.41544732451438904,0.1375810205936432,0.1752520203590393
hymnals,0.25793975591659546,0.32876700162887573,0.2122572958469391,0.06051235273480415,0.7026025652885437,0.25509124994277954,0.14523909986019135
and,0.43859338760375977,0.42175528407096863,0.20796556770801544,0.06895173341035843,0.2313949018716812,0.3643590211868286,0.20544172823429108
spread,0.2061590999364853,0.19662760198116302,0.11462883651256561,0.003855166956782341,0.14986053109169006,0.15801236033439636,0.16482828557491302
the,0.5003893971443176,0.3906462490558624,0.1759674996137619,-0.01540423184633255,0.1660911738872528,0.3825419843196869,0.22068053483963013
ideas,0.22548840939998627,0.26104360818862915,0.27422600984573364,0.054914966225624084,0.3211154043674469,0.25138869881629944,0.2857283353805542
of,0.38066378235816956,0.34038281440734863,0.1719115972518921,-0.03817026689648628,0.23365463316440582,0.4391688108444214,0.1826142966747284
the,0.5003893971443176,0.3906462490558624,0.1759674996137619,-0.01540423184633255,0.1660911738872528,0.3825419843196869,0.22068053483963013
reformation,0.2131301313638687,0.29122281074523926,0.43711021542549133,0.012000528164207935,0.3835795521736145,0.1618148684501648,0.14843040704727173
.,0.41390106081962585,0.3378238379955292,0.24907569587230682,-0.003708066651597619,0.18507489562034607,0.25865867733955383,0.4130953550338745
