,who,besides,the,russians,are,often,left,out,of,the,colonialism,debat,?
contiguous,0.1273127645254135,0.258611798286438,0.3270845413208008,0.14683616161346436,0.3674498498439789,0.3680305778980255,0.131544291973114,0.21133506298065186,0.33367928862571716,0.3270845413208008,0.2580636143684387,0.1907474845647812,0.220851868391037
land,0.2111203372478485,0.1653757393360138,0.28587454557418823,0.296108603477478,0.1816364973783493,0.2129562497138977,0.12055045366287231,0.22960658371448517,0.3057127296924591,0.28587454557418823,0.3014930188655853,0.03517517074942589,0.1432059109210968
empires,0.2466461956501007,0.16223707795143127,0.33908694982528687,0.367168128490448,0.21162600815296173,0.21280336380004883,0.1182316467165947,0.19576957821846008,0.2870881259441376,0.33908694982528687,0.43898817896842957,0.14474919438362122,0.15503522753715515
such,0.2594927251338959,0.38709431886672974,0.3575236201286316,0.1453636735677719,0.4654397666454315,0.4611203372478485,0.12523086369037628,0.2411147654056549,0.3209529519081116,0.3575236201286316,0.16618719696998596,0.12664495408535004,0.17851735651493073
as,0.3923053741455078,0.4068778455257416,0.48381632566452026,0.15729990601539612,0.3826591968536377,0.405699223279953,0.24601076543331146,0.3124499022960663,0.3886612355709076,0.48381632566452026,0.18886442482471466,0.17676284909248352,0.27043893933296204
the,0.3733934462070465,0.367077499628067,1.0,0.3193589448928833,0.40399202704429626,0.38004449009895325,0.33113980293273926,0.39404502511024475,0.733189046382904,1.0,0.25141018629074097,0.251625657081604,0.22068053483963013
russian,0.24501226842403412,0.06885754317045212,0.24014991521835327,0.7069194316864014,0.140992671251297,0.1959075778722763,0.09493148326873779,0.11511187255382538,0.16226479411125183,0.24014991521835327,0.20030377805233002,0.12005992978811264,0.12951652705669403
or,0.31144875288009644,0.35654622316360474,0.4174870550632477,0.20011183619499207,0.5374364256858826,0.5791526436805725,0.19077488780021667,0.30417007207870483,0.3792596757411957,0.4174870550632477,0.17756415903568268,0.14982137084007263,0.32389625906944275
ottoman,0.20275089144706726,0.0826011449098587,0.2623080313205719,0.42368248105049133,0.0702381506562233,0.13392890989780426,0.09283982962369919,0.17724011838436127,0.239910289645195,0.2623080313205719,0.32015469670295715,0.2080734372138977,0.14455440640449524
are,0.27294138073921204,0.4436670243740082,0.40399202704429626,0.21518737077713013,1.0,0.5443448424339294,0.1584164947271347,0.31390950083732605,0.39081433415412903,0.40399202704429626,0.18540731072425842,0.18301922082901,0.24591213464736938
generally,0.3352776765823364,0.3360444903373718,0.41466525197029114,0.15636670589447021,0.5254502892494202,0.6262778043746948,0.14468777179718018,0.23811672627925873,0.3127037584781647,0.41466525197029114,0.23810379207134247,0.26502037048339844,0.23411904275417328
excluded,0.1973402202129364,0.15545599162578583,0.27489393949508667,0.22786010801792145,0.2539263665676117,0.23580917716026306,0.1456073671579361,0.2719366252422333,0.26745522022247314,0.27489393949508667,0.24754905700683594,0.1559293568134308,0.13902585208415985
from,0.27839982509613037,0.30681347846984863,0.40150508284568787,0.16668865084648132,0.2674213647842407,0.2687282860279083,0.2032279670238495,0.3196950852870941,0.4249346852302551,0.40150508284568787,0.21451672911643982,0.12751072645187378,0.19969791173934937
discussions,0.29736047983169556,0.3085721433162689,0.23374754190444946,0.22179578244686127,0.2836533188819885,0.3065450191497803,0.12393974512815475,0.28889429569244385,0.18749113380908966,0.23374754190444946,0.28799062967300415,0.4423495829105377,0.42490139603614807
of,0.2827862501144409,0.3665722906589508,0.733189046382904,0.19706182181835175,0.39081433415412903,0.3351972997188568,0.2218635529279709,0.34176841378211975,1.0,0.733189046382904,0.2704770565032959,0.2073325514793396,0.1826142966747284
colonialism,0.21862052381038666,0.17319121956825256,0.25141018629074097,0.2840268313884735,0.18540731072425842,0.27811336517333984,0.17514640092849731,0.17042195796966553,0.2704770565032959,0.25141018629074097,0.9999999403953552,0.23346717655658722,0.1519109606742859
.,0.3541337847709656,0.28636154532432556,0.5934505462646484,0.24829237163066864,0.3452940285205841,0.30710849165916443,0.28830423951148987,0.34234723448753357,0.5352458953857422,0.5934505462646484,0.22091162204742432,0.24114856123924255,0.4130953550338745
