,included,in,the,v,&,a,collection,is,dormer,window,dated,1523-35,from,which,european,chateau,?
european,0.21982693672180176,0.23319172859191895,0.3423081040382385,0.16175833344459534,0.15071523189544678,0.2254103124141693,0.10411082953214645,0.16083641350269318,0.11314263194799423,0.007913361303508282,0.13583698868751526,0.06976331770420074,0.2091801017522812,0.2234036773443222,0.9999998807907104,0.10420464724302292,0.14560863375663757
examples,0.3068247437477112,0.25567561388015747,0.30092597007751465,0.12880930304527283,0.14307698607444763,0.2633219361305237,0.25887519121170044,0.29282552003860474,0.13681179285049438,0.16435158252716064,0.11911138892173767,0.20617231726646423,0.24532081186771393,0.38271647691726685,0.16435566544532776,0.10456185042858124,0.19976599514484406
include,0.6415448784828186,0.28694382309913635,0.2951717972755432,0.053767889738082886,0.23156708478927612,0.18765322864055634,0.30674809217453003,0.28863582015037537,0.1706152856349945,0.09045740216970444,0.10577660799026489,0.0691300705075264,0.2679238021373749,0.33084139227867126,0.17434708774089813,0.11959052830934525,0.14925788342952728
a,0.23032639920711517,0.539380669593811,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.24716788530349731,0.658733606338501,0.2915867567062378,0.31414809823036194,0.19971038401126862,0.0209939144551754,0.322764128446579,0.56894451379776,0.2254103124141693,0.1929403841495514,0.23916715383529663
dormer,0.1559595763683319,0.2645403742790222,0.2452293336391449,0.08895350247621536,0.11065232753753662,0.2915867567062378,0.17675963044166565,0.23782192170619965,1.0,0.2187138944864273,0.08668840676546097,-0.03157486394047737,0.1576685756444931,0.1903606504201889,0.11314263194799423,0.15943823754787445,0.18288803100585938
window,0.09463769197463989,0.20484766364097595,0.21158993244171143,0.08704350143671036,0.04699843004345894,0.31414809823036194,0.19005724787712097,0.1938021332025528,0.2187138944864273,1.0,0.13497504591941833,0.18505972623825073,0.19005639851093292,0.23916590213775635,0.007913361303508282,0.20438669621944427,0.1323254108428955
dated,0.22547683119773865,0.1982845962047577,0.2046709507703781,0.06996108591556549,0.09943925589323044,0.19971038401126862,0.19724096357822418,0.13580690324306488,0.08668840676546097,0.13497504591941833,1.0000001192092896,0.10993852466344833,0.22167015075683594,0.215279221534729,0.13583698868751526,0.11037521809339523,0.215650275349617
1523–35,-0.064674511551857,-0.08680018782615662,-0.0573713518679142,-0.160467728972435,-0.13544858992099762,-0.05447971448302269,-0.11972599476575851,-0.16171586513519287,-0.14377304911613464,0.008453760296106339,-0.04548824951052666,0.03721614554524422,0.005261661950498819,-0.06292169541120529,-0.22189244627952576,-0.1568823903799057,-0.14153854548931122
from,0.2588649094104767,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.2754948139190674,0.27355384826660156,0.1576685756444931,0.19005639851093292,0.22167015075683594,0.045276790857315063,1.0,0.38755592703819275,0.2091801017522812,0.16344566643238068,0.19969791173934937
the,0.3825419843196869,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.5823672413825989,0.2452293336391449,0.21158993244171143,0.2046709507703781,0.09816186130046844,0.40150508284568787,0.6521818041801453,0.3423081040382385,0.2606658935546875,0.22068053483963013
chateau,0.18659329414367676,0.18064062297344208,0.2606658935546875,0.17987850308418274,0.1512862592935562,0.1929403841495514,0.1958194524049759,0.18273188173770905,0.15943823754787445,0.20438669621944427,0.11037521809339523,0.04965075105428696,0.16344566643238068,0.15005727112293243,0.10420464724302292,1.0000001192092896,0.1549227237701416
of,0.4391688108444214,0.5696388483047485,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.2915455996990204,0.4854315221309662,0.24706387519836426,0.17583231627941132,0.210488960146904,0.07466709613800049,0.4249346852302551,0.5011631846427917,0.2507138252258301,0.2681042551994324,0.1826142966747284
montal,0.19734781980514526,0.26381489634513855,0.28147053718566895,0.1549602895975113,0.11371107399463654,0.2740365266799927,0.17561794817447662,0.18801002204418182,0.20481018722057343,0.2629043757915497,0.14041373133659363,0.03459466993808746,0.20980362594127655,0.22241707146167755,0.1722632646560669,0.30095845460891724,0.11414201557636261
.,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4569662809371948,0.25003674626350403,0.2821446359157562,0.2194228619337082,0.08256939798593521,0.41536515951156616,0.45942068099975586,0.2095622420310974,0.2818315923213959,0.4130953550338745
