,in,what,year,was,the,south,african,schools,act,passed,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.3129390776157379,0.23305515944957733,0.22905772924423218,0.28682878613471985,0.3173406720161438,0.22068053483963013
south,0.33642083406448364,0.15388517081737518,0.18804097175598145,0.2792486846446991,0.3129390776157379,1.0000001192092896,0.45805707573890686,0.2044089287519455,0.10690037906169891,0.13747741281986237,0.12336621433496475
african,0.2008972465991974,0.11136822402477264,0.11106296628713608,0.20509590208530426,0.23305515944957733,0.45805707573890686,1.0000001192092896,0.16710834205150604,0.16669043898582458,0.12208542227745056,0.11862778663635254
schools,0.2632134258747101,0.1820785105228424,0.1730971336364746,0.19736053049564362,0.22905772924423218,0.2044089287519455,0.16710834205150604,1.0,0.14299996197223663,0.19424062967300415,0.18349280953407288
act,0.22050046920776367,0.2622668445110321,0.18203769624233246,0.1887621134519577,0.28682878613471985,0.10690037906169891,0.16669043898582458,0.14299996197223663,1.0,0.4205443859100342,0.1482519507408142
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.33382371068000793,0.23470255732536316,0.265506386756897,0.2802577316761017,0.2703755795955658,0.1826142966747284
1996,0.07233931124210358,0.1822642683982849,0.06595204025506973,0.16684161126613617,0.10029517859220505,0.10360674560070038,0.030165627598762512,0.16285528242588043,0.01097580324858427,0.12407736480236053,0.18022380769252777
recognises,0.2609596252441406,0.26039788126945496,0.15353095531463623,0.18628282845020294,0.3119901120662689,0.20980887115001678,0.16469217836856842,0.20685650408267975,0.262258380651474,0.2539662718772888,0.23097087442874908
two,0.36463531851768494,0.23363454639911652,0.2893567979335785,0.27166637778282166,0.43858039379119873,0.2434704750776291,0.20819143950939178,0.2389073520898819,0.14876075088977814,0.2263033390045166,0.19645625352859497
categories,0.1837518811225891,0.27071893215179443,0.2631838917732239,0.14794376492500305,0.2485581487417221,0.1633131504058838,0.19029635190963745,0.22869977355003357,0.19837301969528198,0.12036287784576416,0.3382010757923126
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.733189046382904,0.33382371068000793,0.23470255732536316,0.265506386756897,0.2802577316761017,0.2703755795955658,0.1826142966747284
schools,0.2632134258747101,0.1820785105228424,0.1730971336364746,0.19736053049564362,0.22905772924423218,0.2044089287519455,0.16710834205150604,1.0,0.14299996197223663,0.19424062967300415,0.18349280953407288
:,0.020521078258752823,-0.12022944539785385,0.05222936347126961,0.002802103292196989,-0.03403344005346298,-0.08850836753845215,-0.017626576125621796,-0.052466921508312225,-0.08496646583080292,-0.08653819561004639,-0.07156077772378922
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.012679691426455975,0.029072100296616554,0.025162741541862488,0.022541258484125137,0.019756430760025978,0.07749094814062119,0.013821362517774105,0.0685480609536171
public,0.29074716567993164,0.1729622185230255,0.1742739975452423,0.2513592839241028,0.22857438027858734,0.21266449987888336,0.1932130604982376,0.4260808527469635,0.2281842827796936,0.1715141236782074,0.19872993230819702
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.04456103965640068,0.041273195296525955,-0.04543294757604599,-0.016981130465865135,0.07826808094978333,-0.013956046663224697,0.05668391287326813,0.018684765323996544
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.33289089798927307,0.2013198882341385,0.16657890379428864,0.15322564542293549,0.1613895297050476,0.19568857550621033,0.40561532974243164
state-controlled,0.2993415594100952,0.3027670383453369,0.14913766086101532,0.2692604660987854,0.34728068113327026,0.2295094132423401,0.19336605072021484,0.2385188639163971,0.2909645140171051,0.3043060004711151,0.22625160217285156
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.3456730246543884,0.2002217173576355,0.14777451753616333,0.16219249367713928,0.15869061648845673,0.20017895102500916,0.42300865054130554
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.3140619993209839,0.2598888576030731,0.29319998621940613,0.2776535749435425,0.2603820264339447,0.20544172823429108
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.012679691426455975,0.029072100296616554,0.025162741541862488,0.022541258484125137,0.019756430760025978,0.07749094814062119,0.013821362517774105,0.0685480609536171
independent,0.2794609069824219,0.28752967715263367,0.16722868382930756,0.2497003674507141,0.2927691638469696,0.19521404802799225,0.14545753598213196,0.22231550514698029,0.16096672415733337,0.09947868436574936,0.11902587860822678
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.04456103965640068,0.041273195296525955,-0.04543294757604599,-0.016981130465865135,0.07826808094978333,-0.013956046663224697,0.05668391287326813,0.018684765323996544
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.33289089798927307,0.2013198882341385,0.16657890379428864,0.15322564542293549,0.1613895297050476,0.19568857550621033,0.40561532974243164
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2830964922904968,0.6521818041801453,0.24635352194309235,0.17172859609127045,0.23417861759662628,0.3216746747493744,0.2655104398727417,0.25814583897590637
includes,0.32460328936576843,0.17138352990150452,0.0900857225060463,0.2100689858198166,0.3388250470161438,0.22165009379386902,0.1725558340549469,0.17809028923511505,0.18004681169986725,0.1358122080564499,0.14011523127555847
traditional,0.2736763060092926,0.20066824555397034,0.14915040135383606,0.1784529834985733,0.25703898072242737,0.20087814331054688,0.2106591761112213,0.2547922730445862,0.13093474507331848,0.16206341981887817,0.1327509582042694
private,0.21135757863521576,0.16778090596199036,0.14490066468715668,0.18122155964374542,0.18291357159614563,0.16886739432811737,0.12125471979379654,0.4158569872379303,0.12148899585008621,0.1249404102563858,0.14389030635356903
schools,0.2632134258747101,0.1820785105228424,0.1730971336364746,0.19736053049564362,0.22905772924423218,0.2044089287519455,0.16710834205150604,1.0,0.14299996197223663,0.19424062967300415,0.18349280953407288
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.3140619993209839,0.2598888576030731,0.29319998621940613,0.2776535749435425,0.2603820264339447,0.20544172823429108
schools,0.2632134258747101,0.1820785105228424,0.1730971336364746,0.19736053049564362,0.22905772924423218,0.2044089287519455,0.16710834205150604,1.0,0.14299996197223663,0.19424062967300415,0.18349280953407288
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2830964922904968,0.6521818041801453,0.24635352194309235,0.17172859609127045,0.23417861759662628,0.3216746747493744,0.2655104398727417,0.25814583897590637
are,0.3841303884983063,0.29724663496017456,0.1750577986240387,0.3076191842556,0.40399202704429626,0.21281804144382477,0.20821034908294678,0.30816179513931274,0.22266654670238495,0.14285653829574585,0.24591213464736938
privately,0.2319118082523346,0.2628958523273468,0.23607435822486877,0.2908223271369934,0.22518745064735413,0.1640017181634903,0.14909541606903076,0.3279704749584198,0.1526455581188202,0.16434212028980255,0.1842089295387268
governed,0.2822141647338867,0.2713276147842407,0.15979395806789398,0.2891733646392822,0.3389590084552765,0.26389336585998535,0.1287996768951416,0.26262614130973816,0.28664612770080566,0.32150396704673767,0.12964454293251038
[,0.12324675917625427,0.010752761736512184,0.14371466636657715,0.03263993561267853,0.07130392640829086,0.07770932465791702,0.009082647040486336,0.11263703554868698,0.07060564309358597,-0.04289093241095543,0.011015460826456547
clarification,0.18623769283294678,0.48417627811431885,0.17095988988876343,0.20704537630081177,0.2771701216697693,0.14838603138923645,0.13559453189373016,0.2485867291688919,0.23905454576015472,0.19754958152770996,0.5103763937950134
needed,0.21117523312568665,0.3631289601325989,0.14477038383483887,0.227164626121521,0.3064746856689453,0.11007996648550034,0.1568935215473175,0.18041753768920898,0.19031214714050293,0.2887159585952759,0.2863257825374603
],-0.1088862195611,-0.03775298595428467,-0.09102598577737808,0.0001094614781322889,-0.04779602214694023,-0.0007390985265374184,0.08211999386548996,-0.06765652447938919,-0.012444280087947845,0.023964231833815575,-0.0022520492784678936
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.2798699140548706,0.22406414151191711,0.2752705216407776,0.2025400698184967,0.23110949993133545,0.4130953550338745
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.3456730246543884,0.2002217173576355,0.14777451753616333,0.16219249367713928,0.15869061648845673,0.20017895102500916,0.42300865054130554
