,what,was,the,english,title,of,polo,'s,book,?
the,0.42745697498321533,0.48711544275283813,1.0,0.23982001841068268,0.27465343475341797,0.733189046382904,0.2024979293346405,-0.01540423184633255,0.2652374505996704,0.22068053483963013
account,0.27991923689842224,0.23784546554088593,0.21117976307868958,0.2410379946231842,0.1816079169511795,0.19751501083374023,0.06185473874211311,0.03217689320445061,0.22382546961307526,0.34417325258255005
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.17198967933654785,0.18969319760799408,1.0,0.14895640313625336,-0.03817026689648628,0.22602593898773193,0.1826142966747284
his,0.26976513862609863,0.4405253231525421,0.4394008219242096,0.20864935219287872,0.22620166838169098,0.38364991545677185,0.20779156684875488,0.047556519508361816,0.2672714293003082,0.18075084686279297
travels,0.17787288129329681,0.18229380249977112,0.31547650694847107,0.13647931814193726,0.11991381645202637,0.2645129859447479,0.25498852133750916,-0.01169153768569231,0.24392686784267426,0.06471772491931915
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3339248597621918,0.2202284336090088,0.4946078956127167,0.22882264852523804,-0.0016132977325469255,0.23644568026065826,0.31091248989105225
il,0.1050143614411354,0.18549999594688416,0.1370319128036499,0.027731511741876602,0.15159685909748077,0.12688671052455902,0.1893255114555359,-0.05337368696928024,0.15678605437278748,0.13250555098056793
milione,0.12532605230808258,0.3070276975631714,0.2964675724506378,0.19235335290431976,0.16083362698554993,0.26730403304100037,0.24184201657772064,0.02468130737543106,0.24365192651748657,0.17277778685092926
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.3194602429866791,0.24515381455421448,0.35032153129577637,0.16928136348724365,0.0012731997994706035,0.18474207818508148,0.40561532974243164
or,0.33867141604423523,0.2330796718597412,0.4174870550632477,0.1728663295507431,0.19265349209308624,0.3792596757411957,0.16971367597579956,0.06871571391820908,0.20177242159843445,0.32389625906944275
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3339248597621918,0.2202284336090088,0.4946078956127167,0.22882264852523804,-0.0016132977325469255,0.23644568026065826,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.23982001841068268,0.27465343475341797,0.733189046382904,0.2024979293346405,-0.01540423184633255,0.2652374505996704,0.22068053483963013
million,0.22197039425373077,0.24203833937644958,0.277012437582016,0.09735317528247833,0.0937146544456482,0.21686489880084991,0.0714544728398323,0.05079329386353493,0.16719138622283936,0.23092924058437347
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3339248597621918,0.2202284336090088,0.4946078956127167,0.22882264852523804,-0.0016132977325469255,0.23644568026065826,0.31091248989105225
known,0.20381177961826324,0.35203275084495544,0.3624623417854309,0.19519339501857758,0.18283337354660034,0.35814476013183594,0.15582098066806793,0.008368984796106815,0.15559889376163483,0.18314571678638458
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.19623121619224548,0.2263992726802826,0.5696388483047485,0.2033374309539795,-0.037580832839012146,0.2527170181274414,0.20430970191955566
english,0.25060737133026123,0.23000946640968323,0.23982001841068268,0.9999999403953552,0.23430563509464264,0.17198967933654785,0.1482112556695938,0.04063878208398819,0.22143475711345673,0.23251567780971527
as,0.31749409437179565,0.3677520453929901,0.48381632566452026,0.2722744047641754,0.2520829439163208,0.3886612355709076,0.20138460397720337,-0.05775856226682663,0.23037776350975037,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,1.0,0.23982001841068268,0.27465343475341797,0.733189046382904,0.2024979293346405,-0.01540423184633255,0.2652374505996704,0.22068053483963013
travels,0.17787288129329681,0.18229380249977112,0.31547650694847107,0.13647931814193726,0.11991381645202637,0.2645129859447479,0.25498852133750916,-0.01169153768569231,0.24392686784267426,0.06471772491931915
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.17198967933654785,0.18969319760799408,1.0,0.14895640313625336,-0.03817026689648628,0.22602593898773193,0.1826142966747284
marco,0.13363252580165863,0.20019342005252838,0.19851668179035187,0.1080072745680809,0.10320036113262177,0.13104216754436493,0.46034806966781616,0.003531950293108821,0.13786958158016205,0.14696723222732544
polo,0.0791943222284317,0.19987893104553223,0.2024979293346405,0.1482112556695938,0.11912417411804199,0.14895640313625336,1.0,0.07122837752103806,0.1331433206796646,0.10919596254825592
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.32298287749290466,0.2601674497127533,0.3680361211299896,0.19124482572078705,0.021107977256178856,0.19147184491157532,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3339248597621918,0.2202284336090088,0.4946078956127167,0.22882264852523804,-0.0016132977325469255,0.23644568026065826,0.31091248989105225
appeared,0.1569073647260666,0.35842156410217285,0.30265679955482483,0.21657972037792206,0.1587473601102829,0.24007049202919006,0.13497361540794373,0.005701994989067316,0.22453369200229645,0.1384376585483551
about,0.47976887226104736,0.2577359974384308,0.37995871901512146,0.20378147065639496,0.1422974169254303,0.40939709544181824,0.12700994312763214,-0.020936643704771996,0.29224592447280884,0.302409827709198
the,0.42745697498321533,0.48711544275283813,1.0,0.23982001841068268,0.27465343475341797,0.733189046382904,0.2024979293346405,-0.01540423184633255,0.2652374505996704,0.22068053483963013
year,0.15184831619262695,0.3209837079048157,0.3609684407711029,0.19212706387043,0.1854516863822937,0.2578314542770386,0.1485489457845688,-0.04087831452488899,0.22317370772361755,0.18315006792545319
1299,0.1766982227563858,0.08136274665594101,0.11451897025108337,-0.00024252025468740612,0.12083426117897034,0.023886382579803467,0.07307345420122147,-0.06354425847530365,0.06605488061904907,0.13320811092853546
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2881386876106262,0.26782113313674927,0.5352458953857422,0.24272365868091583,-0.003708066651597619,0.21435262262821198,0.4130953550338745
