,how,was,the,efficiency,of,a,steam,engine,typically,evaluated,?
the,0.33890387415885925,0.48711544275283813,1.0,0.18687312304973602,0.733189046382904,0.5829201340675354,0.23105813562870026,0.21651263535022736,0.33345210552215576,0.22912544012069702,0.22068053483963013
historical,0.18125665187835693,0.18540561199188232,0.30835282802581787,0.10355577617883682,0.3218611776828766,0.25390249490737915,0.14287911355495453,0.06470729410648346,0.14415784180164337,0.19393020868301392,0.1665111482143402
measure,0.4155798852443695,0.17550566792488098,0.2528008222579956,0.3919772505760193,0.22469913959503174,0.2953258156776428,0.17990431189537048,0.21745719015598297,0.3182799518108368,0.3121691048145294,0.22092340886592865
of,0.2480744868516922,0.4069072902202606,0.733189046382904,0.22438649833202362,1.0,0.5052502155303955,0.20239725708961487,0.17095594108104706,0.28964799642562866,0.1642480045557022,0.1826142966747284
a,0.29312583804130554,0.4508470594882965,0.5829201340675354,0.17706015706062317,0.5052502155303955,1.0,0.2141898274421692,0.24768835306167603,0.37909039855003357,0.22426749765872955,0.23916715383529663
steam,0.13796336948871613,0.16913670301437378,0.23105813562870026,0.33753904700279236,0.20239725708961487,0.2141898274421692,1.0000001192092896,0.4921848475933075,0.19133950769901276,0.05650212615728378,0.113324373960495
engine,0.15099172294139862,0.205611914396286,0.21651263535022736,0.39888638257980347,0.17095594108104706,0.24768835306167603,0.4921848475933075,1.0,0.1880103349685669,0.1948871612548828,0.17739196121692657
's,-0.026164190843701363,0.008974763564765453,-0.01540423184633255,0.018245456740260124,-0.03817026689648628,0.04866964742541313,0.03992457315325737,0.044662050902843475,0.06449899077415466,-0.08606182783842087,-0.023395681753754616
energy,0.24522052705287933,0.15364649891853333,0.26756542921066284,0.5554596185684204,0.26257598400115967,0.21513298153877258,0.3110866844654083,0.29777294397354126,0.27057453989982605,0.23098993301391602,0.14860127866268158
efficiency,0.27076834440231323,0.14263302087783813,0.18687312304973602,1.0000001192092896,0.22438649833202362,0.17706015706062317,0.33753904700279236,0.39888638257980347,0.362712025642395,0.353547066450119,0.14680004119873047
was,0.16678167879581451,1.0000001192092896,0.48711544275283813,0.14263302087783813,0.4069072902202606,0.4508470594882965,0.16913670301437378,0.205611914396286,0.15949344635009766,0.1817651093006134,0.18412111699581146
its,0.22449488937854767,0.3518870174884796,0.559237003326416,0.27381739020347595,0.48690423369407654,0.4424409866333008,0.16099195182323456,0.2350696474313736,0.271512508392334,0.20069584250450134,0.15103481709957123
``,-0.01591024175286293,-0.012679691426455975,0.029072100296616554,0.12320355325937271,0.06780257821083069,0.07272057235240936,-0.11058172583580017,0.021642690524458885,0.1426737904548645,0.15232786536216736,0.0685480609536171
duty,0.17767222225666046,0.21336720883846283,0.18581759929656982,0.2453238070011139,0.19598819315433502,0.19311612844467163,0.27534788846969604,0.1556289941072464,0.2388562113046646,0.1422499567270279,0.20404963195323944
'',-0.0029843549709767103,0.04456103965640068,0.041273195296525955,-0.04472188279032707,0.13035868108272552,0.04890415817499161,0.0038136597722768784,0.046407122164964676,-0.03433295339345932,0.058242686092853546,0.018684765323996544
.,0.3287222981452942,0.40146201848983765,0.5934505462646484,0.220932275056839,0.5352458953857422,0.50484299659729,0.22855372726917267,0.21814921498298645,0.25537845492362976,0.23092851042747498,0.4130953550338745
