,which,rival,'s,tribes,did,genghis,khan,famously,measure,against,the,linchpin,?
he,0.3415409028530121,0.2673666775226593,0.024063590914011,0.13748790323734283,0.3292143940925598,0.28288567066192627,0.24136358499526978,0.36332669854164124,0.14718124270439148,0.29170042276382446,0.4571082592010498,0.25976255536079407,0.2089974731206894
was,0.2830964922904968,0.2730695903301239,0.008974763564765453,0.16813719272613525,0.41399896144866943,0.3037589192390442,0.23483267426490784,0.355729341506958,0.17550566792488098,0.22972732782363892,0.48711544275283813,0.2556026577949524,0.18412111699581146
also,0.6566565632820129,0.257612407207489,-0.0014726108638569713,0.20175498723983765,0.39334940910339355,0.2539297640323639,0.21398134529590607,0.35007303953170776,0.25485968589782715,0.29948410391807556,0.6021018624305725,0.2679872512817383,0.21848613023757935
ruthless,0.2517106533050537,0.2971806824207306,0.047378797084093094,0.29675716161727905,0.2432250827550888,0.3459116220474243,0.2127847671508789,0.2237153798341751,0.18644218146800995,0.3746649920940399,0.2379554659128189,0.14967094361782074,0.20988626778125763
",",0.3658004403114319,0.16514593362808228,-0.0016132977325469255,0.19590550661087036,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.22724135220050812,0.18738344311714172,0.31168749928474426,0.4933079481124878,0.3469429016113281,0.31091248989105225
demonstrated,0.2616734206676483,0.16917447745800018,-0.06748194992542267,0.053078725934028625,0.2299390286207199,0.1325482726097107,0.06975400447845459,0.2398015558719635,0.2681012749671936,0.260562002658844,0.2412586510181427,0.1072789877653122,0.1947716772556305
by,0.40543368458747864,0.20744259655475616,-0.010884488001465797,0.18261399865150452,0.18574509024620056,0.22102472186088562,0.13558374345302582,0.3099360466003418,0.2567248046398163,0.24816733598709106,0.4408751428127289,0.21444758772850037,0.17966607213020325
his,0.32283493876457214,0.3003861904144287,0.047556519508361816,0.13524490594863892,0.3546801507472992,0.3744826912879944,0.26570460200309753,0.38425859808921814,0.1327473223209381,0.26457494497299194,0.4394008219242096,0.2814021110534668,0.18075084686279297
tactic,0.2580454647541046,0.19093866646289825,0.05268511176109314,0.22916153073310852,0.1650000512599945,0.2130085825920105,0.15212100744247437,0.18931066989898682,0.22280253469944,0.338830828666687,0.2670030891895294,0.1812199503183365,0.20583149790763855
of,0.5011631846427917,0.16546274721622467,-0.03817026689648628,0.21502000093460083,0.2513895630836487,0.2938849925994873,0.17124508321285248,0.19045132398605347,0.22469913959503174,0.2669808566570282,0.733189046382904,0.2575305998325348,0.1826142966747284
measuring,0.31819865107536316,0.06673279404640198,0.004822881426662207,0.09338691085577011,0.12658174335956573,0.15559937059879303,0.10619558393955231,0.1511816382408142,0.8148848414421082,0.12914693355560303,0.29231998324394226,0.20766863226890564,0.16787901520729065
against,0.27554041147232056,0.3255358636379242,-0.0006242102244868875,0.26453661918640137,0.22514554858207703,0.2344937026500702,0.10938236117362976,0.17698602378368378,0.12283092737197876,1.0,0.3090755045413971,0.15316204726696014,0.18095137178897858
the,0.6521818041801453,0.2149961143732071,-0.01540423184633255,0.26830655336380005,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.2580169141292572,0.2528008222579956,0.3090755045413971,1.0,0.316195011138916,0.22068053483963013
linchpin,0.22923104465007782,0.1795443743467331,-0.016983993351459503,0.12875418365001678,0.13751952350139618,0.22941772639751434,0.2080150693655014,0.23041220009326935,0.2380835860967636,0.15316204726696014,0.316195011138916,1.0,0.24256527423858643
",",0.3658004403114319,0.16514593362808228,-0.0016132977325469255,0.19590550661087036,0.3015086054801941,0.2891939878463745,0.19700400531291962,0.22724135220050812,0.18738344311714172,0.31168749928474426,0.4933079481124878,0.3469429016113281,0.31091248989105225
used,0.414506196975708,0.09733264893293381,0.00600846204906702,0.126210555434227,0.30443844199180603,0.08568748086690903,0.07771505415439606,0.2153656929731369,0.37946778535842896,0.16741667687892914,0.3718377649784088,0.24872846901416779,0.22430120408535004
against,0.27554041147232056,0.3255358636379242,-0.0006242102244868875,0.26453661918640137,0.22514554858207703,0.2344937026500702,0.10938236117362976,0.17698602378368378,0.12283092737197876,1.0,0.3090755045413971,0.15316204726696014,0.18095137178897858
the,0.6521818041801453,0.2149961143732071,-0.01540423184633255,0.26830655336380005,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.2580169141292572,0.2528008222579956,0.3090755045413971,1.0,0.316195011138916,0.22068053483963013
tribes,0.17691141366958618,0.11277337372303009,0.045371316373348236,0.9999999403953552,0.17429257929325104,0.4128517806529999,0.2990405559539795,0.03729192167520523,0.09272707998752594,0.26453661918640137,0.26830655336380005,0.12875418365001678,0.08824794739484787
led,0.21040768921375275,0.22246243059635162,-0.01628696173429489,0.19628427922725677,0.3213953971862793,0.24070851504802704,0.1513843536376953,0.21391251683235168,0.1783449947834015,0.3520243763923645,0.3267505168914795,0.11688737571239471,0.09273858368396759
by,0.40543368458747864,0.20744259655475616,-0.010884488001465797,0.18261399865150452,0.18574509024620056,0.22102472186088562,0.13558374345302582,0.3099360466003418,0.2567248046398163,0.24816733598709106,0.4408751428127289,0.21444758772850037,0.17966607213020325
jamukha,0.2822272479534149,0.14450418949127197,0.04738704860210419,0.3528141975402832,0.15834690630435944,0.5128103494644165,0.6142362356185913,0.23957236111164093,0.11527667939662933,0.13284339010715485,0.26145488023757935,0.22878703474998474,0.20055611431598663
.,0.45942068099975586,0.14835117757320404,-0.003708066651597619,0.10744687169790268,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.23403842747211456,0.23919615149497986,0.28705209493637085,0.5934505462646484,0.3573334813117981,0.4130953550338745
