,when,did,genghis,khan,become,great,khan,?
genghis,0.19557388126850128,0.18339850008487701,1.0,0.5896923542022705,0.15036962926387787,0.3619271516799927,0.5896923542022705,0.18813461065292358
khan,0.16355718672275543,0.155345618724823,0.5896923542022705,1.0,0.11089524626731873,0.22385743260383606,1.0,0.12862591445446014
united,0.2490900456905365,0.21137088537216187,0.17949295043945312,0.15458068251609802,0.2240391969680786,0.21104222536087036,0.15458068251609802,0.17266890406608582
the,0.5091903209686279,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.31731709837913513,0.2822027802467346,0.21067845821380615,0.22068053483963013
mongol,0.17596986889839172,0.17534953355789185,0.6244974732398987,0.5576101541519165,0.08675400912761688,0.25146108865737915,0.5576101541519165,0.12849251925945282
and,0.4716290831565857,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.3416603207588196,0.2591964602470398,0.22885166108608246,0.20544172823429108
turkic,0.11039523780345917,0.15844887495040894,0.46669715642929077,0.39127790927886963,0.10420426726341248,0.19335775077342987,0.39127790927886963,0.16415703296661377
tribes,0.14379605650901794,0.17429257929325104,0.4128517806529999,0.2990405559539795,0.09846927970647812,0.20757634937763214,0.2990405559539795,0.08824794739484787
of,0.3757161796092987,0.2513895630836487,0.2938849925994873,0.17124508321285248,0.31678006052970886,0.3168134391307831,0.17124508321285248,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.3448939025402069,0.21067845821380615,0.31731709837913513,0.2822027802467346,0.21067845821380615,0.22068053483963013
steppes,0.17078709602355957,0.17785964906215668,0.37381798028945923,0.29208433628082275,0.18345262110233307,0.25244101881980896,0.29208433628082275,0.1251925528049469
and,0.4716290831565857,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.3416603207588196,0.2591964602470398,0.22885166108608246,0.20544172823429108
became,0.32363733649253845,0.3632316589355469,0.2328619807958603,0.19657786190509796,0.6258460283279419,0.12078429013490677,0.19657786190509796,0.11374033987522125
great,0.2342798113822937,0.2083706259727478,0.3619271516799927,0.22385743260383606,0.18103040754795074,1.0,0.22385743260383606,0.13135133683681488
khan,0.16355718672275543,0.155345618724823,0.5896923542022705,1.0,0.11089524626731873,0.22385743260383606,1.0,0.12862591445446014
in,0.4431333839893341,0.2593238651752472,0.224680557847023,0.1527150720357895,0.23238378763198853,0.23348836600780487,0.1527150720357895,0.20430970191955566
1206,0.03357153385877609,0.0955093652009964,-0.09944344311952591,-0.023192433640360832,-0.003040601499378681,-0.059764474630355835,-0.023192433640360832,0.02363857440650463
.,0.475719153881073,0.35288307070732117,0.25373268127441406,0.19819748401641846,0.32859939336776733,0.2178412526845932,0.19819748401641846,0.4130953550338745
