,which,late,night,comedy,host,show,played,immediately,after,super,bowl,50,ended,?
as,0.41006597876548767,0.2612197697162628,0.1724044382572174,0.18734407424926758,0.19779783487319946,0.30768129229545593,0.27623358368873596,0.31441888213157654,0.3014480769634247,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.15908659994602203,0.27043893933296204
opposed,0.274840384721756,0.20742709934711456,0.12236370146274567,0.1579069197177887,0.110040582716465,0.13424715399742126,0.1739940494298935,0.24675597250461578,0.26686835289001465,0.09677048772573471,0.12780041992664337,0.018364163115620613,0.31593480706214905,0.23428945243358612
to,0.5345056653022766,0.25809016823768616,0.1691640168428421,0.1824766844511032,0.18300798535346985,0.29833272099494934,0.14824016392230988,0.4378962814807892,0.37890323996543884,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.26005783677101135,0.29463258385658264
broadcasts,0.27346399426460266,0.23134420812129974,0.23029617965221405,0.28006961941719055,0.3819787800312042,0.3729591369628906,0.31882402300834656,0.1587292104959488,0.16529613733291626,0.14410768449306488,0.1704699546098709,-0.02806718461215496,0.22146715223789215,0.1364026516675949
of,0.5011631846427917,0.21690747141838074,0.19958451390266418,0.16859161853790283,0.1709926575422287,0.21383242309093475,0.21120788156986237,0.27121785283088684,0.3867455720901489,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.27636510133743286,0.1826142966747284
primetime,0.2996532618999481,0.3390914499759674,0.3350503742694855,0.47551941871643066,0.36881589889526367,0.4598112106323242,0.2692875266075134,0.11686363816261292,0.2168678492307663,0.19532322883605957,0.2709728479385376,-0.03380995988845825,0.305345356464386,0.22593814134597778
series,0.2484029233455658,0.23181812465190887,0.21364882588386536,0.45254021883010864,0.23367413878440857,0.41789430379867554,0.30888867378234863,0.09892065078020096,0.22890618443489075,0.29289674758911133,0.17257773876190186,0.09745223820209503,0.27482372522354126,0.1709602326154709
",",0.3658004403114319,0.3051932752132416,0.24717365205287933,0.17748676240444183,0.26840344071388245,0.31928569078445435,0.2987361550331116,0.30129873752593994,0.38860568404197693,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2682836353778839,0.31091248989105225
cbs,0.18413257598876953,0.2876780033111572,0.2562546133995056,0.3580200672149658,0.3517177104949951,0.4361982047557831,0.3057832419872284,0.15114961564540863,0.17707926034927368,0.23111854493618011,0.2528696060180664,-0.030295440927147865,0.26536181569099426,0.14594407379627228
broadcast,0.26385819911956787,0.2440132200717926,0.2727527320384979,0.3186076879501343,0.3716462254524231,0.43468156456947327,0.2580784261226654,0.1586511880159378,0.18175733089447021,0.1449931412935257,0.18237876892089844,-0.01586120016872883,0.2243213951587677,0.15760008990764618
special,0.3709421753883362,0.10394775867462158,0.18552255630493164,0.20138753950595856,0.1924252212047577,0.2602277398109436,0.1065249815583229,0.13171973824501038,0.16394950449466705,0.2675681412220001,0.188632994890213,0.010398488491773605,0.13777250051498413,0.29623302817344666
episodes,0.20309853553771973,0.19589118659496307,0.26141563057899475,0.39643019437789917,0.20558714866638184,0.5198086500167847,0.2595805823802948,0.15225867927074432,0.20068928599357605,0.1847994029521942,0.13556480407714844,0.08056033402681351,0.25975075364112854,0.21740183234214783
of,0.5011631846427917,0.21690747141838074,0.19958451390266418,0.16859161853790283,0.1709926575422287,0.21383242309093475,0.21120788156986237,0.27121785283088684,0.3867455720901489,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.27636510133743286,0.1826142966747284
its,0.5154205560684204,0.21946582198143005,0.21172314882278442,0.12177159637212753,0.20300376415252686,0.2273027002811432,0.07027525454759598,0.22540052235126495,0.29879069328308105,0.14685668051242828,0.15285100042819977,0.0038639872800558805,0.207168310880661,0.15103481709957123
late,0.2546604573726654,1.0,0.3757637143135071,0.27465590834617615,0.28515103459358215,0.296935498714447,0.15429921448230743,0.20083104074001312,0.32546740770339966,0.12748323380947113,0.11694638431072235,-0.038068849593400955,0.39961302280426025,0.11339222639799118
night,0.24596846103668213,0.3757637143135071,0.9999998807907104,0.2949121594429016,0.2506274878978729,0.24048173427581787,0.20886245369911194,0.14538763463497162,0.20353135466575623,0.14823408424854279,0.19687917828559875,-0.028557976707816124,0.12751516699790955,0.13794848322868347
talk,0.26754334568977356,0.16403940320014954,0.1791652888059616,0.2242358773946762,0.20748791098594666,0.32384613156318665,0.11849764734506607,0.21608464419841766,0.18291951715946198,0.1057947501540184,0.16495637595653534,0.005458502098917961,0.20135146379470825,0.6033820509910583
shows,0.33303946256637573,0.24820064008235931,0.23572643101215363,0.2899321913719177,0.2533979117870331,0.6561359167098999,0.19039420783519745,0.18554022908210754,0.22265245020389557,0.09714256972074509,0.16048383712768555,0.1053934171795845,0.2312035709619522,0.2040930688381195
as,0.41006597876548767,0.2612197697162628,0.1724044382572174,0.18734407424926758,0.19779783487319946,0.30768129229545593,0.27623358368873596,0.31441888213157654,0.3014480769634247,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.15908659994602203,0.27043893933296204
its,0.5154205560684204,0.21946582198143005,0.21172314882278442,0.12177159637212753,0.20300376415252686,0.2273027002811432,0.07027525454759598,0.22540052235126495,0.29879069328308105,0.14685668051242828,0.15285100042819977,0.0038639872800558805,0.207168310880661,0.15103481709957123
lead-out,0.30268046259880066,0.23020373284816742,0.2228076159954071,0.1811528205871582,0.23178331553936005,0.21156848967075348,0.2223014235496521,0.3385847210884094,0.3606547713279724,0.19523125886917114,0.28199392557144165,0.04654529318213463,0.30180594325065613,0.17134928703308105
programs,0.36594220995903015,0.1942386031150818,0.17778612673282623,0.3689352869987488,0.3237572908401489,0.37699204683303833,0.1985708773136139,0.13010239601135254,0.18444788455963135,0.15785470604896545,0.1329975724220276,0.012408391572535038,0.17320860922336578,0.16452431678771973
for,0.44095608592033386,0.2018979787826538,0.16021959483623505,0.22553135454654694,0.2458597868680954,0.3141973614692688,0.31373727321624756,0.25647589564323425,0.3650246858596802,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.25393593311309814,0.264628142118454
super,0.25759580731391907,0.12748323380947113,0.14823408424854279,0.11701611429452896,0.14729782938957214,0.16737808287143707,0.21511296927928925,0.17856846749782562,0.1987018883228302,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.13366666436195374,0.166326642036438
bowl,0.23468568921089172,0.11694638431072235,0.19687917828559875,0.1653931438922882,0.17551401257514954,0.19135026633739471,0.19033360481262207,0.1399753987789154,0.21850556135177612,0.4848237931728363,1.0,0.005446359980851412,0.20824071764945984,0.21118052303791046
50,0.022181637585163116,-0.038068849593400955,-0.028557976707816124,0.03919762000441551,-0.04591839388012886,0.13040520250797272,0.014823445118963718,0.005873969290405512,0.06707155704498291,0.0833745002746582,0.005446359980851412,0.9999999403953552,0.10542042553424835,0.030512850731611252
",",0.3658004403114319,0.3051932752132416,0.24717365205287933,0.17748676240444183,0.26840344071388245,0.31928569078445435,0.2987361550331116,0.30129873752593994,0.38860568404197693,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.2682836353778839,0.31091248989105225
beginning,0.3885711133480072,0.4693779945373535,0.2209486961364746,0.09535989910364151,0.18346615135669708,0.24543830752372742,0.22125186026096344,0.2944413125514984,0.4301009774208069,0.1733865588903427,0.17699073255062103,0.04047684744000435,0.4501872658729553,0.19413669407367706
with,0.46403205394744873,0.2326577752828598,0.20756502449512482,0.24219387769699097,0.14191342890262604,0.3004990220069885,0.24504201114177704,0.3362759053707123,0.33843478560447693,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.3083439767360687,0.2433311939239502
a,0.56894451379776,0.22989967465400696,0.23192226886749268,0.2229022979736328,0.1733594834804535,0.24886544048786163,0.2472371906042099,0.2712491750717163,0.3831600844860077,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23481619358062744,0.23916715383529663
