,why,did,the,police,bring,tesla,back,to,gospic,?
on,0.2698206305503845,0.2670976221561432,0.5107308030128479,0.2206326276063919,0.21795320510864258,0.16159376502037048,0.3159608244895935,0.41031414270401,0.26833611726760864,0.2714994251728058
24,-0.00615754583850503,-0.04566230997443199,0.009148004464805126,-0.09218539297580719,-0.08249916881322861,-0.04952831566333771,-0.022769249975681305,-0.038588933646678925,-0.12980559468269348,0.016154835000634193
march,0.18702223896980286,0.27992504835128784,0.2680487632751465,0.17288129031658173,0.17459549009799957,0.1457514613866806,0.21102595329284668,0.2274535447359085,0.21959881484508514,0.2802562415599823
1879,-0.0823042020201683,0.022807810455560684,-0.02315060794353485,0.05751168727874756,-0.08103979378938675,-0.045758847147226334,-0.012741276063024998,-0.0397687628865242,-0.08901827782392502,0.057432834059000015
",",0.2827242314815521,0.3015086054801941,0.4933079481124878,0.26190435886383057,0.2407366931438446,0.20599327981472015,0.3066370487213135,0.44245919585227966,0.33991190791130066,0.31091248989105225
tesla,0.1375875622034073,0.09757418930530548,0.1324402391910553,0.18494682013988495,0.10766134411096573,0.9999999403953552,0.09240715950727463,0.17548894882202148,0.18164220452308655,0.10250775516033173
was,0.23341619968414307,0.41399896144866943,0.48711544275283813,0.2523312270641327,0.17927412688732147,0.16455206274986267,0.2438982129096985,0.3636345863342285,0.2748537063598633,0.18412111699581146
returned,0.13197356462478638,0.32570260763168335,0.32857778668403625,0.13351039588451385,0.2559935450553894,0.0423017218708992,0.40648770332336426,0.30012887716293335,0.18402530252933502,0.07695316523313522
to,0.4100138247013092,0.4452643394470215,0.535392165184021,0.27044278383255005,0.4213464558124542,0.17548894882202148,0.4675939381122589,1.0,0.2824999690055847,0.29463258385658264
gospić,0.18802085518836975,0.174786776304245,0.2354886829853058,0.3266737759113312,0.17339153587818146,0.28443384170532227,0.19922642409801483,0.2624954581260681,0.74547278881073,0.15864557027816772
under,0.20535078644752502,0.20815621316432953,0.3348022699356079,0.1448490172624588,0.22629323601722717,0.122123122215271,0.21946373581886292,0.27177539467811584,0.21322035789489746,0.18233340978622437
police,0.15676313638687134,0.2271997630596161,0.2206914722919464,0.9999998807907104,0.15757787227630615,0.18494682013988495,0.17405734956264496,0.27044278383255005,0.27970656752586365,0.1765819936990738
guard,0.14047537744045258,0.16974282264709473,0.30210334062576294,0.3610578179359436,0.2045254111289978,0.13322049379348755,0.22621291875839233,0.20678597688674927,0.21855372190475464,0.11036597937345505
for,0.3869043290615082,0.318512886762619,0.4739971458911896,0.1948268711566925,0.28238824009895325,0.13983871042728424,0.2631518244743347,0.4451248347759247,0.20998062193393707,0.264628142118454
not,0.5504072904586792,0.6481515765190125,0.4310511648654938,0.17695468664169312,0.3038146197795868,0.12018213421106339,0.23833145201206207,0.5149973034858704,0.20987775921821594,0.41942933201789856
having,0.3649033308029175,0.3157401978969574,0.3821379244327545,0.13975439965724945,0.31133779883384705,0.09314358234405518,0.26835376024246216,0.3992697596549988,0.2495911568403244,0.22418256103992462
a,0.2667238116264343,0.2552328109741211,0.5829201340675354,0.23870114982128143,0.2624867260456085,0.2211925983428955,0.31908270716667175,0.45503583550453186,0.22361163794994354,0.23916715383529663
residence,0.08206277340650558,0.10079582035541534,0.2597247362136841,0.17647802829742432,0.06904026865959167,0.12319853901863098,0.13654838502407074,0.17364612221717834,0.24778276681900024,0.08006593585014343
permit,0.23713809251785278,0.3353208601474762,0.21805532276630402,0.19239430129528046,0.23454491794109344,0.14899393916130066,0.1896810382604599,0.38876909017562866,0.16084863245487213,0.17485858500003815
.,0.32909876108169556,0.35288307070732117,0.5934505462646484,0.24501752853393555,0.2875753343105316,0.17949827015399933,0.3154444992542267,0.4645031690597534,0.26635870337486267,0.4130953550338745
