,compared,to,other,elements,",",how,abundant,does,oxygen,rank,?
by,0.2387654036283493,0.33534231781959534,0.3321913778781891,0.211335688829422,0.3680937886238098,0.34370526671409607,0.12328586727380753,0.143477201461792,0.1292176991701126,0.18649639189243317,0.17966607213020325
mass,0.25435957312583923,0.20907121896743774,0.2691900134086609,0.24174880981445312,0.2439754158258438,0.28030452132225037,0.24218623340129852,0.11793608218431473,0.28330692648887634,0.13302217423915863,0.2076406031847
",",0.25363782048225403,0.44245919585227966,0.4446498453617096,0.2555456757545471,1.0000001192092896,0.22659391164779663,0.2686839997768402,0.28617382049560547,0.21812842786312103,0.2213623821735382,0.31091248989105225
oxygen,0.1642683744430542,0.24193501472473145,0.2354368269443512,0.32853466272354126,0.21812842786312103,0.21928748488426208,0.4410693645477295,0.2380215972661972,0.9999999403953552,0.19062569737434387,0.16786395013332367
is,0.2816821038722992,0.42745086550712585,0.25895947217941284,0.25405067205429077,0.4691906273365021,0.22544461488723755,0.28058749437332153,0.4403602182865143,0.21825239062309265,0.15803313255310059,0.22961433231830597
the,0.28685078024864197,0.535392165184021,0.44152235984802246,0.22297804057598114,0.4933079481124878,0.33890387415885925,0.24729062616825104,0.35928019881248474,0.20428593456745148,0.2690342664718628,0.22068053483963013
third-most,0.29075953364372253,0.38481229543685913,0.388759583234787,0.22947631776332855,0.42683303356170654,0.2714690566062927,0.40225574374198914,0.29133522510528564,0.3152414560317993,0.23355846107006073,0.22875003516674042
abundant,0.26902323961257935,0.2039036601781845,0.27385905385017395,0.2948490083217621,0.2686839997768402,0.16567765176296234,0.9999999403953552,0.19355112314224243,0.4410693645477295,0.09752950072288513,0.13836130499839783
element,0.21690139174461365,0.20668300986289978,0.1789253205060959,0.8280320763587952,0.20181523263454437,0.23025715351104736,0.2870469093322754,0.24992139637470245,0.35867807269096375,0.17832499742507935,0.18393386900424957
in,0.2479310929775238,0.45010748505592346,0.39989137649536133,0.18130259215831757,0.5201468467712402,0.2601168751716614,0.21504533290863037,0.214483380317688,0.1672476977109909,0.20269498229026794,0.20430970191955566
the,0.28685078024864197,0.535392165184021,0.44152235984802246,0.22297804057598114,0.4933079481124878,0.33890387415885925,0.24729062616825104,0.35928019881248474,0.20428593456745148,0.2690342664718628,0.22068053483963013
universe,0.22614072263240814,0.1915040910243988,0.21341942250728607,0.29989519715309143,0.184484601020813,0.25177112221717834,0.1803348809480667,0.18541212379932404,0.173919215798378,0.08084329217672348,0.22314924001693726
",",0.25363782048225403,0.44245919585227966,0.4446498453617096,0.2555456757545471,1.0000001192092896,0.22659391164779663,0.2686839997768402,0.28617382049560547,0.21812842786312103,0.2213623821735382,0.31091248989105225
after,0.16634516417980194,0.37890323996543884,0.18459384143352509,0.13743987679481506,0.38860568404197693,0.23871733248233795,0.09541217237710953,0.18596531450748444,0.16113509237766266,0.11534223705530167,0.16608688235282898
hydrogen,0.2115543782711029,0.23178602755069733,0.24672766029834747,0.3752661645412445,0.20272333920001984,0.23238429427146912,0.3369152545928955,0.2498556524515152,0.571098268032074,0.11427022516727448,0.14590126276016235
and,0.38507750630378723,0.48971283435821533,0.5504306554794312,0.2731180787086487,0.6633074283599854,0.33647966384887695,0.2986568808555603,0.3461615741252899,0.22261030972003937,0.22482313215732574,0.20544172823429108
helium,0.21224717795848846,0.20845381915569305,0.22723358869552612,0.37904995679855347,0.19517014920711517,0.23304013907909393,0.31502196192741394,0.18003125488758087,0.47678452730178833,0.08042280375957489,0.1527850180864334
.,0.27071613073349,0.4645031690597534,0.41511186957359314,0.2422238141298294,0.6812511086463928,0.3287222981452942,0.24012723565101624,0.3022993505001068,0.2554275095462799,0.25294268131256104,0.4130953550338745
