,where,in,central,asia,did,the,han,chinese,move,?
han,0.1454412341117859,0.1791689544916153,0.1943204551935196,0.3392522931098938,0.15681569278240204,0.253618985414505,0.9999998807907104,0.5880447626113892,0.16544076800346375,0.17129439115524292
chinese,0.1990201771259308,0.20821347832679749,0.1833096593618393,0.26809388399124146,0.19065357744693756,0.2785343527793884,0.5880447626113892,1.0000001192092896,0.1550050973892212,0.20843194425106049
were,0.2363632768392563,0.3815755248069763,0.16558948159217834,0.19481784105300903,0.4162326455116272,0.3906462490558624,0.185258150100708,0.22925853729248047,0.2055215984582901,0.17890112102031708
moved,0.39481642842292786,0.3323737680912018,0.2292374074459076,0.1944642961025238,0.27509647607803345,0.32031023502349854,0.09037020802497864,0.07912168651819229,0.5574866533279419,0.15112607181072235
to,0.47735077142715454,0.45010748505592346,0.21511952579021454,0.22411112487316132,0.4452643394470215,0.535392165184021,0.14111210405826569,0.17416036128997803,0.37858664989471436,0.29463258385658264
central,0.24971573054790497,0.30844059586524963,1.0,0.3269595801830292,0.14962437748908997,0.3417201042175293,0.1943204551935196,0.1833096593618393,0.18360869586467743,0.14787602424621582
asian,0.1244630515575409,0.18836280703544617,0.2804953455924988,0.5899215936660767,0.15287117660045624,0.2710895538330078,0.3650469481945038,0.43841663002967834,0.1780327409505844,0.10526347905397415
areas,0.390926331281662,0.33029478788375854,0.2885909676551819,0.2548030614852905,0.19908885657787323,0.3311663568019867,0.11872681230306625,0.1703556329011917,0.20718608796596527,0.1273590475320816
like,0.3468869626522064,0.31010183691978455,0.15721957385540009,0.22313518822193146,0.40502431988716125,0.32912567257881165,0.1512291431427002,0.19077546894550323,0.3177187442779541,0.3268813192844391
besh,0.20695434510707855,0.23398041725158691,0.14235584437847137,0.3153306841850281,0.18115590512752533,0.27107757329940796,0.31755170226097107,0.2824040651321411,0.0777456983923912,0.14971831440925598
baliq,0.09694764018058777,0.12983769178390503,0.23921197652816772,0.3425869643688202,0.14815354347229004,0.18275845050811768,0.27515044808387756,0.2433386743068695,0.037062257528305054,0.19831104576587677
",",0.3149496018886566,0.5201468467712402,0.2587154507637024,0.1759067326784134,0.3015086054801941,0.4933079481124878,0.20665159821510315,0.2697280943393707,0.25767531991004944,0.31091248989105225
almaliq,0.1717405468225479,0.190839484333992,0.21200396120548248,0.24847657978534698,0.2062399536371231,0.22294160723686218,0.21803642809391022,0.16339991986751556,0.02583589032292366,0.16506457328796387
",",0.3149496018886566,0.5201468467712402,0.2587154507637024,0.1759067326784134,0.3015086054801941,0.4933079481124878,0.20665159821510315,0.2697280943393707,0.25767531991004944,0.31091248989105225
and,0.43859338760375977,0.4954058527946472,0.2465941160917282,0.26469188928604126,0.34479495882987976,0.5171257257461548,0.21331742405891418,0.25892454385757446,0.2671177089214325,0.20544172823429108
samarqand,0.3087786138057709,0.2955881655216217,0.28463777899742126,0.3234542906284332,0.19328634440898895,0.3489023745059967,0.2891353964805603,0.2875197231769562,0.22909873723983765,0.24304187297821045
by,0.2641284465789795,0.370934396982193,0.14742699265480042,0.19741199910640717,0.18574509024620056,0.4408751428127289,0.15728846192359924,0.17456965148448944,0.18146000802516937,0.17966607213020325
the,0.5003893971443176,0.6662389636039734,0.3417201042175293,0.2838890850543976,0.34736719727516174,1.0,0.253618985414505,0.2785343527793884,0.29817628860473633,0.22068053483963013
mongols,0.16501484811306,0.22694018483161926,0.20366254448890686,0.34423312544822693,0.21908389031887054,0.310281366109848,0.42487093806266785,0.37191540002822876,0.21641294658184052,0.11517509818077087
where,0.9999999403953552,0.5344807505607605,0.24971573054790497,0.21505002677440643,0.24159270524978638,0.5003893971443176,0.1454412341117859,0.1990201771259308,0.3954756259918213,0.24793872237205505
they,0.43078136444091797,0.4330179989337921,0.17739756405353546,0.30002743005752563,0.4879390597343445,0.49925389885902405,0.1845805048942566,0.21403709053993225,0.31877490878105164,0.2753053903579712
worked,0.23623773455619812,0.28707414865493774,0.11440139263868332,0.11737239360809326,0.3377852141857147,0.22615844011306763,0.08262094855308533,0.13576553761959076,0.2077954113483429,0.0901828184723854
as,0.35409465432167053,0.3887844979763031,0.1581166535615921,0.18690064549446106,0.3596470057964325,0.48381632566452026,0.2899182438850403,0.2490641176700592,0.2628210484981537,0.27043893933296204
artisans,0.21876278519630432,0.19506068527698517,0.14067678153514862,0.1916278898715973,0.2516856789588928,0.22881002724170685,0.20003458857536316,0.22787798941135406,0.10481352359056473,0.1264987587928772
and,0.43859338760375977,0.4954058527946472,0.2465941160917282,0.26469188928604126,0.34479495882987976,0.5171257257461548,0.21331742405891418,0.25892454385757446,0.2671177089214325,0.20544172823429108
farmers,0.22335998713970184,0.22130997478961945,0.22526775300502777,0.19704841077327728,0.2618783712387085,0.25515636801719666,0.16397950053215027,0.24001973867416382,0.14134402573108673,0.15014515817165375
.,0.41390106081962585,0.5591574311256409,0.3193301260471344,0.25331494212150574,0.35288307070732117,0.5934505462646484,0.22765392065048218,0.25441038608551025,0.31650546193122864,0.4130953550338745
,where,in,central,asia,did,the,han,chinese,move,?
at,0.4402937591075897,0.4374977946281433,0.22031977772712708,0.15991713106632233,0.28390252590179443,0.457212895154953,0.1021641343832016,0.10313132405281067,0.21947361528873444,0.21978627145290375
the,0.5003893971443176,0.6662389636039734,0.3417201042175293,0.2838890850543976,0.34736719727516174,1.0,0.253618985414505,0.2785343527793884,0.29817628860473633,0.22068053483963013
same,0.3204168379306793,0.3692481815814972,0.19730329513549805,0.12839031219482422,0.3097444474697113,0.4583131968975067,0.18404000997543335,0.17359629273414612,0.2540905475616455,0.22649677097797394
time,0.3538551926612854,0.3431483507156372,0.21879270672798157,0.26180407404899597,0.3567926585674286,0.43061500787734985,0.16444343328475952,0.2375582754611969,0.2723138630390167,0.27391523122787476
the,0.5003893971443176,0.6662389636039734,0.3417201042175293,0.2838890850543976,0.34736719727516174,1.0,0.253618985414505,0.2785343527793884,0.29817628860473633,0.22068053483963013
mongols,0.16501484811306,0.22694018483161926,0.20366254448890686,0.34423312544822693,0.21908389031887054,0.310281366109848,0.42487093806266785,0.37191540002822876,0.21641294658184052,0.11517509818077087
imported,0.24182462692260742,0.2050250917673111,0.1507251262664795,0.25239598751068115,0.21312536299228668,0.2233143448829651,0.09817434847354889,0.22113242745399475,0.2069912701845169,0.2793850898742676
central,0.24971573054790497,0.30844059586524963,1.0,0.3269595801830292,0.14962437748908997,0.3417201042175293,0.1943204551935196,0.1833096593618393,0.18360869586467743,0.14787602424621582
asian,0.1244630515575409,0.18836280703544617,0.2804953455924988,0.5899215936660767,0.15287117660045624,0.2710895538330078,0.3650469481945038,0.43841663002967834,0.1780327409505844,0.10526347905397415
muslims,0.20420362055301666,0.18662098050117493,0.19242747128009796,0.2640913128852844,0.23549841344356537,0.2657718360424042,0.22363395988941193,0.2591978907585144,0.1008719801902771,0.18742211163043976
to,0.47735077142715454,0.45010748505592346,0.21511952579021454,0.22411112487316132,0.4452643394470215,0.535392165184021,0.14111210405826569,0.17416036128997803,0.37858664989471436,0.29463258385658264
serve,0.24652498960494995,0.20702329277992249,0.17637822031974792,0.15001030266284943,0.19442126154899597,0.2749462425708771,0.11780998110771179,0.18455612659454346,0.24000094830989838,0.19925682246685028
as,0.35409465432167053,0.3887844979763031,0.1581166535615921,0.18690064549446106,0.3596470057964325,0.48381632566452026,0.2899182438850403,0.2490641176700592,0.2628210484981537,0.27043893933296204
administrators,0.20053499937057495,0.154352605342865,0.1691526621580124,0.0981646329164505,0.261831670999527,0.25064438581466675,0.06290127336978912,0.14210455119609833,0.1890203058719635,0.3605874478816986
in,0.5344807505607605,1.0,0.30844059586524963,0.26562291383743286,0.2593238651752472,0.6662389636039734,0.1791689544916153,0.20821347832679749,0.23030683398246765,0.20430970191955566
china,0.2026863694190979,0.267821341753006,0.28471922874450684,0.46331700682640076,0.16472692787647247,0.3110525608062744,0.5508403778076172,0.6621482372283936,0.16709677875041962,0.18007943034172058
",",0.3149496018886566,0.5201468467712402,0.2587154507637024,0.1759067326784134,0.3015086054801941,0.4933079481124878,0.20665159821510315,0.2697280943393707,0.25767531991004944,0.31091248989105225
the,0.5003893971443176,0.6662389636039734,0.3417201042175293,0.2838890850543976,0.34736719727516174,1.0,0.253618985414505,0.2785343527793884,0.29817628860473633,0.22068053483963013
mongols,0.16501484811306,0.22694018483161926,0.20366254448890686,0.34423312544822693,0.21908389031887054,0.310281366109848,0.42487093806266785,0.37191540002822876,0.21641294658184052,0.11517509818077087
also,0.5413004159927368,0.5073733329772949,0.2550520896911621,0.2765565812587738,0.39334940910339355,0.6021018624305725,0.20250490307807922,0.2667738199234009,0.2821791172027588,0.21848613023757935
sent,0.3384990990161896,0.25609636306762695,0.13167031109333038,0.16828788816928864,0.3411059081554413,0.3010627329349518,0.10282786190509796,0.1335485726594925,0.22465617954730988,0.10903520882129669
han,0.1454412341117859,0.1791689544916153,0.1943204551935196,0.3392522931098938,0.15681569278240204,0.253618985414505,0.9999998807907104,0.5880447626113892,0.16544076800346375,0.17129439115524292
chinese,0.1990201771259308,0.20821347832679749,0.1833096593618393,0.26809388399124146,0.19065357744693756,0.2785343527793884,0.5880447626113892,1.0000001192092896,0.1550050973892212,0.20843194425106049
and,0.43859338760375977,0.4954058527946472,0.2465941160917282,0.26469188928604126,0.34479495882987976,0.5171257257461548,0.21331742405891418,0.25892454385757446,0.2671177089214325,0.20544172823429108
khitans,0.19857893884181976,0.19836553931236267,0.17613080143928528,0.3695422410964966,0.2503967583179474,0.31570494174957275,0.42421337962150574,0.3608429729938507,0.17864465713500977,0.19248004257678986
from,0.3713873624801636,0.4274188280105591,0.2553580701351166,0.16509604454040527,0.20248863101005554,0.40150508284568787,0.14739565551280975,0.2034907042980194,0.23929353058338165,0.19969791173934937
china,0.2026863694190979,0.267821341753006,0.28471922874450684,0.46331700682640076,0.16472692787647247,0.3110525608062744,0.5508403778076172,0.6621482372283936,0.16709677875041962,0.18007943034172058
to,0.47735077142715454,0.45010748505592346,0.21511952579021454,0.22411112487316132,0.4452643394470215,0.535392165184021,0.14111210405826569,0.17416036128997803,0.37858664989471436,0.29463258385658264
serve,0.24652498960494995,0.20702329277992249,0.17637822031974792,0.15001030266284943,0.19442126154899597,0.2749462425708771,0.11780998110771179,0.18455612659454346,0.24000094830989838,0.19925682246685028
as,0.35409465432167053,0.3887844979763031,0.1581166535615921,0.18690064549446106,0.3596470057964325,0.48381632566452026,0.2899182438850403,0.2490641176700592,0.2628210484981537,0.27043893933296204
administrators,0.20053499937057495,0.154352605342865,0.1691526621580124,0.0981646329164505,0.261831670999527,0.25064438581466675,0.06290127336978912,0.14210455119609833,0.1890203058719635,0.3605874478816986
over,0.33514800667762756,0.3605569899082184,0.2639354467391968,0.2605993151664734,0.2535076439380646,0.39856547117233276,0.2070968598127365,0.19618132710456848,0.19480842351913452,0.25742942094802856
the,0.5003893971443176,0.6662389636039734,0.3417201042175293,0.2838890850543976,0.34736719727516174,1.0,0.253618985414505,0.2785343527793884,0.29817628860473633,0.22068053483963013
muslim,0.1838563233613968,0.2092999517917633,0.1679503172636032,0.246883362531662,0.2098924219608307,0.28099653124809265,0.2386581301689148,0.31008583307266235,0.09571061283349991,0.17456822097301483
population,0.1827353984117508,0.3268454372882843,0.22068528831005096,0.15835174918174744,0.0652005523443222,0.32044094800949097,0.12706534564495087,0.15130530297756195,0.12161993980407715,0.14449454843997955
in,0.5344807505607605,1.0,0.30844059586524963,0.26562291383743286,0.2593238651752472,0.6662389636039734,0.1791689544916153,0.20821347832679749,0.23030683398246765,0.20430970191955566
bukhara,0.21821486949920654,0.2166576236486435,0.2633756399154663,0.3810950517654419,0.12337426841259003,0.279489129781723,0.4222257435321808,0.3447389602661133,0.11726837605237961,0.10820566117763519
in,0.5344807505607605,1.0,0.30844059586524963,0.26562291383743286,0.2593238651752472,0.6662389636039734,0.1791689544916153,0.20821347832679749,0.23030683398246765,0.20430970191955566
central,0.24971573054790497,0.30844059586524963,1.0,0.3269595801830292,0.14962437748908997,0.3417201042175293,0.1943204551935196,0.1833096593618393,0.18360869586467743,0.14787602424621582
asia,0.21505002677440643,0.26562291383743286,0.3269595801830292,1.0,0.19509263336658478,0.2838890850543976,0.3392522931098938,0.26809388399124146,0.199203759431839,0.1340748518705368
",",0.3149496018886566,0.5201468467712402,0.2587154507637024,0.1759067326784134,0.3015086054801941,0.4933079481124878,0.20665159821510315,0.2697280943393707,0.25767531991004944,0.31091248989105225
