,in,what,year,did,one,individual,suggest,classifying,the,trees,of,the,amazon,into,four,categories,?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.4129433035850525,0.27755051851272583,0.21134044229984283,0.20165899395942688,0.6662389636039734,0.21536459028720856,0.5696388483047485,0.6662389636039734,0.12227833271026611,0.38021373748779297,0.3085027039051056,0.1837518811225891,0.20430970191955566
2006,-0.04600946605205536,-0.0008085015579126775,0.007006329949945211,-0.07636451721191406,0.12051252275705338,0.14721867442131042,0.05213223397731781,0.07728367298841476,0.11294147372245789,0.12038339674472809,0.10009169578552246,0.11294147372245789,0.03526882082223892,0.08349353075027466,0.061371490359306335,0.05222751200199127,-0.1194092258810997
tatiana,0.17435505986213684,0.12057553976774216,0.0998658686876297,0.16659614443778992,0.14890488982200623,0.10623300075531006,0.14794564247131348,0.15074454247951508,0.15701042115688324,0.11554752290248871,0.13394607603549957,0.15701042115688324,0.1841667890548706,0.15965285897254944,0.17368671298027039,0.15759921073913574,0.14305542409420013
kuplich,0.27987411618232727,0.27669987082481384,0.18452505767345428,0.21722173690795898,0.29365408420562744,0.3687092065811157,0.20373956859111786,0.2525567412376404,0.3023861050605774,0.2115960270166397,0.2735983729362488,0.3023861050605774,0.09005119651556015,0.2520391345024109,0.26014894247055054,0.3176893889904022,0.20563402771949768
organized,0.3264932334423065,0.19144229590892792,0.26892971992492676,0.24451009929180145,0.2062637060880661,0.2687552571296692,0.05874457582831383,0.26314693689346313,0.28001853823661804,0.10594931244850159,0.2566941976547241,0.28001853823661804,0.14209933578968048,0.30585014820098877,0.23890796303749084,0.23647470772266388,0.10524328798055649
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.5514441132545471,0.3706541955471039,0.2682655155658722,0.2822643518447876,1.0,0.27618899941444397,0.733189046382904,1.0,0.260541707277298,0.39493247866630554,0.40344667434692383,0.2485581487417221,0.22068053483963013
trees,0.21536459028720856,0.18814536929130554,0.1845545619726181,0.16585087776184082,0.2609143555164337,0.20995546877384186,0.20390208065509796,0.2481950968503952,0.27618899941444397,0.9999998807907104,0.241034597158432,0.27618899941444397,0.2303711175918579,0.20676901936531067,0.20110832154750824,0.18313121795654297,0.11582431197166443
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.4999135136604309,0.3372420072555542,0.28071948885917664,0.24586112797260284,0.733189046382904,0.241034597158432,1.0,0.733189046382904,0.20143137872219086,0.32255905866622925,0.36293646693229675,0.18317048251628876,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.5514441132545471,0.3706541955471039,0.2682655155658722,0.2822643518447876,1.0,0.27618899941444397,0.733189046382904,1.0,0.260541707277298,0.39493247866630554,0.40344667434692383,0.2485581487417221,0.22068053483963013
amazon,0.12227833271026611,0.16355936229228973,0.1589571088552475,0.15553738176822662,0.17098593711853027,0.2123917043209076,0.17198775708675385,0.20506657660007477,0.260541707277298,0.2303711175918579,0.20143137872219086,0.260541707277298,1.0000001192092896,0.13842037320137024,0.08940891921520233,0.13066352903842926,0.18144656717777252
into,0.38021373748779297,0.2180619090795517,0.08657927066087723,0.14888085424900055,0.31758198142051697,0.22854797542095184,0.183796226978302,0.2629663646221161,0.39493247866630554,0.20676901936531067,0.32255905866622925,0.39493247866630554,0.13842037320137024,1.0,0.24970535933971405,0.25880515575408936,0.15662476420402527
four,0.3085027039051056,0.18057085573673248,0.31289130449295044,0.20222175121307373,0.523897111415863,0.29147815704345703,0.17820535600185394,0.22156625986099243,0.40344667434692383,0.20110832154750824,0.36293646693229675,0.40344667434692383,0.08940891921520233,0.24970535933971405,1.0,0.21942099928855896,0.14532537758350372
categories,0.1837518811225891,0.27071893215179443,0.2631838917732239,0.16585122048854828,0.32087254524230957,0.3488587737083435,0.28308525681495667,0.4410594403743744,0.2485581487417221,0.18313121795654297,0.18317048251628876,0.2485581487417221,0.13066352903842926,0.25880515575408936,0.21942099928855896,1.0000001192092896,0.3382010757923126
:,0.020521078258752823,-0.12022944539785385,0.05222936347126961,-0.05305134505033493,0.05350891128182411,0.0546954870223999,-0.15572527050971985,-0.04224206134676933,-0.03403344005346298,-0.13043341040611267,-0.08807745575904846,-0.03403344005346298,-0.12260514497756958,-0.047708455473184586,0.12239893525838852,0.04822102189064026,-0.07156077772378922
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.2922096848487854,0.14718104898929596,0.21362820267677307,0.159438356757164,0.33289089798927307,0.12752850353717804,0.35032153129577637,0.33289089798927307,0.11605185270309448,0.1606949418783188,0.18616169691085815,0.23118868470191956,0.40561532974243164
1,-0.10660158097743988,-0.21266892552375793,-0.17201529443264008,-0.2815930247306824,-0.22723202407360077,-0.25405213236808777,-0.21272355318069458,-0.15947045385837555,-0.1554475575685501,0.006697737146168947,-0.09473495930433273,-0.1554475575685501,-0.07175358384847641,-0.11341623216867447,-0.14981314539909363,-0.23815323412418365,-0.249979168176651
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.31658053398132324,0.15757425129413605,0.2209397256374359,0.1785397231578827,0.3456730246543884,0.13661588728427887,0.3680361211299896,0.3456730246543884,0.131951242685318,0.1600802093744278,0.21153751015663147,0.22527344524860382,0.42300865054130554
