,which,entity,has,a,monopoly,on,initiating,legislation,?
while,0.38669952750205994,0.1320715695619583,0.2546449601650238,0.3733035624027252,0.17270208895206451,0.44084006547927856,0.3233585059642792,0.15244074165821075,0.21076419949531555
the,0.6521818041801453,0.2403784692287445,0.4177538752555847,0.5829201340675354,0.21333852410316467,0.5107308030128479,0.33843520283699036,0.2839483618736267,0.22068053483963013
commission,0.25648555159568787,0.1865222305059433,0.1850733458995819,0.18981990218162537,0.28892746567726135,0.19109804928302765,0.3155723512172699,0.4362846910953522,0.16231559216976166
has,0.4350704550743103,0.2220824807882309,1.0,0.4670248031616211,0.17106741666793823,0.34604379534721375,0.1971450299024582,0.15808652341365814,0.15994466841220856
a,0.56894451379776,0.2841722071170807,0.4670248031616211,1.0,0.23787853121757507,0.3848365545272827,0.2778148651123047,0.23395681381225586,0.23916715383529663
monopoly,0.2630988359451294,0.3170260488986969,0.17106741666793823,0.23787853121757507,1.0,0.14486052095890045,0.23206979036331177,0.3304648697376251,0.1011270210146904
on,0.4245251417160034,0.16793252527713776,0.34604379534721375,0.3848365545272827,0.14486052095890045,0.9999999403953552,0.2671825885772705,0.19267718493938446,0.2714994251728058
initiating,0.3593659996986389,0.27234041690826416,0.1971450299024582,0.2778148651123047,0.23206979036331177,0.2671825885772705,1.0000001192092896,0.387620747089386,0.19326087832450867
legislation,0.3041580617427826,0.31145811080932617,0.15808652341365814,0.23395681381225586,0.3304648697376251,0.19267718493938446,0.387620747089386,0.9999998807907104,0.21123437583446503
",",0.3658004403114319,0.19129666686058044,0.3734780251979828,0.427140474319458,0.20304374396800995,0.49057599902153015,0.2150910347700119,0.221862331032753,0.31091248989105225
the,0.6521818041801453,0.2403784692287445,0.4177538752555847,0.5829201340675354,0.21333852410316467,0.5107308030128479,0.33843520283699036,0.2839483618736267,0.22068053483963013
european,0.2234036773443222,0.07706774026155472,0.1917828619480133,0.2254103124141693,0.20217284560203552,0.19710737466812134,0.25651031732559204,0.18848587572574615,0.14560863375663757
parliament,0.20252443850040436,0.19381479918956757,0.1700625866651535,0.22951169312000275,0.28159746527671814,0.2047569900751114,0.22606931626796722,0.5930427312850952,0.1586504578590393
and,0.506277859210968,0.20907706022262573,0.43716782331466675,0.3739250600337982,0.21548062562942505,0.4077630043029785,0.2922993302345276,0.2457927167415619,0.20544172823429108
the,0.6521818041801453,0.2403784692287445,0.4177538752555847,0.5829201340675354,0.21333852410316467,0.5107308030128479,0.33843520283699036,0.2839483618736267,0.22068053483963013
council,0.20855821669101715,0.20454207062721252,0.18650029599666595,0.16385574638843536,0.21731774508953094,0.16224971413612366,0.21413855254650116,0.391418993473053,0.1160062924027443
of,0.5011631846427917,0.21258564293384552,0.3909035325050354,0.5052502155303955,0.23683126270771027,0.3966929316520691,0.3090760409832001,0.3114430606365204,0.1826142966747284
the,0.6521818041801453,0.2403784692287445,0.4177538752555847,0.5829201340675354,0.21333852410316467,0.5107308030128479,0.33843520283699036,0.2839483618736267,0.22068053483963013
european,0.2234036773443222,0.07706774026155472,0.1917828619480133,0.2254103124141693,0.20217284560203552,0.19710737466812134,0.25651031732559204,0.18848587572574615,0.14560863375663757
union,0.23846890032291412,0.16860073804855347,0.19102120399475098,0.18140026926994324,0.23807603120803833,0.15769828855991364,0.18010471761226654,0.23797817528247833,0.07797172665596008
have,0.49652695655822754,0.24544057250022888,0.6353569626808167,0.338716596364975,0.24284563958644867,0.36494916677474976,0.27943477034568787,0.23653626441955566,0.32991164922714233
powers,0.21036413311958313,0.2993021309375763,0.1980433315038681,0.17258815467357635,0.3026399612426758,0.15752583742141724,0.22375023365020752,0.35479438304901123,0.17269276082515717
of,0.5011631846427917,0.21258564293384552,0.3909035325050354,0.5052502155303955,0.23683126270771027,0.3966929316520691,0.3090760409832001,0.3114430606365204,0.1826142966747284
amendment,0.23381367325782776,0.20244184136390686,0.14685845375061035,0.18196852505207062,0.25529780983924866,0.20919835567474365,0.18365074694156647,0.5815715193748474,0.24295969307422638
and,0.506277859210968,0.20907706022262573,0.43716782331466675,0.3739250600337982,0.21548062562942505,0.4077630043029785,0.2922993302345276,0.2457927167415619,0.20544172823429108
veto,0.22414401173591614,0.24610641598701477,0.1586616188287735,0.16522058844566345,0.3260825574398041,0.1918436735868454,0.22978129982948303,0.5106863975524902,0.2314452826976776
during,0.3590145409107208,0.10643891990184784,0.23098520934581757,0.30341604351997375,0.10368543863296509,0.3347817361354828,0.36849886178970337,0.22447599470615387,0.1325719803571701
the,0.6521818041801453,0.2403784692287445,0.4177538752555847,0.5829201340675354,0.21333852410316467,0.5107308030128479,0.33843520283699036,0.2839483618736267,0.22068053483963013
legislative,0.2521616220474243,0.2742753028869629,0.14951680600643158,0.23537522554397583,0.25248974561691284,0.16444751620292664,0.28056737780570984,0.8590786457061768,0.1654243916273117
process,0.3943749964237213,0.23856908082962036,0.17192330956459045,0.2601566016674042,0.2382216602563858,0.19009415805339813,0.39232420921325684,0.30774781107902527,0.2460896074771881
.,0.45942068099975586,0.24862751364707947,0.4105546176433563,0.50484299659729,0.18464542925357819,0.49257001280784607,0.2770043611526489,0.23787342011928558,0.4130953550338745
