,what,are,other,alternative,names,for,french,and,indian,war,?
other,0.341873437166214,0.5932393670082092,0.9999999403953552,0.2799442708492279,0.32060322165489197,0.3273986279964447,0.21225492656230927,0.5504306554794312,0.15651939809322357,0.22263076901435852,0.24682199954986572
",",0.3087472915649414,0.4062570035457611,0.4446498453617096,0.2699248194694519,0.2669545114040375,0.4464869201183319,0.28806620836257935,0.6633074283599854,0.2407594621181488,0.2671184241771698,0.31091248989105225
less,0.31119704246520996,0.37797531485557556,0.3979056775569916,0.2776115834712982,0.14607290923595428,0.3358951508998871,0.1557203233242035,0.35327455401420593,0.08464965224266052,0.14479579031467438,0.22418740391731262
frequently,0.2888586223125458,0.36301812529563904,0.3283103108406067,0.23401950299739838,0.2610088288784027,0.26217588782310486,0.1472623646259308,0.3251250684261322,0.14461255073547363,0.1486363261938095,0.21401989459991455
used,0.27546408772468567,0.3322218656539917,0.3574926257133484,0.34290462732315063,0.30332592129707336,0.4236139953136444,0.21712949872016907,0.3150506615638733,0.14190854132175446,0.22597834467887878,0.22430120408535004
names,0.1840197592973709,0.3224400281906128,0.32060322165489197,0.1600656807422638,1.0000001192092896,0.23179025948047638,0.17494119703769684,0.22828514873981476,0.17833596467971802,0.14181827008724213,0.16607333719730377
for,0.3017193675041199,0.3895993232727051,0.3273986279964447,0.3680151700973511,0.23179025948047638,0.9999999403953552,0.17280760407447815,0.5064792633056641,0.17063023149967194,0.22632956504821777,0.264628142118454
the,0.42745697498321533,0.40399202704429626,0.44152235984802246,0.24553248286247253,0.27965226769447327,0.4739971458911896,0.2555147111415863,0.5171257257461548,0.23407642543315887,0.366199791431427,0.22068053483963013
war,0.22516006231307983,0.15206748247146606,0.22263076901435852,0.07581908255815506,0.14181827008724213,0.22632956504821777,0.2536753714084625,0.29695844650268555,0.23471178114414215,1.0000001192092896,0.15510529279708862
include,0.1535889357328415,0.5140694975852966,0.448042094707489,0.23838400840759277,0.26178860664367676,0.39020416140556335,0.11892600357532501,0.3915219306945801,0.12460647523403168,0.11166784912347794,0.14925788342952728
the,0.42745697498321533,0.40399202704429626,0.44152235984802246,0.24553248286247253,0.27965226769447327,0.4739971458911896,0.2555147111415863,0.5171257257461548,0.23407642543315887,0.366199791431427,0.22068053483963013
fourth,0.137417271733284,0.1363801509141922,0.14285089075565338,0.23675289750099182,0.13794004917144775,0.23288244009017944,0.13896594941616058,0.27958914637565613,0.10212190449237823,0.15883868932724,0.13791213929653168
intercolonial,0.20793507993221283,0.22434093058109283,0.2654185891151428,0.22796659171581268,0.1756594330072403,0.2777627110481262,0.2619655430316925,0.3311726152896881,0.2380824238061905,0.3484368920326233,0.12891404330730438
war,0.22516006231307983,0.15206748247146606,0.22263076901435852,0.07581908255815506,0.14181827008724213,0.22632956504821777,0.2536753714084625,0.29695844650268555,0.23471178114414215,1.0000001192092896,0.15510529279708862
and,0.31309178471565247,0.48576638102531433,0.5504306554794312,0.2808263301849365,0.22828514873981476,0.5064792633056641,0.32751965522766113,1.0,0.24078236520290375,0.29695844650268555,0.20544172823429108
the,0.42745697498321533,0.40399202704429626,0.44152235984802246,0.24553248286247253,0.27965226769447327,0.4739971458911896,0.2555147111415863,0.5171257257461548,0.23407642543315887,0.366199791431427,0.22068053483963013
great,0.2562883198261261,0.13090994954109192,0.17451836168766022,0.10237505286931992,0.1459147185087204,0.19302397966384888,0.11468937993049622,0.2591964602470398,0.2078254222869873,0.2144670933485031,0.13135133683681488
war,0.22516006231307983,0.15206748247146606,0.22263076901435852,0.07581908255815506,0.14181827008724213,0.22632956504821777,0.2536753714084625,0.29695844650268555,0.23471178114414215,1.0000001192092896,0.15510529279708862
for,0.3017193675041199,0.3895993232727051,0.3273986279964447,0.3680151700973511,0.23179025948047638,0.9999999403953552,0.17280760407447815,0.5064792633056641,0.17063023149967194,0.22632956504821777,0.264628142118454
the,0.42745697498321533,0.40399202704429626,0.44152235984802246,0.24553248286247253,0.27965226769447327,0.4739971458911896,0.2555147111415863,0.5171257257461548,0.23407642543315887,0.366199791431427,0.22068053483963013
empire,0.21723191440105438,0.10024821758270264,0.17392708361148834,0.12339033931493759,0.12630930542945862,0.18193261325359344,0.2086276113986969,0.27479609847068787,0.2267029881477356,0.39422088861465454,0.14909450709819794
.,0.3567904531955719,0.3452940285205841,0.41511186957359314,0.26398396492004395,0.18628843128681183,0.4726039469242096,0.2480926215648651,0.588965117931366,0.2388933300971985,0.3000848889350891,0.4130953550338745
