,during,what,period,did,the,tower,theatre,re-open,?
[,0.18688170611858368,0.010752761736512184,0.07302915304899216,0.030549485236406326,0.07130392640829086,0.2828088700771332,0.2158535122871399,0.11838950216770172,0.011015460826456547
citation,0.14240412414073944,0.26448965072631836,0.19637908041477203,0.18243058025836945,0.2536581754684448,0.14951801300048828,0.14591437578201294,0.2955992519855499,0.3382055461406708
needed,0.24148866534233093,0.3631289601325989,0.25644442439079285,0.40049824118614197,0.3064746856689453,0.1384580433368683,0.11415226012468338,0.34733879566192627,0.2863257825374603
],-0.024852003902196884,-0.03775298595428467,-0.06939741224050522,0.024806415662169456,-0.04779602214694023,-0.030640671029686928,-0.11134324222803116,0.0020496277138590813,-0.0022520492784678936
after,0.528485894203186,0.21973377466201782,0.34399178624153137,0.30330467224121094,0.4565047025680542,0.1414790153503418,0.22347170114517212,0.3197591304779053,0.16608688235282898
decades,0.3439232110977173,0.12673556804656982,0.33177489042282104,0.2064380794763565,0.3027496635913849,0.14305377006530762,0.15476872026920319,0.2670899033546448,0.06808225065469742
of,0.3869180977344513,0.33290785551071167,0.2698146104812622,0.2513895630836487,0.733189046382904,0.2271278351545334,0.19807180762290955,0.18811041116714478,0.1826142966747284
neglect,0.22750435769557953,0.2709149122238159,0.2542775869369507,0.20673979818820953,0.17477023601531982,0.1629677265882492,0.17777763307094574,0.241310253739357,0.12670749425888062
and,0.36462149024009705,0.31309178471565247,0.23878438770771027,0.34479495882987976,0.5171257257461548,0.23948386311531067,0.2638216018676758,0.3388257622718811,0.20544172823429108
suburban,0.16634432971477509,0.14185433089733124,0.09760987013578415,0.15297935903072357,0.18317672610282898,0.19529980421066284,0.21392083168029785,0.2617547810077667,0.06536495685577393
flight,0.22988100349903107,0.17794598639011383,0.16137772798538208,0.1307949423789978,0.2498224973678589,0.23441082239151,0.14175359904766083,0.19448889791965485,0.20568472146987915
",",0.3225448727607727,0.3087472915649414,0.25030651688575745,0.3015086054801941,0.4933079481124878,0.20524810254573822,0.29216358065605164,0.38214313983917236,0.31091248989105225
the,0.4838213622570038,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.2398453801870346,0.25594043731689453,0.29728350043296814,0.22068053483963013
neighborhood,0.14538203179836273,0.12062139064073563,0.1475292444229126,0.09432718902826309,0.20152483880519867,0.2610515058040619,0.27236202359199524,0.17346981167793274,0.048473283648490906
revival,0.24577192962169647,0.17674529552459717,0.2593640089035034,0.12113826721906662,0.30452626943588257,0.1820371299982071,0.3677014112472534,0.22899089753627777,0.09967152029275894
followed,0.3638138175010681,0.20169416069984436,0.32096001505851746,0.2675115466117859,0.3567860722541809,0.11539521813392639,0.19196084141731262,0.26502349972724915,0.20567169785499573
the,0.4838213622570038,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.2398453801870346,0.25594043731689453,0.29728350043296814,0.22068053483963013
re-opening,0.3702748119831085,0.3224891722202301,0.2858046591281891,0.26502132415771484,0.4103478789329529,0.24247127771377563,0.2538011372089386,0.5348637104034424,0.2549934983253479
of,0.3869180977344513,0.33290785551071167,0.2698146104812622,0.2513895630836487,0.733189046382904,0.2271278351545334,0.19807180762290955,0.18811041116714478,0.1826142966747284
the,0.4838213622570038,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.2398453801870346,0.25594043731689453,0.29728350043296814,0.22068053483963013
tower,0.12349296361207962,0.12919922173023224,0.08256859332323074,0.15308253467082977,0.2398453801870346,1.0,0.19530144333839417,0.19398446381092072,0.10395228117704391
theatre,0.23408208787441254,0.12211663275957108,0.2130453735589981,0.17782776057720184,0.25594043731689453,0.19530144333839417,1.0,0.18936626613140106,0.1159285232424736
in,0.4627237319946289,0.30808621644973755,0.23051127791404724,0.2593238651752472,0.6662389636039734,0.22630389034748077,0.26776230335235596,0.23838970065116882,0.20430970191955566
the,0.4838213622570038,0.42745697498321533,0.3125074505805969,0.34736719727516174,1.0,0.2398453801870346,0.25594043731689453,0.29728350043296814,0.22068053483963013
late,0.5143713355064392,0.1576872020959854,0.4258396625518799,0.27609187364578247,0.31481194496154785,0.10788892954587936,0.2401682734489441,0.20859745144844055,0.11339222639799118
1970s,0.08025044202804565,-0.020239217206835747,0.025706563144922256,0.08396200090646744,0.004102230537682772,0.07616723328828812,0.03133690357208252,0.0890130028128624,0.03861190751194954
",",0.3225448727607727,0.3087472915649414,0.25030651688575745,0.3015086054801941,0.4933079481124878,0.20524810254573822,0.29216358065605164,0.38214313983917236,0.31091248989105225
which,0.3590145409107208,0.5261979103088379,0.31679004430770874,0.2750149369239807,0.6521818041801453,0.2040041834115982,0.17380180954933167,0.2465444654226303,0.25814583897590637
at,0.372769296169281,0.2838611304759979,0.20980304479599,0.28390252590179443,0.457212895154953,0.18812096118927002,0.29836171865463257,0.27681195735931396,0.21978627145290375
that,0.31487685441970825,0.6297725439071655,0.261763334274292,0.47518548369407654,0.5473989248275757,0.18911580741405487,0.12473657727241516,0.3812639117240906,0.32716336846351624
time,0.49996283650398254,0.36319252848625183,0.46082159876823425,0.3567926585674286,0.43061500787734985,0.11462981253862381,0.09434151649475098,0.3295808434486389,0.27391523122787476
showed,0.29391101002693176,0.23458190262317657,0.22181667387485504,0.36768215894699097,0.3101346790790558,0.09989748895168304,0.130809485912323,0.2259024679660797,0.17389845848083496
second,0.3398754596710205,0.19948028028011322,0.2326127141714096,0.20727969706058502,0.4620301127433777,0.16714012622833252,0.18554408848285675,0.1903999298810959,0.17239587008953094
and,0.36462149024009705,0.31309178471565247,0.23878438770771027,0.34479495882987976,0.5171257257461548,0.23948386311531067,0.2638216018676758,0.3388257622718811,0.20544172823429108
third,0.2813286781311035,0.2033906877040863,0.21811054646968842,0.19128914177417755,0.4229298532009125,0.11085604131221771,0.1619245857000351,0.20351384580135345,0.15394791960716248
run,0.22647301852703094,0.2294815480709076,0.1118837520480156,0.2303875833749771,0.27883726358413696,0.1333548128604889,0.11828132718801498,0.25676074624061584,0.17904110252857208
movies,0.24963201582431793,0.19910205900669098,0.1351245492696762,0.16281017661094666,0.25992661714553833,0.15430337190628052,0.32921767234802246,0.18289119005203247,0.18891702592372894
",",0.3225448727607727,0.3087472915649414,0.25030651688575745,0.3015086054801941,0.4933079481124878,0.20524810254573822,0.29216358065605164,0.38214313983917236,0.31091248989105225
along,0.2916613221168518,0.22421957552433014,0.11920028179883957,0.18832118809223175,0.39495137333869934,0.15486735105514526,0.15501825511455536,0.2051820605993271,0.17134909331798553
with,0.28545209765434265,0.2464839518070221,0.20673511922359467,0.25472134351730347,0.4223487675189972,0.14200076460838318,0.17096836864948273,0.2646925449371338,0.2433311939239502
classic,0.2617070972919464,0.22214573621749878,0.24717769026756287,0.17519909143447876,0.2647959589958191,0.13417939841747284,0.22216036915779114,0.21887293457984924,0.2044331431388855
films,0.17534838616847992,0.19852851331233978,0.09597627073526382,0.14824813604354858,0.23072484135627747,0.18480820953845978,0.33969196677207947,0.21170391142368317,0.20618696510791779
.,0.3485563397407532,0.3567904531955719,0.2575049102306366,0.35288307070732117,0.5934505462646484,0.21111081540584564,0.2394188642501831,0.4016329348087311,0.4130953550338745
