,what,types,of,diseases,are,specialty,drugs,often,used,against,?
specialty,0.23895853757858276,0.3475181758403778,0.24823221564292908,0.296566903591156,0.30926746129989624,0.9999999403953552,0.2676151692867279,0.3333752155303955,0.29332220554351807,0.03786318004131317,0.21990764141082764
pharmacies,0.21324466168880463,0.2586159110069275,0.21392159163951874,0.35195329785346985,0.3108147382736206,0.441009521484375,0.4796299636363983,0.29759761691093445,0.2705633342266083,0.14063887298107147,0.13542459905147552
supply,0.20549191534519196,0.17031481862068176,0.23476092517375946,0.27546006441116333,0.22798548638820648,0.19060420989990234,0.1929313838481903,0.18587814271450043,0.27509570121765137,0.17121340334415436,0.14298182725906372
high,0.20466077327728271,0.20271024107933044,0.2803038954734802,0.12259196490049362,0.21708175539970398,0.19987742602825165,0.13023895025253296,0.253610223531723,0.2048027515411377,0.15864528715610504,0.11137914657592773
cost,0.210266575217247,0.1665201336145401,0.23332229256629944,0.1563037782907486,0.21638384461402893,0.1997646689414978,0.2625965178012848,0.24194183945655823,0.23365573585033417,0.1725834161043167,0.17823095619678497
injectable,0.21296793222427368,0.26614829897880554,0.19392526149749756,0.38071107864379883,0.28031954169273376,0.2735910713672638,0.408133864402771,0.31073546409606934,0.3391215205192566,0.11215256154537201,0.2748751640319824
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.26037636399269104,0.4062570035457611,0.2334180772304535,0.1834760159254074,0.24139221012592316,0.3120402991771698,0.31168749928474426,0.31091248989105225
oral,0.20099733769893646,0.1757735162973404,0.22543784976005554,0.3342057466506958,0.1933257281780243,0.22164928913116455,0.313618928194046,0.22594523429870605,0.19891999661922455,0.14927931129932404,0.15616728365421295
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.26037636399269104,0.4062570035457611,0.2334180772304535,0.1834760159254074,0.24139221012592316,0.3120402991771698,0.31168749928474426,0.31091248989105225
infused,0.22273439168930054,0.2521677017211914,0.2589241564273834,0.2557885944843292,0.2734537124633789,0.20200441777706146,0.2696450352668762,0.4327137768268585,0.34691932797431946,0.14831949770450592,0.13488604128360748
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.26037636399269104,0.4062570035457611,0.2334180772304535,0.1834760159254074,0.24139221012592316,0.3120402991771698,0.31168749928474426,0.31091248989105225
or,0.33867141604423523,0.41673311591148376,0.3792596757411957,0.33200156688690186,0.5374364256858826,0.3099692463874817,0.27312225103378296,0.5791526436805725,0.4951852560043335,0.21177110075950623,0.32389625906944275
inhaled,0.16501952707767487,0.22863078117370605,0.17483589053153992,0.41131696105003357,0.2984432578086853,0.23320329189300537,0.4115781784057617,0.31202900409698486,0.37740853428840637,0.19682486355304718,0.2392689287662506
medications,0.2549620568752289,0.3681243658065796,0.25834259390830994,0.5987849235534668,0.3704794943332672,0.41452640295028687,0.6611061096191406,0.38862502574920654,0.35196056962013245,0.1565142124891281,0.22114922106266022
that,0.6297725439071655,0.3146487772464752,0.41498205065727234,0.28569626808166504,0.45265161991119385,0.2119864523410797,0.2915695607662201,0.43873903155326843,0.37621384859085083,0.3318655490875244,0.32716336846351624
are,0.29724663496017456,0.4691450595855713,0.39081433415412903,0.3169390857219696,1.0,0.30926746129989624,0.2709655165672302,0.5443448424339294,0.3322218656539917,0.20829962193965912,0.24591213464736938
used,0.27546408772468567,0.386074036359787,0.3075267970561981,0.2621268033981323,0.3322218656539917,0.29332220554351807,0.26952141523361206,0.521835446357727,0.9999998807907104,0.16741667687892914,0.22430120408535004
for,0.3017193675041199,0.29793059825897217,0.4185989499092102,0.26087135076522827,0.3895993232727051,0.2844717800617218,0.2985316216945648,0.37495917081832886,0.4236139953136444,0.3262052536010742,0.264628142118454
chronic,0.24245266616344452,0.20308881998062134,0.2019978016614914,0.503454327583313,0.19142170250415802,0.1611500233411789,0.379831999540329,0.2811574339866638,0.2208562046289444,0.15972094237804413,0.2098122537136078
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2582131624221802,0.48576638102531433,0.22013963758945465,0.26581162214279175,0.42465832829475403,0.3150506615638733,0.3292689621448517,0.20544172823429108
complex,0.2605343163013458,0.22928360104560852,0.24271073937416077,0.24099843204021454,0.33041873574256897,0.2463173270225525,0.1718612164258957,0.29179444909095764,0.25275829434394836,0.12131746858358383,0.17752902209758759
disease,0.2391042411327362,0.1721230298280716,0.22984620928764343,0.8098766207695007,0.2016754001379013,0.2302844375371933,0.34207087755203247,0.1787654012441635,0.16134825348854065,0.15188749134540558,0.16159942746162415
states,0.21526020765304565,0.1891750544309616,0.30884552001953125,0.19712454080581665,0.1846873015165329,0.2228749692440033,0.21036981046199799,0.1903344690799713,0.23992468416690826,0.19694998860359192,0.16272737085819244
such,0.23989605903625488,0.4367804527282715,0.3209529519081116,0.30031904578208923,0.4654397666454315,0.29609790444374084,0.28769445419311523,0.4611203372478485,0.4262988865375519,0.20227466523647308,0.17851735651493073
as,0.31749409437179565,0.2006441354751587,0.3886612355709076,0.2304132580757141,0.3826591968536377,0.2668265998363495,0.19872604310512543,0.405699223279953,0.35160550475120544,0.24545185267925262,0.27043893933296204
cancer,0.18563735485076904,0.13023945689201355,0.2646093964576721,0.4414808452129364,0.12606437504291534,0.13722975552082062,0.33515045046806335,0.09102676063776016,0.15517877042293549,0.1607159525156021,0.1681862771511078
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.26037636399269104,0.4062570035457611,0.2334180772304535,0.1834760159254074,0.24139221012592316,0.3120402991771698,0.31168749928474426,0.31091248989105225
hepatitis,0.2060195356607437,0.22122354805469513,0.21090880036354065,0.6337802410125732,0.19842402637004852,0.21516969799995422,0.48365724086761475,0.24872559309005737,0.2211328148841858,0.17870265245437622,0.20225422084331512
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.26037636399269104,0.4062570035457611,0.2334180772304535,0.1834760159254074,0.24139221012592316,0.3120402991771698,0.31168749928474426,0.31091248989105225
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2582131624221802,0.48576638102531433,0.22013963758945465,0.26581162214279175,0.42465832829475403,0.3150506615638733,0.3292689621448517,0.20544172823429108
rheumatoid,0.23139715194702148,0.28889408707618713,0.26639437675476074,0.5971435308456421,0.22192363440990448,0.35022810101509094,0.42722225189208984,0.3004760146141052,0.21529321372509003,0.1767086237668991,0.21610775589942932
arthritis,0.21903404593467712,0.198821023106575,0.23421292006969452,0.6133090257644653,0.20071175694465637,0.2774384617805481,0.42344582080841064,0.3099278509616852,0.20294374227523804,0.1690058410167694,0.2226410061120987
.,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.22635892033576965,0.3452940285205841,0.22083647549152374,0.23083394765853882,0.30710849165916443,0.33111312985420227,0.28705209493637085,0.4130953550338745
