,which,former,referee,served,as,an,analyst,for,cbs,?
cbs,0.18413257598876953,0.21602828800678253,0.18049807846546173,0.15527702867984772,0.21606822311878204,0.1958426535129547,0.41702330112457275,0.20941372215747833,1.0,0.14594407379627228
analyst,0.20005472004413605,0.28618237376213074,0.2608860731124878,0.1984795331954956,0.2652720510959625,0.23069792985916138,0.9999999403953552,0.3005681335926056,0.41702330112457275,0.14693133533000946
and,0.506277859210968,0.2516189515590668,0.19342483580112457,0.2463700920343399,0.49487000703811646,0.2838519215583801,0.2548525333404541,0.5064792633056641,0.2054297775030136,0.20544172823429108
retired,0.08150959759950638,0.3060092628002167,0.23311969637870789,0.3091695010662079,0.19263425469398499,0.19160065054893494,0.2949618399143219,0.25269749760627747,0.22092489898204803,0.16394437849521637
referee,0.08451035618782043,0.299012154340744,1.0,0.12257544696331024,0.16563621163368225,0.11594446748495102,0.2608860731124878,0.10795310884714127,0.18049807846546173,0.12022203952074051
mike,0.1683032363653183,0.2493365854024887,0.21289660036563873,0.1313234269618988,0.14603087306022644,0.1469220668077469,0.3164297342300415,0.21553947031497955,0.34373387694358826,0.1076895147562027
carey,0.19797782599925995,0.08722461760044098,0.19934818148612976,0.15225303173065186,0.1923525482416153,0.20659151673316956,0.22250686585903168,0.164075568318367,0.33369025588035583,0.1994398981332779
stated,0.2548240125179291,0.14975544810295105,0.19901229441165924,0.2043313980102539,0.3581467568874359,0.26727086305618286,0.2896844148635864,0.2897723317146301,0.24613289535045624,0.24280361831188202
he,0.3415409028530121,0.29827457666397095,0.2131924033164978,0.34888723492622375,0.33787044882774353,0.281929612159729,0.32713496685028076,0.4540175199508667,0.22742566466331482,0.2089974731206894
disagreed,0.22476699948310852,0.22629697620868683,0.17165476083755493,0.20978906750679016,0.24164165556430817,0.13245975971221924,0.20780888199806213,0.19404816627502441,0.18952812254428864,0.24631625413894653
with,0.46403205394744873,0.16752652823925018,0.1615763008594513,0.17899122834205627,0.40387406945228577,0.2730048894882202,0.14874672889709473,0.39140474796295166,0.20131054520606995,0.2433311939239502
the,0.6521818041801453,0.2251449078321457,0.12151769548654556,0.25209251046180725,0.48381632566452026,0.4207492768764496,0.24423721432685852,0.4739971458911896,0.2283918708562851,0.22068053483963013
call,0.25027644634246826,0.0920255035161972,0.12885794043540955,0.12171348929405212,0.2785561680793762,0.1605527549982071,0.12975457310676575,0.272861123085022,0.17553752660751343,0.23091886937618256
and,0.506277859210968,0.2516189515590668,0.19342483580112457,0.2463700920343399,0.49487000703811646,0.2838519215583801,0.2548525333404541,0.5064792633056641,0.2054297775030136,0.20544172823429108
felt,0.2373969405889511,0.11263172328472137,0.09724077582359314,0.19005471467971802,0.22111855447292328,0.20745687186717987,0.16809377074241638,0.2776523232460022,0.15391838550567627,0.17489777505397797
the,0.6521818041801453,0.2251449078321457,0.12151769548654556,0.25209251046180725,0.48381632566452026,0.4207492768764496,0.24423721432685852,0.4739971458911896,0.2283918708562851,0.22068053483963013
review,0.18274706602096558,0.06341444700956345,0.13884815573692322,0.13269050419330597,0.21991686522960663,0.22083190083503723,0.28037527203559875,0.25302138924598694,0.21706154942512512,0.27187594771385193
clearly,0.46585381031036377,0.13006368279457092,0.11270657181739807,0.06689544022083282,0.373527467250824,0.2689272463321686,0.20812618732452393,0.3206973671913147,0.14696429669857025,0.40760257840156555
showed,0.2747635841369629,0.1273128241300583,0.043291669338941574,0.12952792644500732,0.2399110049009323,0.20822156965732574,0.2251332700252533,0.27973151206970215,0.21636365354061127,0.17389845848083496
the,0.6521818041801453,0.2251449078321457,0.12151769548654556,0.25209251046180725,0.48381632566452026,0.4207492768764496,0.24423721432685852,0.4739971458911896,0.2283918708562851,0.22068053483963013
pass,0.25938987731933594,0.07695996761322021,0.11870309710502625,0.15523315966129303,0.17275890707969666,0.13785582780838013,0.17997388541698456,0.2026006579399109,0.07778449356555939,0.09478675574064255
was,0.2830964922904968,0.2544213533401489,0.16264301538467407,0.35597074031829834,0.3677520453929901,0.3694365322589874,0.29761555790901184,0.3863949179649353,0.26256829500198364,0.18412111699581146
complete,0.33639606833457947,0.11691280454397202,0.059164296835660934,0.07811632007360458,0.2282925397157669,0.2157072126865387,0.16230060160160065,0.23847275972366333,0.13366444408893585,0.11962060630321503
.,0.45942068099975586,0.20895031094551086,0.08399199694395065,0.2476729303598404,0.515582263469696,0.3581749200820923,0.21018318831920624,0.4726039469242096,0.2350580096244812,0.4130953550338745
