,compared,to,smeaton,'s,improvement,on,newcomen,'s,engine,",",how,much,coal,did,watt,'s,engine,use,?
boulton,0.16445110738277435,0.22932593524456024,0.5742351412773132,0.07558367401361465,0.2696148753166199,0.24379800260066986,0.2645115256309509,0.07558367401361465,0.27492907643318176,0.2906629741191864,0.1531706154346466,0.19068188965320587,0.2241576761007309,0.18596939742565155,0.44902464747428894,0.07558367401361465,0.27492907643318176,0.14894872903823853,0.10306169092655182
and,0.38507750630378723,0.48971283435821533,0.31958678364753723,0.06895173341035843,0.27008214592933655,0.4077630043029785,0.2528444230556488,0.06895173341035843,0.18437977135181427,0.6633074283599854,0.33647966384887695,0.38395699858665466,0.23463141918182373,0.34479495882987976,0.22779549658298492,0.06895173341035843,0.18437977135181427,0.34145063161849976,0.20544172823429108
watt,0.23724688589572906,0.18281418085098267,0.26900699734687805,-0.022533712908625603,0.2752284109592438,0.14423085749149323,0.25657278299331665,-0.022533712908625603,0.31998884677886963,0.18948227167129517,0.16926205158233643,0.19437173008918762,0.3027905523777008,0.17172856628894806,1.0,-0.022533712908625603,0.31998884677886963,0.19314832985401154,0.16354146599769592
's,0.04780092462897301,0.03782717138528824,0.09042929112911224,0.9999999403953552,0.030988195911049843,0.0026888418942689896,0.02899864688515663,0.9999999403953552,0.044662050902843475,-0.0016132977325469255,-0.026164190843701363,0.06731651723384857,-0.0007199255051091313,0.05069678649306297,-0.022533712908625603,0.9999999403953552,0.044662050902843475,0.004619393963366747,-0.023395681753754616
early,0.2806990146636963,0.24557004868984222,0.2040950506925583,0.03384959325194359,0.2524983882904053,0.2426261156797409,0.13435517251491547,0.03384959325194359,0.12666913866996765,0.3022546172142029,0.2415190190076828,0.3483094871044159,0.22095449268817902,0.32047218084335327,0.19764328002929688,0.03384959325194359,0.12666913866996765,0.22727534174919128,0.15272949635982513
engines,0.2128877341747284,0.24536406993865967,0.14972148835659027,0.070243701338768,0.34048521518707275,0.19385121762752533,0.4096066951751709,0.070243701338768,0.8767010569572449,0.20245449244976044,0.1776673048734665,0.2845681309700012,0.28264644742012024,0.20473016798496246,0.30462056398391724,0.070243701338768,0.8767010569572449,0.27862992882728577,0.18940703570842743
used,0.2976347506046295,0.40058770775794983,0.2746405601501465,0.00600846204906702,0.2744274437427521,0.24785758554935455,0.16627375781536102,0.00600846204906702,0.21100758016109467,0.3120402991771698,0.34819337725639343,0.3209210932254791,0.2525128424167633,0.30443844199180603,0.1704828441143036,0.00600846204906702,0.21100758016109467,0.7127541303634644,0.22430120408535004
half,0.23795409500598907,0.21248666942119598,0.19076281785964966,-0.0026473274920135736,0.17125555872917175,0.179890438914299,0.0663706436753273,-0.0026473274920135736,0.07013247162103653,0.26690807938575745,0.19052551686763763,0.31262141466140747,0.12761397659778595,0.12883292138576508,0.21840275824069977,-0.0026473274920135736,0.07013247162103653,0.13825634121894836,0.07471233606338501
as,0.2889116704463959,0.42092081904411316,0.31624534726142883,-0.05775856226682663,0.28440436720848083,0.36047765612602234,0.24928738176822662,-0.05775856226682663,0.15144379436969757,0.48816442489624023,0.33782753348350525,0.36514025926589966,0.16844041645526886,0.3596470057964325,0.2473362237215042,-0.05775856226682663,0.15144379436969757,0.3453201949596405,0.27043893933296204
much,0.4423663914203644,0.40610215067863464,0.1915234625339508,0.06731651723384857,0.3542703092098236,0.2834896147251129,0.2383219599723816,0.06731651723384857,0.21749742329120636,0.36182254552841187,0.46556615829467773,0.9999998807907104,0.22272782027721405,0.37947356700897217,0.19437173008918762,0.06731651723384857,0.21749742329120636,0.38976505398750305,0.23442231118679047
coal,0.12918637692928314,0.20023773610591888,0.22605584561824799,-0.0007199255051091313,0.19780117273330688,0.16583877801895142,0.21090829372406006,-0.0007199255051091313,0.2546955347061157,0.2299477756023407,0.15703199803829193,0.22272782027721405,1.0,0.12918034195899963,0.3027905523777008,-0.0007199255051091313,0.2546955347061157,0.22161652147769928,0.10339318215847015
as,0.2889116704463959,0.42092081904411316,0.31624534726142883,-0.05775856226682663,0.28440436720848083,0.36047765612602234,0.24928738176822662,-0.05775856226682663,0.15144379436969757,0.48816442489624023,0.33782753348350525,0.36514025926589966,0.16844041645526886,0.3596470057964325,0.2473362237215042,-0.05775856226682663,0.15144379436969757,0.3453201949596405,0.27043893933296204
john,0.10893701761960983,0.2070634365081787,0.36253097653388977,-0.1023898646235466,0.15939626097679138,0.194100484251976,0.22151318192481995,-0.1023898646235466,0.1436057686805725,0.23961079120635986,0.16882067918777466,0.0944211557507515,0.18382926285266876,0.18785913288593292,0.24757862091064453,-0.1023898646235466,0.1436057686805725,0.10879159718751907,0.13162356615066528
smeaton,0.1937379539012909,0.21292546391487122,1.0,0.09042929112911224,0.23641979694366455,0.22259630262851715,0.24295400083065033,0.09042929112911224,0.14822524785995483,0.3304162919521332,0.20615613460540771,0.1915234625339508,0.22605584561824799,0.1855081021785736,0.26900699734687805,0.09042929112911224,0.14822524785995483,0.22056375443935394,0.1518121063709259
's,0.04780092462897301,0.03782717138528824,0.09042929112911224,0.9999999403953552,0.030988195911049843,0.0026888418942689896,0.02899864688515663,0.9999999403953552,0.044662050902843475,-0.0016132977325469255,-0.026164190843701363,0.06731651723384857,-0.0007199255051091313,0.05069678649306297,-0.022533712908625603,0.9999999403953552,0.044662050902843475,0.004619393963366747,-0.023395681753754616
improved,0.3558613955974579,0.22972281277179718,0.17062903940677643,0.043154362589120865,0.7488682270050049,0.2746554911136627,0.2656186819076538,0.043154362589120865,0.35964372754096985,0.267753005027771,0.2584346830844879,0.33014893531799316,0.1195075735449791,0.27103501558303833,0.26211056113243103,0.043154362589120865,0.35964372754096985,0.29164057970046997,0.22755856812000275
version,0.2843793034553528,0.24018406867980957,0.1509580761194229,-0.009124638512730598,0.28947147727012634,0.25959500670433044,0.1728828251361847,-0.009124638512730598,0.23894956707954407,0.2078275829553604,0.21470944583415985,0.27927321195602417,0.04368580877780914,0.21677692234516144,0.1191042885184288,-0.009124638512730598,0.23894956707954407,0.30217161774635315,0.2573966085910797
of,0.3360389769077301,0.41548454761505127,0.2466539591550827,-0.03817026689648628,0.24460411071777344,0.3966929316520691,0.20999403297901154,-0.03817026689648628,0.17095594108104706,0.4946078956127167,0.2480744868516922,0.2671096920967102,0.2543368637561798,0.2513895630836487,0.21599632501602173,-0.03817026689648628,0.17095594108104706,0.2750902473926544,0.1826142966747284
newcomen,0.16658052802085876,0.28331831097602844,0.24295400083065033,0.02899864688515663,0.29744139313697815,0.1810920536518097,1.0,0.02899864688515663,0.3742743134498596,0.29110631346702576,0.20229077339172363,0.2383219599723816,0.21090829372406006,0.26893195509910583,0.25657278299331665,0.02899864688515663,0.3742743134498596,0.23180009424686432,0.2543369233608246
's,0.04780092462897301,0.03782717138528824,0.09042929112911224,0.9999999403953552,0.030988195911049843,0.0026888418942689896,0.02899864688515663,0.9999999403953552,0.044662050902843475,-0.0016132977325469255,-0.026164190843701363,0.06731651723384857,-0.0007199255051091313,0.05069678649306297,-0.022533712908625603,0.9999999403953552,0.044662050902843475,0.004619393963366747,-0.023395681753754616
.,0.27071613073349,0.4645031690597534,0.3301877975463867,-0.003708066651597619,0.2758496105670929,0.49257001280784607,0.2567371726036072,-0.003708066651597619,0.21814921498298645,0.6812511086463928,0.3287222981452942,0.3374604284763336,0.16755032539367676,0.35288307070732117,0.25756895542144775,-0.003708066651597619,0.21814921498298645,0.3711656630039215,0.4130953550338745
